ExperimentID,FormulationID,Metric,Baseline,Comparison,Observations,Mean,StandardDeviation,StandardError,ConfidenceLow,ConfidenceHigh
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__level,DETERMINISTIC_RH|NONE,-,2,408468.8482601164,6102.288276976091,4314.969421404967,400011.5081941627,416926.18832607014
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__level,DETERMINISTIC_RH|STATIC_DEMAND_SHARE,-,2,408468.84826011653,6102.288276976091,4314.969421404967,400011.5081941628,416926.18832607026
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__level,DETERMINISTIC_RH|PEA,-,2,535197.0457828749,12573.266850583046,8890.642251715297,517771.3869695129,552622.7045962369
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__level,DETERMINISTIC_RH|SA,-,2,653728.9817700633,25511.00699461302,18039.00604078831,618372.5299301182,689085.4336100083
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__level,DETERMINISTIC_RH|LEXMMFPEA,-,2,573187.7499775141,22381.41545848578,15826.050643248715,542168.6907167466,604206.8092382817
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__level,DETERMINISTIC_RH|LEXMMFSA,-,2,666185.6866106882,30587.216631112613,21628.42829748167,623793.9671476241,708577.4060737523
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__level,TWO_STAGE_RH|NONE,-,2,408479.64246995025,6110.041621152173,4320.451863648747,400011.5568171987,416947.7281227018
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__level,TWO_STAGE_RH|STATIC_DEMAND_SHARE,-,2,408479.64246995025,6110.041621152133,4320.451863648719,400011.55681719875,416947.72812270175
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__level,TWO_STAGE_RH|PEA,-,2,535584.1728790225,12496.62926453471,8836.45129492675,518264.7283409661,552903.6174170789
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__level,TWO_STAGE_RH|SA,-,2,657489.960026307,27775.506357237176,19640.248896092467,618995.0721899658,695984.8478626483
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__level,TWO_STAGE_RH|LEXMMFPEA,-,2,573018.014670565,23066.77584868712,16310.673622716742,541049.0943700402,604986.9349710898
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__level,TWO_STAGE_RH|LEXMMFSA,-,2,665802.8715475749,29128.99548782093,20597.310238590522,625432.1434799375,706173.5996152123
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__level,MULTISTAGE_RH|NONE,-,2,408472.06709668157,6097.736154650631,4311.750584839843,400021.03595039545,416923.0982429677
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__level,MULTISTAGE_RH|STATIC_DEMAND_SHARE,-,2,408472.06709668157,6097.736154650673,4311.750584839872,400021.0359503954,416923.09824296774
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__level,MULTISTAGE_RH|PEA,-,2,531217.6335524833,16459.37363022008,11638.53470801166,508406.1055247804,554029.1615801861
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__level,MULTISTAGE_RH|SA,-,2,653570.4831344659,28271.059611048335,19990.657962301393,614388.7935283552,692752.1727405766
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__level,MULTISTAGE_RH|LEXMMFPEA,-,2,573937.4707062757,21325.57449414834,15079.458337511167,544381.7323647537,603493.2090477976
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__level,MULTISTAGE_RH|LEXMMFSA,-,2,664304.4100319702,34820.430810824684,24621.762750171125,616045.7550416349,712563.0650223056
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__controller_difference,DETERMINISTIC_RH|NONE,TWO_STAGE_RH|NONE,2,10.794209833838977,7.753344176082847,5.482442243781406,0.04862303602742024,21.539796631650532
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__controller_difference,DETERMINISTIC_RH|NONE,MULTISTAGE_RH|NONE,2,3.218836565123638,4.552122325460277,3.2188365651236377,-3.0900831025186912,9.527756232765967
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__controller_difference,TWO_STAGE_RH|NONE,MULTISTAGE_RH|NONE,2,-7.575373268715339,12.305466501543124,8.701278808905045,-24.629879734169226,9.479133196738548
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__controller_difference,DETERMINISTIC_RH|STATIC_DEMAND_SHARE,TWO_STAGE_RH|STATIC_DEMAND_SHARE,2,10.794209833751665,7.753344176041688,5.482442243752303,0.0486230359971529,21.539796631506178
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__controller_difference,DETERMINISTIC_RH|STATIC_DEMAND_SHARE,MULTISTAGE_RH|STATIC_DEMAND_SHARE,2,3.2188365650945343,4.552122325419118,3.218836565094534,-3.090083102490752,9.52775623267982
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__controller_difference,TWO_STAGE_RH|STATIC_DEMAND_SHARE,MULTISTAGE_RH|STATIC_DEMAND_SHARE,2,-7.575373268657131,12.305466501460806,8.701278808846837,-24.62987973399693,9.479133196682668
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__controller_difference,DETERMINISTIC_RH|PEA,TWO_STAGE_RH|PEA,2,387.1270961475675,76.6375860483347,54.19095678854501,280.9128208420193,493.3413714531157
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__controller_difference,DETERMINISTIC_RH|PEA,MULTISTAGE_RH|PEA,2,-3979.4122303916374,3886.1067796370376,2747.8924562963653,-9365.281444732515,1406.4569839492387
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__controller_difference,TWO_STAGE_RH|PEA,MULTISTAGE_RH|PEA,2,-4366.539326539205,3962.7443656853725,2802.0834130849107,-9858.62281618563,1125.54416310722
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__controller_difference,DETERMINISTIC_RH|SA,TWO_STAGE_RH|SA,2,3760.9782562437467,2264.4993626241535,1601.2428553041536,622.5422598476057,6899.414252639888
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__controller_difference,DETERMINISTIC_RH|SA,MULTISTAGE_RH|SA,2,-158.4986355973524,2760.052616435313,1951.651921513083,-3983.736401762995,3666.73913056829
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__controller_difference,TWO_STAGE_RH|SA,MULTISTAGE_RH|SA,2,-3919.476891841099,495.5532538111596,350.40906620892923,-4606.2786616106005,-3232.675122071598
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__controller_difference,DETERMINISTIC_RH|LEXMMFPEA,TWO_STAGE_RH|LEXMMFPEA,2,-169.73530694918009,685.36039020134,484.62297946802573,-1119.5963467065105,780.1257328081504
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__controller_difference,DETERMINISTIC_RH|LEXMMFPEA,MULTISTAGE_RH|LEXMMFPEA,2,749.7207287615165,1055.84096433744,746.5923057375475,-713.6001904840764,2213.0416480071094
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__controller_difference,TWO_STAGE_RH|LEXMMFPEA,MULTISTAGE_RH|LEXMMFPEA,2,919.4560357106966,1741.2013545387802,1231.2152852055733,-1493.725923292227,3332.63799471362
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__controller_difference,DETERMINISTIC_RH|LEXMMFSA,TWO_STAGE_RH|LEXMMFSA,2,-382.8150631132303,1458.221143291687,1031.118058891152,-2403.806458539888,1638.1763323134276
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__controller_difference,DETERMINISTIC_RH|LEXMMFSA,MULTISTAGE_RH|LEXMMFSA,2,-1881.2765787179233,4233.214179712067,2993.3344526894502,-7748.212105989246,3985.6589485533996
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__controller_difference,TWO_STAGE_RH|LEXMMFSA,MULTISTAGE_RH|LEXMMFSA,2,-1498.461515604693,5691.435323003754,4024.4525115806027,-9386.388438302674,6389.465407093288
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__fairness_difference,DETERMINISTIC_RH|NONE,DETERMINISTIC_RH|STATIC_DEMAND_SHARE,2,5.820766091346741e-11,0.0,0.0,5.820766091346741e-11,5.820766091346741e-11
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__fairness_difference,DETERMINISTIC_RH|NONE,DETERMINISTIC_RH|PEA,2,126728.19752275848,6470.978573606954,4575.67283031033,117759.87877535023,135696.51627016673
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__fairness_difference,DETERMINISTIC_RH|NONE,DETERMINISTIC_RH|SA,2,245260.13350994678,19408.71871763693,13724.036619383345,218361.02173595544,272159.24528393813
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__fairness_difference,DETERMINISTIC_RH|NONE,DETERMINISTIC_RH|LEXMMFPEA,2,164718.9017173977,16279.127181509688,11511.081221843748,142157.18252258396,187280.62091221145
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__fairness_difference,DETERMINISTIC_RH|NONE,DETERMINISTIC_RH|LEXMMFSA,2,257716.83835057172,24484.928354136522,17313.458876076707,223782.45895346138,291651.21774768207
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__fairness_difference,DETERMINISTIC_RH|STATIC_DEMAND_SHARE,DETERMINISTIC_RH|PEA,2,126728.19752275842,6470.978573606954,4575.67283031033,117759.87877535017,135696.51627016667
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__fairness_difference,DETERMINISTIC_RH|STATIC_DEMAND_SHARE,DETERMINISTIC_RH|SA,2,245260.13350994673,19408.71871763693,13724.036619383345,218361.02173595538,272159.2452839381
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__fairness_difference,DETERMINISTIC_RH|STATIC_DEMAND_SHARE,DETERMINISTIC_RH|LEXMMFPEA,2,164718.90171739765,16279.127181509688,11511.081221843748,142157.1825225839,187280.6209122114
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__fairness_difference,DETERMINISTIC_RH|STATIC_DEMAND_SHARE,DETERMINISTIC_RH|LEXMMFSA,2,257716.83835057166,24484.928354136522,17313.458876076707,223782.45895346132,291651.217747682
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__fairness_difference,DETERMINISTIC_RH|PEA,DETERMINISTIC_RH|SA,2,118531.9359871883,12937.740144029976,9148.363789073015,100601.1429606052,136462.7290137714
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__fairness_difference,DETERMINISTIC_RH|PEA,DETERMINISTIC_RH|LEXMMFPEA,2,37990.70419463923,9808.148607902735,6935.4083915334195,24397.303747233724,51584.10464204473
oos_unit_solvecount_smoke,shared_battery_mode_node_level_v1,total_operating_cost__fairness_difference,DETERMINISTIC_RH|PEA,DETERMINISTIC_RH|LEXMMFSA,2,130988.64082781324,18013.94978052957,12737.786045766377,106022.58017811115,155954.70147751534
