ExperimentID,Replication,Controller,Fairness,FormulationID,Resource,House,Demand,PVAllocation,DemandNormalizedPV,ChargeContribution,DischargeAllocation,GridImport,GridExport,OperatingCost,AllGridBenchmark,Savings,SavingsRatio,PVOrderStatistic,SavingsOrderStatistic
oos_unit_solvecount_smoke,1,DETERMINISTIC_RH,NONE,shared_battery_mode_node_level_v1,none,1,814.0833693740622,55.529770564372114,0.06821140518699972,8.720221606648199,8.0,759.2738204163384,0.0,149360.41385794315,159439.18188325103,10078.768025307887,0.06321387193700004,2,1
oos_unit_solvecount_smoke,1,DETERMINISTIC_RH,NONE,shared_battery_mode_node_level_v1,none,2,887.7791121867756,225.90504949298145,0.2544608747738304,2.666666666666666,4.0,660.5407293604608,0.0,122763.09761228855,164628.9822942426,41865.88468195405,0.2543044614533718,3,3
oos_unit_solvecount_smoke,1,DETERMINISTIC_RH,NONE,shared_battery_mode_node_level_v1,none,3,762.7347005173042,53.073713602932806,0.06958345223697963,8.720221606648199,8.0,710.3812085210195,0.0,138390.54448855566,149084.06776572356,10693.5232771679,0.07172814263407484,1,2
oos_unit_solvecount_smoke,1,DETERMINISTIC_RH,NONE,shared_battery_mode_node_level_v1,none,4,1512.4295161574346,1501.7936845040822,0.9929677174772584,2.0535549399815327,0.0,12.689386593333888,0.0,2269.7617227340934,290223.2360805295,287953.47435779544,0.9921792556881824,4,4
oos_unit_solvecount_smoke,1,TWO_STAGE_RH,NONE,shared_battery_mode_node_level_v1,none,1,814.0833693740622,95.0719864255874,0.11678409116585563,13.333333333333332,12.0,720.3447162818081,0.0,141671.42407827365,159439.18188325103,17767.757804977387,0.11143909292000624,2,2
oos_unit_solvecount_smoke,1,TWO_STAGE_RH,NONE,shared_battery_mode_node_level_v1,none,2,887.7791121867756,225.90504949298145,0.2544608747738304,2.6666666666666665,4.0,660.5407293604608,0.0,122763.09761228855,164628.9822942426,41865.88468195405,0.2543044614533718,3,3
oos_unit_solvecount_smoke,1,TWO_STAGE_RH,NONE,shared_battery_mode_node_level_v1,none,3,762.7347005173042,13.531497741717518,0.017740765868578087,5.333333333333333,5.660000000000004,748.8765361089199,0.0,145986.57450294355,149084.06776572356,3097.4932627800154,0.020776822830240554,1,1
oos_unit_solvecount_smoke,1,TWO_STAGE_RH,NONE,shared_battery_mode_node_level_v1,none,4,1512.4295161574346,1501.7936845040822,0.9929677174772584,2.6666666666666665,0.0,13.302498320019021,0.0,2378.998140093281,290223.2360805295,287844.23794043623,0.9918028681224091,4,4
oos_unit_solvecount_smoke,1,MULTISTAGE_RH,NONE,shared_battery_mode_node_level_v1,none,1,814.0833693740622,13.531497741717518,0.01662175920891457,11.386888273314867,12.0,799.9387599056597,0.0,155964.6714697785,159439.18188325103,3474.5104134725407,0.021792073770277764,1,1
oos_unit_solvecount_smoke,1,MULTISTAGE_RH,NONE,shared_battery_mode_node_level_v1,none,2,887.7791121867756,225.90504949298145,0.2544608747738304,6.666666666666668,4.0,664.5407293604608,0.0,123463.93761228854,164628.9822942426,41165.04468195405,0.25004737384805953,3,3
oos_unit_solvecount_smoke,1,MULTISTAGE_RH,NONE,shared_battery_mode_node_level_v1,none,3,762.7347005173042,95.0719864255874,0.12464620576605127,3.3868882733148657,4.0,667.0496023650314,0.0,131319.06021005363,149084.06776572356,17765.00755566993,0.11916100641677249,2,2
oos_unit_solvecount_smoke,1,MULTISTAGE_RH,NONE,shared_battery_mode_node_level_v1,none,4,1512.4295161574346,1501.7936845040822,0.9929677174772584,0.7202216066481986,0.0,11.356053260000554,0.0,2036.1483894007602,290223.2360805295,288187.0876911288,0.9929841992774288,4,4
oos_unit_solvecount_smoke,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,shared_battery_mode_node_level_v1,pv,1,814.0833693740622,56.69761050443675,0.06964595106276497,7.873499538319482,12.0,753.259258407945,0.0,147649.32518530966,159439.18188325103,11789.856697941374,0.0739457927385407,2,2
oos_unit_solvecount_smoke,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,shared_battery_mode_node_level_v1,pv,2,887.7791121867756,225.90504949298145,0.2544608747738304,2.5401662049861486,4.0,660.4142288987802,0.0,122746.8736326025,164628.9822942426,41882.1086616401,0.2544030101989205,3,3
oos_unit_solvecount_smoke,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,shared_battery_mode_node_level_v1,pv,3,762.7347005173042,51.90587366286817,0.06805233015839507,7.873499538319482,4.0,714.7023263927554,0.0,139815.3647032021,149084.06776572356,9268.703062521468,0.06217098313340004,1,1
oos_unit_solvecount_smoke,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,shared_battery_mode_node_level_v1,pv,4,1512.4295161574346,1501.7936845040822,0.9929677174772584,3.873499538319482,0.0,14.509331191671837,0.0,2572.2541604072235,290223.2360805295,287650.9819201223,0.9911369806389537,4,4
oos_unit_solvecount_smoke,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,shared_battery_mode_node_level_v1,pv,1,814.0833693740622,56.69761050443675,0.06964595106276497,8.666666666666668,8.0,758.0524255362923,0.0,148630.3291649957,159439.18188325103,10808.852718255337,0.06779295146013792,2,1
oos_unit_solvecount_smoke,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,shared_battery_mode_node_level_v1,pv,2,887.7791121867756,225.90504949298145,0.2544608747738304,2.0000000000000018,4.0,659.874062693794,0.0,122651.69094562189,164628.9822942426,41977.29134862071,0.2549811750253937,3,3
oos_unit_solvecount_smoke,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,shared_battery_mode_node_level_v1,pv,3,762.7347005173042,51.90587366286817,0.06805233015839507,4.666666666666669,9.660000000000009,705.8354935211025,0.0,138146.81608288814,149084.06776572356,10937.251682835427,0.07336298134836679,1,2
oos_unit_solvecount_smoke,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,shared_battery_mode_node_level_v1,pv,4,1512.4295161574346,1501.7936845040822,0.9929677174772584,8.666666666666668,0.0,19.302498320019023,0.0,3371.2581400932813,290223.2360805295,286851.9779404362,0.9883839137567956,4,4
oos_unit_solvecount_smoke,1,MULTISTAGE_RH,STATIC_DEMAND_SHARE,shared_battery_mode_node_level_v1,pv,1,814.0833693740622,56.69761050443675,0.06964595106276497,6.540166204986148,12.0,751.9259250746118,0.0,147415.71185197635,159439.18188325103,12023.470031274686,0.0754110118306982,2,2
oos_unit_solvecount_smoke,1,MULTISTAGE_RH,STATIC_DEMAND_SHARE,shared_battery_mode_node_level_v1,pv,2,887.7791121867756,225.90504949298145,0.2544608747738304,6.540166204986149,4.0,664.4142288987802,0.0,123447.71363260249,164628.9822942426,41181.268661640104,0.2501459225936082,3,3
oos_unit_solvecount_smoke,1,MULTISTAGE_RH,STATIC_DEMAND_SHARE,shared_battery_mode_node_level_v1,pv,3,762.7347005173042,51.90587366286817,0.06805233015839507,6.540166204986149,4.0,713.3689930594221,0.0,139581.75136986875,149084.06776572356,9502.31639585481,0.06373797373698654,1,1
oos_unit_solvecount_smoke,1,MULTISTAGE_RH,STATIC_DEMAND_SHARE,shared_battery_mode_node_level_v1,pv,4,1512.4295161574346,1501.7936845040822,0.9929677174772584,2.540166204986148,0.0,13.175997858338503,0.0,2338.6408270738903,290223.2360805295,287884.5952534556,0.9919419242282,4,4
oos_unit_solvecount_smoke,1,DETERMINISTIC_RH,PEA,shared_battery_mode_node_level_v1,pv,1,814.0833693740622,374.6846019629972,0.4602533549494902,10.14404432132964,20.0,736.983006554733,307.44019482233824,142026.68949910242,159439.18188325103,17412.492384148616,0.10921087387978994,2,2
oos_unit_solvecount_smoke,1,DETERMINISTIC_RH,PEA,shared_battery_mode_node_level_v1,pv,2,887.7791121867756,409.8202856599757,0.46162415857082656,20.000000000000004,4.000000000000003,657.874062693794,163.91523616699425,120678.31858395196,164628.9822942426,43950.66371029064,0.26696796091308694,3,3
oos_unit_solvecount_smoke,1,DETERMINISTIC_RH,PEA,shared_battery_mode_node_level_v1,pv,3,762.7347005173042,353.6233277475368,0.4636255928931794,6.144044321329639,8.880000000000006,713.8156119134351,307.44019482233824,136368.61217699366,149084.06776572356,12715.455588729907,0.08529050608353042,1,1
oos_unit_solvecount_smoke,1,DETERMINISTIC_RH,PEA,shared_battery_mode_node_level_v1,pv,4,1512.4295161574346,698.1740027938581,0.46162415857082656,0.14404432132963982,0.0,818.9212936445056,4.521735959599482,145014.06777454217,290223.2360805295,145209.16830598735,0.5003361214871697,4,4
oos_unit_solvecount_smoke,1,TWO_STAGE_RH,PEA,shared_battery_mode_node_level_v1,pv,1,814.0833693740622,372.8493000173654,0.4579989151529336,24.14404432132964,20.88000000000001,692.1827373235897,247.6846236455632,133743.62584313663,159439.18188325103,25695.556040114403,0.1611621167181472,2,2
oos_unit_solvecount_smoke,1,TWO_STAGE_RH,PEA,shared_battery_mode_node_level_v1,pv,2,887.7791121867756,403.99998663805997,0.45506813698615645,4.000000000000001,4.0,657.874062693794,174.09493714507855,120576.52157417109,164628.9822942426,44052.46072007151,0.2675863028864275,3,3
oos_unit_solvecount_smoke,1,TWO_STAGE_RH,PEA,shared_battery_mode_node_level_v1,pv,3,762.7347005173042,367.7723424504872,0.4821759678706837,8.144044321329641,8.0,754.8787438386337,359.7723414504872,144024.30214174883,149084.06776572356,5059.76562397473,0.033939009713136084,1,1
oos_unit_solvecount_smoke,1,TWO_STAGE_RH,PEA,shared_battery_mode_node_level_v1,pv,4,1512.4295161574346,691.6805890584561,0.45733079239010066,0.14404432132963985,0.0,824.3256012980268,3.432629877718533,146076.17461489263,290223.2360805295,144147.06146563689,0.496676501207642,4,4
oos_unit_solvecount_smoke,1,MULTISTAGE_RH,PEA,shared_battery_mode_node_level_v1,pv,1,814.0833693740622,374.9175649781335,0.46053952099083245,8.14404432132964,20.0,686.4171436861352,259.1072949688767,132623.18411413365,159439.18188325103,26815.997769117384,0.16818950933123414,2,2
oos_unit_solvecount_smoke,1,MULTISTAGE_RH,PEA,shared_battery_mode_node_level_v1,pv,2,887.7791121867756,411.35806936730125,0.4633563278528202,16.0,4.0,657.874062693794,169.45301987431984,120622.94074687868,164628.9822942426,44006.041547363915,0.26730434054868657,3,3
oos_unit_solvecount_smoke,1,MULTISTAGE_RH,PEA,shared_battery_mode_node_level_v1,pv,3,762.7347005173042,349.2327970760073,0.457869291693625,8.144044321329641,8.880000000000006,753.2055306805858,340.4395829179592,143903.4561659622,149084.06776572356,5180.611599761352,0.034749599185221886,1,1
oos_unit_solvecount_smoke,1,MULTISTAGE_RH,PEA,shared_battery_mode_node_level_v1,pv,4,1512.4295161574346,700.7937867429265,0.4633563278528202,4.144044321329639,0.0,815.7797737358377,0.0,145706.58723352035,290223.2360805295,144516.64884700917,0.4979499601710371,4,4
oos_unit_solvecount_smoke,1,DETERMINISTIC_RH,SA,shared_battery_mode_node_level_v1,savings,1,814.0833693740622,629.0055713391708,0.7726549822812433,2.0000000000000004,23.53900680852138,741.4156068714092,577.8768156450391,140304.97376832148,159439.18188325103,19134.208114929555,0.1200094474201488,3,2
oos_unit_solvecount_smoke,1,DETERMINISTIC_RH,SA,shared_battery_mode_node_level_v1,savings,2,887.7791121867756,373.8640495319661,0.42112282706344034,0.0,4.6370578566142635,801.6184389804188,292.3404341822236,144873.98165011426,164628.9822942426,19755.000644128333,0.1199971011715305,2,3
oos_unit_solvecount_smoke,1,DETERMINISTIC_RH,SA,shared_battery_mode_node_level_v1,savings,3,762.7347005173042,635.7914812700654,0.8335683178421764,2.0000000000000004,6.3957135785566095,700.4243213137211,577.8768156450391,131192.50622690082,149084.06776572356,17891.561538822745,0.12000988306100041,4,1
oos_unit_solvecount_smoke,1,DETERMINISTIC_RH,SA,shared_battery_mode_node_level_v1,savings,4,1512.4295161574346,197.64111602316652,0.13067790195294846,35.889196675900266,1.4282217563077753,1353.7564112888351,4.507036234974452,255396.52616551495,290223.2360805295,34826.709915014566,0.11999972981264341,1,4
oos_unit_solvecount_smoke,1,TWO_STAGE_RH,SA,shared_battery_mode_node_level_v1,savings,1,814.0833693740622,563.9876548018365,0.6927885718086577,0.46784894718066994,15.587912343573837,744.7233414819095,509.7476903060769,141424.93135526832,159439.18188325103,18014.250527982716,0.11298509133829857,3,2
oos_unit_solvecount_smoke,1,TWO_STAGE_RH,SA,shared_battery_mode_node_level_v1,savings,2,887.7791121867756,447.69232429828446,0.5042834621277917,0.0,5.177976197430738,810.4353008333335,375.52648914227296,146030.39424314164,164628.9822942426,18598.58805110096,0.1129727450896803,2,3
oos_unit_solvecount_smoke,1,TWO_STAGE_RH,SA,shared_battery_mode_node_level_v1,savings,3,762.7347005173042,635.7217878674156,0.8334769447833624,0.0,9.547465784135534,705.252849819286,587.787402953533,132239.72580501795,149084.06776572356,16844.341960705613,0.11298552697915018,4,1
oos_unit_solvecount_smoke,1,TWO_STAGE_RH,SA,shared_battery_mode_node_level_v1,savings,4,1512.4295161574346,188.90045119683217,0.12489868068481202,36.285613656697436,2.8566456748598905,1363.3376639733651,6.3796310309253235,257435.15751897148,290223.2360805295,32788.07856155804,0.11297537373079317,1,4
oos_unit_solvecount_smoke,1,MULTISTAGE_RH,SA,shared_battery_mode_node_level_v1,savings,1,814.0833693740622,949.1424162121785,1.1659032132568454,0.0,8.718706838092974,760.4558695367521,904.2336232129613,140681.493129859,159439.18188325103,18757.688753392024,0.11764792400356956,4,2
oos_unit_solvecount_smoke,1,MULTISTAGE_RH,SA,shared_battery_mode_node_level_v1,savings,2,887.7791121867756,248.16803384831832,0.2795380409852529,8.0,4.0,795.6561287025397,152.04505036408258,145258.6917461593,164628.9822942426,19370.290548083285,0.11766027025218817,2,3
oos_unit_solvecount_smoke,1,MULTISTAGE_RH,SA,shared_battery_mode_node_level_v1,savings,3,762.7347005173042,447.32328053524304,0.5864729639701172,0.0,16.65607503939242,694.3210646668147,395.5657197241461,131544.70163818888,149084.06776572356,17539.366127534682,0.11764748836271839,3,1
oos_unit_solvecount_smoke,1,MULTISTAGE_RH,SA,shared_battery_mode_node_level_v1,savings,4,1512.4295161574346,191.6684875686287,0.12672887266547977,33.41250069527466,8.0,1349.3667265801732,3.1931972960927624,256076.2545825601,290223.2360805295,34146.98149796942,0.11765764161107523,1,4
oos_unit_solvecount_smoke,1,DETERMINISTIC_RH,LEXMMFPEA,shared_battery_mode_node_level_v1,pv,1,814.0833693740622,459.3812851249681,0.5642926786210855,10.681043453441498,20.88000000000001,743.0620109388594,398.5588832363237,141899.50347460667,159439.18188325103,17539.678408644366,0.11000858259224984,2,2
oos_unit_solvecount_smoke,1,DETERMINISTIC_RH,LEXMMFPEA,shared_battery_mode_node_level_v1,pv,2,887.7791121867756,457.88128512496803,0.5157603719658551,18.926001735776282,4.0,657.874062693794,213.05023389621033,120186.96860665978,164628.9822942426,44442.01368758282,0.26995255068850077,1,3
oos_unit_solvecount_smoke,1,DETERMINISTIC_RH,LEXMMFPEA,shared_battery_mode_node_level_v1,pv,3,762.7347005173042,459.3812851249681,0.6022818744360328,6.681043453441498,8.0,700.5933420821011,398.5588832363237,133316.49415707917,149084.06776572356,15767.573608644394,0.10576296880644662,3,1
oos_unit_solvecount_smoke,1,DETERMINISTIC_RH,LEXMMFPEA,shared_battery_mode_node_level_v1,pv,4,1512.4295161574346,459.65836278946426,0.30392051852921964,0.14404432132963985,0.0,1052.9151976893,0.0,193610.8343824172,290223.2360805295,96612.40169811231,0.3328899608551841,4,4
oos_unit_solvecount_smoke,1,TWO_STAGE_RH,LEXMMFPEA,shared_battery_mode_node_level_v1,pv,1,814.0833693740622,459.14482500963175,0.5640022168278196,8.14404432132964,16.88000000000001,743.0456716117394,396.8430829259793,141950.34835898606,159439.18188325103,17488.833524264977,0.1096896842902213,2,2
oos_unit_solvecount_smoke,1,TWO_STAGE_RH,LEXMMFPEA,shared_battery_mode_node_level_v1,pv,2,887.7791121867756,460.2995621224307,0.5184843344518681,16.000000000000004,4.0,657.874062693794,218.39451262944917,120133.52581932739,164628.9822942426,44495.456474915205,0.27027717631995163,4,3
