FormulationID,Replication,Controller,Fairness,Period,RealizedNode,SharedBatteryMode,AggregateCharge,AggregateDischarge,StateOfChargeBefore,StateOfChargeAfter,ChargingLinkResidual,DischargingLinkResidual,SimultaneousFlowFlag,SimultaneousFlowResidual,IntegralityResidual,BatteryTransitionResidual,StateOfChargeBoundResidual,TerminalResidual
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,NONE,17,1,1,0.0,0.0,13.242105263157892,13.242105263157892,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,NONE,18,1,1,0.0,0.0,13.242105263157892,13.242105263157892,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,NONE,19,1,0,0.0,4.0,13.242105263157892,9.03157894736842,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,NONE,20,1,0,0.0,4.0,9.03157894736842,4.821052631578946,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,NONE,21,1,0,0.0,4.0,4.821052631578946,0.6105263157894729,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,NONE,22,1,1,0.0,0.0,0.6105263157894729,0.6105263157894729,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,NONE,23,1,1,4.0,0.0,0.6105263157894729,4.410526315789473,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,NONE,24,1,0,0.0,4.0,4.410526315789473,0.1999999999999993,0.0,0.0,false,0.0,0.0,7.216449660063518e-16,7.216449660063518e-16,7.216449660063518e-16
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,NONE,1,1,1,-2.7755575615628914e-17,0.0,0.2,0.19999999999999998,0.0,0.0,false,0.0,0.0,2.7755575615628914e-17,2.7755575615628914e-17,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,NONE,2,1,1,4.0,0.0,0.19999999999999998,4.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,NONE,3,1,1,4.0,0.0,4.0,7.8,0.0,0.0,false,0.0,0.0,8.881784197001252e-16,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,NONE,4,1,1,4.0,0.0,7.8,11.6,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,NONE,5,1,0,0.0,4.0,11.6,7.389473684210526,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,NONE,6,1,0,0.0,0.0,7.389473684210526,7.389473684210526,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,NONE,7,1,0,0.0,0.0,7.389473684210526,7.389473684210526,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,NONE,8,1,0,0.0,0.0,7.389473684210526,7.389473684210526,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,NONE,9,1,0,0.0,0.0,7.389473684210526,7.389473684210526,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,NONE,10,1,1,4.0,0.0,7.389473684210526,11.189473684210526,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,NONE,11,1,0,0.0,0.0,11.189473684210526,11.189473684210526,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,NONE,12,1,1,0.0,0.0,11.189473684210526,11.189473684210526,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,NONE,13,1,1,0.0,0.0,11.189473684210526,11.189473684210526,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,NONE,14,1,1,0.0,0.0,11.189473684210526,11.189473684210526,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,NONE,15,1,1,4.0,0.0,11.189473684210526,14.989473684210527,0.0,0.0,false,0.0,0.0,1.7763568394002505e-15,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,NONE,16,1,1,0.0,0.0,14.989473684210527,14.989473684210527,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,NONE,17,1,1,0.0,0.0,14.989473684210527,14.989473684210527,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,NONE,18,1,0,0.0,1.6600000000000037,14.989473684210527,13.24210526315789,0.0,0.0,false,0.0,0.0,1.7763568394002505e-15,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,NONE,19,1,0,0.0,4.0,13.24210526315789,9.031578947368416,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,NONE,20,1,0,0.0,4.0,9.031578947368416,4.821052631578943,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,NONE,21,1,0,0.0,4.0,4.821052631578943,0.6105263157894694,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,NONE,22,1,1,0.0,0.0,0.6105263157894694,0.6105263157894694,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,NONE,23,1,1,4.0,0.0,0.6105263157894694,4.410526315789469,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,NONE,24,1,0,0.0,4.0,4.410526315789469,0.19999999999999574,0.0,0.0,false,0.0,0.0,4.274358644806853e-15,4.274358644806853e-15,4.274358644806853e-15
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,NONE,1,1,1,-2.7755575615628914e-17,0.0,0.2,0.19999999999999998,0.0,0.0,false,0.0,0.0,2.7755575615628914e-17,2.7755575615628914e-17,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,NONE,2,1,1,4.0,0.0,0.19999999999999998,4.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,NONE,3,1,1,4.000000000000001,0.0,4.0,7.800000000000001,8.881784197001252e-16,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,NONE,4,1,1,0.0,0.0,7.800000000000001,7.800000000000001,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,NONE,5,1,0,0.0,4.0,7.800000000000001,3.5894736842105273,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,NONE,6,1,1,0.0,0.0,3.5894736842105273,3.5894736842105273,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,NONE,7,1,1,0.0,0.0,3.5894736842105273,3.5894736842105273,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,NONE,8,1,1,2.1606648199445955,0.0,3.5894736842105273,5.642105263157893,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,NONE,9,1,1,0.0,0.0,5.642105263157893,5.642105263157893,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,NONE,10,1,1,4.000000000000001,0.0,5.642105263157893,9.442105263157893,8.881784197001252e-16,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,NONE,11,1,1,0.0,0.0,9.442105263157893,9.442105263157893,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,NONE,12,1,1,0.0,0.0,9.442105263157893,9.442105263157893,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,NONE,13,1,1,0.0,0.0,9.442105263157893,9.442105263157893,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,NONE,14,1,1,0.0,0.0,9.442105263157893,9.442105263157893,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,NONE,15,1,1,4.0,0.0,9.442105263157893,13.242105263157892,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,NONE,16,1,1,0.0,0.0,13.242105263157892,13.242105263157892,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,NONE,17,1,1,0.0,0.0,13.242105263157892,13.242105263157892,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,NONE,18,1,1,0.0,0.0,13.242105263157892,13.242105263157892,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,NONE,19,1,0,0.0,4.0,13.242105263157892,9.03157894736842,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,NONE,20,1,0,0.0,4.0,9.03157894736842,4.821052631578946,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,NONE,21,1,0,0.0,4.0,4.821052631578946,0.6105263157894729,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,NONE,22,1,1,0.0,0.0,0.6105263157894729,0.6105263157894729,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,NONE,23,1,1,4.0,0.0,0.6105263157894729,4.410526315789473,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,NONE,24,1,0,0.0,4.0,4.410526315789473,0.1999999999999993,0.0,0.0,false,0.0,0.0,7.216449660063518e-16,7.216449660063518e-16,7.216449660063518e-16
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,1,1,1,-2.7755575615628914e-17,0.0,0.2,0.19999999999999998,0.0,0.0,false,0.0,0.0,2.7755575615628914e-17,2.7755575615628914e-17,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,2,1,1,4.000000000000001,0.0,0.19999999999999998,4.000000000000001,8.881784197001252e-16,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,3,1,1,4.0,0.0,4.000000000000001,7.800000000000001,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,4,1,1,0.0,0.0,7.800000000000001,7.800000000000001,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,5,1,0,0.0,4.0,7.800000000000001,3.5894736842105273,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,6,1,1,0.0,0.0,3.5894736842105273,3.5894736842105273,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,7,1,1,0.0,0.0,3.5894736842105273,3.5894736842105273,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,8,1,1,2.160664819944594,0.0,3.5894736842105273,5.642105263157891,0.0,0.0,false,0.0,0.0,8.881784197001252e-16,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,9,1,1,0.0,0.0,5.642105263157891,5.642105263157891,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,10,1,1,4.000000000000001,0.0,5.642105263157891,9.442105263157892,8.881784197001252e-16,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,11,1,1,0.0,0.0,9.442105263157892,9.442105263157892,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,12,1,1,0.0,0.0,9.442105263157892,9.442105263157892,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,13,1,1,0.0,0.0,9.442105263157892,9.442105263157892,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,14,1,1,0.0,0.0,9.442105263157892,9.442105263157892,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,15,1,1,4.0,0.0,9.442105263157892,13.242105263157892,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,16,1,1,0.0,0.0,13.242105263157892,13.242105263157892,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,17,1,1,0.0,0.0,13.242105263157892,13.242105263157892,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,18,1,1,0.0,0.0,13.242105263157892,13.242105263157892,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,19,1,0,0.0,4.0,13.242105263157892,9.03157894736842,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,20,1,0,0.0,4.0,9.03157894736842,4.821052631578946,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,21,1,0,0.0,4.0,4.821052631578946,0.6105263157894729,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,22,1,1,0.0,0.0,0.6105263157894729,0.6105263157894729,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,23,1,1,4.0,0.0,0.6105263157894729,4.410526315789473,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,24,1,0,0.0,4.0,4.410526315789473,0.1999999999999993,0.0,0.0,false,0.0,0.0,7.216449660063518e-16,7.216449660063518e-16,7.216449660063518e-16
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,1,1,1,-2.7755575615628914e-17,0.0,0.2,0.19999999999999998,0.0,0.0,false,0.0,0.0,2.7755575615628914e-17,2.7755575615628914e-17,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,2,1,1,4.0,0.0,0.19999999999999998,4.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,3,1,1,4.0,0.0,4.0,7.8,0.0,0.0,false,0.0,0.0,8.881784197001252e-16,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,4,1,1,4.0,0.0,7.8,11.6,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,5,1,0,0.0,4.0,11.6,7.389473684210526,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,6,1,1,0.0,0.0,7.389473684210526,7.389473684210526,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,7,1,1,0.0,0.0,7.389473684210526,7.389473684210526,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,8,1,1,0.0,0.0,7.389473684210526,7.389473684210526,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,9,1,1,0.0,0.0,7.389473684210526,7.389473684210526,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,10,1,1,4.0000000000000036,0.0,7.389473684210526,11.18947368421053,3.552713678800501e-15,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,11,1,1,0.0,0.0,11.18947368421053,11.18947368421053,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,12,1,1,0.0,0.0,11.18947368421053,11.18947368421053,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,13,1,1,0.0,0.0,11.18947368421053,11.18947368421053,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,14,1,1,0.0,0.0,11.18947368421053,11.18947368421053,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,15,1,1,4.000000000000004,0.0,11.18947368421053,14.989473684210534,4.440892098500626e-15,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,16,1,1,0.0,0.0,14.989473684210534,14.989473684210534,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,17,1,1,0.0,0.0,14.989473684210534,14.989473684210534,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,18,1,0,0.0,1.660000000000009,14.989473684210534,13.242105263157892,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,19,1,0,0.0,4.0,13.242105263157892,9.03157894736842,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,20,1,0,0.0,4.0,9.03157894736842,4.821052631578946,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,21,1,0,0.0,4.0,4.821052631578946,0.6105263157894729,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,22,1,1,0.0,0.0,0.6105263157894729,0.6105263157894729,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,23,1,1,4.0,0.0,0.6105263157894729,4.410526315789473,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,24,1,0,0.0,4.0,4.410526315789473,0.1999999999999993,0.0,0.0,false,0.0,0.0,7.216449660063518e-16,7.216449660063518e-16,7.216449660063518e-16
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,STATIC_DEMAND_SHARE,1,1,1,-2.7755575615628914e-17,0.0,0.2,0.19999999999999998,0.0,0.0,false,0.0,0.0,2.7755575615628914e-17,2.7755575615628914e-17,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,STATIC_DEMAND_SHARE,2,1,1,4.000000000000001,0.0,0.19999999999999998,4.000000000000001,8.881784197001252e-16,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,STATIC_DEMAND_SHARE,3,1,1,4.000000000000001,0.0,4.000000000000001,7.800000000000002,8.881784197001252e-16,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,STATIC_DEMAND_SHARE,4,1,1,0.0,0.0,7.800000000000002,7.800000000000002,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,STATIC_DEMAND_SHARE,5,1,0,0.0,4.0,7.800000000000002,3.589473684210528,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,STATIC_DEMAND_SHARE,6,1,1,0.0,0.0,3.589473684210528,3.589473684210528,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,STATIC_DEMAND_SHARE,7,1,1,0.0,0.0,3.589473684210528,3.589473684210528,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,STATIC_DEMAND_SHARE,8,1,1,2.1606648199445933,0.0,3.589473684210528,5.642105263157892,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,STATIC_DEMAND_SHARE,9,1,1,0.0,0.0,5.642105263157892,5.642105263157892,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,STATIC_DEMAND_SHARE,10,1,1,4.0,0.0,5.642105263157892,9.442105263157892,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,STATIC_DEMAND_SHARE,11,1,1,0.0,0.0,9.442105263157892,9.442105263157892,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,MULTISTAGE_RH,STATIC_DEMAND_SHARE,12,1,1,0.0,0.0,9.442105263157892,9.442105263157892,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
