ExperimentID,Replication,Controller,Fairness,FormulationID,FormulationVariant,Resource,CompletionStatus,PeriodsCompleted,HorizonCovered,TotalOperatingCost,AllGridBenchmark,TotalSavings,TerminalStateOfCharge,TerminalResidual,TotalPV,TotalGridImport,TotalGridExport,AggregateBatteryCharge,AggregateBatteryDischarge,ChargingPeriods,DischargingPeriods,IdlePeriods,RealizedAlpha,MaxPVRelativeDeviation,MeanPVRelativeDeviation,RealizedGamma,MaxSavingsRelativeDeviation,MeanSavingsRelativeDeviation,MinHouseholdPV,MinHouseholdSavings,MaxFairnessResidual,MaxPhysicalResidual,MaxSimultaneousFlow,MaxModeLinkResidual,MaxIntegralityResidual,PEAToleranceActivations,PEAToleranceActivationRate,PEAToleranceMeanActive,PEAToleranceMeanAllPeriods,PEAToleranceMax,PEAStrictFeasiblePeriods,TotalBuildTimeSec,TotalSolveTimeSec,OptimizationFailures,PhysicalViolations,FailureMessage
oos_unit_solvecount_smoke,1,DETERMINISTIC_RH,NONE,shared_battery_mode_node_level_v1,aggregate_only,none,completed,24,1.0,412783.8176815214,763375.4680237467,350591.6503422253,0.1999999999999993,7.216449660063518e-16,1836.3022181643687,2142.8851448911523,0.0,22.160664819944593,20.0,6,5,13,0.46172740529477746,1.1505496665144337,0.8252525074269418,0.45926502098613314,1.160363211545649,0.8282052584633592,53.073713602932806,10078.768025307887,0.0,1.7763568394002505e-15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.02623295783996582,0.11438608169555664,0,0,
oos_unit_solvecount_smoke,1,TWO_STAGE_RH,NONE,shared_battery_mode_node_level_v1,aggregate_only,none,completed,24,1.0,412800.09433359903,763375.4680237467,350575.37369014765,0.19999999999999574,4.274358644806853e-15,1836.3022181643687,2143.0644800712075,0.0,24.0,21.660000000000004,6,6,12,0.46172740529477746,1.1505496665144337,0.8270230328235543,0.4592436990380756,1.1596439324041319,0.8294996165361688,13.531497741717518,3097.4932627800154,0.0,4.274358644806853e-15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.048272132873535156,0.30940818786621094,0,0,
oos_unit_solvecount_smoke,1,MULTISTAGE_RH,NONE,shared_battery_mode_node_level_v1,aggregate_only,none,completed,24,1.0,412783.8176815214,763375.4680237467,350591.65034222533,0.1999999999999993,7.216449660063518e-16,1836.3022181643687,2142.8851448911523,0.0,22.1606648199446,20.0,6,5,13,0.46172740529477746,1.1505496665144337,0.8233720106710858,0.45926502098613325,1.1621158893078647,0.827688653465128,13.531497741717518,3474.5104134725407,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,0,0.0,0.0,0.0,0.0,0,0.061493873596191406,0.21142148971557617,0,0,
oos_unit_solvecount_smoke,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,shared_battery_mode_node_level_v1,aggregate_only,pv,completed,24,1.0,412783.81768152147,763375.4680237467,350591.6503422252,0.1999999999999993,7.216449660063518e-16,1836.3022181643685,2142.8851448911523,0.0,22.160664819944596,20.0,6,5,13,0.4617274052947774,1.1505496665144341,0.8253047981301316,0.4592650209861331,1.158093770152114,0.8269447743257521,51.90587366286817,9268.703062521468,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,0,0.0,0.0,0.0,0.0,0,0.030393600463867188,0.17787957191467285,0,0,
oos_unit_solvecount_smoke,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,shared_battery_mode_node_level_v1,aggregate_only,pv,completed,24,1.0,412800.094333599,763375.4680237467,350575.3736901477,0.1999999999999993,7.216449660063518e-16,1836.3022181643685,2143.0644800712075,0.0,24.000000000000007,21.66000000000001,6,6,12,0.4617274052947774,1.1505496665144341,0.8253047981301316,0.45924369903807566,1.1521991827586278,0.8224033379028431,51.90587366286817,10808.852718255337,0.0,4.440892098500626e-15,0.0,4.440892098500626e-15,0.0,0,0.0,0.0,0.0,0.0,0,0.05730032920837402,0.25435900688171387,0,0,
oos_unit_solvecount_smoke,1,MULTISTAGE_RH,STATIC_DEMAND_SHARE,shared_battery_mode_node_level_v1,aggregate_only,pv,completed,24,1.0,412783.81768152147,763375.4680237467,350591.6503422252,0.1999999999999993,7.216449660063518e-16,1836.3022181643685,2142.885144891153,0.0,22.160664819944593,20.0,6,5,13,0.4617274052947774,1.1505496665144341,0.8253047981301316,0.4592650209861331,1.1598464479143304,0.8280497036182423,51.90587366286817,9502.31639585481,0.0,8.881784197001252e-16,0.0,8.881784197001252e-16,0.0,0,0.0,0.0,0.0,0.0,0,0.0627291202545166,0.16489386558532715,0,0,
oos_unit_solvecount_smoke,1,DETERMINISTIC_RH,PEA,shared_battery_mode_node_level_v1,aggregate_only,pv,completed,24,1.0,544087.6880345902,763375.4680237467,219287.77998915652,0.20000000000000107,1.0547118733938987e-15,1836.3022181643678,2927.5939748064675,783.3173617712703,36.43213296398892,32.88000000000001,10,9,5,0.46172740529477724,0.004111056819749162,0.001937686257384797,0.2872607113729453,0.7417492252798626,0.5338253536526114,353.6233277475368,12715.455588729907,4.59785195553053,2.8421709430404007e-13,0.0,2.6645352591003757e-15,0.0,6,0.25,3.0464156155533533,0.7616039038883383,4.59785195553053,18,0.029781818389892578,0.23341131210327148,0,0,
oos_unit_solvecount_smoke,1,TWO_STAGE_RH,PEA,shared_battery_mode_node_level_v1,aggregate_only,pv,completed,24,1.0,544420.6241739492,763375.4680237467,218954.84384979753,0.20000000000000018,1.6653345369377348e-16,1836.3022181643687,2929.2611451540442,784.9845321188476,36.43213296398892,32.88000000000001,10,9,5,0.46172740529477746,0.044287088748503865,0.019076696296895315,0.28682457456569244,0.8816732849180504,0.5296253136097188,367.7723424504872,5059.76562397473,17.398955415279886,2.842170943040401e-14,0.0,8.881784197001252e-16,0.0,8,0.3333333333333333,11.56153398362585,3.853844661208617,17.398955415279886,16,0.06010270118713379,0.3724548816680908,0,0,
oos_unit_solvecount_smoke,1,MULTISTAGE_RH,PEA,shared_battery_mode_node_level_v1,aggregate_only,pv,completed,24,1.0,542856.168260495,763375.4680237467,220519.29976325182,0.20000000000000107,1.0547118733938987e-15,1836.3022181643687,2913.276510796353,768.9998977611558,36.43213296398891,32.88000000000001,10,9,5,0.46172740529477746,0.00835582544356302,0.004496074375248319,0.288873967006223,0.8797067124277305,0.5239780269861576,349.2327970760073,5180.611599761352,9.646129803451743,1.1368683772161603e-13,0.0,8.881784197001252e-16,0.0,8,0.3333333333333333,5.777635571181208,1.9258785237270695,9.646129803451743,16,0.10809826850891113,0.36581993103027344,0,0,
oos_unit_solvecount_smoke,1,DETERMINISTIC_RH,SA,shared_battery_mode_node_level_v1,aggregate_only,savings,completed,24,1.0,671767.9878108515,763375.4680237467,91607.4802128952,0.19999999999997176,2.8255175976710234e-14,1836.3022181643687,3597.214778454384,1452.6011017072763,39.889196675900266,36.00000000000003,10,9,5,0.46172740529477746,0.8053256278128155,0.5709118405230155,0.12000317543613481,5.589539477790576e-5,4.6872711687650647e-5,197.64111602316652,17891.561538822745,1.0000000000618456,2.842170943040401e-14,0.0,2.842170943040401e-14,0.0,0,0.0,0.0,0.0,0.0,0,0.0391392707824707,0.4947969913482666,0,0,
