Replication,Period,Controller,Fairness,FormulationID,FailureMessage
7,5,MULTISTAGE_RH,LEXMMFSA,shared_battery_mode_node_level_v1,"Bloque 5:8: La fase lexicográfica 2 no produjo valores (estado TIME_LIMIT). FAILURE_SOURCE=FAILURE_FAIRNESS_RULE (el modelo físico sin regla distributiva es factible en este período, así que la regla es inalcanzable dado el pasado realizado fijo)"
7,5,TWO_STAGE_RH,LEXMMFSA,shared_battery_mode_node_level_v1,"Bloque 5:8: La fase lexicográfica 3 no produjo valores (estado TIME_LIMIT). FAILURE_SOURCE=FAILURE_FAIRNESS_RULE (el modelo físico sin regla distributiva es factible en este período, así que la regla es inalcanzable dado el pasado realizado fijo)"
