ConfigID,RandomInstanceID,InstanceFile,TreeSpec,NBstage,Childs,Periods,Scenarios,J,Theta,Fairness,ConditionalStage,FairnessMMR,Status,ExpectedCost,NoneExpectedCost,PoFAbs,PoFPct,RunTimeSec,ModelSolveTimeSec,PVMin,PVMax,PVRange,PVGini,PVJain,ESSMin,ESSMax,ESSRange,ESSGini,ESSJain,PVESSMin,PVESSMax,PVESSRange,PVESSGini,PVESSJain,PSRMin,PSRMax,PSRRange,PSRGini,PSRJain,ESRMin,ESRMax,ESRRange,ESRGini,ESRJain,PESRMin,PESRMax,PESRRange,PESRGini,PESRJain,SavingsMin,SavingsMax,SavingsRange,SavingsGini,SavingsJain,SavingsNegativeCount,SavingsRateMin,SavingsRateMax,SavingsRateRange,SavingsRateGini,SavingsRateJain,FairnessResidualMean,FairnessResidualMax,RuleMetricMin,RuleMetricMax,RuleMetricRatio,ConditionalGapMean,ConditionalGapMax,WorstNodeGap,MaxShareSumResidual,MaxAcrossNodeShareResidual,MaxPVAllocationResidual
C0001,R001,Drahi_51.csv,2:2:12,2,2,12,2,5,0.2,CPEA,2,,true,482865.31029170903,350647.142705669,132218.16758604004,0.377069000379744,16.801738023757935,0.07,509.2215689080957,640.4520974670676,131.23052855897186,0.05057949653962927,0.9907152191577533,0.9763418869526265,12.0,11.023658113047373,0.3184396618981255,0.7245065266383408,521.2215689080957,641.4284393540202,120.20687044592444,0.04680281809240616,0.9920172203459097,0.6188073782684969,0.6188073782684969,0.0,0.0,1.0,0.0009443945384196313,0.014495763648038753,0.013551369109619122,0.3521162822586693,0.7003295445911208,0.6197517728069164,0.6333031419165356,0.013551369109619182,0.004900619301183808,0.9999171227748614,16932.73764377332,121101.72482036344,104168.98717659012,0.2972663698149624,0.7409473769903363,0,0.103260849826877,0.6491097797706374,0.5458489299437604,0.284686840913059,0.7551564406360877,2.842170943040401e-14,1.1368683772161603e-13,,,,2.842170943040401e-14,1.1368683772161603e-13,1.1368683772161603e-13,,,
C0002,R002,Drahi_70.csv,2:2:12,2,2,12,2,5,0.2,CPEA,2,,true,577607.6801467678,555981.4428576767,21626.237289091107,0.038897408478122744,0.05572080612182617,0.03,239.93816930749404,259.24610880486284,19.307939497368807,0.017202172808081936,0.9990220114894178,0.0,24.0,24.0,0.6417527071266684,0.383295148869579,239.93816930749404,283.24610880486284,43.30793949736881,0.028760525421255675,0.9970226159378566,0.3092281430851142,0.3092281430851143,1.1102230246251565e-16,5.74448632546137e-17,1.0,0.0,0.028574875873532843,0.028574875873532843,0.6354205786469428,0.3878353748403721,0.3092281430851142,0.33780301895864706,0.028574875873532857,0.019345698082579046,0.9985390608449393,19006.15216812116,57608.19580248027,38602.043634359114,0.14127853774887597,0.9188483299176937,0,0.126304563809248,0.3451302918624761,0.2188257280532281,0.13065673813884662,0.9282325496662374,3.410605131648481e-14,1.4210854715202004e-13,,,,3.410605131648481e-14,1.4210854715202004e-13,1.4210854715202004e-13,,,
C0003,R003,Drahi_37.csv,2:2:12,2,2,12,2,5,0.2,CPEA,2,,true,789337.9867594112,788792.4267524912,545.5600069200154,0.0006916395092256665,0.05354619026184082,0.03,349.3890492301894,361.2161279308538,11.827078700664401,0.006180233188908359,0.9998745325812628,0.0,20.99190066511418,20.99190066511418,0.5267752941855738,0.511782716345088,357.7768435506644,370.3809498953036,12.604106344639206,0.007223630631486348,0.9998263658570811,0.3146496649651247,0.31464966496512486,1.6653345369377348e-16,8.46826027733323e-17,1.0000000000000004,0.0,0.01891051671621148,0.01891051671621148,0.5267660583718903,0.5122256465552646,0.3146496649651248,0.33356018168133633,0.018910516716211523,0.012088764668962724,0.9994987340904051,69146.95239538146,75907.50975867166,6760.557363290194,0.019394175252962758,0.9987473688905468,0,0.29944492176293525,0.3461194920262693,0.04667457026333405,0.02787913716152599,0.9971012423728016,3.979039320256561e-14,2.2737367544323206e-13,,,,3.979039320256561e-14,2.2737367544323206e-13,2.2737367544323206e-13,,,
C0004,R004,Drahi_95.csv,2:2:12,2,2,12,2,5,0.2,CPEA,2,,true,723784.262362694,689336.4548281287,34447.807534565334,0.0499724152020281,0.05660605430603027,0.03,59.05625678326324,62.37153245773683,3.3152756744735967,0.010518481209857891,0.9996499517936739,0.0,16.0,16.0,0.40864265927977844,0.6467819470210638,62.37153245773683,76.66423189424206,14.292699436505231,0.040392118038098904,0.9943075017469934,0.0777327353441232,0.07773273534412321,1.3877787807814457e-17,2.8565134616971696e-17,1.0,0.0,0.021080175917450334,0.021080175917450334,0.4126115027678231,0.6415440062656549,0.0777327353441232,0.09881291126157354,0.021080175917450344,0.044523549000473325,0.9935361694234676,1814.8270503377425,13082.981310150091,11268.154259812349,0.42043160061521534,0.5397897591547665,0,0.012256317030330664,0.08809553870771626,0.0758392216773856,0.42115831924228964,0.5371778407189387,6.394884621840902e-15,4.263256414560601e-14,,,,6.394884621840902e-15,4.263256414560601e-14,4.263256414560601e-14,,,
C0005,R005,Drahi_83.csv,2:2:12,2,2,12,2,5,0.2,CPEA,2,,true,718442.964299763,690780.2331263986,27662.73117336433,0.04004563223844104,0.08469700813293457,0.05,48.9314454274519,53.236539912319685,4.305094484867787,0.016757033061741484,0.9989675105495341,0.0,20.49000000000001,20.49000000000001,0.5336691009821205,0.5120015390397398,48.9314454274519,69.76633840947977,20.834892982027874,0.07081825240792791,0.984280774087875,0.0648991993786878,0.06489919937868784,4.163336342344337e-17,1.197481825165349e-16,0.9999999999999999,0.0,0.026993865055211237,0.026993865055211237,0.5355246696945667,0.5088637870727083,0.0648991993786878,0.09189306443389908,0.026993865055211286,0.07357153627073347,0.9821095594458418,958.262869380851,14695.51720046933,13737.25433108848,0.5049491563096447,0.41906026239640426,0,0.00630122323227237,0.09720144402198562,0.09090022078971324,0.4987187671771361,0.4263494902803021,6.394884621840902e-15,4.973799150320701e-14,,,,6.394884621840902e-15,4.973799150320701e-14,4.973799150320701e-14,,,
C0006,R001,Drahi_51.csv,6:4:4,6,4,4,1024,5,0.2,CPEA,2,,true,586798.963720277,475444.91932879144,111354.04439148551,0.23421018895036128,8.524458169937134,4.69,277.8913546704232,326.39187713933455,48.500522468911356,0.0322878692565606,0.9965248881644447,4.746205535199306,11.413643851772115,6.667438316572809,0.19044033576336575,0.8905580498731701,288.84925862253664,337.8055209911067,48.95626236857004,0.03261556591748406,0.9963644050094985,0.3690642360885987,0.3728440661710148,0.0037798300824161135,0.0017226254304743252,0.9999856857482374,0.005936719729151975,0.014567970542544884,0.008631250813392909,0.19460561225864648,0.8889652238633975,0.3752654081059919,0.38609944588824363,0.010834037782251726,0.0063052722695560925,0.9998695040627146,6288.754499838193,69410.91461740347,63122.160117565276,0.4134630149852666,0.6257154365242258,0,0.04245729582962991,0.41521178438424183,0.3727544885546119,0.39065521894112176,0.6555342262481098,7.105427357601002e-14,2.8421709430404007e-13,,,,7.105427357601002e-14,2.8421709430404007e-13,2.8421709430404007e-13,,,
C0006,R001,Drahi_51.csv,6:4:4,6,4,4,1024,5,0.2,CPEA,3,,true,586820.683835696,475444.91932879144,111375.76450690452,0.23425587271841936,14.729346990585327,10.99,277.89135467042325,326.39187713933455,48.5005224689113,0.032287869256560575,0.996524888164445,4.763734158264744,11.925462347819169,7.161728189554425,0.2003416316889554,0.8824432533338016,288.8492586225367,338.31733948715373,49.468080864617036,0.03275156064198834,0.9963456854777614,0.3688726888788148,0.36992382435822235,0.00105113547940755,0.0005574538408461566,0.9999989987774585,0.005946060842669587,0.014567970542544884,0.008621909699875297,0.1990847012618793,0.8823671593826021,0.37569348217933524,0.3838100194742114,0.008116537294876158,0.0048467729481546954,0.9999211513569322,5978.137647783442,69318.1650933689,63340.02744558545,0.41382895716687035,0.6263541930725937,0,0.040360226914362786,0.4146569624864545,0.3742967355720917,0.3910110775244127,0.656066850557681,5.4711790653527716e-14,4.547473508864641e-13,,,,5.4711790653527716e-14,4.547473508864641e-13,4.547473508864641e-13,,,
C0006,R001,Drahi_51.csv,6:4:4,6,4,4,1024,5,0.2,CPEA,4,,true,587037.534989604,475444.91932879144,111592.61566081259,0.2347119742458354,11.895859956741333,6.3,277.8913546704232,326.3918771393346,48.50052246891141,0.03228786925656073,0.9965248881644447,4.440744471803279,10.957903952113416,6.517159480310137,0.17580204106109407,0.8994777898262443,288.84925862253664,336.4683469808989,47.61908835836226,0.032296978309195666,0.9964030249593436,0.369242048931667,0.3696541543876992,0.00041210545603220794,0.0002426334663180789,0.99999976958368,0.005545924945166594,0.014567970542544884,0.009022045597378289,0.185166733582656,0.8961522439503343,0.375200079332867,0.38381001947421145,0.008609940141344474,0.004646414842860674,0.999927139370107,6557.909420653741,68798.20758304706,62240.298162393316,0.4107408133359883,0.6276578441152105,0,0.04427444262671992,0.4124419329492139,0.36816749032249396,0.38816123447407064,0.6575334742588613,3.668176873361517e-14,3.410605131648481e-13,,,,3.668176873361517e-14,3.410605131648481e-13,3.410605131648481e-13,,,
C0007,R002,Drahi_70.csv,6:4:4,6,4,4,1024,5,0.2,CPEA,2,,true,457208.70249073976,414808.66757347883,42400.03491726093,0.10221588465180811,7.35881495475769,4.11,388.6662265904135,396.3690418715719,7.702815281158394,0.0033890013227214585,0.9999510743474129,4.676211809873783,19.275299436156484,14.599087626282701,0.30254073315263286,0.714630842206742,395.0728670958298,413.70789926951693,18.635032173687136,0.00827573102413215,0.9997614497347059,0.4768467245111348,0.478256994738477,0.0014102702273421919,0.000590619456342201,0.9999987350818612,0.00565078049904892,0.02336862822832962,0.0177178477292807,0.3015445281884211,0.7159931375169345,0.483698365109117,0.5016256229668065,0.01792725785768945,0.006442668637569241,0.9998063934553364,22726.479364599392,80176.36688942135,57449.887524821956,0.13733041446055902,0.9002933376502342,0,0.14445392252552777,0.4982481735361865,0.35379425101065876,0.13403244406975728,0.9017040723710743,1.3073986337985842e-13,5.684341886080801e-13,,,,1.3073986337985842e-13,5.684341886080801e-13,5.684341886080801e-13,,,
C0007,R002,Drahi_70.csv,6:4:4,6,4,4,1024,5,0.2,CPEA,3,,true,457230.3146807398,414808.66757347883,42421.64710726094,0.10226798623909278,13.210273027420044,7.74,388.6662265904134,396.369041871572,7.702815281158621,0.0033890013227213783,0.9999510743474127,5.471039564500831,19.275299436156484,13.804259871655653,0.26143580885906753,0.7256050898753483,395.0875682844806,413.70789926951727,18.620330985036674,0.007687278764187491,0.9997724322977478,0.4779134780946532,0.4781333994906042,0.00021992139595100602,9.145141904959887e-5,0.9999999704903633,0.006592634675578208,0.02336862822832962,0.016775993552751414,0.26266618298530403,0.7257738220111676,0.484506112770231,0.5015020277189322,0.016995914948701174,0.005703626788941026,0.9998217059535368,22733.70302262393,79454.09431116452,56720.39128854059,0.1345818955826187,0.9004112246329744,0,0.1444998375007374,0.4981210488814198,0.35362121138068237,0.13382234266597207,0.9017391215428684,1.0302869668521453e-13,5.115907697472721e-13,,,,1.0302869668521453e-13,5.115907697472721e-13,5.115907697472721e-13,,,
C0007,R002,Drahi_70.csv,6:4:4,6,4,4,1024,5,0.2,CPEA,4,,true,457258.36640982336,414808.66757347883,42449.69883634453,0.1023356119452953,12.362127780914307,4.99,388.6662265904135,396.36904187157205,7.702815281158564,0.0033890013227214806,0.9999510743474129,3.2725731845033224,19.275299436156484,16.00272625165316,0.321041146070349,0.7077980234017671,395.5412265904135,413.70789926951716,18.16667267910367,0.008086057316991111,0.9997674598254782,0.4777563079452483,0.4781867232302756,0.00043041528502729687,0.00014411958189796239,0.9999998701846798,0.00399490672483618,0.02336862822832962,0.01937372150349344,0.31965726932072686,0.7100632908620396,0.481751214670088,0.5015553514586052,0.019804136788517168,0.007032578442334809,0.9998008572540338,22737.55872574891,80132.70289516334,57395.14416941443,0.13697354844558363,0.9003679910526415,0,0.1445243450996295,0.4989776430070377,0.3544532979074082,0.13553394366282875,0.9016881234166756,6.652456363553938e-14,9.094947017729282e-13,,,,6.652456363553938e-14,9.094947017729282e-13,9.094947017729282e-13,,,
