ExperimentID,FormulationID,StructuralInstanceID,ParallelTaskID,Replication,Controller,Fairness,Resource,ApplicableDiagnostic,House,PVAllocation,PVRate,PVProportionalTarget,PVDeviation,Savings,SavingsRate,SavingsProportionalTarget,SavingsDeviation,StaticShareTarget,StaticShareDeviation,PVOrderStatistic,SavingsOrderStatistic,SortedPV,SortedSavings,CumulativePVOrder,CumulativeSavingsOrder,MinHouseholdPV,MinHouseholdSavings,LexicographicPVShortfall,LexicographicSavingsShortfall
oos_experiment,shared_battery_mode_node_level_v1,SI-Drahi_12-d2-HOM-ULO-BHI-1fa6bc8487,TK-PB-Drahi_12-d2-HOM-ULO-87f48c6dbc-r4,4,DETERMINISTIC_RH,LEXMMFPEA,pv,lexicographic_pv,1,330.01997074975935,0.20010105502331108,329.6399606707955,0.380010078963835,82010.58215238055,0.2522371339729227,65080.4230848649,16930.159067515648,330.53942871760637,-0.5194579678470177,4,5,329.6033040830922,57363.89096106266,329.6033040830922,57363.89096106266,329.6033040830922,57363.89096106266,0.2500000000003979,7662.682137555144
oos_experiment,shared_battery_mode_node_level_v1,SI-Drahi_12-d2-HOM-ULO-BHI-1fa6bc8487,TK-PB-Drahi_12-d2-HOM-ULO-87f48c6dbc-r4,4,DETERMINISTIC_RH,LEXMMFPEA,pv,lexicographic_pv,2,329.6033040830922,0.19984841746503323,330.8445135346894,-1.2412094515971717,57363.89096106266,0.17643215143466318,65558.7356633278,-8194.844702265138,327.99626879729976,1.607035285792449,1,1,329.6033040830926,58248.85451205645,659.2066081661849,115612.74547311911,329.6033040830922,57363.89096106266,0.2500000000003979,7662.682137555144
oos_experiment,shared_battery_mode_node_level_v1,SI-Drahi_12-d2-HOM-ULO-BHI-1fa6bc8487,TK-PB-Drahi_12-d2-HOM-ULO-87f48c6dbc-r4,4,DETERMINISTIC_RH,LEXMMFPEA,pv,lexicographic_pv,3,330.0199707497592,0.20010105502331096,338.81632870223655,-8.796357952477365,65437.34722731018,0.2012634038951104,66646.79426581951,-1209.44703850933,330.44027327584195,-0.4203025260827644,3,4,330.0199707497592,62072.19064027918,989.2265789159441,177684.9361133983,329.6033040830922,57363.89096106266,0.2500000000003979,7662.682137555144
oos_experiment,shared_battery_mode_node_level_v1,SI-Drahi_12-d2-HOM-ULO-BHI-1fa6bc8487,TK-PB-Drahi_12-d2-HOM-ULO-87f48c6dbc-r4,4,DETERMINISTIC_RH,LEXMMFPEA,pv,lexicographic_pv,4,330.01997074975964,0.20010105502331124,319.537463238141,10.482507511618621,62072.19064027918,0.19091330722946734,62950.807798535105,-878.6171582559255,329.7258910542043,0.29407969555535374,5,3,330.01997074975935,65437.34722731018,1319.2465496657032,243122.28334070847,329.6033040830922,57363.89096106266,0.2500000000003979,7662.682137555144
oos_experiment,shared_battery_mode_node_level_v1,SI-Drahi_12-d2-HOM-ULO-BHI-1fa6bc8487,TK-PB-Drahi_12-d2-HOM-ULO-87f48c6dbc-r4,4,DETERMINISTIC_RH,LEXMMFPEA,pv,lexicographic_pv,5,329.6033040830926,0.19984841746503348,330.4282542696006,-0.8249501865079765,58248.85451205645,0.1791540034678364,64896.104680541735,-6647.250168485283,330.56465857050955,-0.9613544874169406,2,2,330.01997074975964,82010.58215238055,1649.2665204154628,325132.86549308896,329.6033040830922,57363.89096106266,0.2500000000003979,7662.682137555144
oos_experiment,shared_battery_mode_node_level_v1,SI-Drahi_12-d2-HOM-ULO-BHI-1fa6bc8487,TK-PB-Drahi_12-d2-HOM-ULO-87f48c6dbc-r4,4,DETERMINISTIC_RH,LEXMMFSA,savings,lexicographic_savings,1,333.0484757618882,0.20193732889090038,329.6399606707955,3.4085150910926814,57063.54419033704,0.1755083851759981,65080.423084864895,-8016.8788945278575,330.53942871760637,2.5090470442818287,4,1,294.05444253413475,57063.54419033704,294.05444253413475,57063.54419033704,294.05444253413475,57063.54419033704,35.79886154895786,7963.028908280758
oos_experiment,shared_battery_mode_node_level_v1,SI-Drahi_12-d2-HOM-ULO-BHI-1fa6bc8487,TK-PB-Drahi_12-d2-HOM-ULO-87f48c6dbc-r4,4,DETERMINISTIC_RH,LEXMMFSA,savings,lexicographic_savings,2,360.54378777754755,0.21860856527101744,330.8445135346894,29.699274242858166,67366.88200689817,0.20719800781976047,65558.73566332778,1808.1463435703918,327.99626879729976,32.54751898024779,5,4,329.40541346129504,65026.573098617955,623.4598559954297,122090.11728895499,294.05444253413475,57063.54419033704,35.79886154895786,7963.028908280758
oos_experiment,shared_battery_mode_node_level_v1,SI-Drahi_12-d2-HOM-ULO-BHI-1fa6bc8487,TK-PB-Drahi_12-d2-HOM-ULO-87f48c6dbc-r4,4,DETERMINISTIC_RH,LEXMMFSA,savings,lexicographic_savings,3,329.40541346129504,0.19972843041664076,338.81632870223655,-9.410915240941506,65026.573098617955,0.2000000000000005,66646.79426581951,-1620.2211672015546,330.44027327584195,-1.0348598145469055,2,2,332.21440088059745,65026.57309861819,955.6742568760272,187116.69038757318,294.05444253413475,57063.54419033704,35.79886154895786,7963.028908280758
oos_experiment,shared_battery_mode_node_level_v1,SI-Drahi_12-d2-HOM-ULO-BHI-1fa6bc8487,TK-PB-Drahi_12-d2-HOM-ULO-87f48c6dbc-r4,4,DETERMINISTIC_RH,LEXMMFSA,savings,lexicographic_savings,4,294.05444253413475,0.17829407126997288,319.537463238141,-25.483020704006265,70649.29309861764,0.2172936070042398,62950.8077985351,7698.485300082539,329.7258910542043,-35.67144852006953,1,5,333.0484757618882,67366.88200689817,1288.7227326379154,254483.57239447135,294.05444253413475,57063.54419033704,35.79886154895786,7963.028908280758
oos_experiment,shared_battery_mode_node_level_v1,SI-Drahi_12-d2-HOM-ULO-BHI-1fa6bc8487,TK-PB-Drahi_12-d2-HOM-ULO-87f48c6dbc-r4,4,DETERMINISTIC_RH,LEXMMFSA,savings,lexicographic_savings,5,332.21440088059745,0.20143160415146855,330.4282542696006,1.786146610996866,65026.57309861819,0.2000000000000012,64896.10468054173,130.46841807645978,330.56465857050955,1.6497423100879018,3,3,360.54378777754755,70649.29309861764,1649.266520415463,325132.86549308896,294.05444253413475,57063.54419033704,35.79886154895786,7963.028908280758
