ExperimentID,FormulationID,StructuralInstanceID,ParallelTaskID,Replication,Controller,Fairness,Resource,ApplicableDiagnostic,House,PVAllocation,PVRate,PVProportionalTarget,PVDeviation,Savings,SavingsRate,SavingsProportionalTarget,SavingsDeviation,StaticShareTarget,StaticShareDeviation,PVOrderStatistic,SavingsOrderStatistic,SortedPV,SortedSavings,CumulativePVOrder,CumulativeSavingsOrder,MinHouseholdPV,MinHouseholdSavings,LexicographicPVShortfall,LexicographicSavingsShortfall
oos_experiment,shared_battery_mode_node_level_v1,SI-Drahi_15-d2-HET-ULO-BHI-96909b21ce,TK-PB-Drahi_15-d2-HET-ULO-06c382edca-r4,4,DETERMINISTIC_RH,LEXMMFPEA,pv,lexicographic_pv,1,465.67580945628,0.21319958376479992,334.10419677567114,131.57161268060884,36546.64381983076,0.198737262911818,29465.091155662245,7081.552664168514,54.67887546860972,410.9969339876703,4,4,284.0395846888041,2280.1409555542923,284.0395846888041,2280.1409555542923,284.0395846888041,2280.1409555542923,152.80536710060449,34498.71297889576
oos_experiment,shared_battery_mode_node_level_v1,SI-Drahi_15-d2-HET-ULO-BHI-96909b21ce,TK-PB-Drahi_15-d2-HET-ULO-06c382edca-r4,4,DETERMINISTIC_RH,LEXMMFPEA,pv,lexicographic_pv,2,382.8877219939225,0.17529685094243808,326.55927381117715,56.328448182745376,2280.1409555542923,0.012399195252892466,28701.10004282243,-26420.959087268136,51.03041755817777,331.85730443574477,2,1,382.8877219939225,15976.242651440378,666.9273066827266,18256.38360699467,284.0395846888041,2280.1409555542923,152.80536710060449,34498.71297889576
oos_experiment,shared_battery_mode_node_level_v1,SI-Drahi_15-d2-HET-ULO-BHI-96909b21ce,TK-PB-Drahi_15-d2-HET-ULO-06c382edca-r4,4,DETERMINISTIC_RH,LEXMMFPEA,pv,lexicographic_pv,3,284.0395846888041,0.1300413721277164,348.17566944611127,-64.13608475730717,15976.242651440378,0.08687732728112953,29397.49142410111,-13421.248772660732,83.21522428029053,200.82436040851357,1,2,453.7964173524655,31181.39817818509,1120.7237240351922,49437.78178517976,284.0395846888041,2280.1409555542923,152.80536710060449,34498.71297889576
oos_experiment,shared_battery_mode_node_level_v1,SI-Drahi_15-d2-HET-ULO-BHI-96909b21ce,TK-PB-Drahi_15-d2-HET-ULO-06c382edca-r4,4,DETERMINISTIC_RH,LEXMMFPEA,pv,lexicographic_pv,4,453.7964173524655,0.20776086137363844,833.6376251273591,-379.84120777489363,97909.84406723973,0.5324246603319492,67637.27967953084,30272.564387708888,1918.8947490297546,-1465.098331677289,3,5,465.67580945628,36546.64381983076,1586.399533491472,85984.42560501052,284.0395846888041,2280.1409555542923,152.80536710060449,34498.71297889576
oos_experiment,shared_battery_mode_node_level_v1,SI-Drahi_15-d2-HET-ULO-BHI-96909b21ce,TK-PB-Drahi_15-d2-HET-ULO-06c382edca-r4,4,DETERMINISTIC_RH,LEXMMFPEA,pv,lexicographic_pv,5,597.8252254555711,0.2737013317914072,341.7479937867243,256.07723166884676,31181.39817818509,0.16956155422221064,28693.30737013362,2488.0908080514673,76.4054926102094,521.4197328453616,5,3,597.8252254555711,97909.84406723973,2184.224758947043,183894.26967225023,284.0395846888041,2280.1409555542923,152.80536710060449,34498.71297889576
oos_experiment,shared_battery_mode_node_level_v1,SI-Drahi_15-d2-HET-ULO-BHI-96909b21ce,TK-PB-Drahi_15-d2-HET-ULO-06c382edca-r4,4,DETERMINISTIC_RH,LEXMMFSA,savings,lexicographic_savings,1,698.0903123949523,0.31960553030791716,334.1041967756712,363.9861156192811,32051.845087757785,0.19201731218087695,26745.593613235542,5306.251474522243,54.67887546860972,643.4114369263426,4,3,43.49417553896934,25972.17437894008,43.49417553896934,25972.17437894008,43.49417553896934,25972.17437894008,393.35077625043937,7412.154069075594
oos_experiment,shared_battery_mode_node_level_v1,SI-Drahi_15-d2-HET-ULO-BHI-96909b21ce,TK-PB-Drahi_15-d2-HET-ULO-06c382edca-r4,4,DETERMINISTIC_RH,LEXMMFSA,savings,lexicographic_savings,2,807.2618744258507,0.36958736554886873,326.55927381117726,480.70260061467343,38684.179641903815,0.23175053350041647,26052.115499755797,12632.064142148018,51.03041755817777,756.2314568676729,5,4,116.1265413515302,27097.41469628828,159.62071689049952,53069.58907522836,43.49417553896934,25972.17437894008,393.35077625043937,7412.154069075594
oos_experiment,shared_battery_mode_node_level_v1,SI-Drahi_15-d2-HET-ULO-BHI-96909b21ce,TK-PB-Drahi_15-d2-HET-ULO-06c382edca-r4,4,DETERMINISTIC_RH,LEXMMFSA,savings,lexicographic_savings,3,43.49417553896934,0.019912866274776925,348.1756694461114,-304.68149390714206,27097.41469628828,0.16233613767898883,26684.233037795726,413.18165849255456,83.21522428029053,-39.72104874132119,1,2,519.2518552357405,32051.845087757785,678.8725721262401,85121.43416298614,43.49417553896934,25972.17437894008,393.35077625043937,7412.154069075594
oos_experiment,shared_battery_mode_node_level_v1,SI-Drahi_15-d2-HET-ULO-BHI-96909b21ce,TK-PB-Drahi_15-d2-HET-ULO-06c382edca-r4,4,DETERMINISTIC_RH,LEXMMFSA,savings,lexicographic_savings,4,519.2518552357405,0.23772821597629817,833.6376251273593,-314.3857698916188,43116.028435188404,0.2583010079254787,61394.65803301458,-18278.629597826177,1918.8947490297546,-1399.642893794014,3,5,698.0903123949523,38684.179641903815,1376.9628845211926,123805.61380488996,43.49417553896934,25972.17437894008,393.35077625043937,7412.154069075594
oos_experiment,shared_battery_mode_node_level_v1,SI-Drahi_15-d2-HET-ULO-BHI-96909b21ce,TK-PB-Drahi_15-d2-HET-ULO-06c382edca-r4,4,DETERMINISTIC_RH,LEXMMFSA,savings,lexicographic_savings,5,116.1265413515302,0.05316602189213884,341.74799378672435,-225.62145243519416,25972.17437894008,0.155595008714239,26045.042056276707,-72.86767733662782,76.4054926102094,39.7210487413208,2,1,807.2618744258507,43116.028435188404,2184.2247589470435,166921.64224007836,43.49417553896934,25972.17437894008,393.35077625043937,7412.154069075594
