ConfigID,RandomInstanceID,InstanceFile,TreeSpec,NBstage,Childs,Periods,Scenarios,J,Theta,Fairness,ConditionalStage,FairnessMMR,Status,ExpectedCost,NoneExpectedCost,PoFAbs,PoFPct,RunTimeSec,ModelSolveTimeSec,PVMin,PVMax,PVRange,PVGini,PVJain,ESSMin,ESSMax,ESSRange,ESSGini,ESSJain,PVESSMin,PVESSMax,PVESSRange,PVESSGini,PVESSJain,PSRMin,PSRMax,PSRRange,PSRGini,PSRJain,ESRMin,ESRMax,ESRRange,ESRGini,ESRJain,PESRMin,PESRMax,PESRRange,PESRGini,PESRJain,SavingsMin,SavingsMax,SavingsRange,SavingsGini,SavingsJain,SavingsNegativeCount,SavingsRateMin,SavingsRateMax,SavingsRateRange,SavingsRateGini,SavingsRateJain,FairnessResidualMean,FairnessResidualMax,RuleMetricMin,RuleMetricMax,RuleMetricRatio,ConditionalGapMean,ConditionalGapMax,WorstNodeGap,MaxShareSumResidual,MaxAcrossNodeShareResidual,MaxPVAllocationResidual
C0001,R001,Drahi_51.csv,2:2:12,2,2,12,2,5,0.2,ERDINC_PEC,,1.2,true,480283.9665908853,350647.142705669,129636.82388521632,0.3697073442119352,24.777370929718018,0.02,503.52560860020253,637.362730320243,133.8371217200405,0.0545911603830553,0.9878983168264514,0.0,27.61,27.61,0.5496537396121883,0.4588595306101649,531.1356086002025,637.362730320243,106.22712172004049,0.04285714285714286,0.9924050632911392,0.5988633979385715,0.634238679208462,0.035375281269890535,0.010561756904502026,0.9996258653671789,0.0,0.03356363996277964,0.03356363996277964,0.5613015074187424,0.4480569437749539,0.6166495296190088,0.6527992790611166,0.036149749442107804,0.009975871930776002,0.9996554635697077,17588.24510426793,120255.8641796168,102667.61907534886,0.29312471994547257,0.7429116600098626,0,0.10725832848995796,0.6587437910834972,0.5514854625935393,0.28544788022402506,0.7571216827848376,1.1368683772161603e-13,1.1368683772161603e-13,531.1356086002025,637.3627303202431,1.2000000000000002,,,,,,
C0002,R002,Drahi_70.csv,2:2:12,2,2,12,2,5,0.2,ERDINC_PEC,,1.2,true,567556.1654284119,555981.4428576767,11574.722570735263,0.02081854119310638,0.021406888961791992,0.01,169.18054182270552,271.7406501872466,102.5601083645411,0.06680393307096961,0.9743236832039786,0.0,57.269999999999996,57.269999999999996,0.7738860780153418,0.22780221168244494,226.45054182270553,271.7406501872466,45.290108364541084,0.027586206896551734,0.995266272189349,0.21845757600238963,0.3511551508591332,0.13269757485674355,0.0724719087815233,0.9776470181958462,0.0,0.07282264665705039,0.07282264665705039,0.775446431244362,0.22604792564388265,0.29128022265944,0.3511551508591332,0.0598749281996932,0.03199201308091484,0.9963976396344891,20933.361001246303,57342.89479689422,36409.53379564792,0.132522843567138,0.926635654383127,0,0.1391117469194348,0.3723318727190303,0.2332201257995955,0.1382006294013358,0.9298713013760919,0.0,0.0,226.4505418227055,271.7406501872466,1.2,,,,,,
C0003,R003,Drahi_37.csv,2:2:12,2,2,12,2,5,0.2,ERDINC_PEC,,1.2,true,788792.4267524912,788792.4267524912,0.0,0.0,0.026646852493286133,0.02,318.357503487237,384.0190041846845,65.66150069744748,0.036106223865620235,0.9956668262262385,0.0,8.0,8.0,0.4815910249872514,0.5576771001239196,326.357503487237,391.6290041846845,65.2715006974475,0.03642976669607904,0.9957218449736154,0.2849136719515454,0.34584412325203095,0.06093045130048558,0.038006298829322015,0.9954144577474972,0.0,0.007025942772817224,0.007025942772817224,0.4783006470904316,0.5591878885138414,0.2919396147243626,0.35269832301689014,0.06075870829252755,0.037503461230629136,0.9953677620811144,63209.1038138037,79753.11347017475,16544.009656371054,0.044293597736438914,0.9935607025460919,0,0.27441206828911674,0.3636544949184927,0.08924242662937598,0.05239173157187659,0.9910244906259154,0.0,0.0,326.3575034872372,391.62900418468456,1.1999999999999997,,,,,,
C0004,R004,Drahi_95.csv,2:2:12,2,2,12,2,5,0.2,ERDINC_PEC,,1.2,true,720580.0473277643,689336.4548281287,31243.592499635648,0.04532415525220637,0.03128194808959961,0.01,36.36939011790279,82.6947916871897,46.32540156928692,0.13406962481143592,0.9424549483844894,0.0,32.542936288088654,32.542936288088654,0.5362868846949147,0.47811725642524877,68.91232640599144,82.6947916871897,13.78246528119827,0.030769230769230774,0.9941176470588237,0.04709704611620669,0.10701903256819381,0.059921986451987125,0.13798169717181774,0.9409911470944793,0.0,0.04227422502415025,0.04227422502415025,0.5381992817677933,0.4737671509939025,0.0858844318775479,0.10701903256819381,0.021134600690645905,0.03963152217049432,0.9931991215101411,-202.87237530597486,16878.089412726724,17080.9617880327,,,1,-0.001364184527580408,0.11365027159502265,0.11501445612260307,,,1.4210854715202004e-14,1.4210854715202004e-14,68.91232640599142,82.69479168718972,1.2000000000000002,,,,,,
C0005,R005,Drahi_83.csv,2:2:12,2,2,12,2,5,0.2,ERDINC_PEC,,1.2,true,715130.9246970149,690780.2331263986,24350.69157061621,0.03525099648611476,0.04372000694274902,0.02,31.02048943090088,70.824587317081,39.80409788618012,0.14412796042995718,0.9367110700286693,0.0,28.0,28.0,0.4903884734634327,0.551842490618924,59.02048943090082,70.824587317081,11.80409788618018,0.030769230769230865,0.9941176470588232,0.0391285139181433,0.09318701458679582,0.05405850066865252,0.1461491614525135,0.9323323783380751,0.0,0.03536919604701523,0.03536919604701523,0.4863813373011815,0.5588596139680506,0.07204920465701559,0.09318701458679582,0.021137809929780232,0.04657745438527428,0.9913672585366745,2122.4776455732062,14452.872616116103,12330.394970542897,0.39299411437183573,0.5353369011953857,0,0.013956718847831322,0.09559650534160388,0.08163978649377256,0.3924264812067789,0.5451134592810928,0.0,0.0,59.02048943090082,70.82458731708098,1.2,,,,,,
C0006,R001,Drahi_51.csv,6:4:4,6,4,4,1024,5,0.2,ERDINC_PEC,,1.2,true,578253.8441300265,475444.91932879144,102808.92480123509,0.2162372982055953,20.30356502532959,16.32,258.9702354617248,349.9567606793902,90.98652521766536,0.0684544083401276,0.9837278323589523,0.0,32.66039843776704,32.66039843776704,0.5780286385270206,0.46251681819639506,291.6306338994893,349.9567606793902,58.3261267799009,0.04444444444444595,0.9918367346938776,0.3244468097439741,0.40417682143404604,0.07973001169007193,0.04643593849237475,0.9930444466675052,0.0,0.040893432508553464,0.040893432508553464,0.574631551710747,0.4665057235708419,0.3652471707861332,0.40417682143404604,0.03892965064791282,0.022581855627355783,0.9983143995207336,9146.013155883818,71553.33157621346,62407.31842032964,0.39547295078172234,0.6375994500962923,0,0.061747518722671965,0.4346229402259901,0.3728754215033181,0.3743327285409984,0.6695227459059089,3.410605131648481e-12,3.410605131648481e-12,291.6306338994891,349.95676067939036,1.2000000000000117,,,,,,
C0007,R002,Drahi_70.csv,6:4:4,6,4,4,1024,5,0.2,ERDINC_PEC,,1.2,true,442871.9541660483,414808.66757347883,28063.286592569493,0.067653568467439,8.526774168014526,2.26,295.98112401786125,419.0232550714336,123.04213105357235,0.05029291224006149,0.9847574259996267,0.5704687500000011,53.68031249999998,53.109843749999975,0.7441192856372157,0.2326930054409259,349.6614365178612,419.5937238214342,69.93228730357299,0.027586206896552033,0.9952662721893492,0.3589182271434981,0.5127132677043422,0.15379504056084414,0.051768170791277955,0.9847757985237823,0.0006964195262007408,0.06508227851422195,0.06438585898802121,0.7435628055057693,0.23305080815123186,0.42400050565771935,0.515500887725101,0.0915003820673817,0.02996897918400545,0.9952417537583347,24347.46789069727,82571.10435048367,58223.6364597864,0.13204083384357676,0.9028957813229078,0,0.15475724083573011,0.5220405403201177,0.3672832994843876,0.13342392180684615,0.904189796802828,0.0,0.0,349.66143651786217,419.59372382143397,1.1999999999999982,,,,,,
C0008,R003,Drahi_37.csv,6:4:4,6,4,4,1024,5,0.2,ERDINC_PEC,,1.2,true,678995.612177745,611928.7912747842,67066.82090296072,0.10959906096793642,1.6256909370422363,0.97,138.16633351389834,209.00861095542535,70.84227744152702,0.09062328144700689,0.9729352908457173,4.197734979317771,39.50562143172062,35.30788645240285,0.4207490054383305,0.6235593864871514,177.67195494561872,213.20634593474313,35.534390989124404,0.044444444444445015,0.9918367346938773,0.172005990320808,0.24824547065993122,0.07623948033912323,0.08112459684991509,0.9788130519962166,0.005034516783907371,0.04953432128647565,0.044499804502568276,0.4263230689755522,0.6162097783364644,0.21264729981944264,0.2541368668165029,0.041489566997060245,0.038204170104801156,0.9949685279023784,1812.879257705732,45830.57302969575,44017.693771990016,0.4368367489265703,0.5937856127574836,0,0.012079191312945237,0.2676971570074757,0.2556179656945305,0.41848793502720627,0.6161442874845698,2.8421709430404007e-13,2.8421709430404007e-13,177.6719549456189,213.20634593474296,1.2000000000000015,,,,,,
C0009,R004,Drahi_95.csv,6:4:4,6,4,4,1024,5,0.2,ERDINC_PEC,,1.2,true,703538.5453396052,678346.2578278384,25192.28751176677,0.037137799790384445,1.7455577850341797,0.86,46.243524287217824,96.3656492911481,50.12212500393028,0.14806855922110596,0.9326418421898582,0.0,34.06118345540557,34.06118345540557,0.5899325680418075,0.44758870002188483,80.30470774262334,96.3656492911481,16.060941548524767,0.04444444444444456,0.9918367346938776,0.057809319564851726,0.12312306376478079,0.06531374419992905,0.15003218281297775,0.9319029444342439,0.0,0.04261969725052243,0.04261969725052243,0.5887277667763299,0.4491011516864199,0.10042901681537386,0.12312306376478079,0.022694046949406924,0.047084764065670595,0.9920369331904816,2434.446787995781,19761.490693286018,17327.043905290237,0.4320457953103213,0.5732082867391393,0,0.016657842586357247,0.13109203533956923,0.11443419275321198,0.42993978575660075,0.5784102632523598,1.1368683772161603e-13,1.1368683772161603e-13,80.30470774262334,96.36564929114812,1.2000000000000015,,,,,,
C0010,R005,Drahi_83.csv,6:4:4,6,4,4,1024,5,0.2,ERDINC_PEC,,1.2,true,760182.5614983591,743849.1009417027,16333.460556656355,0.021958029573442273,1.8190078735351562,1.06,27.46578440248395,57.78875937588081,30.322974973396857,0.1290998051645025,0.9380497351245692,0.0,20.691515077416696,20.691515077416696,0.3187440403961282,0.7345908479055739,48.157299479900644,57.78875937588081,9.631459895980164,0.03076923076923096,0.9941176470588237,0.03442929403683535,0.07287384691326122,0.03844455287642587,0.13126983026832004,0.9361345679826107,0.0,0.02594184710546024,0.02594184710546024,0.3188818156364843,0.733493587541425,0.05962348310991537,0.07287384691326122,0.01325036380334585,0.0340362060070847,0.9934453583091583,1258.509600756137,11523.561959964427,10265.05235920829,0.4268906538251411,0.5577344560893982,0,0.008049463583490266,0.07623761922766752,0.06818815564417725,0.4334172741823449,0.5439652639637635,0.0,0.0,48.157299479900644,57.788759375880765,1.2,,,,,,
