ConfigID,Fairness,ConditionalStage,Node,NodeStage,NodeProbability,House,ConditionalPV,ConditionalESS,ConditionalPVPlusESS,ConditionalSavings,ConditionalTarget,ConditionalGap,AbsoluteConditionalGap
C0001,CSA,2,13,2,0.5,1,180.07228595387207,0.0,180.07228595387207,33994.965413068654,33994.965413068654,1.4551915228366852e-11,1.4551915228366852e-11
C0001,CSA,2,13,2,0.5,2,176.93163124353578,0.0,176.93163124353578,33506.64945122402,33506.64945122399,1.4551915228366852e-11,1.4551915228366852e-11
C0001,CSA,2,13,2,0.5,3,2256.357968669391,7.208002447336698,2263.5659711167277,29334.949328368617,29334.94932836863,-3.637978807091713e-11,3.637978807091713e-11
C0001,CSA,2,13,2,0.5,4,199.28135141314203,0.0,199.28135141314203,35413.58734523429,35413.58734523421,8.731149137020111e-11,8.731149137020111e-11
C0001,CSA,2,13,2,0.5,5,127.70164493638097,24.791997552663304,152.49364248904428,30506.188639083877,30506.188639083928,-4.3655745685100555e-11,4.3655745685100555e-11
C0001,CSA,2,25,2,0.5,1,176.8989305000334,0.0,176.8989305000334,32682.139924291754,32682.139924291776,-7.275957614183426e-12,7.275957614183426e-12
C0001,CSA,2,25,2,0.5,2,169.133189272774,0.0,169.133189272774,32688.10291684902,32688.102916849053,-4.3655745685100555e-11,4.3655745685100555e-11
C0001,CSA,2,25,2,0.5,3,2227.714791817617,13.246701867913103,2240.96149368553,30141.09522513699,30141.095225136996,3.637978807091713e-12,3.637978807091713e-12
C0001,CSA,2,25,2,0.5,4,186.5528243206561,0.0,186.5528243206561,32807.027494175476,32807.02749417547,-1.4551915228366852e-11,1.4551915228366852e-11
C0001,CSA,2,25,2,0.5,5,132.554198194864,18.753298132086897,151.3074963269509,30398.48421005762,30398.484210057562,8.003553375601768e-11,8.003553375601768e-11
