InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,DemandProfile,J,BatteryScale,PVScale,Fairness,House,InstFolder,InstanceID,Status,PVReceivedExpected,PVReceivedMin,PVReceivedMax,CostExpected,CostMin,CostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,5,2.0,1.0,PEA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,214.22630528019758,0.0,492.1590548381214,110644.49291455509,61311.035802767474,155478.893216073,0.25360572371407086,0.0003082418028913973,1.0,44.80333590507507,11.65
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,5,2.0,1.0,PEA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,216.15787538669173,0.0,478.203499294898,103458.15475834825,49235.612107352885,141246.4357425124,0.2391712467005407,4.258341097247419e-5,1.0,44.80333590507507,11.65
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,5,2.0,1.0,PEA,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,211.69251650036466,89.08593401507895,304.9580777811055,115429.85046443316,92127.22934022022,143286.97176143643,0.22898369935259585,0.0011004686851716634,1.0842704832681898,44.80333590507507,11.65
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,5,2.0,1.0,PEA,4,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,220.95828511239375,120.24193877628562,338.2879888932989,143265.51203939802,133378.3028659344,151510.50653917732,0.21617596187141702,2.9409553815980413e-5,1.0640307253764234,44.80333590507507,11.65
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,5,2.0,1.0,PEA,5,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,209.91538857547016,45.841280016432776,487.9740685151702,107639.11791664567,45178.75571185696,151041.4120375217,0.2321611170834734,0.00020055104670565617,0.6106564202626005,44.80333590507507,11.65
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed,5,2.0,1.0,PEA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,224.26306878338852,65.88335807225693,569.4842811476484,153797.17567237464,103657.44431967032,191434.96778793598,0.3166951927213153,0.0004356789323449724,1.2746130270106741,20.352041959762573,12.19
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed,5,2.0,1.0,PEA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,223.8517261576181,15.290534205271888,608.8546138240804,133151.00743013702,85894.49377470404,171298.9990628737,0.3040854447783619,0.002101165878740379,1.3167012861384981,20.352041959762573,12.19
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed,5,2.0,1.0,PEA,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,228.09441326425443,45.66530772982422,480.95573985718363,99227.70253191213,59682.28066060282,140747.23626950843,0.2231901644178622,0.0008207630120740344,0.6388782193610797,20.352041959762573,12.19
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed,5,2.0,1.0,PEA,4,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,236.6673591447813,0.0,468.56556021433175,103638.32393598379,58099.03717865513,150597.87303710604,0.2294947048890702,0.0005082725539278506,1.0,20.352041959762573,12.19
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed,5,2.0,1.0,PEA,5,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,234.96506178115214,142.68276112090524,414.0859681493421,119642.6350460211,107134.69785513023,139610.4388821712,0.29439937878947786,0.00048563332423670407,0.8842210027336763,20.352041959762573,12.19
