InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,DemandProfile,J,BatteryScale,PVScale,Fairness,InstFolder,InstanceID,Status,ExpectedCost,ScenarioCostExpected,ScenarioCostMin,ScenarioCostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,5,2.0,1.0,NONE,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,576238.0163057453,576238.0163057451,429109.4325683894,703472.7256837359,NaN,NaN,NaN,25.346938133239746,7.22
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed,5,2.0,1.0,NONE,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,572206.6490828374,572206.649082835,436758.5179408096,715120.1012006473,NaN,NaN,NaN,12.45693302154541,5.82
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,mixed,5,2.0,1.0,NONE,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,608577.529391143,608577.5293911373,526941.8068178457,752998.3166576033,NaN,NaN,NaN,9.562910795211792,3.98
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,mixed,5,2.0,1.0,NONE,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,640333.6528232129,640333.6528232124,476669.67182190326,829741.6581809218,NaN,NaN,NaN,15.442307949066162,9.61
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,10,2.0,1.0,NONE,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.4122715873779966e6,1.4122715873779913e6,1.29492834011742e6,1.5502373065269818e6,NaN,NaN,NaN,25.58455514907837,9.57
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed,10,2.0,1.0,NONE,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.403695116304925e6,1.4036951163049287e6,1.2515143389067648e6,1.5448114233842618e6,NaN,NaN,NaN,25.278870105743408,13.9
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,mixed,10,2.0,1.0,NONE,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.165990298241123e6,1.1659902982411163e6,800688.4166064536,1.4720552619700022e6,NaN,NaN,NaN,28.035558938980103,9.68
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,mixed,10,2.0,1.0,NONE,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.4450124196437916e6,1.445012419643787e6,1.109525660519048e6,1.629794593340927e6,NaN,NaN,NaN,31.442235946655273,16.33
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,mixed,5,2.0,1.0,NONE,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,622383.1542247612,622383.1542247606,536521.191171094,709718.8441752788,NaN,NaN,NaN,11.794929027557373,5.74
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,mixed,5,2.0,1.0,NONE,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,612294.002684868,612294.0026848668,498746.0162145051,707105.4298563064,NaN,NaN,NaN,10.654578924179077,6.09
