InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,DemandProfile,J,BatteryScale,PVScale,Fairness,House,InstFolder,InstanceID,Status,PVReceivedExpected,PVReceivedMin,PVReceivedMax,CostExpected,CostMin,CostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,align_high,5,1.0,1.0,LEXMMFPEA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,247.49219632105064,52.46987157798726,496.22621383170997,118735.00862422808,70457.29849070213,160396.17801798444,32.93484871688972,0.0056126717705281895,391.0022702185078,9.471415281295776,1.71
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,align_high,5,1.0,1.0,LEXMMFPEA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,247.49219632105283,38.51802444497576,463.2597880300775,116013.02535506185,79955.53233303623,156402.72230574896,55.59971133315311,0.003298231605148578,407.84246628904316,9.471415281295776,1.71
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,align_high,5,1.0,1.0,LEXMMFPEA,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,247.49219632105135,31.123639590999467,499.80784181045846,117930.70264638077,77638.76539282956,156130.57128274196,6.573384521288688,0.009278905785610435,386.93692007968514,9.471415281295776,1.71
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,align_high,5,1.0,1.0,LEXMMFPEA,4,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,247.49219632105127,51.34160803801299,441.980331561013,118644.71224755485,86387.8629951341,165393.70687268022,7.962920606725328,0.001098292245522817,388.71748316523446,9.471415281295776,1.71
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,align_high,5,1.0,1.0,LEXMMFPEA,5,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,247.49219632105118,52.17320900805656,562.8443278816289,118847.5604156693,62299.471550570335,162110.06402998787,13.40441516776973,0.000665237960472679,354.4662019167807,9.471415281295776,1.71
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,align_low,5,1.0,1.0,LEXMMFPEA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,243.6991687922665,86.88625289110313,382.38508058193383,144893.91702893205,127121.11710453329,161272.22803013743,55.701835209681434,0.019023461984280406,355.646583706598,4.487136125564575,2.03
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,align_low,5,1.0,1.0,LEXMMFPEA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,242.3658354589349,86.0296618565156,392.2651429203578,144609.70616320122,120050.77220699885,161018.34229259056,19.422806230211233,0.015612255915419745,384.6748730751219,4.487136125564575,2.03
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,align_low,5,1.0,1.0,LEXMMFPEA,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,242.3658354589349,86.0296618565156,384.9870038197355,145045.95235655512,123698.46169093746,164944.77319740792,33.48808955127089,0.002444186249527341,382.01965335639085,4.487136125564575,2.03
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,align_low,5,1.0,1.0,LEXMMFPEA,4,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,242.69916879226798,87.98547739895429,400.1648202275774,144740.2751816987,125916.23771083406,164336.69755314043,7.222256797198398,0.0006572176934015973,284.2079966335072,4.487136125564575,2.03
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,align_low,5,1.0,1.0,LEXMMFPEA,5,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,242.3658354589364,87.32606074848236,384.30548627366534,145143.34707337336,125793.06523250823,165816.38548193063,0.8119060725275362,0.0017602903075363595,7.4124176379685105,4.487136125564575,2.03
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,align_high,5,1.0,1.0,LEXMMFPEA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,190.54364839530732,19.0835863756798,359.99899487860455,143824.31515554854,133473.35901514324,158205.2556743114,12.122527836514427,0.006191506849156267,132.229909314238,4.0345611572265625,1.94
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,align_high,5,1.0,1.0,LEXMMFPEA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,190.543648395309,40.48298049209145,336.65067937654686,120380.59459753938,57224.08623612597,170425.54981808792,12.063140470695403,0.0013905892780301905,142.1025647081662,4.0345611572265625,1.94
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,align_high,5,1.0,1.0,LEXMMFPEA,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,191.0436483953092,73.37046494384428,308.43577853874086,139834.92417930617,133646.70380510727,148416.144620808,20.04742080907415,0.002679480241200065,243.8445495977231,4.0345611572265625,1.94
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,align_high,5,1.0,1.0,LEXMMFPEA,4,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,191.04364839530896,0.0,441.5403025658574,118774.97018332903,69525.67961641947,169987.9857702927,8.086874745968776,0.0009400081355784606,436.76906933686706,4.0345611572265625,1.94
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,align_high,5,1.0,1.0,LEXMMFPEA,5,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,189.54364839530817,0.0,462.78243365608694,119497.33651458891,67902.73619367537,168750.4088368535,6.688737636412329,0.03040079957744711,329.05035061391925,4.0345611572265625,1.94
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,align_low,5,1.0,1.0,LEXMMFPEA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,150.7492967244828,45.32901830841722,370.6887832114753,136344.1946288623,94137.16821659413,181139.6121921902,11.712790553507604,0.00981956767623104,197.44823565023444,3.946239948272705,2.06
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,align_low,5,1.0,1.0,LEXMMFPEA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,150.18304814798984,6.918388979684896,533.4637825365616,140476.9406544074,97586.5080782868,179656.61865626514,14.642797864837808,0.018829983322984932,212.98631418086256,3.946239948272705,2.06
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,align_low,5,1.0,1.0,LEXMMFPEA,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,150.53242101273005,1.3780628206827377,772.6458529167134,140806.938189483,108628.33212499639,174591.496448125,12.45905732575084,0.01295940098668121,188.3022520458391,3.946239948272705,2.06
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,align_low,5,1.0,1.0,LEXMMFPEA,4,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,151.7492967244822,2.756125641365476,579.9791236770204,142560.91683081744,107139.15995272249,175701.29270765258,23.241942686065446,0.015249590613827302,276.29835509502465,3.946239948272705,2.06
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,align_low,5,1.0,1.0,LEXMMFPEA,5,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,150.53242101272883,1.3780628206827377,415.0252216752754,140214.2094022794,103488.38557939253,175659.19971451766,5.675138989425044,0.006747452100694467,173.41947300605764,3.946239948272705,2.06
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,align_high,5,1.0,1.0,LEXMMFPEA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,255.54261265627235,0.0,631.4506441899708,103249.23606620853,32423.66688085698,150503.25483895186,56.02318446103823,0.0,512.2362896527281,10.612803936004639,5.34
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,align_high,5,1.0,1.0,LEXMMFPEA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,255.54261265627017,10.265456231846535,514.9241957257124,102884.8042928872,53345.004435183175,155948.7383172294,43.39655358246044,0.003272409269185062,514.9241957257124,10.612803936004639,5.34
