InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,DemandProfile,J,BatteryScale,PVScale,Fairness,InstFolder,InstanceID,Status,ExpectedCost,ScenarioCostExpected,ScenarioCostMin,ScenarioCostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,5,2.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,580254.3451253088,580254.3451253109,434073.3922800616,706613.4733083488,23.962726152052014,3.1088220740944096e-5,454.92622242653397,58.923988819122314,13.09
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed,5,2.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,610434.6865171195,610434.6865171209,504679.44977820385,732837.1799190535,18.854382839387846,0.002623581417919892,595.0202792787837,28.776880502700806,15.09
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,mixed,5,2.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,738923.6304031543,738923.6304031534,626120.4075541387,943071.4834921735,21.22633674794063,0.0,624.8332736086232,21.847593784332275,10.25
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,mixed,5,2.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,758300.5199325252,758300.5199325259,633074.0720415544,879380.5946748217,16.221920520213864,0.0,631.3361837305717,25.023322105407715,12.98
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,10,2.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.4704980253050288e6,1.4704980253050285e6,1.3991844162220391e6,1.5577949470582297e6,19.098194178439684,0.0,315.50647212157423,84.02436232566833,39.82
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed,10,2.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.4277823269163272e6,1.4277823269163293e6,1.282183477697073e6,1.5663512488550032e6,38.56381594336439,0.0,330.5982537494664,71.61697912216187,37.4
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,mixed,10,2.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.221737280420543e6,1.2217372804205387e6,915172.3801405489,1.484621698690647e6,39.193018821346286,0.0,570.687405303881,65.26220083236694,32.88
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,mixed,10,2.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.4522950195877145e6,1.4522950195877133e6,1.1446640852580336e6,1.630599957238971e6,18.81242916606281,0.0,342.77731582655247,62.39436459541321,27.28
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,mixed,5,2.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,626105.7175231747,626105.717523173,539595.30743813,711805.02755655,15.624799698745033,0.002387107371804127,234.78094803744776,30.968512058258057,12.78
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,mixed,5,2.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,615876.9425178221,615876.9425178221,502357.89240404917,710870.8377442475,16.82595342126851,0.0020831509867476746,348.8748115638615,26.795250177383423,12.02
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,mixed,5,2.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,728268.3771158591,728268.3771158597,659914.3407233442,803191.0858479757,18.11934591776647,0.0,521.2395967750963,33.46466636657715,15.14
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,mixed,5,2.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,562606.969504422,562606.9695044236,481893.6802759728,713500.1862786766,26.00457881232861,0.003064729995243789,425.72839403883995,21.09308409690857,10.43
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,mixed,10,2.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.3412249968076495e6,1.34122499680765e6,1.2488386433730996e6,1.4196990230795322e6,20.193125853542238,0.0,243.1296387167859,62.9736750125885,28.73
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,mixed,10,2.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.3944213568100973e6,1.3944213568100939e6,1.2401347076831805e6,1.570196455882114e6,13.911511512761953,0.0,199.1225912065062,59.44565796852112,32.48
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,mixed,10,2.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.4024505126502344e6,1.4024505126502314e6,1.2914505890031909e6,1.4996209428878173e6,18.285201759770025,0.0,338.37824619941796,63.317721366882324,31.74
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,mixed,10,2.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.4937293886604747e6,1.4937293886604737e6,1.3217506891049086e6,1.6057117929181429e6,14.696081335230899,0.0,208.2023136228132,64.62724900245667,30.07
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,mixed,5,2.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,572650.3224450988,572650.3224450983,491634.5674738605,710419.4006619628,24.79921046692087,0.0020611024600894995,434.67440791154405,29.791409969329834,13.94
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,mixed,5,2.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,656846.1404894134,656846.1404894117,501399.8602771333,812502.4907424712,21.5527664711502,0.0,540.3008976768859,29.097488164901733,11.94
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,mixed,5,2.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,684759.2055481714,684759.2055481712,629596.4597093014,736732.6325701931,41.2522204464649,0.0,771.9093695044951,27.204041004180908,10.2
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,mixed,5,2.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,718123.6119228652,718123.6119228661,656134.6069066671,780141.9925759226,25.194751387383366,0.0016415796162296283,537.7596356907693,27.28951406478882,13.88
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,mixed,10,2.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.226563996530738e6,1.2265639965307366e6,1.1025089268842347e6,1.364427638501337e6,46.10504491791205,0.0,529.1658271005741,49.04852342605591,25.96
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,mixed,10,2.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.4560592878525043e6,1.4560592878525031e6,1.3480223907544073e6,1.5849141444821474e6,23.812732253985466,0.0,504.8049188541275,71.20679545402527,37.07
