InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,DemandProfile,J,BatteryScale,PVScale,Fairness,InstFolder,InstanceID,Status,ExpectedCost,ScenarioCostExpected,ScenarioCostMin,ScenarioCostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,align_high,5,1.0,1.0,NONE,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,590171.0092888951,590171.0092888968,475821.47071527166,713275.3895660443,NaN,NaN,NaN,3.920024871826172,0.54
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,align_low,5,1.0,1.0,NONE,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,724433.1978037592,724433.1978037608,681731.3779973097,768459.8568439768,NaN,NaN,NaN,1.3549408912658691,0.62
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,align_high,5,1.0,1.0,NONE,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,604782.9959190574,604782.9959190566,493254.73505743494,736271.6155242426,NaN,NaN,NaN,1.3497049808502197,0.5
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,align_low,5,1.0,1.0,NONE,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,618381.1875748599,618381.1875748613,518936.95821666246,729211.8768444692,NaN,NaN,NaN,1.1528229713439941,0.65
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,align_high,5,1.0,1.0,NONE,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,531449.1367473854,531449.1367473851,321160.42848049686,713399.0531835431,NaN,NaN,NaN,1.28208589553833,0.53
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,align_low,5,1.0,1.0,NONE,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,647417.3315341093,647417.3315341086,535765.1298670445,768313.2481242588,NaN,NaN,NaN,1.3271799087524414,0.59
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,align_high,5,1.0,1.0,NONE,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,599608.6014672648,599608.6014672641,343697.7982254924,797480.6693628773,NaN,NaN,NaN,1.115757942199707,0.53
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,align_low,5,1.0,1.0,NONE,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,629055.7592314837,629055.7592314839,526789.6080650643,769905.7161867842,NaN,NaN,NaN,1.5698339939117432,0.97
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,align_high,10,1.0,1.0,NONE,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.4170647126889506e6,1.417064712688952e6,1.3041510905440438e6,1.5276714649286382e6,NaN,NaN,NaN,2.7957730293273926,1.13
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,align_low,10,1.0,1.0,NONE,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.355180986867587e6,1.355180986867587e6,1.2756118422034555e6,1.4692529835227786e6,NaN,NaN,NaN,3.5420889854431152,1.99
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,align_high,10,1.0,1.0,NONE,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.2490979669474247e6,1.2490979669474203e6,1.0820553107288163e6,1.4233235624906851e6,NaN,NaN,NaN,3.363284111022949,1.47
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,align_low,10,1.0,1.0,NONE,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.3572524186824618e6,1.357252418682461e6,1.2054059022603282e6,1.5616190558572877e6,NaN,NaN,NaN,3.4683518409729004,1.56
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,align_high,10,1.0,1.0,NONE,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.318130488999698e6,1.3181304889997067e6,1.0399539650855002e6,1.5463551574303282e6,NaN,NaN,NaN,10.946177005767822,8.23
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,align_low,10,1.0,1.0,NONE,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.4125828253797751e6,1.4125828253797735e6,1.1124246325557001e6,1.5826782002991436e6,NaN,NaN,NaN,10.860671997070312,7.69
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,align_high,10,1.0,1.0,NONE,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.3589921594856738e6,1.3589921594856747e6,1.0439439016393052e6,1.5700084296903012e6,NaN,NaN,NaN,8.48134994506836,5.35
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,align_low,10,1.0,1.0,NONE,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.3920041363338279e6,1.3920041363338262e6,1.134050632655776e6,1.5988868506205468e6,NaN,NaN,NaN,8.849247932434082,4.71
