InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,DemandProfile,J,BatteryScale,PVScale,Fairness,House,InstFolder,InstanceID,Status,PVReceivedExpected,PVReceivedMin,PVReceivedMax,CostExpected,CostMin,CostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed2,5,1.0,1.0,PEA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,245.74514776550262,125.7391197809159,399.21069421561157,141903.4068387437,137916.7647339441,145582.8470054105,0.07097794217185235,0.03751578792025635,0.14118457076176816,12.211913108825684,2.37
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed2,5,1.0,1.0,PEA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,252.63907692195437,125.7391197809159,430.50679962668505,146872.0681370261,133200.18993227568,153150.74716360946,0.11037901372178367,0.0344949190337284,0.18494407502826424,12.211913108825684,2.37
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed2,5,1.0,1.0,PEA,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,255.25958946750455,159.22183595658169,355.73841202366054,147795.96116877138,140856.81981228938,157630.8498212093,0.09809844462044633,0.0199219750037544,0.23257829860520407,12.211913108825684,2.37
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed2,5,1.0,1.0,PEA,4,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,254.30075073120463,140.79518756336083,397.1978954607782,147553.403468869,139255.36434926296,153615.46181801363,0.08931578281655088,0.012730487135803874,0.20922811264985344,12.211913108825684,2.37
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed2,5,1.0,1.0,PEA,5,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,245.95582335759707,137.83258468123668,364.0583042355503,142134.39015721396,135794.28726657215,146705.90734318295,0.10338290017754345,0.001299241440211129,0.3044693135228262,12.211913108825684,2.37
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed2,5,1.0,1.0,PEA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,298.4907261865635,101.67468334413431,424.19312661386584,131065.08390014342,117496.88701443313,144652.39022475315,0.08793866808763659,2.7806653234481766e-6,0.3231065867184111,4.700900077819824,2.95
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed2,5,1.0,1.0,PEA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,303.36158990627365,172.91023762077396,434.271540278475,132754.11266886053,117132.73701413993,143375.9717888008,0.09947655877623604,1.877313027569306e-5,0.39592355807399054,4.700900077819824,2.95
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed2,5,1.0,1.0,PEA,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,329.46370789530704,194.8132390077755,465.4148347096859,143676.66081376112,124668.25594087433,158402.49008656916,0.11024236059105239,0.0009492610504007365,0.24574122202037965,4.700900077819824,2.95
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed2,5,1.0,1.0,PEA,4,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,322.52296864451824,120.91240926088584,497.09950133609203,138354.3162467782,106504.12698613797,177885.80836855114,0.06512594714555603,0.0002200853937000886,0.36280391157679975,4.700900077819824,2.95
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed2,5,1.0,1.0,PEA,5,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,309.1163487124988,96.5300454121714,444.6236725353094,137385.99721331114,119214.85602993137,154408.32002049207,0.09002689814210578,3.766133363316657e-5,0.316668733705583,4.700900077819824,2.95
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,mixed2,5,1.0,1.0,PEA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,205.00636214596923,17.76986444333926,548.2918602041693,146373.3600890523,123013.74391074336,166811.96163328775,0.16165360377286528,0.0003983641211656836,2.583079978500469,4.207622051239014,2.77
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,mixed2,5,1.0,1.0,PEA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,204.94854805223414,8.437648308001801,549.4095926853544,146129.23053466866,117387.26547510375,165282.50220598734,0.17733604298455025,1.7611645174733023e-5,2.4367779000262,4.207622051239014,2.77
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,mixed2,5,1.0,1.0,PEA,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,200.4749113676929,8.823406036177278,512.736022045239,144159.7349225865,139035.3614849476,150283.5875051964,0.09957675891440242,7.67389626263105e-5,0.8548920342891438,4.207622051239014,2.77
