InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,J,BatteryScale,PVScale,Fairness,House,InstFolder,Status,PVReceivedExpected,PVReceivedMin,PVReceivedMax,CostExpected,CostMin,CostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,NONE,1,inst/inst2020,true,255.89547868353424,27.528576397209886,484.2048744193794,98065.4778696345,47737.72657621335,140082.2867122147,NaN,NaN,NaN,3.94509220123291,0.53
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,NONE,2,inst/inst2020,true,248.51751581067865,29.450025625295012,746.263638856814,98352.35514215195,6166.067960825435,142024.66046842985,NaN,NaN,NaN,3.94509220123291,0.53
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,NONE,3,inst/inst2020,true,65.34168943621744,9.80793559314434,136.8101055979049,144334.58649057345,117149.2260635679,167471.83383524296,NaN,NaN,NaN,3.94509220123291,0.53
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,NONE,4,inst/inst2020,true,130.68477766689136,75.28200522177715,225.84773836796177,143704.5740435904,125634.39711163756,152953.04412943148,NaN,NaN,NaN,3.94509220123291,0.53
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,NONE,5,inst/inst2020,true,323.34186768343466,26.67807365115308,558.6407934888347,85442.20927609816,33085.72821667146,149024.55876199185,NaN,NaN,NaN,3.94509220123291,0.53
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,NONE,1,inst/inst2020,true,470.1763307064602,156.35869169556923,779.9536102448756,68866.6067038957,19121.818848256094,130972.60776840503,NaN,NaN,NaN,1.335219144821167,0.59
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,NONE,2,inst/inst2020,true,429.96680177190325,100.35785037637535,749.2538454920282,71302.85984830534,9471.0237308549,136964.79890037442,NaN,NaN,NaN,1.335219144821167,0.59
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,NONE,3,inst/inst2020,true,102.54814876803415,84.6698946080175,127.43370884735536,128366.71256069846,118023.28309015698,139256.42915814265,NaN,NaN,NaN,1.335219144821167,0.59
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,NONE,4,inst/inst2020,true,63.169163765897004,3.8211082009872057,123.4471302675336,160083.91778238694,130877.28597198213,178966.62850506642,NaN,NaN,NaN,1.335219144821167,0.59
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,NONE,5,inst/inst2020,true,69.63850584636332,0.0,128.65079335942235,138442.1712942003,96651.42319735583,181866.5138530933,NaN,NaN,NaN,1.335219144821167,0.59
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,2.0,1.0,NONE,1,inst/inst2020,true,114.60541663023652,0.0,505.46474347310476,128655.91116440306,60357.85689142539,155610.03579425474,NaN,NaN,NaN,1.2925021648406982,0.54
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,2.0,1.0,NONE,2,inst/inst2020,true,123.9215083268615,0.0,534.0601522512748,124251.50007174871,52336.42414424619,150832.54193601216,NaN,NaN,NaN,1.2925021648406982,0.54
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,2.0,1.0,NONE,3,inst/inst2020,true,27.559698737427354,0.0,158.78988003735088,155626.86868130468,126071.38201771484,181545.31415218816,NaN,NaN,NaN,1.2925021648406982,0.54
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,2.0,1.0,NONE,4,inst/inst2020,true,110.52635989948695,0.0,437.0148633662254,130319.20147061242,64386.75207375422,159232.94792206894,NaN,NaN,NaN,1.2925021648406982,0.54
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,2.0,1.0,NONE,5,inst/inst2020,true,31.889889117385508,0.0,147.9864479620485,152995.91158978833,122685.19030594309,175513.7898871378,NaN,NaN,NaN,1.2925021648406982,0.54
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,5,2.0,1.0,NONE,1,inst/inst2020,true,601.0654449073027,20.48746011601982,1341.4759294970606,62016.982428608775,2756.96,165404.28638924917,NaN,NaN,NaN,1.0458660125732422,0.52
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,5,2.0,1.0,NONE,2,inst/inst2020,true,40.85612791316867,0.0,225.4897751753956,141465.65334102017,81844.2002312352,183758.7704310921,NaN,NaN,NaN,1.0458660125732422,0.52
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,5,2.0,1.0,NONE,3,inst/inst2020,true,588.6816611267518,42.7449061182394,1273.3576721080422,63993.891014029774,3680.3937521497387,151239.5845422597,NaN,NaN,NaN,1.0458660125732422,0.52
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,5,2.0,1.0,NONE,4,inst/inst2020,true,36.956773961253404,0.0,205.28310193264772,144631.62735270883,96659.39885994297,179595.166504817,NaN,NaN,NaN,1.0458660125732422,0.52
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,5,2.0,1.0,NONE,5,inst/inst2020,true,258.9306828522153,205.00942251741387,333.30927092522563,106912.19490281281,94630.5291624367,118428.68917894004,NaN,NaN,NaN,1.0458660125732422,0.52
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,2.0,1.0,NONE,1,inst/inst2020,true,588.6113937888618,295.91757765940434,839.8433630157517,45309.240904891136,7741.312054067899,119422.09621781895,NaN,NaN,NaN,2.086886167526245,0.86
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,2.0,1.0,NONE,2,inst/inst2020,true,322.62835590090896,106.93858588608528,629.8085951884075,92775.49632562362,40915.00459785446,140058.71184144856,NaN,NaN,NaN,2.086886167526245,0.86
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,2.0,1.0,NONE,3,inst/inst2020,true,53.81361250942132,20.764483009733993,153.65669816493823,140258.671501032,116394.61017478973,162475.79095730477,NaN,NaN,NaN,2.086886167526245,0.86
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,2.0,1.0,NONE,4,inst/inst2020,true,37.78451588901234,20.764483009733993,114.66251972073904,142735.32562017854,115525.91289280231,161102.06688284047,NaN,NaN,NaN,2.086886167526245,0.86
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,2.0,1.0,NONE,5,inst/inst2020,true,90.68345425830739,20.764483009733993,325.4329061046954,137744.0438132963,89660.70498603783,163504.67120951752,NaN,NaN,NaN,2.086886167526245,0.86
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,2.0,1.0,NONE,6,inst/inst2020,true,53.9483213060031,20.764483009733993,285.15470779864205,144732.3126235178,103306.88216263347,161848.64009112044,NaN,NaN,NaN,2.086886167526245,0.86
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,2.0,1.0,NONE,7,inst/inst2020,true,52.17266957946915,20.764483009733993,235.37955314036486,144982.5614427867,114083.18659921105,162342.3513827442,NaN,NaN,NaN,2.086886167526245,0.86
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,2.0,1.0,NONE,8,inst/inst2020,true,57.367270621958454,20.764483009733993,228.8322635767639,142137.1764544606,106491.56441132879,157086.4269468007,NaN,NaN,NaN,2.086886167526245,0.86
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,2.0,1.0,NONE,9,inst/inst2020,true,36.9017129566442,20.764483009733993,134.53129793179247,143040.18215902607,118634.71772889883,161396.36888197873,NaN,NaN,NaN,2.086886167526245,0.86
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,2.0,1.0,NONE,10,inst/inst2020,true,36.91001829531042,20.764483009734004,128.6148994573134,143424.6288693324,118114.64616856466,160473.4095276633,NaN,NaN,NaN,2.086886167526245,0.86
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,10,2.0,1.0,NONE,1,inst/inst2020,true,22.976567959301367,0.0,118.28119542624474,153741.5529337102,115987.69340113875,194690.3429071969,NaN,NaN,NaN,2.600069999694824,1.05
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,10,2.0,1.0,NONE,2,inst/inst2020,true,17.870829996563767,0.0,124.60795785765603,148174.77207460807,101448.56791534758,189541.92215843927,NaN,NaN,NaN,2.600069999694824,1.05
