Policy,Theta,Mean,Min,Max,Std
PEA,0.2,0.14879802471484013,-2.4608386633505954e-13,2.9253607711840965,0.49020797481678685
PEA,0.6,0.48811048033913157,3.102448453897124e-14,4.540053049489941,0.7811098581311757
SA,0.2,0.26927198984798306,-2.280632546151475e-13,4.1814000649805525,0.7192085286768938
SA,0.6,0.9040671805955005,1.551224226948562e-14,7.416077128224241,1.299061243434793
MM PEA,0.2,0.15131136960783584,-5.259450385996418e-13,2.9858056177295396,0.4997014239307542
MM PEA,0.6,0.5839868790816292,-2.570573422915602e-13,6.168715829513125,1.035289406905171
MM SA,0.2,0.289424161433206,-3.1556702315978505e-13,4.3893411533396955,0.7860879197799047
MM SA,0.6,0.9937394032136486,1.6154093812092573e-14,9.158159537209654,1.573361580911285
