InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,J,BatteryScale,PVScale,Fairness,House,InstFolder,Status,PVReceivedExpected,PVReceivedMin,PVReceivedMax,CostExpected,CostMin,CostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,NONE,1,inst/inst2020,true,268.52240560874947,7.070545441953591,574.8512068557894,101875.65231936633,41798.66361161677,163750.2932981518,NaN,NaN,NaN,3.9000351428985596,0.59
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,NONE,2,inst/inst2020,true,244.31898041857636,0.0,570.8316648737015,97140.15882200871,38021.285960789755,149677.08563331218,NaN,NaN,NaN,3.9000351428985596,0.59
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,NONE,3,inst/inst2020,true,115.02259369147336,45.03741655560956,191.81784709989358,135610.62411713554,109610.80578638392,157569.42108446744,NaN,NaN,NaN,3.9000351428985596,0.59
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,NONE,4,inst/inst2020,true,131.514214963288,75.28200522177715,227.7317600823452,138731.50872440948,120440.55711163755,149611.19283960038,NaN,NaN,NaN,3.9000351428985596,0.59
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,NONE,5,inst/inst2020,true,264.40313459866763,62.42159777383518,543.7414756211099,93538.35024528534,40801.79940701916,141280.49484056496,NaN,NaN,NaN,3.9000351428985596,0.59
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,NONE,1,inst/inst2020,true,466.20569413436635,176.98725166640085,822.4992378743316,78853.85444318235,12678.149842429986,140187.71551346304,NaN,NaN,NaN,1.232090950012207,0.53
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,NONE,2,inst/inst2020,true,437.415511541463,83.14006222416138,834.0839421477442,70175.61372507836,9558.730572588554,145974.4818845222,NaN,NaN,NaN,1.232090950012207,0.53
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,NONE,3,inst/inst2020,true,77.95728654980232,3.8211082009872057,139.14287632160398,134247.19975474896,122261.37656659486,158973.7511179157,NaN,NaN,NaN,1.232090950012207,0.53
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,NONE,4,inst/inst2020,true,84.09130233150253,53.101970052251325,123.16096408264332,158558.87711600785,123871.82474571039,172543.91519683253,NaN,NaN,NaN,1.232090950012207,0.53
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,NONE,5,inst/inst2020,true,69.82915630152382,0.0,128.65079335942235,122754.36362072195,80663.83839735582,165244.9138530933,NaN,NaN,NaN,1.232090950012207,0.53
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,2.0,1.0,NONE,1,inst/inst2020,true,111.28086142948483,0.0,465.07193659258064,130041.56448875241,70020.4108099124,157475.62148358268,NaN,NaN,NaN,1.2845301628112793,0.5
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,2.0,1.0,NONE,2,inst/inst2020,true,123.8860702220938,0.0,511.0778593214228,118898.06796006748,52192.64049366959,152827.67179662164,NaN,NaN,NaN,1.2845301628112793,0.5
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,2.0,1.0,NONE,3,inst/inst2020,true,29.550322015329098,0.0,207.68433307821806,161446.77957440747,123801.49204824441,191768.05808393966,NaN,NaN,NaN,1.2845301628112793,0.5
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,2.0,1.0,NONE,4,inst/inst2020,true,114.38635320500629,0.0,546.1491557700317,129134.42330209444,57399.84511487147,163533.0379354366,NaN,NaN,NaN,1.2845301628112793,0.5
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,2.0,1.0,NONE,5,inst/inst2020,true,29.399265839483775,0.0,204.0541237160686,149620.05951107974,105500.71670238317,174410.433488341,NaN,NaN,NaN,1.2845301628112793,0.5
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,5,2.0,1.0,NONE,1,inst/inst2020,true,593.3173576156993,63.64935667583373,1383.8631533771866,70907.73945152407,16298.56,174202.15347850687,NaN,NaN,NaN,1.1171810626983643,0.58
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,5,2.0,1.0,NONE,2,inst/inst2020,true,50.73021154926403,0.0,197.20209382476105,136077.1947078639,88292.11686600267,187077.51913557426,NaN,NaN,NaN,1.1171810626983643,0.58
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,5,2.0,1.0,NONE,3,inst/inst2020,true,588.5149594220903,41.931564107670376,1238.9704482279162,59234.99183964838,519.0195157841565,160213.48187870288,NaN,NaN,NaN,1.1171810626983643,0.58
