InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,J,BatteryScale,PVScale,Fairness,House,InstFolder,Status,PVReceivedExpected,PVReceivedMin,PVReceivedMax,CostExpected,CostMin,CostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,LEXMMFPEA,1,inst/inst2020,true,205.75626585615163,48.15997953908158,465.5222153476261,111896.60016580448,55290.157749886486,145640.6043561784,4.534929110263982,0.0021219743083353837,275.708065822148,6.695214033126831,1.57
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,LEXMMFPEA,2,inst/inst2020,true,204.75626585614907,0.0,462.03299469312094,98307.05594499975,54305.39958375416,147643.37796433392,26.996976270910807,0.03057059308088462,429.1854766531387,6.695214033126831,1.57
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,LEXMMFPEA,3,inst/inst2020,true,204.7562658561502,105.07476475375856,282.1044626583679,114009.87482232554,86256.93443143413,139529.35980741458,23.12167264149347,0.0016649628164427384,273.0003771140729,6.695214033126831,1.57
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,LEXMMFPEA,4,inst/inst2020,true,203.75626585615302,107.28200522177715,362.84459657585984,142595.15695918,120440.55711163756,157031.75696276975,19.78168670278364,0.005148619191653342,226.44088810751643,6.695214033126831,1.57
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,LEXMMFPEA,5,inst/inst2020,true,204.7562658561522,5.234491473738133,417.8411638282575,101718.39991052193,61123.48823664132,146283.0272807412,63.63153100287939,0.14639299339887618,373.9614457743948,6.695214033126831,1.57
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,LEXMMFPEA,1,inst/inst2020,true,228.09979017173083,19.95187994874768,454.68623913071053,102891.1062339679,59649.751468186376,151452.76112469242,6.862251793592514,0.005181042364750747,293.32515488442925,3.094802141189575,1.2
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,LEXMMFPEA,2,inst/inst2020,true,226.93312350506451,0.0,458.13682156917025,92529.89407577223,56340.13160710637,133669.84956189367,40.517300363405475,0.004579383752930857,443.01630510200096,3.094802141189575,1.2
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,LEXMMFPEA,3,inst/inst2020,true,226.9331235050652,84.1093533429825,497.4583987547596,128080.45106440163,100223.06623310478,151074.32963520722,62.29581070261775,0.00805357752576967,431.2509643918653,3.094802141189575,1.2
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,LEXMMFPEA,4,inst/inst2020,true,226.76645683839564,111.46117741932265,478.4302209560766,155578.53630019553,135189.1183052085,167576.88544612122,14.023783552733756,0.002429815871832755,271.59236622956604,3.094802141189575,1.2
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,LEXMMFPEA,5,inst/inst2020,true,226.76645683839794,64.0,548.8611195434995,122747.86819261825,79155.8876840127,166783.2943512664,23.236882688276445,0.006052939683355683,341.7117254197725,3.094802141189575,1.2
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,2.0,1.0,LEXMMFPEA,1,inst/inst2020,true,82.7005745422801,0.0,415.7906587761442,136704.7092930983,72342.1931592592,164912.2429003865,21.816699599648114,0.0,323.5986885380354,3.47348690032959,1.6
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,2.0,1.0,LEXMMFPEA,2,inst/inst2020,true,80.70057454227961,0.0,376.15805381808434,126191.71471517683,75996.81025998796,150724.8769541947,14.051001331869482,0.0,376.15805381808434,3.47348690032959,1.6
