InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,J,BatteryScale,PVScale,Fairness,House,InstFolder,Status,PVReceivedExpected,PVReceivedMin,PVReceivedMax,CostExpected,CostMin,CostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,LEXMMFSA,1,inst/inst2020,true,261.3025485606421,57.878286191019946,495.0959884700406,105938.79253542835,63083.849180279154,150756.00818360507,0.49154632584664587,0.0005130936191514999,2.1220483049043595,43.9567289352417,32.07
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,LEXMMFSA,2,inst/inst2020,true,300.35931709095104,11.482426307743877,709.5806765930545,106117.44969264006,30945.543692446914,162748.96242348966,0.5668086191883547,0.000258688458979767,2.094150744560474,43.9567289352417,32.07
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,LEXMMFSA,3,inst/inst2020,true,77.26005325345096,13.80644062170504,168.8101055979049,116188.48837202061,87593.75920894455,140790.28643524298,0.2739104152881624,0.00019633469444467174,1.5755680271365151,43.9567289352417,32.07
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,LEXMMFSA,4,inst/inst2020,true,145.61006526553368,75.28200522177715,321.84773836796177,131659.7652423224,113617.36082882079,140816.95571870008,0.17404071882862224,9.244993973847085e-5,0.6560377352092917,43.9567289352417,32.07
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,LEXMMFSA,5,inst/inst2020,true,239.24934511017952,0.0,454.4713379279607,107460.6700320755,52250.25149821102,162422.85892059418,0.4461018057782034,0.00041260803434350565,1.6369395898518282,43.9567289352417,32.07
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,LEXMMFSA,1,inst/inst2020,true,383.97810342932024,89.47985755288167,701.9240390804147,119285.79990938913,59725.19163857077,190688.94499212012,0.526640390891604,0.0005029147989849822,2.7027392077211974,54.21727204322815,43.59
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,LEXMMFSA,2,inst/inst2020,true,358.3713441744267,69.03483492938147,653.8370115625216,116386.61962956708,54805.455542350195,183197.5824825381,0.4195804477252721,0.00030920552951813047,2.1312371420500846,54.21727204322815,43.59
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,LEXMMFSA,3,inst/inst2020,true,137.99943716003284,38.319894475676804,359.06269919091454,108873.0564603001,88197.75829055403,130517.18416895771,0.22120764347345567,0.0009084098643613539,1.0167146614273743,54.21727204322815,43.59
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,LEXMMFSA,4,inst/inst2020,true,171.65014246963733,70.09925913416409,294.94903018241047,132760.3471932909,115186.8411560918,140639.6552450584,0.2515534334365073,0.00031602670869985294,0.8918646180126796,54.21727204322815,43.59
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,LEXMMFSA,5,inst/inst2020,true,83.49992362523798,0.0,147.54592016609172,118122.43581059066,76593.22234771086,160521.54830464622,0.29449955672279854,0.00029640874338722803,1.5056369234595182,54.21727204322815,43.59
