InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,DemandProfile,J,BatteryScale,PVScale,Fairness,House,InstFolder,InstanceID,Status,PVReceivedExpected,PVReceivedMin,PVReceivedMax,CostExpected,CostMin,CostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed2,5,1.0,1.0,NONE,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,219.21750088030296,125.7391197809159,346.8202748511895,147496.821838839,143690.6880272606,150664.2883115099,NaN,NaN,NaN,3.6000990867614746,0.41
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed2,5,1.0,1.0,NONE,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,222.06484306825928,125.7391197809159,346.8202748511895,152657.05432503557,148258.82210779414,162938.70244954634,NaN,NaN,NaN,3.6000990867614746,0.41
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed2,5,1.0,1.0,NONE,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,273.7699259702696,142.04046867060924,450.3429004489417,144953.71954680895,137019.8563908367,157827.97937260524,NaN,NaN,NaN,3.6000990867614746,0.41
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed2,5,1.0,1.0,NONE,4,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,295.0507069148665,179.55460540857456,451.38466392388784,138372.7018465987,132775.69078494303,144410.77967819158,NaN,NaN,NaN,3.6000990867614746,0.41
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed2,5,1.0,1.0,NONE,5,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,243.7974114100673,125.73911978091587,369.39370954999094,142778.932213342,128367.0081068264,149167.34548371533,NaN,NaN,NaN,3.6000990867614746,0.41
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed2,5,1.0,1.0,NONE,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,389.69777687071854,229.4031002375424,500.8580464852682,114504.21564015461,98785.084424864,127502.26859743203,NaN,NaN,NaN,1.8482701778411865,0.91
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed2,5,1.0,1.0,NONE,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,329.2132759026178,95.66577948419355,501.0512732175141,126730.78407805701,112686.70568539556,144247.8870766425,NaN,NaN,NaN,1.8482701778411865,0.91
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed2,5,1.0,1.0,NONE,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,262.346831862258,142.60074839499208,371.62540958941685,157658.69305347605,146382.12185700692,164054.7926108922,NaN,NaN,NaN,1.8482701778411865,0.91
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed2,5,1.0,1.0,NONE,4,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,328.7661952816417,125.77667518886368,501.09950133609203,136390.08992925734,104862.11411397322,176323.97900567023,NaN,NaN,NaN,1.8482701778411865,0.91
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed2,5,1.0,1.0,NONE,5,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,252.93126142792676,97.39431134014923,372.48967551739463,147952.3881419044,132024.02639460505,168367.03359278504,NaN,NaN,NaN,1.8482701778411865,0.91
