InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,J,BatteryScale,PVScale,Fairness,InstFolder,Status,ExpectedCost,ScenarioCostExpected,ScenarioCostMin,ScenarioCostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,5,2.0,1.0,LEXMMFSA,inst/inst2020,true,704221.6799216184,704221.6799216191,621862.214791253,785497.0208842974,8.614062096357932,2.247012180077651e-5,630.3550227574615,94.80451893806458,77.24
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,5,2.0,1.0,LEXMMFSA,inst/inst2020,true,727372.3692971373,727372.3692971389,567560.8225556831,809658.8583421836,1.7599532326161773,0.0003603626745805172,42.027849307497966,56.44047689437866,34.54
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,10,2.0,1.0,LEXMMFSA,inst/inst2020,true,1.4476965246039466e6,1.4476965246039457e6,1.3912191521385263e6,1.5397318806128488e6,0.7565227348515625,0.00012125520339225323,5.745006006192858,569.3482818603516,484.6
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,10,2.0,1.0,LEXMMFSA,inst/inst2020,true,1.4764338385428714e6,1.4764338385428763e6,1.380902680126249e6,1.5735897190978688e6,0.8291057873413157,2.8058999549947363e-5,4.2839351749396615,463.97753405570984,405.97
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,10,2.0,1.0,LEXMMFSA,inst/inst2020,true,1.479427579577073e6,1.479427579577085e6,1.3483027938325242e6,1.5533550730874198e6,2.4714278442075024,0.00012848591579874217,265.86623209113964,264.16863203048706,219.63
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,10,2.0,1.0,LEXMMFSA,inst/inst2020,true,1.4165278456575512e6,1.4165278456575554e6,1.3263348687566624e6,1.5288598147455805e6,0.9291720030491861,1.3123278177802975e-5,8.20584388070529,290.1568908691406,241.33
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,NONE,inst/inst2020,true,560783.3901281314,560783.3901281302,414221.12470484426,693934.8671736107,NaN,NaN,NaN,1.4878878593444824,0.51
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,NONE,inst/inst2020,true,506312.9629698,506312.96296980075,389272.9383411495,623964.253318213,NaN,NaN,NaN,3.816478967666626,1.98
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,5,2.0,1.0,NONE,inst/inst2020,true,495132.6080939914,495132.6080939918,354641.94426313555,714232.5243928328,NaN,NaN,NaN,4.3868248462677,2.5
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,5,2.0,1.0,NONE,inst/inst2020,true,574785.1291257462,574785.1291257465,396817.6645418325,756784.3449552112,NaN,NaN,NaN,5.2343199253082275,2.49
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,10,2.0,1.0,NONE,inst/inst2020,true,1.2856513501911948e6,1.285651350191194e6,1.1006308008662763e6,1.4376379743581505e6,NaN,NaN,NaN,8.429033994674683,3.58
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,10,2.0,1.0,NONE,inst/inst2020,true,1.4481518472330067e6,1.4481518472330044e6,1.3605236667958682e6,1.5491019767539252e6,NaN,NaN,NaN,8.40065598487854,3.59
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,10,2.0,1.0,NONE,inst/inst2020,true,1.339569507695898e6,1.339569507695895e6,1.0210391507866916e6,1.5909342926882969e6,NaN,NaN,NaN,5.421445846557617,1.69
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,10,2.0,1.0,NONE,inst/inst2020,true,1.2730861101867298e6,1.2730861101867277e6,905190.3420382473,1.581765346825599e6,NaN,NaN,NaN,6.5066609382629395,3.74
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,PEA,inst/inst2020,true,633542.1622618386,633542.162261838,542139.3264376294,719994.9727860496,0.28341543916953893,0.0007708884540897668,1.232780660637696,5.251116037368774,2.77
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,PEA,inst/inst2020,true,575992.443645863,575992.4436458613,490538.4873169645,676370.0432643244,0.25970926297871644,8.664973443939705e-5,1.4053147491190412,5.521538972854614,2.91
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,5,2.0,1.0,PEA,inst/inst2020,true,572290.0445527344,572290.0445527347,461574.12213563797,728617.2259467628,0.37056436819014027,0.00034755137637039593,2.3465497097939223,5.395098924636841,3.21
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,5,2.0,1.0,PEA,inst/inst2020,true,644439.1336510805,644439.1336510814,544353.7700655761,776260.4628694786,0.4335749135640704,2.5602324343654165e-5,2.7151680684161237,3.1725261211395264,1.7
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,10,2.0,1.0,PEA,inst/inst2020,true,1.328258372830199e6,1.3282583728301988e6,1.1622300499167298e6,1.460091544850116e6,0.44088323249091,6.309194832762937e-7,2.5408631478535577,6.655057907104492,4.12
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,10,2.0,1.0,PEA,inst/inst2020,true,1.4481518472330058e6,1.4481518472330042e6,1.3605236667958684e6,1.5491019767539252e6,0.24564134480006414,1.0640394068123654e-5,2.7556093405607744,10.804250955581665,6.19
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,10,2.0,1.0,PEA,inst/inst2020,true,1.4588958440360245e6,1.4588958440360222e6,1.312309004135431e6,1.5909685012096264e6,0.8176679035220753,0.00023262296212790153,9.036692399832724,9.111486911773682,4.95
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,10,2.0,1.0,PEA,inst/inst2020,true,1.327259025220936e6,1.327259025220938e6,1.0389885151799538e6,1.5817690397953726e6,0.654996178753216,6.072876134521142e-5,10.401138254414828,7.483216047286987,3.54
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,SA,inst/inst2020,true,696418.4636044104,696418.4636044062,415918.3328660631,785388.0329524908,0.14119221154297557,1.3648329671960545e-5,0.9488676026492106,12.243515014648438,3.21
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,SA,inst/inst2020,true,635441.2164078335,635441.216407834,421160.66904868186,748666.7717944519,0.1575246795239432,3.815476018189614e-5,0.6892503194358138,14.816656827926636,5.41
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,5,2.0,1.0,SA,inst/inst2020,true,625336.5163553613,625336.5163553429,363143.289747449,752077.6549682537,0.2205796813368526,1.4969090265303157e-5,1.6351586114833705,19.79649806022644,10.01
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,5,2.0,1.0,SA,inst/inst2020,true,718371.7010694493,718371.7010694543,454835.6674604047,1.608313043220367e7,0.15459829502374614,4.922333060413476e-5,3.3965296484390963,18.26596188545227,7.72
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,10,2.0,1.0,SA,inst/inst2020,true,1.3992947790551144e6,1.3992947790551123e6,1.221071974641633e6,1.4986309650418023e6,0.07425337402594019,2.588644865792633e-5,0.4319136160725208,58.90333104133606,27.07
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,10,2.0,1.0,SA,inst/inst2020,true,1.4481894892694768e6,1.4481894892694799e6,1.3605360566019625e6,1.549179050081349e6,0.03242153012920922,1.5936568046317593e-5,0.22092375864213834,40.37350511550903,9.44
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,10,2.0,1.0,SA,inst/inst2020,true,1.5092308765063642e6,1.5092308765063807e6,1.022401792971179e6,4.2360280899688154e7,0.1481456177804575,8.489843342605634e-6,5.750289191954374,58.00180697441101,24.28
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,10,2.0,1.0,SA,inst/inst2020,true,1.4141815139785642e6,1.414181513978565e6,1.0888537952371899e6,1.5916646904451998e6,0.07060675140951464,3.928855722664688e-6,0.4114862127703277,45.99171805381775,10.93
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,5,2.0,1.0,LEXMMFPEA,inst/inst2020,true,635661.9927400028,635661.9927400021,542139.3264376293,719994.9727860495,15.566764038804564,0.0013508033105384645,418.4054244829561,3.663306951522827,1.55
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,5,2.0,1.0,LEXMMFPEA,inst/inst2020,true,575799.99120281,575799.9912028101,485600.8929073303,676370.0432643245,15.361894835026819,0.003877793586531055,527.7947222322927,3.9911348819732666,1.98
