InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,J,BatteryScale,PVScale,Fairness,InstFolder,Status,ExpectedCost,ScenarioCostExpected,ScenarioCostMin,ScenarioCostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,10,1.0,2.0,PEA,inst/inst2020,true,1.3392448767493414e6,1.3392448767493388e6,1.1575078719992777e6,1.5651561899339128e6,0.6840426989330631,9.853120709074757e-5,4.996034957496187,6.5524749755859375,3.44
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,1.0,2.0,PEA,inst/inst2020,true,1.3420402271065714e6,1.3420402271065686e6,1.0855709156994638e6,1.5490818551632995e6,0.6940603643479009,0.00017493601128038976,7.975695460272783,7.1478941440582275,4.29
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,10,1.0,2.0,PEA,inst/inst2020,true,1.285409919272159e6,1.2854099192721578e6,1.0855962890045638e6,1.5088015659031814e6,0.7498473803275004,6.754385146909646e-5,4.642028635356939,7.368337869644165,4.71
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,1.0,2.0,SA,inst/inst2020,true,558737.4849627746,558737.4849627744,366507.7665622731,708084.4783824531,0.10250070244817534,1.4846746326563325e-5,0.5397046216877421,15.990843057632446,6.92
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,5,1.0,2.0,SA,inst/inst2020,true,610737.1736772119,610737.1736772038,307310.7554999252,764906.6896820071,0.22023889404913363,1.71046932089884e-5,0.9895806961417877,20.88793706893921,5.79
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,1.0,2.0,SA,inst/inst2020,true,691035.1973451038,691035.1973450949,434591.84551037033,792716.955236366,0.06134317156445891,4.310362261546912e-5,0.43857400900207344,22.294661045074463,13.43
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,5,1.0,2.0,SA,inst/inst2020,true,649043.270597993,649043.2705979919,254190.5150307659,9.411434671129578e7,0.39179170952062065,0.0008942254650532865,1.7584857252091848,19.870142936706543,10.82
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,1.0,2.0,SA,inst/inst2020,true,1.3539591737533966e6,1.35395917375338e6,1.2021096272803633e6,1.4796063470249334e6,0.06797846538523868,1.061075812626346e-6,0.29578965452866096,62.153528928756714,20.64
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,10,1.0,2.0,SA,inst/inst2020,true,1.4177290729788323e6,1.417729072978837e6,1.2391034588436945e6,1.5590500077747728e6,0.0682832161580676,1.3424843519267397e-5,0.33154722471866477,68.49121499061584,27.74
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,1.0,2.0,SA,inst/inst2020,true,1.4167504120916747e6,1.4167504120916598e6,916940.7348995269,1.5581893524511175e6,0.09679388380955409,4.826122823161926e-6,0.8023330629335449,69.37443494796753,28.6
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,10,1.0,2.0,SA,inst/inst2020,true,1.3980877148751565e6,1.3980877148751593e6,906305.0658651774,1.5896420706993146e6,0.09405435414064513,1.061404864594926e-7,0.9905689559134081,58.83178520202637,26.5
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,1.0,2.0,LEXMMFPEA,inst/inst2020,true,452295.28014974744,452295.2801497459,319844.9472014393,651078.6412468026,19.18064779919948,0.001320030714199212,544.2622399130314,7.372886896133423,2.79
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,5,1.0,2.0,LEXMMFPEA,inst/inst2020,true,510166.64227862173,510166.6422786225,412933.6727006275,677606.8940231454,14.76818634164067,0.0001581210018866576,490.0100329585833,6.976016998291016,3.3
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,1.0,2.0,LEXMMFPEA,inst/inst2020,true,649143.6126753901,649143.6126753918,383818.2417927567,792314.4759615738,22.756200515098765,0.0,464.72271559370336,7.467504024505615,3.83
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,5,1.0,2.0,LEXMMFPEA,inst/inst2020,false,Inf,Inf,Inf,Inf,Inf,Inf,Inf,3.335909128189087,0.64
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,1.0,2.0,LEXMMFPEA,inst/inst2020,true,1.1561625881029845e6,1.1561625881029896e6,977895.3808383923,1.4059239037053797e6,37.32677026408378,0.000513740549970575,687.8443950259655,20.23624897003174,9.16
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,10,1.0,2.0,LEXMMFPEA,inst/inst2020,true,1.3406473990392026e6,1.3406473990391968e6,1.133507687500021e6,1.5842390951054215e6,35.32115947836602,0.0,1055.3848825770897,23.428242921829224,11.18
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,1.0,2.0,LEXMMFPEA,inst/inst2020,true,1.3435082392650181e6,1.343508239265015e6,1.085570915699464e6,1.5490818551632997e6,25.08440014440548,0.0,505.65616458529456,20.019858837127686,9.25
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,10,1.0,2.0,LEXMMFPEA,inst/inst2020,true,1.304463233411185e6,1.304463233411185e6,1.1179107655909678e6,1.5206823247182132e6,39.70927305768524,0.0,1422.1869454377825,20.870012044906616,9.84
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,5,1.0,2.0,LEXMMFSA,inst/inst2020,true,554357.7190127398,554357.7190127391,459428.18131989194,712050.9834875792,0.2473710539802912,0.00014159209706727187,1.5961909435886263,56.04179811477661,44.81
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,5,1.0,2.0,LEXMMFSA,inst/inst2020,true,611563.1079400617,611563.1079400551,490087.834345179,753807.5830053313,0.25605584396074244,0.00014804863348718875,1.4841401523938003,50.94806408882141,39.77
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,5,1.0,2.0,LEXMMFSA,inst/inst2020,true,688595.5512823856,688595.5512823778,511050.4695397677,792716.8887543716,13.168358256305421,0.00024109016767336533,471.66887761475675,56.43662905693054,44.18
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,5,1.0,2.0,LEXMMFSA,inst/inst2020,true,667194.5533665583,667194.5533665502,539061.8155527805,771916.6268333414,0.41246322759058357,0.0001002746443507252,4.023461166223106,58.77412509918213,46.95
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,10,1.0,2.0,LEXMMFSA,inst/inst2020,true,1.356622456929275e6,1.35662245692926e6,1.256800255110648e6,1.486734013793325e6,0.4789828950695897,6.661109784411763e-5,1.965752981410167,440.54284405708313,388.92
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,10,1.0,2.0,LEXMMFSA,inst/inst2020,true,1.4180469225082719e6,1.418046922508275e6,1.2695103577695906e6,1.5862572507237038e6,0.6544281131800211,2.481031035279198e-6,3.828619244320639,397.46217012405396,352.36
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,10,1.0,2.0,LEXMMFSA,inst/inst2020,true,1.4180146510882797e6,1.418014651088265e6,1.21076621495973e6,1.5512211614006958e6,0.9377378952714022,9.381137367607709e-5,8.436711786665134,341.608580827713,289.04
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,10,1.0,2.0,LEXMMFSA,inst/inst2020,true,1.404049243219826e6,1.4040492432198303e6,1.251090665583827e6,1.5652165635228786e6,0.9677376775953295,1.0387094464552043e-5,51.74683147494582,328.98136496543884,282.53
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,5,1.0,2.0,NONE,inst/inst2020,true,474847.1465040684,474847.14650407305,359969.07742348465,631073.2946070603,NaN,NaN,NaN,2.9996650218963623,1.39
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,5,1.0,2.0,NONE,inst/inst2020,true,530962.3180360191,530962.3180360227,410617.99171201274,743766.6264652484,NaN,NaN,NaN,3.8157169818878174,1.86
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,5,1.0,2.0,NONE,inst/inst2020,true,514305.7931901026,514305.79319010186,335477.5428056348,776060.0094275494,NaN,NaN,NaN,6.74981689453125,3.58
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,5,1.0,2.0,NONE,inst/inst2020,true,645080.3748571349,645080.3748571342,344132.92493224144,798080.4089643641,NaN,NaN,NaN,2.9482221603393555,1.25
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,10,1.0,2.0,NONE,inst/inst2020,true,1.3130267046463215e6,1.3130267046463257e6,1.1743729787475811e6,1.5099807470433319e6,NaN,NaN,NaN,6.421382904052734,3.3
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,10,1.0,2.0,NONE,inst/inst2020,true,1.3379488247726639e6,1.3379488247726697e6,1.1644263143489861e6,1.4853525992999459e6,NaN,NaN,NaN,6.403386116027832,3.31
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,10,1.0,2.0,NONE,inst/inst2020,true,1.346290027505348e6,1.3462900275053505e6,1.0185262281355839e6,1.5321144338153643e6,NaN,NaN,NaN,10.64345097541809,6.17
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,10,1.0,2.0,NONE,inst/inst2020,true,1.2287401584802568e6,1.228740158480258e6,999654.0078754904,1.4762929669265198e6,NaN,NaN,NaN,5.907932996749878,2.98
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,5,1.0,2.0,PEA,inst/inst2020,true,512292.42968529,512292.42968529003,406354.58159581455,645196.8699313294,0.24172025842406658,9.306107708899927e-5,0.9657308578119377,4.147845983505249,2.6
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,5,1.0,2.0,PEA,inst/inst2020,true,603980.6846793334,603980.6846793336,514041.7288059839,744746.2636913335,0.29510159694790583,1.4835353834680168e-5,1.4841392371689497,5.458844184875488,3.26
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,5,1.0,2.0,PEA,inst/inst2020,true,557458.25491492,557458.2549149193,387640.3201741419,776076.6846308734,0.4217387241149914,0.00021079623074803469,4.196539216327282,4.635621070861816,2.56
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,5,1.0,2.0,PEA,inst/inst2020,true,664281.840781982,664281.8407819825,396665.6400997452,801075.1500482358,0.49006469219028576,0.0005079047899094355,3.7933173471245603,3.535827159881592,1.81
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,10,1.0,2.0,PEA,inst/inst2020,true,1.3894182664513069e6,1.3894182664513076e6,1.3133419766800439e6,1.5137693548846766e6,0.5817688622239311,8.609003048881918e-5,3.130328247111212,8.288897037506104,4.98
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,10,1.0,2.0,PEA,inst/inst2020,true,1.4166669509730088e6,1.4166669509730102e6,1.2907846790218009e6,1.5317807051569354e6,0.5718954523250267,2.6851356541358145e-5,3.1582657133539214,10.065813064575195,6.45
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,10,1.0,2.0,PEA,inst/inst2020,true,1.4172336517576466e6,1.4172336517576484e6,1.1902762477224115e6,1.547567849307641e6,0.8342493272332728,0.0003056020913073464,8.387930080616169,7.2317540645599365,4.06
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,10,1.0,2.0,PEA,inst/inst2020,true,1.3375893037941738e6,1.3375893037941735e6,1.181794001891728e6,1.5068391616638869e6,0.6357639173088764,3.614004901766222e-5,5.581780864997889,12.081642866134644,8.22
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,5,1.0,2.0,SA,inst/inst2020,true,581902.177695244,581902.1776952556,477074.38648489944,684794.4833277281,0.07398383010466321,1.777616107046354e-5,0.33725984400124187,33.99703788757324,11.9
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,5,1.0,2.0,SA,inst/inst2020,true,670358.05083977,670358.0508397643,530588.5270838401,761234.7350088067,0.07361762405022361,4.27034831614633e-6,0.4050944730926828,34.17383694648743,15.98
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,5,1.0,2.0,SA,inst/inst2020,true,669011.7405312327,669011.7405312302,387399.06501862826,786514.9472980443,0.12042249031160092,3.744708930635609e-5,0.8043005014715632,38.60498785972595,17.81
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,5,1.0,2.0,SA,inst/inst2020,true,711547.1070563493,711547.1070563481,437970.6350386446,801778.3819506331,0.07389124152438535,1.7391305345201343e-5,0.6411852539905004,27.942214965820312,5.24
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,10,1.0,2.0,SA,inst/inst2020,true,1.4180388148910936e6,1.4180388148910974e6,1.3173798564534513e6,1.5301994771252787e6,0.05457681010355534,7.309079324336727e-6,0.29426187471784193,182.35840487480164,82.01
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,10,1.0,2.0,SA,inst/inst2020,true,1.4497145729611933e6,1.44971457296118e6,1.288935988253611e6,1.5534207318543163e6,0.056945258459832906,2.3254153595442454e-5,0.3613097832717426,170.1396300792694,62.95
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,10,1.0,2.0,SA,inst/inst2020,true,1.46507229724903e6,1.4650722972490343e6,1.2686517712089452e6,1.5407704244768736e6,0.04084402565351888,9.885679042551473e-6,0.40584257777879457,129.99808287620544,33.81
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,10,1.0,2.0,SA,inst/inst2020,true,1.374910982999459e6,1.3749109829994806e6,1.0142186138380171e6,1.5253638915265773e6,0.08579939232169981,7.798098244990851e-6,0.9829340805064852,123.56198692321777,53.69
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,5,1.0,2.0,LEXMMFPEA,inst/inst2020,true,511994.28264475823,511994.2826447578,406354.58159581455,645196.8699313294,27.171073151701183,0.0021231763507657433,529.1788808014045,17.67528200149536,8.99
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,5,1.0,2.0,LEXMMFPEA,inst/inst2020,true,603645.5528187699,603645.5528187697,507003.1056103874,744746.2636913334,22.2613822933612,9.524302634571306e-5,551.8956788300155,19.531461000442505,9.62
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,5,1.0,2.0,LEXMMFPEA,inst/inst2020,true,558864.7103462724,558864.7103462721,387640.3201741419,776076.6846308734,12.943733970336659,0.0,381.0482240321567,12.836880207061768,6.23
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,5,1.0,2.0,LEXMMFPEA,inst/inst2020,true,661569.5396386634,661569.5396386635,387733.59024024365,801075.1500482358,17.190730282817,0.0,545.4655485515532,10.794939041137695,5.6
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,10,1.0,2.0,LEXMMFPEA,inst/inst2020,true,1.389245802779727e6,1.3892458027797274e6,1.3133419766800439e6,1.5137693548846766e6,23.48178516706969,0.0,577.3952631100234,40.90481686592102,16.09
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,10,1.0,2.0,LEXMMFPEA,inst/inst2020,true,1.4154480438300946e6,1.4154480438300944e6,1.285914009252226e6,1.5260656691208198e6,38.150410790283814,0.0,569.6013209921268,43.24746608734131,19.46
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,10,1.0,2.0,LEXMMFPEA,inst/inst2020,true,1.417409014087867e6,1.417409014087871e6,1.1871839747362821e6,1.547567849307641e6,30.73463309317063,0.0,691.3849900740524,32.345200061798096,12.02
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,10,1.0,2.0,LEXMMFPEA,inst/inst2020,true,1.3387706336680064e6,1.3387706336680064e6,1.1674609792670324e6,1.5068391616638866e6,42.25508343459113,0.0,730.2352116884836,36.35200881958008,14.2
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,5,1.0,2.0,LEXMMFSA,inst/inst2020,true,585811.3540355571,585811.3540355673,502721.47818600165,695385.9800647402,0.27407254167669964,0.00012379291666615353,1.0931544438181229,109.44902801513672,83.94
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,5,1.0,2.0,LEXMMFSA,inst/inst2020,true,675976.5345918123,675976.5345918069,592435.4576923404,761838.835241836,0.33610070204281517,9.233484289981966e-5,1.9762101487573076,84.42418694496155,63.15
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,5,1.0,2.0,LEXMMFSA,inst/inst2020,true,671487.31809831,671487.3180983054,560897.8560480688,784606.8845145548,7.742803231851691,2.506586440156439e-5,437.56465477207064,95.29249691963196,73.82
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,5,1.0,2.0,LEXMMFSA,inst/inst2020,true,710466.7441222391,710466.7441222381,530655.2621911884,813951.691494725,2.0277499821219247,0.00024350151531452366,147.49975242003524,70.89547204971313,42.26
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,10,1.0,2.0,LEXMMFSA,inst/inst2020,true,1.4162735322729626e6,1.4162735322729622e6,1.3508716222294257e6,1.5303427575291565e6,0.7020574961548355,5.407217688232306e-5,3.755618405735954,625.5953099727631,546.34
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,10,1.0,2.0,LEXMMFSA,inst/inst2020,true,1.4528768098319548e6,1.4528768098319422e6,1.333150893882448e6,1.5454962324855346e6,0.7984420307585864,0.0003938798326924658,4.570428794619845,279.2349350452423,232.17
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,10,1.0,2.0,LEXMMFSA,inst/inst2020,true,1.46603518612503e6,1.4660351861250347e6,1.3412411325567898e6,1.5531607417979615e6,3.418056147687817,0.0003342019997743924,885.812872170892,242.0814859867096,194.04
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,10,1.0,2.0,LEXMMFSA,inst/inst2020,true,1.3768039835211006e6,1.3768039835211234e6,1.2465523077068124e6,1.525363891526577e6,0.7214647461513305,8.50934011626263e-5,9.107965736646687,307.4993600845337,264.27
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,5,1.0,2.0,NONE,inst/inst2020,true,443456.71970878413,443456.71970878425,340939.1713878684,617096.7610384417,NaN,NaN,NaN,2.728065013885498,1.21
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,5,1.0,2.0,NONE,inst/inst2020,true,376389.3848404603,376389.38484046113,316552.8997826094,502360.5809215432,NaN,NaN,NaN,2.7744929790496826,1.29
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,5,1.0,2.0,NONE,inst/inst2020,true,402093.3029261314,402093.3029261319,263760.8663819016,654620.5815223939,NaN,NaN,NaN,2.4619321823120117,1.24
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,5,1.0,2.0,NONE,inst/inst2020,true,485273.2334872361,485273.23348723643,311604.7239269172,739754.3767678138,NaN,NaN,NaN,2.585300922393799,1.26
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,10,1.0,2.0,NONE,inst/inst2020,true,1.0311345748227489e6,1.0311345748227512e6,701510.564143267,1.3275591573659128e6,NaN,NaN,NaN,5.520982980728149,3.06
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,10,1.0,2.0,NONE,inst/inst2020,true,1.3882185118498618e6,1.388218511849856e6,1.2856228681311265e6,1.487580776246778e6,NaN,NaN,NaN,4.848737001419067,2.52
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,10,1.0,2.0,NONE,inst/inst2020,true,1.2292028037450616e6,1.2292028037450644e6,839179.0480315029,1.58204956029619e6,NaN,NaN,NaN,4.7090020179748535,2.38
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,10,1.0,2.0,NONE,inst/inst2020,true,1.065327375535623e6,1.0653273755356243e6,614402.2741431615,1.5815769831678728e6,NaN,NaN,NaN,6.505384206771851,2.5
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,5,1.0,2.0,PEA,inst/inst2020,true,505581.83118085633,505581.8311808556,419683.2194081566,650137.6676147595,0.28950157123059345,0.0001893025898569989,1.1832335982299558,2.3691768646240234,1.35
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,5,1.0,2.0,PEA,inst/inst2020,true,432480.3480438425,432480.3480438427,373807.8078076174,529197.4917241378,0.22734952650576717,0.000126674229622977,1.1308976255890468,3.039422035217285,1.7
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,5,1.0,2.0,PEA,inst/inst2020,true,402093.30292613094,402093.3029261319,263760.8663819016,654620.5815223937,0.23488721861373393,6.100337212214054e-6,1.0,3.281898021697998,1.91
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,5,1.0,2.0,PEA,inst/inst2020,true,517470.92454459984,517470.92454459955,385034.3643501898,768856.879663112,0.36996910367858954,0.00011661081269696823,3.476467643259809,5.453438997268677,3.45
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,10,1.0,2.0,PEA,inst/inst2020,true,1.1284847100598041e6,1.1284847100598048e6,851951.0804619623,1.3691874084561241e6,0.38806690930710147,5.2122941089599315e-5,2.4329406990126077,6.717482089996338,3.23
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,10,1.0,2.0,PEA,inst/inst2020,true,1.388218511849862e6,1.388218511849856e6,1.2856228681311265e6,1.4875807762467782e6,0.34621305752052356,4.896353716593928e-6,2.3064307381403935,6.077763080596924,3.73
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,10,1.0,2.0,PEA,inst/inst2020,true,1.3206959472115035e6,1.320695947211505e6,1.0224332672258868e6,1.5820662756371873e6,0.7430449003491237,4.3135354775320605e-5,8.34825257696726,8.117033004760742,5.15
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,10,1.0,2.0,PEA,inst/inst2020,true,1.1478566607448356e6,1.1478566607448363e6,779784.236048272,1.5815807682094239e6,0.5408961329590491,0.00011117244617278344,10.401138254414828,6.062521934509277,3.58
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,5,1.0,2.0,SA,inst/inst2020,true,644869.5906306922,644869.5906306901,341610.832208644,756568.0211293055,0.18689768274583812,0.00012850780564238777,1.025234308638356,9.860444784164429,2.1
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,5,1.0,2.0,SA,inst/inst2020,true,557102.501096917,557102.5010969179,319294.529497065,692454.9301379132,0.23665901858483343,7.380295541529982e-5,1.0053074819057435,14.732441902160645,6.84
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,5,1.0,2.0,SA,inst/inst2020,true,544193.5249470689,544193.524947062,273232.7195029859,707569.2766701244,0.2900286748350329,0.0001277337443733093,1.8909159635419057,21.687119007110596,9.46
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,5,1.0,2.0,SA,inst/inst2020,true,659416.2992545676,659416.2992545705,365315.06690037815,5.276441444039212e6,0.18190144978072229,8.333881801668558e-7,3.6953353172291075,17.780795097351074,8.63
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,10,1.0,2.0,SA,inst/inst2020,true,1.2926788435705453e6,1.2926788435705465e6,996648.7664305302,1.5065137810755903e6,0.10041495507794339,2.3370522471325584e-5,0.43640050983854045,48.353716135025024,18.22
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,10,1.0,2.0,SA,inst/inst2020,true,1.3903560778646893e6,1.3903560778646853e6,1.2864845163948382e6,1.4888094408994096e6,0.04835377533484618,3.3461534713357246e-6,0.238944192962191,62.60618805885315,25.36
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,10,1.0,2.0,SA,inst/inst2020,true,1.4279325337205958e6,1.4279325337205916e6,839761.2902123892,3.801600309164747e7,0.1666503798154191,5.153145901180374e-6,5.188570189474997,54.545501947402954,21.51
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,10,1.0,2.0,SA,inst/inst2020,true,1.326649631551784e6,1.326649631551783e6,882718.5646464896,1.588901578471237e6,0.10610213354907981,9.66016988549946e-6,0.5419561463710192,42.18133187294006,10.79
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,5,1.0,2.0,LEXMMFPEA,inst/inst2020,false,Inf,Inf,Inf,Inf,Inf,Inf,Inf,3.2536070346832275,0.76
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,5,1.0,2.0,LEXMMFPEA,inst/inst2020,true,432312.42263283895,432312.4226328398,373807.8078076174,529197.4917241378,3.952158964721511,0.001057304537633291,523.9523399336622,6.092680931091309,3.51
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,5,1.0,2.0,LEXMMFPEA,inst/inst2020,false,Inf,Inf,Inf,Inf,Inf,Inf,Inf,3.1182570457458496,0.75
