InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,DemandProfile,J,BatteryScale,PVScale,Fairness,InstFolder,InstanceID,Status,ExpectedCost,ScenarioCostExpected,ScenarioCostMin,ScenarioCostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,midday,5,1.0,1.0,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,616207.2348650895,616207.2348650884,507177.99432222336,740074.6814543649,0.29606995373493883,0.0003648428128782629,1.4044349758209833,12.458554983139038,1.96
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,midday,5,1.0,1.0,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,654209.4730847831,654209.473084783,502362.7169033373,786507.2660349907,0.26546460515251924,0.0005730149231684679,1.4411031472171885,5.074689865112305,2.53
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,midday,5,1.0,1.0,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,651472.3761582238,651472.3761582258,482526.9449828399,770676.8498364746,0.48129454747345835,0.005689572657376615,3.2012944450336844,3.483518123626709,2.12
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,midday,5,1.0,1.0,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,581305.5125457913,581305.5125457932,306101.45767958433,760049.1169609467,0.26205501158084443,1.6047230694132895e-5,1.947069744481355,5.432512998580933,3.47
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,midday,10,1.0,1.0,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.3812811893364463e6,1.3812811893364447e6,1.2404272152341588e6,1.5387189442279167e6,0.5975041044538634,0.0003767865184565008,3.166418852965076,9.140533924102783,5.4
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,midday,10,1.0,1.0,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.394792169010641e6,1.3947921690106415e6,1.288076790984956e6,1.502876402733575e6,0.6303063505387778,0.00022231400422718358,4.115875963940248,8.888728141784668,4.35
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,midday,10,1.0,1.0,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.5004956785251596e6,1.5004956785251582e6,1.2247398682839824e6,1.6362244889446413e6,0.5651021488216895,6.126819590921633e-6,3.736125715570273,6.3255698680877686,2.77
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,midday,10,1.0,1.0,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.3560287812319428e6,1.3560287812319428e6,1.0898872236904448e6,1.5322995086217788e6,0.5131698187193602,0.0001757558295372176,9.326444398574916,9.340399026870728,5.42
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,midday,5,1.0,1.0,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,645372.5412048171,645372.5412048191,561574.4321307576,711801.5990640692,0.3814072304155012,0.007055906301653016,1.798911086580384,4.285149097442627,2.58
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,midday,5,1.0,1.0,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,653404.396874489,653404.3968744901,565533.3897263751,739653.1932979138,0.3454446439603422,9.170745938987484e-6,1.629647827520345,4.737795114517212,2.2
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,midday,5,1.0,1.0,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,690401.2921578158,690401.2921578175,574417.6019516394,767075.5149722663,NaN,NaN,NaN,5.054829120635986,2.59
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,midday,5,1.0,1.0,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,631090.8699235439,631090.869923543,523637.49208189786,731288.7287051225,0.44687195928199414,2.755841591999381e-5,2.2767160631842605,4.523916006088257,2.81
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,midday,10,1.0,1.0,PEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.4112879461118325e6,1.41128794611184e6,1.3609512596686364e6,1.4871410305886203e6,0.6933164001511697,8.571077976269526e-6,3.4128543555364237,14.01430606842041,5.78
