InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,DemandProfile,J,BatteryScale,PVScale,Fairness,InstFolder,InstanceID,Status,ExpectedCost,ScenarioCostExpected,ScenarioCostMin,ScenarioCostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,midday,5,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,616207.2348650894,616207.2348650882,507177.9943222233,740074.6814543648,0.07810917175932702,9.200392399903178e-6,0.3327068384609765,48.30471611022949,4.58
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,midday,5,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,654209.4730847831,654209.473084783,502362.7169033372,786507.2660349908,0.07111321032382673,5.204086393016464e-5,0.30057337192047173,26.000530004501343,4.44
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,midday,5,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,651472.3761582236,651472.3761582258,482526.94498284,770676.8498364748,0.061718423707566666,5.742309424606376e-6,0.35682743060999467,22.279656887054443,3.61
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,midday,5,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,581305.5125457915,581305.5125457932,306101.4576795844,760049.1169609467,0.09286389938073766,8.157486618276991e-5,0.4807611085590722,32.9131920337677,6.2
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,midday,10,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.3812811893364466e6,1.3812811893364447e6,1.2404272152341588e6,1.5387189442279167e6,0.06688596912220708,6.466475127376205e-6,0.27981842263956386,109.8917670249939,10.23
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,midday,10,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.3947921690106413e6,1.3947921690106415e6,1.2880767909849558e6,1.5028764027335756e6,0.06572963924981136,1.8981160362866565e-6,0.3547304273296469,174.17321300506592,28.35
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,midday,10,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.5004956785251596e6,1.5004956785251582e6,1.2247398682839824e6,1.6362244889446413e6,0.0497577667610282,1.0604520763158882e-7,0.3118664706641185,232.55828380584717,27.56
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,midday,10,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.3560287812319426e6,1.3560287812319393e6,1.0898872236904448e6,1.5322995086217788e6,0.04745761408518862,1.1864207697018668e-6,0.22857043875062724,195.69379115104675,23.49
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,midday,5,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,645372.5412048171,645372.5412048191,561574.4321307575,711801.5990640693,0.06417053652865987,0.00018201581482559645,0.2660586211158556,56.503374099731445,7.07
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,midday,5,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,653404.396874489,653404.3968744901,565533.3897263752,739653.1932979138,0.07104120943863886,0.000345746510690923,0.27285845582060186,50.634734869003296,8.5
