InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,DemandProfile,J,BatteryScale,PVScale,Fairness,InstFolder,InstanceID,Status,ExpectedCost,ScenarioCostExpected,ScenarioCostMin,ScenarioCostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,midday,5,1.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,616207.2348650894,616207.2348650882,507177.99432222324,740074.6814543649,18.370644092925158,0.0008490730863497328,350.9046222962899,26.404053449630737,5.83
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,midday,5,1.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,654209.4730847831,654209.473084783,502362.7169033373,786507.2660349908,22.065874077475073,0.0026347980879065465,526.6305558745138,10.129715919494629,4.47
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,midday,5,1.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,651472.3761582238,651472.3761582258,482526.9449828399,770676.8498364745,20.95101110407198,0.0020709740262482585,407.6017088551943,13.217788696289062,6.11
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,midday,5,1.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,581305.5125457916,581305.5125457932,306101.4576795844,760049.1169609467,31.789286644135938,0.0002159271105254328,718.1329229739913,10.81499433517456,5.67
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,midday,10,1.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.3812811893364459e6,1.3812811893364447e6,1.240427215234159e6,1.5387189442279167e6,38.156716129950915,0.00047872554461389976,463.12677575432883,38.101523876190186,15.84
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,midday,10,1.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.394792169010641e6,1.3947921690106415e6,1.2880767909849563e6,1.5028764027335753e6,33.2813226242553,3.522869606314528e-6,376.9737121201108,22.19685959815979,9.22
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,midday,10,1.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.5004956785251598e6,1.5004956785251582e6,1.2247398682839826e6,1.6362244889446415e6,23.038953807873096,0.0007123317144518641,413.3059991014286,34.27688384056091,16.22
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,midday,10,1.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.3560287812319426e6,1.3560287812319393e6,1.0898872236904448e6,1.532299508621779e6,24.176564301669828,0.00015473942026297404,297.1881204422393,30.75393295288086,12.31
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,midday,5,1.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,645372.541204817,645372.5412048191,561574.4321307575,711801.5990640692,16.510228940070526,0.0016625424199350474,301.5594877352028,18.59806203842163,7.15
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,midday,5,1.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,653404.3968744888,653404.3968744901,565533.3897263752,739653.1932979136,19.325221013618,4.3266395591949134e-5,254.25412303451253,11.81876802444458,4.63
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,midday,5,1.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,690401.2921578158,690401.2921578175,574417.6019516394,767075.5149722662,17.609692366663683,0.0,364.96023424211677,11.569694995880127,5.9
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,midday,5,1.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,631090.8699235441,631090.869923543,523637.4920818979,731288.7287051224,26.864811167759978,0.0004220207703411865,474.7823938339192,13.226343870162964,4.92
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,midday,10,1.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.4112879461118325e6,1.411287946111838e6,1.3609512596686361e6,1.4871410305886203e6,17.12745398106838,0.00022320673198246863,295.0381302022294,29.025896787643433,12.13
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,midday,10,1.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.3371112767240852e6,1.3371112767240861e6,1.269981302556288e6,1.4081673662284422e6,17.965004716342253,0.0004811730360319268,272.7537470877085,32.69022870063782,14.69
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,midday,10,1.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.4067068920669323e6,1.4067068920669302e6,1.2191367385495033e6,1.5369323322189145e6,24.74188950422375,0.001182620205679821,364.430273220889,52.00245952606201,25.74
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,midday,10,1.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.4031612893735105e6,1.4031612893735098e6,1.2376520964354866e6,1.5261781251444467e6,15.049314158303936,0.001478163045037933,318.9743817553894,32.37643623352051,14.2
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,midday,5,1.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,595463.3297441719,595463.3297441691,510304.10428379604,711171.8289602518,30.9005431266252,0.0008627591740031407,460.7845816435122,23.491098642349243,9.31
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,midday,5,1.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,563552.4569567475,563552.4569567485,455747.414265142,678066.315142006,36.66726518925888,0.005830598374101001,534.2489987388681,22.362396240234375,11.75
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,midday,5,1.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,534517.5201765288,534517.5201765274,216102.5938935215,759528.0760804123,17.824755229633723,0.0007908659431258732,653.108669634,40.43200993537903,17.14
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,midday,5,1.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,588842.0521885995,588842.0521885969,242658.74290400653,795625.0518533002,17.600141319504022,0.0005031466612329412,479.33839906607176,17.8569438457489,6.68
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,midday,10,1.0,1.0,LEXMMFPEA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.3416223014994385e6,1.341622301499438e6,1.2203005440347837e6,1.4929056590131056e6,50.87846970008532,0.001048896269504489,392.0536007245522,68.0947859287262,28.84
