InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,DemandProfile,J,BatteryScale,PVScale,Fairness,InstFolder,InstanceID,Status,ExpectedCost,ScenarioCostExpected,ScenarioCostMin,ScenarioCostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,midday,5,1.0,1.0,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,616207.2348650893,616207.2348650884,507177.9943222233,740074.6814543649,0.4675197743111836,0.009336956326279478,1.8990039665883651,11.208927392959595,6.09
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,midday,5,1.0,1.0,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,654209.4730847832,654209.473084783,502362.7169033373,786507.2660349907,0.43346819483574384,0.006320003207729768,2.6420793391219095,7.724174976348877,6.09
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,midday,5,1.0,1.0,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,651472.3761582238,651472.3761582258,482526.94498284,770676.8498364746,0.4513065880078052,0.0021304154055269684,3.2105021795324213,8.884472131729126,7.72
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,midday,5,1.0,1.0,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,581305.5125457913,581305.5125457932,306101.4576795844,760049.1169609467,0.3664519567079682,0.0018603501522239704,2.228503845551144,6.973452568054199,6.04
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,midday,10,1.0,1.0,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.3812811893364463e6,1.3812811893364447e6,1.2404272152341588e6,1.5387189442279164e6,0.5013886616765448,0.001144459245472646,2.5760354778023347,37.35962390899658,35.07
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,midday,10,1.0,1.0,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.3947921690106408e6,1.3947921690106415e6,1.288076790984956e6,1.5028764027335753e6,0.6103254647463473,3.0504537189006946e-5,5.265467650510461,39.65842652320862,35.26
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,midday,10,1.0,1.0,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.5004956785251598e6,1.5004956785251573e6,1.2247398682839824e6,1.6362244889446413e6,0.5480634212930028,0.0005023784784886095,4.5557242657446,42.850409507751465,35.24
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,midday,10,1.0,1.0,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.3560287812319426e6,1.356028781231939e6,1.0898872236904448e6,1.5322995086217788e6,0.8877078832291783,0.0006229865314883133,65.05357090454532,62.323951721191406,56.05
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,midday,5,1.0,1.0,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,645372.5412048171,645372.5412048191,561574.4321307576,711801.5990640693,0.49846806603384736,0.0009842992737003596,1.934425755001482,19.349400997161865,16.13
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,midday,5,1.0,1.0,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,653404.3968744888,653404.3968744901,565533.3897263751,739653.1932979136,0.43292626606168483,0.0005675068669658086,1.6745614096538401,24.952460289001465,22.06
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,midday,5,1.0,1.0,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,690401.2921578158,690401.2921578175,574417.6019516394,767075.5149722663,0.7220116836498384,0.0009960269413285877,31.498397598743,19.391783237457275,15.76
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,midday,5,1.0,1.0,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,631090.8699235441,631090.869923543,523637.4920818979,731288.7287051224,0.43802444407038854,0.0007212990267286922,2.4453955291204137,22.34550905227661,19.07
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,midday,10,1.0,1.0,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.4112879461118325e6,1.411287946111838e6,1.3609512596686361e6,1.48714103058862e6,0.6480787165313256,0.0010894052389947742,3.0534319312297553,92.92785143852234,85.02
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,midday,10,1.0,1.0,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.3371112767240854e6,1.3371112767240861e6,1.269981302556288e6,1.4081673662284422e6,0.6362576730085086,0.0007002466218309487,2.8819185734724053,76.83147287368774,66.93
2,Drahi_2.csv,6,4,4,0.6,100.0,10.0,midday,10,1.0,1.0,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.406706892066932e6,1.4067068920669302e6,1.2191367385495033e6,1.5369323322189143e6,0.6206418057860399,0.0009558985511029374,11.957177910860374,75.4723813533783,65.76
2,Drahi_2.csv,6,4,4,0.6,100.0,20.0,midday,10,1.0,1.0,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.40316128937351e6,1.4031612893735098e6,1.237652096435486e6,1.5261781251444467e6,0.6358046615302121,2.615964855932138e-5,4.453517977907602,80.23868751525879,69.54
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,midday,5,1.0,1.0,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,595463.329744172,595463.3297441691,510304.10428379604,711171.8289602519,0.36250306686850475,0.0007205149918661494,1.6539409596040966,17.07083296775818,13.41
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,midday,5,1.0,1.0,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,563552.4569567476,563552.4569567485,455747.414265142,678066.315142006,0.3165133140736703,0.005085509016903914,1.2769599291741656,14.482213258743286,12.63
3,Drahi_3.csv,6,4,4,0.6,100.0,10.0,midday,5,1.0,1.0,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,534517.5201765288,534517.5201765274,216102.59389352152,759528.0760804123,0.2860617674957993,7.579299369545105e-5,1.7607281491895639,17.69531488418579,14.3
3,Drahi_3.csv,6,4,4,0.6,100.0,20.0,midday,5,1.0,1.0,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,588842.0521885994,588842.0521885969,242658.74290400653,795625.0518533001,0.32842739775578356,7.200152621288318e-5,2.1402334622981565,16.60090398788452,11.52
3,Drahi_3.csv,6,4,4,0.2,100.0,10.0,midday,10,1.0,1.0,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.3416223014994385e6,1.341622301499438e6,1.2203005440347837e6,1.492905659013105e6,0.465673338432527,0.0012811561121576249,3.3041953658191785,85.2502236366272,74.97
3,Drahi_3.csv,6,4,4,0.2,100.0,20.0,midday,10,1.0,1.0,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.3578176787417862e6,1.3578176787417852e6,1.1745875764035324e6,1.5159213613407623e6,0.510856819276234,0.0003977839508362879,2.8078083188993648,88.17095136642456,78.05
