InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,DemandProfile,J,BatteryScale,PVScale,Fairness,InstFolder,InstanceID,Status,ExpectedCost,ScenarioCostExpected,ScenarioCostMin,ScenarioCostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed2,5,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,726259.2297706233,726259.2297706258,715938.3804551793,741799.5776048767,0.034455247377403,0.0014599509918976246,0.09721418410146727,27.523196935653687,2.6
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed2,5,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,683236.170842855,683236.1708428537,626710.8086597641,730774.3828138073,0.04352905669238665,8.556719909845256e-7,0.12851001527076647,22.020403146743774,7.24
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,mixed2,5,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,734451.4945773514,734451.4945773513,665015.4533697953,777723.8958973127,0.026345637044682603,6.218037713888578e-6,0.16018290208362776,24.714487075805664,6.66
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,mixed2,5,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,734464.4902316931,734464.4902316936,663639.4281899245,793656.8976612382,0.02648105860061865,5.663180214980513e-6,0.23245584191294216,36.15329694747925,17.23
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed2,10,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.4960152351517323e6,1.4960152351517454e6,1.4446187608566503e6,1.5498965850167195e6,0.02618352687834009,1.6586653067766532e-5,0.14689165620214698,122.73673987388611,61.73
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed2,10,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.4405706735687584e6,1.4405706735687607e6,1.3664510280283974e6,1.5184479382368894e6,0.025938160295194194,1.1394550995496743e-6,0.12462918467544412,133.73778009414673,46.4
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,mixed2,10,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.4400940105025559e6,1.4400940105025666e6,1.3718905967938157e6,1.5101182108545543e6,0.037594273854042744,8.397031466443831e-7,0.30792460194862936,156.79246282577515,65.58
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,mixed2,10,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,10_5460,true,1.5492979814218204e6,1.5492979814218201e6,1.4457275863443662e6,1.6243787178621544e6,0.0176137072158392,3.2649295001667504e-6,0.2187612185374571,123.45067715644836,42.35
2,Drahi_2.csv,6,4,4,0.2,100.0,10.0,mixed2,5,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,759042.8854160758,759042.8854160904,722431.9109942623,799199.3482568939,0.028433429996456996,1.2176363378030079e-5,0.13276513248546404,39.3662109375,25.97
2,Drahi_2.csv,6,4,4,0.2,100.0,20.0,mixed2,5,1.0,1.0,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,710133.4498148891,710133.4498148899,657609.7644877031,774164.09705619,0.026545281676978696,7.60810423001503e-6,0.11770478997979834,28.548096895217896,10.81
