InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,DemandProfile,J,BatteryScale,PVScale,Fairness,House,InstFolder,InstanceID,Status,PVReceivedExpected,PVReceivedMin,PVReceivedMax,CostExpected,CostMin,CostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,midday,5,1.0,1.0,LEXMMFPEA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,194.8837397867871,22.362688772110705,520.5678260524459,123480.87823252179,59252.51104358153,155857.0805827188,54.97479846030977,0.0020993106835962318,350.9046222962899,26.404053449630737,5.83
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,midday,5,1.0,1.0,LEXMMFPEA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,194.88373978678482,20.69051265840699,418.9479135110042,123800.43176529538,79500.68006540717,166490.88727165805,1.0876839819486341,0.03382551559214413,29.09555649562081,26.404053449630737,5.83
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,midday,5,1.0,1.0,LEXMMFPEA,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,194.38373978678584,21.43408501971592,424.0296551149246,121978.08223752494,65259.74721084436,158602.15756409534,2.1993291632905914,0.0008490730863497328,105.12705236920205,26.404053449630737,5.83
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,midday,5,1.0,1.0,LEXMMFPEA,4,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,193.87167506848863,25.55339889904268,433.54809685243276,124779.60143887672,81866.82196691647,160882.4427472826,8.563307829944856,0.002840401764994021,308.34249156659064,26.404053449630737,5.83
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,midday,5,1.0,1.0,LEXMMFPEA,5,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,193.89580450507927,20.690512658407,505.5104608095423,122168.2411908707,64546.91220282918,156983.70552514534,25.028101029131857,0.017959934746208158,342.4910782531617,26.404053449630737,5.83
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,midday,5,1.0,1.0,LEXMMFPEA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,179.82407257901744,22.289438682226933,587.0097031811783,127731.00981263538,58366.27049921075,183421.26344219217,30.168734367155817,0.009246670529490034,229.68457576562358,10.129715919494629,4.47
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,midday,5,1.0,1.0,LEXMMFPEA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,179.324072579019,13.501054728919664,478.74614268331004,128923.19250527928,73404.56575576369,171162.94228362085,33.31707407292954,0.018780221884685682,261.2759424476452,10.129715919494629,4.47
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,midday,5,1.0,1.0,LEXMMFPEA,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,179.32407257902096,16.30848977105987,526.6305558745138,128366.74621657022,60356.162524831634,171009.22947100346,31.407037810904427,0.009449678342531914,526.6305558745138,10.129715919494629,4.47
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,midday,5,1.0,1.0,LEXMMFPEA,4,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,179.8240725790203,13.501054728919664,607.1393872907022,134948.16746604352,59988.37811993806,178417.011656475,12.861015100167712,0.0026347980879065465,354.4547304296942,10.129715919494629,4.47
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,midday,5,1.0,1.0,LEXMMFPEA,5,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,5_5460,true,178.32407257901698,23.480337984117117,445.2952323960387,134240.35708425578,78676.53728418672,182038.64571492258,2.575509036218045,0.00799069553399215,206.38403624782308,10.129715919494629,4.47
