Date and time (UTC),Global_Solar_Flux,Direct_Solar_Flux,Diffuse_Solar_Flux,TGBT,T1,T2,T3,T4,T5,T6,T7,SZA,SAA,Pmax,Vmax,Imax,Voc,Isc,Tp,POA,AirTemp,wd,ws,rh,rain,GLO_ARP_J1,T2_ARP_J1,RH_ARP_J1,PMAX_ARP_J1,TPV_ARP_J1,Consommation,Fioul,Charbon,Gaz,Nucleaire,Eolien,Solaire,Hydraulique,Pompage,Bioenergies,Ech. physiques,Taux de Co2,Ech. comm. Angleterre,Ech. comm. Espagne,Ech. comm. Italie,Ech. comm. Suisse,Ech. comm. Allemagne-Belgique
2019-05-01 00:00:00+00:00,-0.94,-0.55,-1.01,46.19,2.22,3.96,2.63,1.2,2.54,10.48,16.97,90.0,-174.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.85,14.79,2.07,86.14,0.0,0.0,8.88,87.07,0.0,0.0,44392.6,112.0,21.0,639.17,43483.23,2175.07,-1.0,5751.47,-701.97,1110.77,-8196.9,11.0,-1451.0,-2000.0,-747.0,-1480.0,-2453.0
2019-05-01 00:15:00+00:00,-0.88,-0.54,-0.93,43.22,2.14,2.46,2.21,1.48,2.28,10.49,15.86,90.0,-170.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.71,25.53,2.42,87.39,0.0,0.0,8.63,88.39,0.0,0.0,43684.6,112.0,21.0,626.67,43648.73,1783.07,-1.0,5692.47,-1040.47,1110.27,-8267.4,11.0,-1451.0,-2000.0,-747.0,-1480.0,-2453.0
2019-05-01 00:30:00+00:00,-0.98,-0.41,-1.03,46.62,7.42,2.5,2.21,1.21,2.76,10.53,13.68,90.0,-166.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.72,34.8,2.44,87.33,0.0,0.0,8.5,89.15,0.0,0.0,42941.37,112.0,21.0,621.17,43662.57,1549.5,-1.0,5706.97,-1340.23,1110.23,-8500.3,11.0,-1451.0,-2000.0,-747.0,-1557.23,-2716.67
2019-05-01 00:45:00+00:00,-0.97,-0.42,-1.02,41.51,5.04,3.92,2.26,1.21,2.73,10.55,9.46,90.0,-162.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.65,38.79,2.28,87.53,0.0,0.0,8.5,89.25,0.0,0.0,42157.87,112.0,21.0,623.67,43503.07,1497.0,-1.0,5805.47,-1595.73,1110.73,-8918.8,11.0,-1451.0,-2000.0,-747.0,-1722.73,-3281.67
2019-05-01 01:00:00+00:00,-0.97,-0.51,-1.0,44.38,7.08,3.49,2.21,1.21,2.75,10.75,10.5,90.0,-159.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.56,28.8,2.0,88.28,0.0,0.0,8.5,89.35,0.0,0.0,41522.3,111.77,21.0,630.83,43515.07,1449.17,-1.0,5837.93,-1847.27,1111.93,-9308.13,11.23,-1451.0,-2000.0,-747.0,-1811.0,-3583.0
2019-05-01 01:15:00+00:00,-0.94,-0.53,-0.97,39.67,2.77,2.47,2.22,1.56,2.74,10.71,11.08,90.0,-155.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.42,31.2,2.01,88.84,0.0,0.0,8.5,89.45,0.0,0.0,41055.8,111.27,21.0,643.33,43723.07,1406.67,-1.0,5794.93,-2094.27,1113.93,-9664.13,11.73,-1451.0,-2000.0,-747.0,-1811.0,-3583.0
2019-05-01 01:30:00+00:00,-0.97,-0.48,-1.01,48.21,6.65,2.86,2.26,1.26,3.2,10.69,14.9,90.0,-151.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.37,34.52,2.49,89.25,0.0,0.0,8.44,89.85,0.0,0.0,40566.43,111.0,21.23,643.7,43726.9,1361.13,-1.0,5718.33,-2227.87,1114.53,-9902.3,12.0,-1451.0,-2000.0,-747.0,-1856.27,-3722.3
2019-05-01 01:45:00+00:00,-0.95,-0.5,-0.99,41.92,3.45,3.77,2.22,1.34,2.76,10.88,11.26,90.0,-147.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.35,27.91,2.13,89.54,0.0,0.0,8.32,90.6,0.0,0.0,40050.93,111.0,21.73,630.2,43497.4,1312.13,-1.0,5603.33,-2231.87,1113.53,-10005.8,12.0,-1451.0,-2000.0,-747.0,-1953.27,-4020.8
2019-05-01 02:00:00+00:00,-0.92,-0.52,-0.94,48.99,1.96,2.51,2.22,1.41,2.34,10.9,21.37,90.0,-144.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.12,19.25,2.21,90.12,0.0,0.0,8.19,91.35,0.0,0.0,39633.9,110.53,21.77,625.8,43409.3,1267.1,-1.0,5524.5,-2233.3,1112.53,-10203.57,12.0,-1451.0,-2000.0,-747.0,-2005.0,-4181.17
2019-05-01 02:15:00+00:00,-0.81,-0.55,-0.86,52.14,4.53,2.76,2.23,1.26,3.1,11.09,20.82,90.0,-140.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.84,20.23,2.47,91.54,0.0,0.0,8.07,92.1,0.0,0.0,39329.4,109.53,21.27,631.8,43482.8,1226.6,-1.0,5487.0,-2231.8,1111.53,-10509.07,12.0,-1451.0,-2000.0,-747.0,-2005.0,-4183.67
