Date and time (UTC),Global_Solar_Flux,Direct_Solar_Flux,Diffuse_Solar_Flux,TGBT,T1,T2,T3,T4,T5,T6,T7,SZA,SAA,Pmax,Vmax,Imax,Voc,Isc,Tp,POA,AirTemp,wd,ws,rh,rain,GLO_ARP_J1,T2_ARP_J1,RH_ARP_J1,PMAX_ARP_J1,TPV_ARP_J1,Consommation,Fioul,Charbon,Gaz,Nucleaire,Eolien,Solaire,Hydraulique,Pompage,Bioenergies,Ech. physiques,Taux de Co2,Ech. comm. Angleterre,Ech. comm. Espagne,Ech. comm. Italie,Ech. comm. Suisse,Ech. comm. Allemagne-Belgique
2019-03-01 00:00:00+00:00,-0.53,0.0,-0.58,37.06,4.59,2.8,1.72,0.47,3.59,1.15,17.48,90.0,-82.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.29,274.08,3.6,95.15,0.01,0.0,8.59,87.8,0.0,0.0,54513.57,133.07,6.53,3269.43,51561.97,8110.4,-1.0,4491.3,-143.73,1216.97,-14131.6,23.0,-1951.0,-2700.0,-3241.0,-3033.0,-2311.33
2019-03-01 00:15:00+00:00,-0.49,-0.01,-0.5,32.22,1.59,3.98,2.16,0.49,3.19,1.13,14.02,90.0,-172.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.24,263.62,3.76,95.58,0.0,0.0,8.79,89.3,0.0,0.0,54354.07,131.07,5.53,3248.93,51285.47,8173.4,-1.0,4369.8,-196.73,1210.47,-13873.6,23.0,-1951.0,-2700.0,-3241.0,-3033.0,-2241.33
2019-03-01 00:30:00+00:00,-0.53,-0.03,-0.56,32.07,6.17,3.32,1.68,0.44,3.57,1.06,10.55,90.0,-167.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.22,270.09,4.18,95.51,0.0,0.0,8.9,90.01,0.0,0.0,54144.4,130.0,5.7,3239.63,51042.57,8244.57,-1.0,4319.0,-300.13,1205.83,-13742.53,23.0,-1951.0,-2653.33,-3241.0,-3027.17,-2348.9
2019-03-01 00:45:00+00:00,-0.53,-0.07,-0.59,26.72,1.19,2.81,1.68,0.44,3.34,1.14,10.93,90.0,-161.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.36,279.21,4.56,93.9,0.0,0.0,8.9,89.81,0.0,0.0,53877.4,130.0,7.2,3243.13,50838.07,8325.07,-1.0,4349.0,-461.13,1203.33,-13756.53,23.0,-1951.0,-2553.33,-3241.0,-3014.67,-2659.4
2019-03-01 01:00:00+00:00,-0.51,-0.07,-0.6,30.55,5.78,2.88,1.67,0.48,3.68,1.13,9.6,90.0,-156.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.43,278.34,4.42,92.04,0.0,0.0,8.9,89.61,0.0,0.0,53574.23,129.77,7.53,3206.97,50666.47,8423.77,-1.0,4407.7,-701.93,1201.07,-13766.33,22.77,-1951.0,-2500.0,-3241.0,-3008.0,-2830.6
2019-03-01 01:15:00+00:00,-0.44,-0.08,-0.58,33.65,1.03,4.59,1.67,0.46,3.27,1.11,15.75,90.0,-151.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.44,273.29,4.1,91.21,0.0,0.0,8.9,89.41,0.0,0.0,53229.73,129.27,6.53,3125.47,50532.47,8543.27,-1.0,4499.2,-1033.93,1199.07,-13771.33,22.27,-1951.0,-2500.0,-3241.0,-3008.0,-2842.6
2019-03-01 01:30:00+00:00,-0.45,-0.17,-0.59,23.16,1.04,2.97,1.79,0.44,3.7,1.12,6.76,90.0,-146.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.51,274.05,4.02,89.99,0.0,0.0,8.89,89.16,0.0,0.0,52652.6,129.0,5.77,3083.63,50404.53,8655.07,-1.0,4498.3,-1360.33,1197.53,-13960.67,22.23,-1951.0,-2453.33,-3241.0,-3008.0,-3058.3
2019-03-01 01:45:00+00:00,-0.51,-0.24,-0.63,32.76,5.68,3.63,1.77,0.52,3.71,1.17,11.11,90.0,-141.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.59,274.78,5.28,88.43,0.0,0.0,8.86,88.86,0.0,0.0,51809.6,129.0,5.27,3087.13,50283.53,8758.07,-1.0,4391.8,-1680.33,1196.53,-14360.67,22.73,-1951.0,-2353.33,-3241.0,-3008.0,-3506.8
2019-03-01 02:00:00+00:00,-0.45,-0.26,-0.56,33.82,6.72,4.85,1.67,0.54,3.71,1.16,9.54,90.0,-137.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,270.12,4.56,89.06,0.0,0.0,8.84,88.56,0.0,0.0,51149.77,129.0,5.93,3112.1,50239.53,8843.33,-1.0,4256.37,-1974.2,1195.53,-14656.83,23.0,-1951.0,-2300.0,-3241.0,-3008.0,-3752.07
2019-03-01 02:15:00+00:00,-0.3,-0.16,-0.43,29.09,3.33,3.18,1.68,0.44,3.71,1.17,10.05,90.0,-132.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.58,284.89,5.01,88.12,0.0,0.0,8.81,88.26,0.0,0.0,50699.27,129.0,7.93,3161.6,50283.53,8908.33,-1.0,4087.87,-2238.2,1194.53,-14834.33,23.0,-1951.0,-2300.0,-3241.0,-3008.0,-3765.07
2019-03-01 02:30:00+00:00,-0.2,-0.14,-0.33,32.09,5.84,2.92,1.68,0.44,3.36,1.19,11.41,90.0,-128.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,289.76,5.85,87.68,0.0,0.0,8.78,88.06,0.0,0.0,50298.93,129.23,8.3,3232.8,50265.93,8929.93,-1.0,3978.17,-2499.17,1194.0,-14938.8,23.47,-1951.0,-2300.0,-3241.0,-3008.0,-3942.33
