Date and time (UTC),Global_Solar_Flux,Direct_Solar_Flux,Diffuse_Solar_Flux,TGBT,T1,T2,T3,T4,T5,T6,T7,SZA,SAA,Pmax,Vmax,Imax,Voc,Isc,Tp,POA,AirTemp,wd,ws,rh,rain,GLO_ARP_J1,T2_ARP_J1,RH_ARP_J1,PMAX_ARP_J1,TPV_ARP_J1,Consommation,Fioul,Charbon,Gaz,Nucleaire,Eolien,Solaire,Hydraulique,Pompage,Bioenergies,Ech. physiques,Taux de Co2,Ech. comm. Angleterre,Ech. comm. Espagne,Ech. comm. Italie,Ech. comm. Suisse,Ech. comm. Allemagne-Belgique
2019-07-01 00:00:00+00:00,-0.54,-0.3,-0.71,25.31,0.96,1.97,0.08,1.14,2.46,3.86,8.39,90.0,-176.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.63,308.15,3.07,73.32,0.0,0.0,19.81,47.45,0.0,0.0,39183.93,87.0,22.0,1595.37,37283.87,2434.17,0.0,6509.63,-1158.33,999.37,-8588.6,19.53,81.0,-1100.0,-2776.0,-2283.0,-2815.0
2019-07-01 00:15:00+00:00,-0.54,-0.3,-0.62,24.37,0.96,2.02,0.08,1.19,2.47,4.26,7.02,90.0,-173.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.51,16.91,3.34,72.98,0.0,0.0,19.41,48.2,0.0,0.0,38810.93,87.0,22.0,1456.87,37527.87,2346.67,0.0,6468.13,-1163.33,995.87,-8930.6,18.53,81.0,-1100.0,-2776.0,-2283.0,-2815.0
2019-07-01 00:30:00+00:00,-0.54,-0.3,-0.61,24.61,0.96,1.98,0.08,1.19,2.45,4.29,7.12,90.0,-169.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.29,102.01,4.3,72.99,0.0,0.0,19.13,49.08,0.0,0.0,38306.1,87.47,22.0,1323.97,37572.37,2309.8,0.0,6433.17,-1203.57,995.4,-9235.03,17.53,-79.3,-1100.0,-2776.0,-2321.03,-2928.63
2019-07-01 00:45:00+00:00,-0.51,-0.26,-0.6,24.82,0.96,2.03,0.08,1.24,2.47,4.21,6.94,90.0,-166.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.14,320.25,3.87,72.9,0.0,0.0,18.98,50.1,0.0,0.0,37650.6,88.47,22.0,1197.47,37388.87,2330.8,0.0,6405.67,-1284.07,998.4,-9496.53,16.53,-422.8,-1100.0,-2776.0,-2402.53,-3172.13
2019-07-01 01:00:00+00:00,-0.49,-0.23,-0.57,24.68,0.96,2.14,0.08,1.14,2.45,4.33,7.1,90.0,-162.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.09,336.28,2.72,72.81,0.0,0.0,18.83,51.13,0.0,0.0,37123.2,89.47,22.0,1138.4,37308.03,2347.83,0.0,6374.67,-1326.3,999.53,-9829.43,16.0,-606.0,-1100.0,-2776.0,-2446.0,-3302.0
2019-07-01 01:15:00+00:00,-0.55,-0.31,-0.61,26.17,0.95,2.64,0.08,1.14,2.46,4.58,7.54,90.0,-159.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.94,312.86,1.75,73.47,0.0,0.0,18.68,52.15,0.0,0.0,36742.2,90.47,22.0,1156.4,37344.53,2360.33,0.0,6339.67,-1324.8,998.53,-10243.93,16.0,-606.0,-1100.0,-2776.0,-2446.0,-3302.0
2019-07-01 01:30:00+00:00,-0.62,-0.46,-0.72,24.83,0.95,2.0,0.08,1.14,2.46,4.69,6.74,90.0,-155.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.52,350.95,3.91,74.21,0.0,0.0,18.52,53.47,0.0,0.0,36419.07,91.47,22.0,1129.13,37381.27,2370.97,0.0,6272.47,-1361.57,997.07,-10482.97,15.77,-591.53,-1100.0,-2776.0,-2411.0,-3204.23
2019-07-01 01:45:00+00:00,-0.76,-0.47,-0.86,25.95,0.96,1.97,0.08,1.2,2.47,4.94,7.96,90.0,-152.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.26,347.98,2.45,74.05,0.0,0.0,18.34,55.12,0.0,0.0,36162.07,92.47,22.0,1050.13,37418.27,2379.47,0.0,6168.47,-1442.07,995.07,-10521.47,15.27,-560.53,-1100.0,-2776.0,-2336.0,-2994.73
2019-07-01 02:00:00+00:00,-0.82,-0.48,-0.88,24.66,1.17,2.04,0.08,1.19,2.47,5.3,5.7,90.0,-149.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,323.38,2.32,74.73,0.0,0.0,18.17,56.77,0.0,0.0,36074.93,92.77,22.0,1001.0,37443.83,2382.83,0.0,6098.3,-1485.0,994.47,-10475.03,15.0,-544.0,-1100.0,-2776.0,-2296.0,-2883.0
2019-07-01 02:15:00+00:00,-0.64,-0.4,-0.71,24.67,0.95,1.99,0.5,1.18,2.45,5.18,5.72,90.0,-145.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,330.19,2.84,74.28,0.0,0.0,17.99,58.42,0.0,0.0,36181.93,92.27,22.0,986.0,37456.33,2380.33,0.0,6066.8,-1485.0,995.47,-10331.53,15.0,-544.0,-1100.0,-2776.0,-2296.0,-2883.0
