Date and time (UTC),power_conso_bat_a,power_conso_bat_b,power_conso_bat_c,power_conso_bat_d,pv_real,pv_arpege,airtemp_arpege
2024-12-01 00:00:00+00:00,1.24,2.27,6.28,2.042,-0.0,0.0,0.0
2024-12-01 00:05:00+00:00,1.1,2.33,5.8,1.97,-0.0,0.0,0.0
2024-12-01 00:10:00+00:00,1.25,2.48,5.34,1.983,-0.0,0.0,0.0
2024-12-01 00:15:00+00:00,1.28,3.88,5.56,1.942,-0.0,0.0,0.0
2024-12-01 00:20:00+00:00,1.55,3.27,5.28,1.917,-0.0,0.0,0.0
2024-12-01 00:25:00+00:00,1.55,3.74,5.57,1.782,-0.0,0.0,0.0
2024-12-01 00:30:00+00:00,1.66,3.24,5.44,1.667,-0.0,0.0,0.0
2024-12-01 00:35:00+00:00,2.51,3.8,5.94,1.853,-0.0,0.0,0.0
2024-12-01 00:40:00+00:00,3.31,3.87,5.81,1.909,-0.0,0.0,0.0
2024-12-01 00:45:00+00:00,1.71,2.38,5.91,1.943,-0.0,0.0,0.0
2024-12-01 00:50:00+00:00,1.35,1.72,5.56,2.021,-0.0,0.0,0.0
2024-12-01 00:55:00+00:00,1.35,1.53,5.61,1.947,-0.0,0.0,0.0
2024-12-01 01:00:00+00:00,1.46,1.57,5.41,1.776,-0.0,0.0,0.0
2024-12-01 01:05:00+00:00,1.46,1.94,5.5,1.627,-0.0,0.0,0.0
2024-12-01 01:10:00+00:00,1.42,2.07,5.41,1.559,-0.0,0.0,0.0
2024-12-01 01:15:00+00:00,1.53,1.92,5.41,1.535,-0.0,0.0,0.0
2024-12-01 01:20:00+00:00,1.23,1.59,5.32,1.571,-0.0,0.0,0.0
2024-12-01 01:25:00+00:00,1.26,1.66,5.26,1.74,-0.0,0.0,0.0
2024-12-01 01:30:00+00:00,1.32,1.63,5.41,1.897,-0.0,0.0,0.0
2024-12-01 01:35:00+00:00,1.3,1.78,5.55,2.0,-0.0,0.0,0.0
2024-12-01 01:40:00+00:00,1.23,2.05,5.58,1.893,-0.0,0.0,0.0
2024-12-01 01:45:00+00:00,1.1,1.79,5.44,1.935,-0.0,0.0,0.0
2024-12-01 01:50:00+00:00,1.13,1.65,5.74,1.997,-0.0,0.0,0.0
2024-12-01 01:55:00+00:00,1.06,1.69,5.31,2.015,-0.0,0.0,0.0
2024-12-01 02:00:00+00:00,1.05,1.75,5.7,2.023,-0.0,0.0,0.0
2024-12-01 02:05:00+00:00,1.17,1.57,5.38,1.894,-0.0,0.0,0.0
2024-12-01 02:10:00+00:00,1.33,1.67,5.24,1.922,-0.0,0.0,0.0
2024-12-01 02:15:00+00:00,2.77,1.75,5.11,2.022,-0.0,0.0,0.0
