Date and time (UTC),power_conso_bat_a,power_conso_bat_b,power_conso_bat_c,power_conso_bat_d,pv_real,pv_arpege,airtemp_arpege
2025-06-01 01:55:00+00:00,1.21,1.25,3.89,1.947,-0.0,0.0,0.0
2025-06-01 02:00:00+00:00,1.01,1.19,3.64,1.924,-0.0,0.0,0.0
2025-06-01 02:05:00+00:00,0.91,1.26,4.2,1.892,-0.0,0.0,0.0
2025-06-01 02:10:00+00:00,1.05,1.31,3.82,1.678,-0.0,0.0,0.0
2025-06-01 02:15:00+00:00,1.26,1.21,3.92,1.524,-0.0,0.0,0.0
2025-06-01 02:20:00+00:00,1.3,0.97,5.4,1.414,-0.0,0.0,0.0
2025-06-01 02:25:00+00:00,1.21,0.99,4.36,1.39,-0.0,0.0,0.0
2025-06-01 02:30:00+00:00,1.21,1.08,4.14,1.442,-0.0,0.0,0.0
2025-06-01 02:35:00+00:00,1.18,1.11,4.03,1.473,-0.0,0.0,0.0
2025-06-01 02:40:00+00:00,1.04,1.02,3.84,1.614,-0.0,0.0,0.0
2025-06-01 02:45:00+00:00,1.15,0.93,3.65,1.598,-0.0,0.0,0.0
2025-06-01 02:50:00+00:00,1.01,0.99,3.67,1.585,-0.0,0.0,0.0
2025-06-01 02:55:00+00:00,1.1,1.11,3.48,1.605,-0.0,0.0,0.0
2025-06-01 03:00:00+00:00,1.09,1.19,3.58,1.591,-0.0,0.0,0.0
2025-06-01 03:05:00+00:00,1.06,1.13,3.61,1.596,-0.0,0.0,0.0
2025-06-01 03:10:00+00:00,1.04,1.24,3.63,1.683,-0.0,0.0,0.0
2025-06-01 03:15:00+00:00,1.22,1.16,3.98,1.799,-0.0,0.0,0.0
2025-06-01 03:20:00+00:00,1.17,0.99,4.0,1.792,-0.0,0.0,0.0
2025-06-01 03:25:00+00:00,1.27,0.87,4.64,1.765,-0.0,0.0,0.0
2025-06-01 03:30:00+00:00,1.26,0.81,5.13,1.825,-0.0,0.0,15.97
2025-06-01 03:35:00+00:00,1.22,1.09,5.24,1.787,-0.0,0.0,15.97
2025-06-01 03:40:00+00:00,1.12,1.04,4.35,1.788,-0.0,0.0,15.97
2025-06-01 03:45:00+00:00,1.01,0.97,3.54,1.72,0.0,0.0,15.97
2025-06-01 03:50:00+00:00,0.97,0.89,3.61,1.684,0.0,0.0,15.97
2025-06-01 03:55:00+00:00,1.11,0.93,3.08,1.615,0.0,0.0,15.98
2025-06-01 04:00:00+00:00,1.14,1.1,3.46,1.745,0.0,0.0,15.98
2025-06-01 04:05:00+00:00,1.16,1.16,3.22,1.935,0.0,0.0,15.98
2025-06-01 04:10:00+00:00,1.29,1.12,3.2,1.911,0.0,0.0,15.98
2025-06-01 04:15:00+00:00,1.21,0.95,4.49,2.168,0.0,0.0,15.98
2025-06-01 04:20:00+00:00,1.31,0.91,4.19,1.83,0.0,0.0,15.98
2025-06-01 04:25:00+00:00,1.18,0.94,4.06,1.83,0.16,0.25,15.98
2025-06-01 04:30:00+00:00,1.23,1.04,3.58,1.742,0.37,0.51,15.98
2025-06-01 04:35:00+00:00,1.24,0.89,3.71,1.551,0.87,0.93,16.0
2025-06-01 04:40:00+00:00,1.29,1.03,3.78,1.531,1.12,1.33,16.01
2025-06-01 04:45:00+00:00,1.04,1.09,4.2,1.584,1.32,1.7,16.03
2025-06-01 04:50:00+00:00,0.91,1.04,3.87,1.653,2.03,2.06,16.05
2025-06-01 04:55:00+00:00,1.01,1.0,3.57,1.596,2.78,2.42,16.07
2025-06-01 05:00:00+00:00,1.24,0.95,3.66,1.685,3.43,2.77,16.09
2025-06-01 05:05:00+00:00,1.3,1.09,3.05,1.733,4.21,3.12,16.1
2025-06-01 05:10:00+00:00,3.86,0.9,3.36,1.75,3.99,3.47,16.12
2025-06-01 05:15:00+00:00,2.12,0.89,4.57,1.577,3.72,3.82,16.14
2025-06-01 05:20:00+00:00,1.31,0.83,4.78,1.49,3.78,4.17,16.16
2025-06-01 05:25:00+00:00,1.34,0.81,5.25,1.489,4.34,4.52,16.18
2025-06-01 05:30:00+00:00,1.27,0.93,4.74,1.551,4.8,4.86,16.19
2025-06-01 05:35:00+00:00,1.32,0.98,6.8,1.625,5.13,5.26,16.21
2025-06-01 05:40:00+00:00,1.64,0.88,4.65,1.619,4.24,5.65,16.23
2025-06-01 05:45:00+00:00,1.71,0.82,4.38,1.739,4.4,6.04,16.25
2025-06-01 05:50:00+00:00,6.04,0.92,3.68,1.705,5.01,6.43,16.27
2025-06-01 05:55:00+00:00,5.81,1.25,4.73,1.577,3.32,6.82,16.29
2025-06-01 06:00:00+00:00,5.61,1.01,6.33,1.632,1.81,7.21,16.3
2025-06-01 06:05:00+00:00,4.17,0.96,4.11,2.088,2.24,7.6,16.32
2025-06-01 06:10:00+00:00,4.61,1.0,4.87,2.161,2.93,7.99,16.34
2025-06-01 06:15:00+00:00,6.51,1.12,7.34,1.624,3.72,8.37,16.36
2025-06-01 06:20:00+00:00,6.15,1.14,8.87,1.58,3.44,8.75,16.38
2025-06-01 06:25:00+00:00,5.43,1.4,7.01,1.562,3.39,9.14,16.39
2025-06-01 06:30:00+00:00,5.16,1.48,7.65,1.796,3.77,9.54,16.42
2025-06-01 06:35:00+00:00,6.0,1.31,10.19,1.568,3.14,9.94,16.46
2025-06-01 06:40:00+00:00,5.7,1.47,6.23,1.696,5.03,10.34,16.49
2025-06-01 06:45:00+00:00,5.55,2.32,7.59,1.61,8.29,10.74,16.52
2025-06-01 06:50:00+00:00,5.95,1.77,9.51,1.561,9.39,11.13,16.55
2025-06-01 06:55:00+00:00,6.69,1.45,11.4,1.584,5.67,11.53,16.58
2025-06-01 07:00:00+00:00,5.52,1.49,10.18,1.857,2.92,11.92,16.61
2025-06-01 07:05:00+00:00,6.04,1.53,7.88,2.518,4.62,12.31,16.64
2025-06-01 07:10:00+00:00,4.05,1.31,9.71,2.446,6.43,12.7,16.67
2025-06-01 07:15:00+00:00,1.57,1.16,10.05,2.396,6.36,13.09,16.7
2025-06-01 07:20:00+00:00,1.67,1.3,10.41,2.018,6.29,13.47,16.73
2025-06-01 07:25:00+00:00,2.29,1.15,8.29,1.919,8.07,13.86,16.76
2025-06-01 07:30:00+00:00,1.79,1.51,9.35,1.906,16.12,14.24,16.79
2025-06-01 07:35:00+00:00,1.78,1.09,7.57,1.989,23.27,14.53,16.82
2025-06-01 07:40:00+00:00,2.73,1.02,5.75,1.991,17.28,14.82,16.85
2025-06-01 07:45:00+00:00,3.56,1.51,6.62,2.056,15.76,15.11,16.88
2025-06-01 07:50:00+00:00,3.33,3.13,5.7,2.562,12.78,15.4,16.91
2025-06-01 07:55:00+00:00,3.31,3.17,5.82,1.922,14.54,15.68,16.94
2025-06-01 08:00:00+00:00,1.41,2.6,7.56,1.904,14.38,15.97,16.97
2025-06-01 08:05:00+00:00,1.26,2.74,8.64,3.251,13.52,16.25,17.0
2025-06-01 08:10:00+00:00,1.3,2.52,8.01,3.741,14.97,16.53,17.03
2025-06-01 08:15:00+00:00,2.27,1.55,7.5,2.673,16.79,16.82,17.06
2025-06-01 08:20:00+00:00,2.67,1.28,8.29,2.499,19.81,17.1,17.09
2025-06-01 08:25:00+00:00,2.9,1.45,9.06,1.998,20.02,17.38,17.12
2025-06-01 08:30:00+00:00,4.04,1.45,11.02,2.133,21.52,17.66,17.15
2025-06-01 08:35:00+00:00,2.52,1.48,9.25,2.112,23.79,18.03,17.24
2025-06-01 08:40:00+00:00,2.06,1.44,6.08,1.989,22.67,18.4,17.32
2025-06-01 08:45:00+00:00,2.2,2.99,8.58,1.841,21.91,18.77,17.41
2025-06-01 08:50:00+00:00,2.03,2.4,7.34,2.645,18.78,19.14,17.49
2025-06-01 08:55:00+00:00,1.71,2.32,6.72,2.77,21.04,19.51,17.58
2025-06-01 09:00:00+00:00,1.97,2.12,8.87,3.33,23.82,19.87,17.66
2025-06-01 09:05:00+00:00,3.07,1.51,7.25,2.654,25.86,20.24,17.75
2025-06-01 09:10:00+00:00,7.36,1.54,6.8,2.831,20.58,20.6,17.83
2025-06-01 09:15:00+00:00,4.87,1.58,5.45,2.939,25.26,20.96,17.92
2025-06-01 09:20:00+00:00,2.53,2.5,5.64,2.404,34.75,21.32,18.0
2025-06-01 09:25:00+00:00,4.17,1.9,5.86,2.119,27.82,21.68,18.09
2025-06-01 09:30:00+00:00,3.0,1.47,7.68,1.979,40.3,22.61,18.19
2025-06-01 09:35:00+00:00,2.38,2.68,7.99,1.954,32.06,23.54,18.28
2025-06-01 09:40:00+00:00,2.42,2.92,9.86,3.303,29.32,24.47,18.38
2025-06-01 09:45:00+00:00,2.45,2.92,5.74,4.713,26.76,25.39,18.48
2025-06-01 09:50:00+00:00,2.32,2.86,5.61,2.927,34.0,26.31,18.58
2025-06-01 09:55:00+00:00,2.79,2.76,5.44,3.165,29.81,27.22,18.68
2025-06-01 10:00:00+00:00,2.51,2.82,8.07,2.753,26.75,28.13,18.78
2025-06-01 10:05:00+00:00,1.49,2.86,8.84,2.04,37.56,29.03,18.88
2025-06-01 10:10:00+00:00,1.27,2.78,10.63,3.375,41.05,29.93,18.98
2025-06-01 10:15:00+00:00,1.21,2.81,11.19,2.215,41.88,30.82,19.08
2025-06-01 10:20:00+00:00,1.19,2.17,12.25,3.472,42.2,31.71,19.18
2025-06-01 10:25:00+00:00,1.33,2.5,13.95,3.012,38.7,32.6,19.28
2025-06-01 10:30:00+00:00,1.3,2.34,15.53,2.618,41.32,33.48,19.38
2025-06-01 10:35:00+00:00,1.36,1.76,14.71,2.335,40.07,33.43,19.42
2025-06-01 10:40:00+00:00,1.42,4.34,16.26,2.733,43.1,33.38,19.47
2025-06-01 10:45:00+00:00,1.92,4.38,18.04,2.333,38.1,33.33,19.51
2025-06-01 10:50:00+00:00,4.82,5.24,16.81,2.293,39.99,33.29,19.56
2025-06-01 10:55:00+00:00,6.43,3.42,12.82,3.84,37.66,33.24,19.6
2025-06-01 11:00:00+00:00,4.75,1.99,10.54,3.246,37.78,33.19,19.64
2025-06-01 11:05:00+00:00,3.36,3.32,12.46,2.44,27.24,33.14,19.69
2025-06-01 11:10:00+00:00,1.96,4.21,14.58,2.751,28.47,33.1,19.73
2025-06-01 11:15:00+00:00,1.54,5.12,13.44,2.036,27.06,33.05,19.78
2025-06-01 11:20:00+00:00,1.52,4.57,9.34,3.037,24.61,33.0,19.82
2025-06-01 11:25:00+00:00,4.96,6.56,10.61,1.98,34.98,32.96,19.86
2025-06-01 11:30:00+00:00,7.51,7.68,14.52,2.005,26.17,32.91,19.91
2025-06-01 11:35:00+00:00,6.1,6.02,14.28,1.783,31.99,32.92,19.97
2025-06-01 11:40:00+00:00,5.63,6.01,12.82,1.577,26.37,32.92,20.03
2025-06-01 11:45:00+00:00,5.79,3.85,15.77,1.79,31.18,32.93,20.09
2025-06-01 11:50:00+00:00,5.89,3.79,14.88,2.469,37.15,32.94,20.16
2025-06-01 11:55:00+00:00,6.23,2.9,12.05,3.86,43.77,32.95,20.22
2025-06-01 12:00:00+00:00,7.17,2.73,11.99,3.143,46.39,32.96,20.28
2025-06-01 12:05:00+00:00,8.86,2.26,12.95,3.109,42.79,32.97,20.34
2025-06-01 12:10:00+00:00,6.3,3.13,13.98,3.548,37.62,32.97,20.4
2025-06-01 12:15:00+00:00,5.22,2.27,11.61,4.953,33.08,32.98,20.47
2025-06-01 12:20:00+00:00,4.5,2.26,9.13,5.027,45.17,32.99,20.53
2025-06-01 12:25:00+00:00,3.43,3.66,9.16,5.088,35.1,33.0,20.59
2025-06-01 12:30:00+00:00,6.62,4.04,6.61,3.882,24.15,32.23,20.61
2025-06-01 12:35:00+00:00,3.59,4.04,5.19,2.202,23.12,31.45,20.62
2025-06-01 12:40:00+00:00,1.81,4.17,8.67,3.427,25.21,30.67,20.64
2025-06-01 12:45:00+00:00,1.81,4.09,11.1,3.223,22.48,29.89,20.66
2025-06-01 12:50:00+00:00,1.77,4.18,10.49,4.053,22.51,29.11,20.67
2025-06-01 12:55:00+00:00,1.65,5.55,9.31,3.592,28.78,28.33,20.69
2025-06-01 13:00:00+00:00,1.73,6.15,10.8,2.459,30.26,27.54,20.71
2025-06-01 13:05:00+00:00,1.86,4.28,7.74,2.189,23.15,26.75,20.73
2025-06-01 13:10:00+00:00,1.79,3.25,8.93,2.288,22.11,25.97,20.74
2025-06-01 13:15:00+00:00,1.94,3.25,10.24,2.205,23.33,25.18,20.76
2025-06-01 13:20:00+00:00,1.49,3.35,8.86,3.081,22.94,24.39,20.78
2025-06-01 13:25:00+00:00,1.59,2.83,8.06,3.141,24.31,23.59,20.79
2025-06-01 13:30:00+00:00,1.69,3.24,9.63,2.677,25.76,22.8,20.81
2025-06-01 13:35:00+00:00,1.67,2.71,9.28,3.298,18.57,22.17,20.81
2025-06-01 13:40:00+00:00,1.62,2.49,7.95,2.556,16.31,21.54,20.81
2025-06-01 13:45:00+00:00,2.6,2.3,10.41,2.653,16.09,20.9,20.81
2025-06-01 13:50:00+00:00,2.94,2.2,9.53,5.273,15.49,20.27,20.82
2025-06-01 13:55:00+00:00,3.38,1.9,5.72,8.129,21.11,19.63,20.82
2025-06-01 14:00:00+00:00,1.89,1.82,6.34,4.62,24.09,18.99,20.82
2025-06-01 14:05:00+00:00,1.75,3.08,5.79,2.146,27.99,18.35,20.82
2025-06-01 14:10:00+00:00,1.79,4.31,6.51,2.891,29.86,17.71,20.82
2025-06-01 14:15:00+00:00,2.1,4.31,4.89,2.362,22.64,17.06,20.82
2025-06-01 14:20:00+00:00,1.86,3.17,5.42,2.329,18.36,16.41,20.82
2025-06-01 14:25:00+00:00,1.69,2.88,6.48,2.385,17.48,15.76,20.83
2025-06-01 14:30:00+00:00,1.42,3.02,7.23,2.477,21.67,15.1,20.83
2025-06-01 14:35:00+00:00,1.31,2.15,6.38,2.285,26.29,15.22,20.76
2025-06-01 14:40:00+00:00,1.15,1.91,5.73,3.606,32.1,15.34,20.69
2025-06-01 14:45:00+00:00,1.17,1.8,7.54,2.714,30.65,15.46,20.63
2025-06-01 14:50:00+00:00,1.21,1.9,6.92,2.543,24.25,15.58,20.56
2025-06-01 14:55:00+00:00,1.3,2.06,5.62,2.51,29.09,15.7,20.5
2025-06-01 15:00:00+00:00,1.47,2.14,5.17,3.471,22.3,15.82,20.43
2025-06-01 15:05:00+00:00,6.34,2.12,5.2,3.189,21.59,15.94,20.37
2025-06-01 15:10:00+00:00,9.65,3.05,6.13,2.4,20.49,16.06,20.3
2025-06-01 15:15:00+00:00,11.58,2.51,5.63,3.089,20.47,16.18,20.23
2025-06-01 15:20:00+00:00,6.42,2.62,4.93,4.42,21.35,16.3,20.17
2025-06-01 15:25:00+00:00,6.52,2.46,6.3,4.213,22.08,16.42,20.1
2025-06-01 15:30:00+00:00,7.25,2.33,6.24,4.257,19.61,16.14,20.06
2025-06-01 15:35:00+00:00,5.22,2.21,6.18,4.376,18.29,15.86,20.02
2025-06-01 15:40:00+00:00,1.82,2.38,5.28,4.38,19.17,15.57,19.98
2025-06-01 15:45:00+00:00,2.31,2.49,5.11,4.078,22.93,15.29,19.94
2025-06-01 15:50:00+00:00,3.55,2.46,5.12,3.983,32.61,15.0,19.9
2025-06-01 15:55:00+00:00,2.62,2.39,8.07,4.013,31.58,14.72,19.86
2025-06-01 16:00:00+00:00,1.67,2.61,6.84,3.964,31.66,14.43,19.82
2025-06-01 16:05:00+00:00,1.58,2.95,6.24,3.963,27.79,14.14,19.78
2025-06-01 16:10:00+00:00,4.83,3.92,6.2,4.411,20.74,13.85,19.73
2025-06-01 16:15:00+00:00,7.06,4.0,5.84,5.924,21.16,13.56,19.69
2025-06-01 16:20:00+00:00,6.6,4.13,5.66,6.186,21.4,13.26,19.65
2025-06-01 16:25:00+00:00,6.46,4.04,7.52,5.532,25.68,12.97,19.61
2025-06-01 16:30:00+00:00,6.56,4.26,7.11,5.244,23.3,12.67,19.57
2025-06-01 16:35:00+00:00,5.48,4.38,8.13,5.167,22.43,12.35,19.55
2025-06-01 16:40:00+00:00,1.96,4.06,8.7,4.333,21.37,12.02,19.54
2025-06-01 16:45:00+00:00,1.48,3.45,8.38,4.152,21.59,11.7,19.52
2025-06-01 16:50:00+00:00,1.44,4.32,9.28,4.156,21.5,11.37,19.51
2025-06-01 16:55:00+00:00,1.39,4.33,9.09,4.226,14.34,11.04,19.49
2025-06-01 17:00:00+00:00,1.45,4.61,9.97,4.413,9.26,10.7,19.47
2025-06-01 17:05:00+00:00,2.23,5.02,8.82,4.224,18.41,10.37,19.46
2025-06-01 17:10:00+00:00,1.73,5.85,11.15,4.458,17.76,10.03,19.44
2025-06-01 17:15:00+00:00,1.61,5.53,14.33,3.973,16.42,9.7,19.43
2025-06-01 17:20:00+00:00,1.62,3.0,15.48,2.535,15.47,9.36,19.41
2025-06-01 17:25:00+00:00,4.04,3.67,13.21,2.08,11.09,9.02,19.39
2025-06-01 17:30:00+00:00,2.18,5.09,13.61,2.083,9.54,8.68,19.38
2025-06-01 17:35:00+00:00,2.51,9.05,12.16,2.865,12.73,8.3,19.33
2025-06-01 17:40:00+00:00,2.91,6.18,8.12,3.515,11.14,7.91,19.28
2025-06-01 17:45:00+00:00,1.74,4.87,11.18,3.236,10.11,7.53,19.24
2025-06-01 17:50:00+00:00,1.69,5.33,13.21,5.011,6.73,7.14,19.19
2025-06-01 17:55:00+00:00,2.76,3.0,14.55,5.78,6.14,6.75,19.15
2025-06-01 18:00:00+00:00,5.5,4.41,14.21,5.636,4.63,6.36,19.1
2025-06-01 18:05:00+00:00,4.3,5.92,14.31,4.456,3.16,5.97,19.05
2025-06-01 18:10:00+00:00,4.37,7.39,10.18,5.132,2.51,5.58,19.01
2025-06-01 18:15:00+00:00,4.23,6.78,10.5,5.485,1.85,5.19,18.96
2025-06-01 18:20:00+00:00,6.89,7.6,10.3,4.43,1.84,4.8,18.92
2025-06-01 18:25:00+00:00,7.65,5.46,13.03,4.331,1.7,4.41,18.87
2025-06-01 18:30:00+00:00,6.17,4.71,15.58,5.454,1.49,4.09,18.79
2025-06-01 18:35:00+00:00,4.37,4.5,19.87,5.194,1.07,3.77,18.72
2025-06-01 18:40:00+00:00,1.99,3.94,18.85,5.263,0.95,3.45,18.64
2025-06-01 18:45:00+00:00,7.49,4.37,16.02,5.037,1.26,3.13,18.57
2025-06-01 18:50:00+00:00,6.36,3.76,17.69,4.63,1.55,2.81,18.49
2025-06-01 18:55:00+00:00,1.99,4.62,13.96,4.096,2.0,2.49,18.42
2025-06-01 19:00:00+00:00,3.18,4.43,14.95,3.294,1.97,2.15,18.34
2025-06-01 19:05:00+00:00,3.3,3.84,13.25,2.536,1.59,1.81,18.27
2025-06-01 19:10:00+00:00,2.85,3.45,10.64,2.081,1.25,1.43,18.19
2025-06-01 19:15:00+00:00,5.31,3.61,8.55,2.574,0.81,0.97,18.12
2025-06-01 19:20:00+00:00,4.99,5.03,8.57,3.282,0.2,0.37,18.04
2025-06-01 19:25:00+00:00,4.71,3.5,10.85,3.097,0.0,0.0,17.97
2025-06-01 19:30:00+00:00,3.92,4.09,6.87,4.302,0.0,0.0,17.89
2025-06-01 19:35:00+00:00,3.97,2.75,6.25,4.93,0.0,0.0,17.78
2025-06-01 19:40:00+00:00,2.37,4.74,6.12,4.198,0.0,0.0,17.66
2025-06-01 19:45:00+00:00,6.96,3.61,8.23,3.961,0.0,0.0,17.55
2025-06-01 19:50:00+00:00,6.61,3.52,8.83,3.631,0.0,0.0,17.43
2025-06-01 19:55:00+00:00,6.81,2.62,7.73,4.624,0.0,0.0,17.32
2025-06-01 20:00:00+00:00,7.21,3.92,7.58,2.902,-0.0,0.0,17.21
2025-06-01 20:05:00+00:00,7.61,2.7,8.56,2.709,-0.0,0.0,17.09
2025-06-01 20:10:00+00:00,6.75,2.7,7.07,2.652,-0.0,0.0,16.98
2025-06-01 20:15:00+00:00,2.57,2.53,9.54,2.225,-0.0,0.0,16.87
2025-06-01 20:20:00+00:00,1.8,2.89,7.28,2.595,-0.0,0.0,16.75
2025-06-01 20:25:00+00:00,2.48,2.73,7.04,2.873,-0.0,0.0,16.64
2025-06-01 20:30:00+00:00,3.06,2.14,7.0,2.805,-0.0,0.0,0.0
2025-06-01 20:35:00+00:00,3.35,2.43,7.22,4.41,-0.0,0.0,0.0
2025-06-01 20:40:00+00:00,3.79,2.22,6.82,4.353,-0.0,0.0,0.0
2025-06-01 20:45:00+00:00,4.14,2.25,8.9,3.907,-0.0,0.0,0.0
2025-06-01 20:50:00+00:00,2.61,2.19,9.03,3.553,-0.0,0.0,0.0
2025-06-01 20:55:00+00:00,2.33,2.13,7.46,2.496,-0.0,0.0,0.0
2025-06-01 21:00:00+00:00,1.89,2.12,6.13,2.461,-0.0,0.0,0.0
2025-06-01 21:05:00+00:00,1.9,2.08,5.89,2.512,-0.0,0.0,0.0
2025-06-01 21:10:00+00:00,2.57,2.32,5.88,2.484,-0.0,0.0,0.0
2025-06-01 21:15:00+00:00,2.61,2.31,6.05,2.392,-0.0,0.0,0.0
2025-06-01 21:20:00+00:00,1.91,2.02,5.51,2.259,-0.0,0.0,0.0
2025-06-01 21:25:00+00:00,1.89,3.33,5.83,2.451,-0.0,0.0,0.0
2025-06-01 21:30:00+00:00,2.03,2.92,5.03,2.354,-0.0,0.0,0.0
2025-06-01 21:35:00+00:00,1.99,2.35,4.57,2.138,-0.0,0.0,0.0
2025-06-01 21:40:00+00:00,2.05,3.97,4.56,2.451,-0.0,0.0,0.0
2025-06-01 21:45:00+00:00,1.86,3.6,5.01,2.174,-0.0,0.0,0.0
2025-06-01 21:50:00+00:00,1.79,3.66,7.76,2.109,-0.0,0.0,0.0
2025-06-01 21:55:00+00:00,1.65,3.46,7.62,1.951,-0.0,0.0,0.0
2025-06-01 22:00:00+00:00,1.46,2.26,6.96,1.966,-0.0,0.0,0.0
2025-06-01 22:05:00+00:00,1.68,3.38,6.42,2.169,-0.0,0.0,0.0
2025-06-01 22:10:00+00:00,1.82,3.62,5.97,2.198,-0.0,0.0,0.0
2025-06-01 22:15:00+00:00,1.39,2.21,6.67,2.126,-0.0,0.0,0.0
2025-06-01 22:20:00+00:00,1.23,2.87,6.23,2.04,-0.0,0.0,0.0
2025-06-01 22:25:00+00:00,1.19,6.55,6.64,2.024,-0.0,0.0,0.0
2025-06-01 22:30:00+00:00,1.29,4.12,7.45,1.952,-0.0,0.0,0.0
2025-06-01 22:35:00+00:00,1.22,4.32,5.94,1.88,-0.0,0.0,0.0
2025-06-01 22:40:00+00:00,1.18,6.52,6.09,1.89,-0.0,0.0,0.0
2025-06-01 22:45:00+00:00,1.24,3.42,5.99,1.852,-0.0,0.0,0.0
2025-06-01 22:50:00+00:00,1.21,3.39,6.27,1.899,-0.0,0.0,0.0
2025-06-01 22:55:00+00:00,1.15,3.35,6.52,1.871,-0.0,0.0,0.0
2025-06-01 23:00:00+00:00,1.06,3.28,5.44,1.793,-0.0,0.0,0.0
2025-06-01 23:05:00+00:00,1.1,2.05,6.33,1.869,-0.0,0.0,0.0
2025-06-01 23:10:00+00:00,1.32,1.07,5.98,2.19,-0.0,0.0,0.0
2025-06-01 23:15:00+00:00,1.56,1.24,4.15,1.984,-0.0,0.0,0.0
2025-06-01 23:20:00+00:00,1.48,1.3,3.87,1.861,-0.0,0.0,0.0
2025-06-01 23:25:00+00:00,1.28,3.67,3.74,1.809,-0.0,0.0,0.0
2025-06-01 23:30:00+00:00,1.36,3.5,3.99,2.101,-0.0,0.0,0.0
2025-06-01 23:35:00+00:00,1.27,3.09,3.88,1.875,-0.0,0.0,0.0
2025-06-01 23:40:00+00:00,1.41,1.39,3.98,1.705,-0.0,0.0,0.0
2025-06-01 23:45:00+00:00,1.44,1.27,4.34,1.613,-0.0,0.0,0.0
2025-06-01 23:50:00+00:00,1.47,1.15,4.41,1.809,-0.0,0.0,0.0
2025-06-01 23:55:00+00:00,1.46,1.0,3.66,1.817,-0.0,0.0,0.0
2025-06-02 00:00:00+00:00,1.48,1.01,3.61,1.792,-0.0,0.0,0.0
2025-06-02 00:05:00+00:00,1.34,1.09,3.62,1.677,-0.0,0.0,0.0
2025-06-02 00:10:00+00:00,1.3,1.07,3.8,1.722,-0.0,0.0,0.0
2025-06-02 00:15:00+00:00,1.14,0.97,3.65,1.642,-0.0,0.0,0.0
2025-06-02 00:20:00+00:00,1.09,0.9,3.68,1.605,-0.0,0.0,0.0
2025-06-02 00:25:00+00:00,1.06,1.02,3.97,1.599,-0.0,0.0,0.0
2025-06-02 00:30:00+00:00,0.98,1.03,4.03,1.638,-0.0,0.0,0.0
2025-06-02 00:35:00+00:00,1.06,1.01,4.41,1.767,-0.0,0.0,0.0
2025-06-02 00:40:00+00:00,1.2,1.04,4.14,1.644,-0.0,0.0,0.0
2025-06-02 00:45:00+00:00,1.36,0.93,3.75,1.649,-0.0,0.0,0.0
2025-06-02 00:50:00+00:00,1.45,1.08,3.76,1.573,-0.0,0.0,0.0
2025-06-02 00:55:00+00:00,1.41,1.22,3.61,1.608,-0.0,0.0,0.0
2025-06-02 01:00:00+00:00,1.26,1.53,4.29,1.618,-0.0,0.0,0.0
2025-06-02 01:05:00+00:00,1.3,1.5,3.97,1.542,-0.0,0.0,0.0
2025-06-02 01:10:00+00:00,1.26,1.24,3.8,1.427,-0.0,0.0,0.0
2025-06-02 01:15:00+00:00,1.23,1.37,3.55,1.613,-0.0,0.0,0.0
2025-06-02 01:20:00+00:00,1.2,1.28,3.62,1.636,-0.0,0.0,0.0
