Date and time (UTC),power_conso_bat_a,power_conso_bat_b,power_conso_bat_c,power_conso_bat_d,pv_real,pv_arpege,airtemp_arpege
2025-03-01 00:00:00+00:00,1.49,1.52,5.69,2.413,-0.0,0.0,0.0
2025-03-01 00:05:00+00:00,1.55,1.67,5.2,2.372,-0.0,0.0,0.0
2025-03-01 00:10:00+00:00,1.46,1.54,4.88,2.62,-0.0,0.0,0.0
2025-03-01 00:15:00+00:00,2.41,1.56,5.56,2.545,-0.0,0.0,0.0
2025-03-01 00:20:00+00:00,3.23,1.38,5.37,2.549,-0.0,0.0,0.0
2025-03-01 00:25:00+00:00,2.81,1.27,5.41,2.54,-0.0,0.0,0.0
2025-03-01 00:30:00+00:00,1.48,1.19,5.35,2.555,-0.0,0.0,0.0
2025-03-01 00:35:00+00:00,1.2,1.16,5.56,2.51,-0.0,0.0,0.0
2025-03-01 00:40:00+00:00,1.11,1.32,5.55,2.429,-0.0,0.0,0.0
2025-03-01 00:45:00+00:00,1.11,2.4,5.07,2.266,-0.0,0.0,0.0
2025-03-01 00:50:00+00:00,1.3,3.44,5.08,2.465,-0.0,0.0,0.0
2025-03-01 00:55:00+00:00,1.31,1.29,4.95,2.379,-0.0,0.0,0.0
2025-03-01 01:00:00+00:00,1.45,1.28,5.05,2.469,-0.0,0.0,0.0
2025-03-01 01:05:00+00:00,1.4,1.28,4.94,2.212,-0.0,0.0,0.0
2025-03-01 01:10:00+00:00,1.4,1.08,5.14,2.118,-0.0,0.0,0.0
2025-03-01 01:15:00+00:00,1.48,1.07,5.07,2.071,-0.0,0.0,0.0
2025-03-01 01:20:00+00:00,1.43,1.0,4.9,2.322,-0.0,0.0,0.0
2025-03-01 01:25:00+00:00,1.36,0.85,4.91,2.275,-0.0,0.0,0.0
2025-03-01 01:30:00+00:00,1.35,0.98,4.56,2.307,-0.0,0.0,0.0
2025-03-01 01:35:00+00:00,1.35,0.95,5.04,2.304,-0.0,0.0,0.0
2025-03-01 01:40:00+00:00,1.2,1.05,4.79,2.265,-0.0,0.0,0.0
2025-03-01 01:45:00+00:00,1.2,1.11,4.8,2.395,-0.0,0.0,0.0
2025-03-01 01:50:00+00:00,1.29,1.02,4.77,2.469,-0.0,0.0,0.0
2025-03-01 01:55:00+00:00,1.25,0.84,4.89,2.611,-0.0,0.0,0.0
2025-03-01 02:00:00+00:00,1.31,0.84,5.04,2.613,-0.0,0.0,0.0
2025-03-01 02:05:00+00:00,1.19,0.79,5.1,2.462,-0.0,0.0,0.0
2025-03-01 02:10:00+00:00,1.1,0.78,5.16,2.315,-0.0,0.0,0.0
2025-03-01 02:15:00+00:00,0.99,0.99,4.85,2.256,-0.0,0.0,0.0
2025-03-01 02:20:00+00:00,1.07,1.07,4.94,2.302,-0.0,0.0,0.0
2025-03-01 02:25:00+00:00,1.29,1.02,4.42,2.327,-0.0,0.0,0.0
2025-03-01 02:30:00+00:00,1.31,1.14,4.61,2.304,-0.0,0.0,0.0
2025-03-01 02:35:00+00:00,1.39,0.9,4.28,2.299,-0.0,0.0,0.0
2025-03-01 02:40:00+00:00,1.35,0.92,4.18,2.339,-0.0,0.0,0.0
2025-03-01 02:45:00+00:00,1.28,1.05,4.44,2.337,-0.0,0.0,0.0
2025-03-01 02:50:00+00:00,1.26,1.08,4.25,2.383,-0.0,0.0,0.0
2025-03-01 02:55:00+00:00,1.44,1.12,4.96,2.405,-0.0,0.0,0.0
2025-03-01 03:00:00+00:00,1.34,1.07,4.77,2.634,-0.0,0.0,0.0
2025-03-01 03:05:00+00:00,1.18,1.16,4.73,2.172,-0.0,0.0,0.0
2025-03-01 03:10:00+00:00,1.14,1.15,4.39,2.154,-0.0,0.0,0.0
2025-03-01 03:15:00+00:00,1.26,1.12,4.57,2.093,-0.0,0.0,0.0
2025-03-01 03:20:00+00:00,1.36,1.02,4.62,1.983,-0.0,0.0,0.0
2025-03-01 03:25:00+00:00,1.3,1.11,4.36,2.219,-0.0,0.0,0.0
2025-03-01 03:30:00+00:00,1.35,0.91,4.4,2.269,-0.0,0.0,0.0
2025-03-01 03:35:00+00:00,1.26,0.95,4.38,2.122,-0.0,0.0,0.0
2025-03-01 03:40:00+00:00,1.22,1.02,4.61,2.168,-0.0,0.0,0.0
2025-03-01 03:45:00+00:00,1.21,0.97,4.32,2.061,-0.0,0.0,0.0
2025-03-01 03:50:00+00:00,1.4,0.91,4.54,1.967,-0.0,0.0,0.0
2025-03-01 03:55:00+00:00,1.22,0.83,4.63,1.972,-0.0,0.0,0.0
2025-03-01 04:00:00+00:00,1.22,0.74,4.54,2.069,-0.0,0.0,0.0
2025-03-01 04:05:00+00:00,1.36,0.72,4.69,2.119,-0.0,0.0,0.0
2025-03-01 04:10:00+00:00,1.21,0.81,4.52,2.199,-0.0,0.0,0.0
2025-03-01 04:15:00+00:00,1.32,0.95,4.5,2.302,-0.0,0.0,0.0
2025-03-01 04:20:00+00:00,1.33,0.99,4.5,2.219,-0.0,0.0,0.0
2025-03-01 04:25:00+00:00,1.14,1.07,4.56,2.213,-0.0,0.0,0.0
2025-03-01 04:30:00+00:00,1.09,0.84,4.45,2.406,-0.0,0.0,0.0
