Date and time (UTC),power_conso_bat_a,power_conso_bat_b,power_conso_bat_c,power_conso_bat_d,pv_real,pv_arpege,airtemp_arpege
2025-04-01 00:00:00+00:00,1.22,1.0,6.96,2.308,-0.0,0.0,0.0
2025-04-01 00:05:00+00:00,2.33,1.14,6.13,2.422,-0.0,0.0,0.0
2025-04-01 00:10:00+00:00,1.45,1.21,6.69,2.245,-0.0,0.0,0.0
2025-04-01 00:15:00+00:00,1.3,1.28,6.54,2.059,-0.0,0.0,0.0
2025-04-01 00:20:00+00:00,1.23,1.06,6.63,2.006,-0.0,0.0,0.0
2025-04-01 00:25:00+00:00,1.21,1.07,6.65,2.005,-0.0,0.0,0.0
2025-04-01 00:30:00+00:00,1.32,1.14,6.62,1.873,-0.0,0.0,0.0
2025-04-01 00:35:00+00:00,1.43,0.92,6.95,2.029,-0.0,0.0,0.0
2025-04-01 00:40:00+00:00,1.32,0.86,6.76,2.086,-0.0,0.0,0.0
2025-04-01 00:45:00+00:00,1.21,0.95,7.32,2.18,-0.0,0.0,0.0
2025-04-01 00:50:00+00:00,1.22,1.11,6.97,2.134,-0.0,0.0,0.0
2025-04-01 00:55:00+00:00,1.25,1.13,6.97,2.103,-0.0,0.0,0.0
2025-04-01 01:00:00+00:00,1.28,1.16,6.69,2.035,-0.0,0.0,0.0
2025-04-01 01:05:00+00:00,1.28,1.21,8.13,2.173,-0.0,0.0,0.0
2025-04-01 01:10:00+00:00,1.31,1.04,7.15,2.266,-0.0,0.0,0.0
2025-04-01 01:15:00+00:00,1.26,0.94,6.79,2.195,-0.0,0.0,0.0
2025-04-01 01:20:00+00:00,1.39,0.9,6.96,2.109,-0.0,0.0,0.0
2025-04-01 01:25:00+00:00,1.3,0.98,6.81,2.023,-0.0,0.0,0.0
2025-04-01 01:30:00+00:00,1.3,1.23,7.29,1.923,-0.0,0.0,0.0
2025-04-01 01:35:00+00:00,1.19,1.44,7.13,1.972,-0.0,0.0,0.0
2025-04-01 01:40:00+00:00,1.15,1.58,7.2,2.058,-0.0,0.0,0.0
