Date and time (UTC),power_conso_bat_a,power_conso_bat_b,power_conso_bat_c,power_conso_bat_d,pv_real,pv_arpege,airtemp_arpege
2024-11-01 00:00:00+00:00,1.49,1.66,5.39,2.956,-0.0,0.0,0.0
2024-11-01 00:05:00+00:00,1.53,1.54,5.41,2.568,-0.0,0.0,0.0
2024-11-01 00:10:00+00:00,1.65,1.61,5.13,2.75,-0.0,0.0,0.0
2024-11-01 00:15:00+00:00,1.6,1.58,5.08,2.51,-0.0,0.0,0.0
2024-11-01 00:20:00+00:00,1.73,1.56,6.39,2.286,-0.0,0.0,0.0
2024-11-01 00:25:00+00:00,1.75,1.82,7.05,2.313,-0.0,0.0,0.0
2024-11-01 00:30:00+00:00,1.78,1.98,5.15,2.391,-0.0,0.0,0.0
2024-11-01 00:35:00+00:00,1.95,1.74,6.17,2.456,-0.0,0.0,0.0
2024-11-01 00:40:00+00:00,1.8,1.64,6.11,2.513,-0.0,0.0,0.0
2024-11-01 00:45:00+00:00,1.55,1.51,5.21,2.497,-0.0,0.0,0.0
2024-11-01 00:50:00+00:00,1.63,1.33,6.92,2.453,-0.0,0.0,0.0
2024-11-01 00:55:00+00:00,1.51,1.43,7.93,2.489,-0.0,0.0,0.0
2024-11-01 01:00:00+00:00,1.48,1.36,5.62,2.541,-0.0,0.0,0.0
2024-11-01 01:05:00+00:00,1.55,1.23,6.27,2.5,-0.0,0.0,0.0
2024-11-01 01:10:00+00:00,1.61,1.24,5.44,2.361,-0.0,0.0,0.0
2024-11-01 01:15:00+00:00,1.48,1.24,5.78,2.344,-0.0,0.0,0.0
2024-11-01 01:20:00+00:00,1.58,1.16,5.77,2.227,-0.0,0.0,0.0
2024-11-01 01:25:00+00:00,1.48,1.35,5.99,2.161,-0.0,0.0,0.0
2024-11-01 01:30:00+00:00,1.49,1.35,4.02,2.139,-0.0,0.0,0.0
2024-11-01 01:35:00+00:00,1.46,1.3,3.76,2.185,-0.0,0.0,0.0
2024-11-01 01:40:00+00:00,1.57,1.4,4.54,2.303,-0.0,0.0,0.0
2024-11-01 01:45:00+00:00,1.7,1.42,4.54,2.333,-0.0,0.0,0.0
2024-11-01 01:50:00+00:00,1.67,1.5,4.24,2.307,-0.0,0.0,0.0
2024-11-01 01:55:00+00:00,1.44,1.46,4.42,2.181,-0.0,0.0,0.0
2024-11-01 02:00:00+00:00,1.38,1.37,4.62,2.3,-0.0,0.0,0.0
2024-11-01 02:05:00+00:00,1.44,1.31,4.92,2.515,-0.0,0.0,0.0
2024-11-01 02:10:00+00:00,1.56,1.22,4.08,2.486,-0.0,0.0,0.0
2024-11-01 02:15:00+00:00,1.46,1.24,4.08,2.473,-0.0,0.0,0.0
2024-11-01 02:20:00+00:00,1.39,1.18,3.87,2.43,-0.0,0.0,0.0
2024-11-01 02:25:00+00:00,1.36,1.12,3.81,2.233,-0.0,0.0,0.0
2024-11-01 02:30:00+00:00,1.31,1.24,4.46,2.109,-0.0,0.0,0.0
2024-11-01 02:35:00+00:00,1.24,1.17,4.24,2.13,-0.0,0.0,0.0
2024-11-01 02:40:00+00:00,1.23,1.26,4.0,2.173,-0.0,0.0,0.0
2024-11-01 02:45:00+00:00,1.26,1.27,3.77,2.097,-0.0,0.0,0.0
2024-11-01 02:50:00+00:00,1.31,1.23,4.11,2.091,-0.0,0.0,0.0
2024-11-01 02:55:00+00:00,1.45,1.31,4.92,2.166,-0.0,0.0,0.0
2024-11-01 03:00:00+00:00,1.48,1.32,4.41,2.359,-0.0,0.0,0.0
2024-11-01 03:05:00+00:00,1.37,1.36,4.25,2.514,-0.0,0.0,0.0
2024-11-01 03:10:00+00:00,1.37,1.3,4.11,2.539,-0.0,0.0,0.0
2024-11-01 03:15:00+00:00,1.36,1.26,4.0,2.401,-0.0,0.0,0.0
2024-11-01 03:20:00+00:00,1.26,1.13,4.41,2.249,-0.0,0.0,0.0
2024-11-01 03:25:00+00:00,1.18,1.17,4.08,2.218,-0.0,0.0,0.0
2024-11-01 03:30:00+00:00,1.11,1.17,3.92,2.144,-0.0,0.0,0.0
2024-11-01 03:35:00+00:00,1.09,1.13,3.64,2.086,-0.0,0.0,0.0
