Date and time (UTC),power_conso_bat_a,power_conso_bat_b,power_conso_bat_c,power_conso_bat_d,pv_real,pv_arpege,airtemp_arpege
2024-08-01 00:05:00+00:00,1.31,1.55,3.77,1.661,-0.0,0.0,0.0
2024-08-01 00:10:00+00:00,1.31,1.51,3.84,1.673,-0.0,0.0,0.0
2024-08-01 00:15:00+00:00,1.24,1.32,4.26,1.83,-0.0,0.0,0.0
2024-08-01 00:20:00+00:00,1.17,1.16,4.44,1.764,-0.0,0.0,0.0
2024-08-01 00:25:00+00:00,1.15,1.05,3.93,1.837,-0.0,0.0,0.0
2024-08-01 00:30:00+00:00,1.36,1.09,3.98,1.873,-0.0,0.0,0.0
2024-08-01 00:35:00+00:00,1.33,1.26,3.9,1.986,-0.0,0.0,0.0
2024-08-01 00:40:00+00:00,1.27,1.24,4.25,2.039,-0.0,0.0,0.0
2024-08-01 00:45:00+00:00,1.17,1.22,4.35,1.854,-0.0,0.0,0.0
2024-08-01 00:50:00+00:00,1.2,1.25,4.4,1.576,-0.0,0.0,0.0
2024-08-01 00:55:00+00:00,1.12,1.22,4.22,1.734,-0.0,0.0,0.0
2024-08-01 01:00:00+00:00,1.23,1.2,4.46,1.869,-0.0,0.0,0.0
2024-08-01 01:05:00+00:00,1.15,1.15,4.24,1.86,-0.0,0.0,0.0
2024-08-01 01:10:00+00:00,1.16,1.1,3.93,1.92,-0.0,0.0,0.0
2024-08-01 01:15:00+00:00,1.12,1.08,3.79,2.017,-0.0,0.0,0.0
2024-08-01 01:20:00+00:00,1.34,1.06,3.72,1.94,-0.0,0.0,0.0
2024-08-01 01:25:00+00:00,1.46,1.18,3.84,1.793,-0.0,0.0,0.0
2024-08-01 01:30:00+00:00,1.44,1.2,4.41,1.796,-0.0,0.0,0.0
2024-08-01 01:35:00+00:00,1.39,1.13,4.82,1.764,-0.0,0.0,0.0
2024-08-01 01:40:00+00:00,1.32,1.27,5.86,1.928,-0.0,0.0,0.0
2024-08-01 01:45:00+00:00,1.24,1.24,4.54,2.007,-0.0,0.0,0.0
2024-08-01 01:50:00+00:00,1.29,1.07,4.79,1.902,-0.0,0.0,0.0
2024-08-01 01:55:00+00:00,1.23,1.01,5.79,2.007,-0.0,0.0,0.0
2024-08-01 02:00:00+00:00,1.17,0.96,5.87,2.121,-0.0,0.0,0.0
2024-08-01 02:05:00+00:00,1.35,1.15,3.95,2.16,-0.0,0.0,0.0
2024-08-01 02:10:00+00:00,1.44,1.26,4.0,2.045,-0.0,0.0,0.0
2024-08-01 02:15:00+00:00,1.51,1.3,4.0,1.933,-0.0,0.0,0.0
2024-08-01 02:20:00+00:00,1.22,1.18,4.3,1.842,-0.0,0.0,0.0
2024-08-01 02:25:00+00:00,1.18,1.16,6.29,1.857,-0.0,0.0,0.0
2024-08-01 02:30:00+00:00,1.21,1.17,6.74,1.852,-0.0,0.0,0.0
2024-08-01 02:35:00+00:00,1.25,1.19,5.78,1.941,-0.0,0.0,0.0
2024-08-01 02:40:00+00:00,1.31,1.0,3.78,2.073,-0.0,0.0,0.0
2024-08-01 02:45:00+00:00,1.27,0.9,3.9,2.031,-0.0,0.0,0.0
2024-08-01 02:50:00+00:00,1.24,0.96,4.04,2.021,-0.0,0.0,0.0
2024-08-01 02:55:00+00:00,1.13,1.04,4.3,2.125,-0.0,0.0,0.0
2024-08-01 03:00:00+00:00,1.16,1.17,4.34,2.125,-0.0,0.0,0.0
2024-08-01 03:05:00+00:00,1.23,1.08,3.99,2.118,-0.0,0.0,0.0
2024-08-01 03:10:00+00:00,1.25,1.01,4.14,1.985,-0.0,0.0,0.0
2024-08-01 03:15:00+00:00,1.21,0.85,4.32,1.752,-0.0,0.0,0.0
2024-08-01 03:20:00+00:00,1.4,0.89,3.96,1.685,-0.0,0.0,0.0
2024-08-01 03:25:00+00:00,1.53,0.98,3.84,1.814,-0.0,0.0,0.0
2024-08-01 03:30:00+00:00,1.47,0.95,3.78,1.837,-0.0,0.0,22.0
2024-08-01 03:35:00+00:00,1.44,1.0,3.83,1.929,-0.0,0.0,21.98
2024-08-01 03:40:00+00:00,1.46,1.11,3.85,2.036,-0.0,0.0,21.96
2024-08-01 03:45:00+00:00,1.44,1.08,3.89,2.388,-0.0,0.0,21.94
2024-08-01 03:50:00+00:00,1.48,1.04,3.88,1.916,-0.0,0.0,21.92
2024-08-01 03:55:00+00:00,1.38,0.98,4.18,1.99,-0.0,0.0,21.9
2024-08-01 04:00:00+00:00,1.59,0.94,4.36,2.061,-0.0,0.0,21.88
2024-08-01 04:05:00+00:00,1.38,0.91,3.93,2.436,-0.0,0.0,21.86
2024-08-01 04:10:00+00:00,1.43,0.97,3.98,2.05,-0.0,0.0,21.84
2024-08-01 04:15:00+00:00,1.4,1.44,4.04,2.664,0.0,0.0,21.82
2024-08-01 04:20:00+00:00,1.27,1.34,5.63,2.689,-0.0,0.0,21.8
2024-08-01 04:25:00+00:00,1.36,1.52,4.57,2.993,-0.0,0.0,21.78
2024-08-01 04:30:00+00:00,1.46,1.29,4.43,2.459,-0.0,0.0,21.76
2024-08-01 04:35:00+00:00,1.64,1.35,5.34,2.342,-0.0,0.0,21.77
2024-08-01 04:40:00+00:00,1.27,1.19,4.41,2.236,-0.0,0.0,21.77
2024-08-01 04:45:00+00:00,1.18,1.21,4.44,2.235,0.0,0.0,21.78
2024-08-01 04:50:00+00:00,1.27,1.12,4.48,2.221,0.0,0.0,21.79
2024-08-01 04:55:00+00:00,1.31,1.05,4.32,2.393,0.0,0.69,21.8
2024-08-01 05:00:00+00:00,1.34,1.23,3.52,2.323,0.0,1.22,21.81
2024-08-01 05:05:00+00:00,1.36,1.27,3.76,2.311,0.01,1.8,21.81
2024-08-01 05:10:00+00:00,3.27,1.24,3.86,2.022,0.23,2.28,21.82
2024-08-01 05:15:00+00:00,1.6,1.34,3.9,2.22,0.47,2.71,21.83
2024-08-01 05:20:00+00:00,1.87,1.24,5.32,3.125,0.73,3.11,21.84
2024-08-01 05:25:00+00:00,2.0,1.12,5.34,2.688,0.94,3.49,21.85
2024-08-01 05:30:00+00:00,1.45,1.46,4.5,2.369,0.97,3.87,21.86
2024-08-01 05:35:00+00:00,2.78,1.73,3.97,2.746,0.99,4.44,21.91
2024-08-01 05:40:00+00:00,1.8,1.32,4.19,2.92,1.13,5.0,21.97
2024-08-01 05:45:00+00:00,1.36,1.2,3.76,2.781,1.36,5.57,22.02
2024-08-01 05:50:00+00:00,1.61,1.65,4.11,2.608,1.36,6.15,22.08
2024-08-01 05:55:00+00:00,1.69,1.34,5.42,3.444,1.47,6.74,22.14
2024-08-01 06:00:00+00:00,7.01,1.36,6.88,2.981,1.88,7.34,22.19
2024-08-01 06:05:00+00:00,3.37,1.38,6.86,2.858,2.26,7.95,22.25
2024-08-01 06:10:00+00:00,1.44,1.33,6.25,3.227,2.62,8.57,22.31
2024-08-01 06:15:00+00:00,1.46,1.23,4.67,3.377,2.98,9.2,22.36
2024-08-01 06:20:00+00:00,1.58,1.45,4.65,3.521,3.71,9.84,22.42
2024-08-01 06:25:00+00:00,1.36,1.6,5.89,2.982,5.21,10.48,22.47
2024-08-01 06:30:00+00:00,1.29,1.3,5.04,2.727,8.15,11.13,22.53
2024-08-01 06:35:00+00:00,1.34,1.11,6.65,2.8,10.73,11.79,22.59
2024-08-01 06:40:00+00:00,1.37,1.15,9.54,2.724,12.06,12.45,22.64
2024-08-01 06:45:00+00:00,1.39,1.51,6.08,3.437,12.99,13.11,22.7
2024-08-01 06:50:00+00:00,1.2,1.58,4.65,2.854,13.89,13.77,22.75
2024-08-01 06:55:00+00:00,1.26,1.45,4.69,3.058,14.53,14.44,22.81
2024-08-01 07:00:00+00:00,1.27,1.62,4.55,2.976,15.36,15.1,22.86
2024-08-01 07:05:00+00:00,1.41,1.6,4.13,2.901,16.24,15.77,22.92
2024-08-01 07:10:00+00:00,1.42,1.51,5.59,3.165,17.02,16.43,22.97
2024-08-01 07:15:00+00:00,1.39,1.42,4.78,2.569,17.74,17.1,23.03
2024-08-01 07:20:00+00:00,1.39,1.35,4.93,2.628,18.53,17.76,23.09
2024-08-01 07:25:00+00:00,1.37,1.35,4.7,2.715,19.29,18.42,23.14
2024-08-01 07:30:00+00:00,1.34,1.49,4.44,2.74,20.01,19.07,23.2
2024-08-01 07:35:00+00:00,1.33,1.91,6.27,2.56,20.56,19.08,23.24
2024-08-01 07:40:00+00:00,1.3,1.66,7.18,2.68,21.34,19.07,23.29
2024-08-01 07:45:00+00:00,1.27,1.41,5.9,2.699,21.77,19.04,23.34
2024-08-01 07:50:00+00:00,1.09,1.38,5.08,2.598,22.51,18.99,23.38
2024-08-01 07:55:00+00:00,1.27,1.28,4.86,2.521,23.03,18.92,23.43
2024-08-01 08:00:00+00:00,1.35,1.24,4.92,2.527,23.74,18.84,23.48
2024-08-01 08:05:00+00:00,1.51,1.33,4.11,2.696,24.4,18.76,23.53
2024-08-01 08:10:00+00:00,1.32,1.77,5.89,2.654,24.92,18.66,23.57
2024-08-01 08:15:00+00:00,1.3,1.91,8.36,2.717,25.57,18.56,23.62
2024-08-01 08:20:00+00:00,1.23,1.6,7.2,2.605,26.18,18.45,23.67
2024-08-01 08:25:00+00:00,1.27,1.38,7.54,2.795,26.48,18.34,23.71
2024-08-01 08:30:00+00:00,1.35,1.23,7.38,2.827,27.37,18.23,23.76
2024-08-01 08:35:00+00:00,1.23,1.1,7.26,2.915,27.8,18.6,23.81
2024-08-01 08:40:00+00:00,1.23,1.14,8.79,2.848,28.22,18.98,23.85
2024-08-01 08:45:00+00:00,1.16,1.17,7.63,2.594,28.61,19.36,23.9
2024-08-01 08:50:00+00:00,1.1,1.05,8.66,2.737,29.27,19.73,23.94
2024-08-01 08:55:00+00:00,1.18,1.05,8.89,2.698,29.63,20.1,23.98
2024-08-01 09:00:00+00:00,1.23,1.06,7.93,2.791,30.02,20.48,24.03
2024-08-01 09:05:00+00:00,1.39,1.29,7.0,2.809,30.4,20.85,24.07
2024-08-01 09:10:00+00:00,1.4,1.43,6.66,2.859,30.97,21.22,24.12
2024-08-01 09:15:00+00:00,1.22,1.55,6.16,2.952,31.48,21.58,24.16
2024-08-01 09:20:00+00:00,1.1,1.34,6.81,2.851,31.47,21.95,24.21
2024-08-01 09:25:00+00:00,1.21,1.36,4.97,2.728,32.38,22.32,24.25
2024-08-01 09:30:00+00:00,1.22,1.31,4.46,2.891,32.47,22.42,24.28
2024-08-01 09:35:00+00:00,1.33,1.17,4.75,2.857,32.91,22.52,24.32
2024-08-01 09:40:00+00:00,2.52,1.23,5.05,2.811,32.69,22.62,24.35
2024-08-01 09:45:00+00:00,2.35,1.22,5.46,2.713,33.95,22.72,24.39
2024-08-01 09:50:00+00:00,2.18,2.08,6.88,3.839,34.04,22.82,24.42
2024-08-01 09:55:00+00:00,1.93,1.45,5.75,3.352,34.65,22.92,24.46
2024-08-01 10:00:00+00:00,3.3,1.51,6.97,2.894,35.55,23.02,24.49
2024-08-01 10:05:00+00:00,3.35,1.53,9.47,3.028,34.95,23.12,24.52
2024-08-01 10:10:00+00:00,3.32,1.66,10.67,2.798,35.15,23.22,24.56
2024-08-01 10:15:00+00:00,3.42,1.26,10.02,3.234,35.23,23.32,24.59
2024-08-01 10:20:00+00:00,2.72,1.37,8.68,2.979,33.78,23.42,24.63
2024-08-01 10:25:00+00:00,4.27,1.88,8.51,2.572,33.89,23.52,24.66
2024-08-01 10:30:00+00:00,5.29,4.41,6.84,2.621,33.41,23.62,24.7
2024-08-01 10:35:00+00:00,5.27,3.62,8.26,2.587,32.55,24.55,24.76
2024-08-01 10:40:00+00:00,4.77,2.23,8.52,2.626,37.5,25.47,24.82
2024-08-01 10:45:00+00:00,4.97,2.18,8.04,2.804,37.5,26.39,24.88
2024-08-01 10:50:00+00:00,4.89,2.04,6.05,3.57,37.45,27.3,24.94
2024-08-01 10:55:00+00:00,4.39,1.81,6.77,4.599,37.47,28.21,25.0
2024-08-01 11:00:00+00:00,1.9,1.82,7.25,5.018,37.37,29.12,25.06
2024-08-01 11:05:00+00:00,1.51,2.15,7.15,3.958,37.42,30.02,25.12
2024-08-01 11:10:00+00:00,1.56,2.0,7.11,3.591,38.09,30.92,25.18
2024-08-01 11:15:00+00:00,1.78,2.05,7.48,3.536,38.1,31.81,25.24
2024-08-01 11:20:00+00:00,1.71,2.21,8.79,3.688,38.22,32.69,25.3
2024-08-01 11:25:00+00:00,1.54,2.49,7.98,3.752,38.52,33.57,25.36
2024-08-01 11:30:00+00:00,1.31,2.56,5.01,4.689,38.7,34.44,25.42
2024-08-01 11:35:00+00:00,1.23,2.05,4.97,4.707,39.52,34.18,25.45
2024-08-01 11:40:00+00:00,1.33,2.08,5.33,4.614,39.4,33.91,25.49
2024-08-01 11:45:00+00:00,1.42,2.1,6.56,3.991,39.78,33.65,25.53
2024-08-01 11:50:00+00:00,1.46,2.18,7.15,4.023,40.71,33.39,25.56
2024-08-01 11:55:00+00:00,1.63,2.14,7.01,4.377,40.73,33.13,25.6
2024-08-01 12:00:00+00:00,1.72,2.2,6.31,4.305,40.22,32.86,25.63
2024-08-01 12:05:00+00:00,1.49,2.36,5.5,4.278,27.02,32.6,25.67
2024-08-01 12:10:00+00:00,1.45,1.96,6.19,3.537,28.58,32.34,25.7
2024-08-01 12:15:00+00:00,1.34,1.61,5.06,3.082,35.62,32.08,25.74
2024-08-01 12:20:00+00:00,1.52,2.15,5.18,2.928,34.48,31.82,25.77
2024-08-01 12:25:00+00:00,1.67,1.95,7.71,3.011,33.15,31.56,25.81
2024-08-01 12:30:00+00:00,1.26,1.77,8.95,2.857,24.87,31.12,25.8
2024-08-01 12:35:00+00:00,1.5,1.58,6.49,2.886,33.96,30.68,25.79
2024-08-01 12:40:00+00:00,1.57,1.58,6.6,2.807,34.94,30.24,25.78
2024-08-01 12:45:00+00:00,1.51,1.63,7.6,2.646,40.87,29.8,25.76
2024-08-01 12:50:00+00:00,1.74,1.55,6.57,2.714,35.77,29.36,25.75
2024-08-01 12:55:00+00:00,1.64,1.56,5.96,3.395,41.8,28.92,25.74
2024-08-01 13:00:00+00:00,1.5,1.63,5.0,2.525,41.5,28.48,25.73
2024-08-01 13:05:00+00:00,1.52,1.82,4.95,2.492,41.85,28.04,25.72
2024-08-01 13:10:00+00:00,1.38,1.77,4.87,2.62,41.5,27.59,25.71
2024-08-01 13:15:00+00:00,1.44,1.76,4.22,2.785,42.27,27.15,25.7
2024-08-01 13:20:00+00:00,1.53,1.76,3.97,5.087,36.4,26.71,25.69
2024-08-01 13:25:00+00:00,1.74,1.62,4.38,4.441,29.24,26.26,25.67
2024-08-01 13:30:00+00:00,3.7,1.64,4.13,3.076,30.89,25.81,25.66
2024-08-01 13:35:00+00:00,2.38,1.67,4.07,2.806,29.05,26.33,25.68
2024-08-01 13:40:00+00:00,2.31,1.57,5.57,2.71,31.75,26.84,25.7
2024-08-01 13:45:00+00:00,2.19,1.45,5.14,2.762,29.1,27.35,25.73
2024-08-01 13:50:00+00:00,1.53,1.47,4.47,3.837,33.36,27.86,25.75
2024-08-01 13:55:00+00:00,1.45,1.61,3.95,3.347,37.11,28.37,25.77
2024-08-01 14:00:00+00:00,1.51,1.73,3.87,3.703,36.27,28.88,25.79
2024-08-01 14:05:00+00:00,1.54,1.51,4.07,3.71,36.92,29.38,25.81
