ExperimentID,FormulationID,StructuralInstanceID,ParallelTaskID,Replication,Controller,Fairness,Resource,ApplicableDiagnostic,House,PVAllocation,PVRate,PVProportionalTarget,PVDeviation,Savings,SavingsRate,SavingsProportionalTarget,SavingsDeviation,StaticShareTarget,StaticShareDeviation,PVOrderStatistic,SavingsOrderStatistic,SortedPV,SortedSavings,CumulativePVOrder,CumulativeSavingsOrder,MinHouseholdPV,MinHouseholdSavings,LexicographicPVShortfall,LexicographicSavingsShortfall
oos_experiment,shared_battery_mode_node_level_v1,SI-Drahi_10-d1-HOM-ULO-BHI-a047a14b77,TK-PB-Drahi_10-d1-HOM-ULO-8c325ce52d-r3,3,DETERMINISTIC_RH,LEXMMFPEA,pv,lexicographic_pv,1,206.65178311072722,0.2000000000000001,201.93068170500302,4.721101405724198,45437.69833470872,0.23583617733291362,37597.22214302175,7840.476191686976,207.03738939825263,-0.3856062875254054,3,4,206.65178311072694,21570.38836501786,206.65178311072694,21570.38836501786,206.65178311072694,21570.38836501786,1.9895196601282805e-13,16962.884051934074
oos_experiment,shared_battery_mode_node_level_v1,SI-Drahi_10-d1-HOM-ULO-BHI-a047a14b77,TK-PB-Drahi_10-d1-HOM-ULO-8c325ce52d-r3,3,DETERMINISTIC_RH,LEXMMFPEA,pv,lexicographic_pv,2,206.65178311072742,0.2000000000000003,205.80161874007874,0.8501643706486846,42132.75261615377,0.21868245271386977,38240.94291319683,3891.80970295694,205.44623506537445,1.2055480453529697,5,3,206.65178311072702,37994.25042703765,413.30356622145393,59564.63879205551,206.65178311072694,21570.38836501786,1.9895196601282805e-13,16962.884051934074
oos_experiment,shared_battery_mode_node_level_v1,SI-Drahi_10-d1-HOM-ULO-BHI-a047a14b77,TK-PB-Drahi_10-d1-HOM-ULO-8c325ce52d-r3,3,DETERMINISTIC_RH,LEXMMFPEA,pv,lexicographic_pv,3,206.65178311072694,0.19999999999999982,209.1386431812234,-2.486860070496448,37994.25042703765,0.19720230358801735,39146.884330782384,-1152.6339037447324,207.05022117061984,-0.3984380598928965,1,2,206.65178311072722,42132.75261615377,619.9553493321812,101697.39140820928,206.65178311072694,21570.38836501786,1.9895196601282805e-13,16962.884051934074
oos_experiment,shared_battery_mode_node_level_v1,SI-Drahi_10-d1-HOM-ULO-BHI-a047a14b77,TK-PB-Drahi_10-d1-HOM-ULO-8c325ce52d-r3,3,DETERMINISTIC_RH,LEXMMFPEA,pv,lexicographic_pv,4,206.65178311072702,0.1999999999999999,212.87801133974511,-6.226228229018091,45531.27234184166,0.2363218563384256,39773.9313157375,5757.341026104157,206.68496892502407,-0.033185814297041816,2,5,206.65178311072722,45437.69833470872,826.6071324429084,147135.089742918,206.65178311072694,21570.38836501786,1.9895196601282805e-13,16962.884051934074
oos_experiment,shared_battery_mode_node_level_v1,SI-Drahi_10-d1-HOM-ULO-BHI-a047a14b77,TK-PB-Drahi_10-d1-HOM-ULO-8c325ce52d-r3,3,DETERMINISTIC_RH,LEXMMFPEA,pv,lexicographic_pv,5,206.65178311072722,0.2000000000000001,203.50996058758543,3.1418225231417978,21570.38836501786,0.11195721002677367,37907.381382021216,-16336.993017003355,207.04010099436482,-0.38831788363759756,4,1,206.65178311072742,45531.27234184166,1033.258915553636,192666.36208475966,206.65178311072694,21570.38836501786,1.9895196601282805e-13,16962.884051934074
oos_experiment,shared_battery_mode_node_level_v1,SI-Drahi_10-d1-HOM-ULO-BHI-a047a14b77,TK-PB-Drahi_10-d1-HOM-ULO-8c325ce52d-r3,3,DETERMINISTIC_RH,LEXMMFSA,savings,lexicographic_savings,1,212.03444135229492,0.20520939927112428,201.93068170500302,10.103759647291895,35122.395661827526,0.18229645944306636,37597.22214302175,-2474.826481194221,207.03738939825263,4.997051954042291,4,2,181.1238921868047,33270.4477674388,181.1238921868047,33270.4477674388,181.1238921868047,33270.4477674388,25.527890923922428,5262.824649513132
oos_experiment,shared_battery_mode_node_level_v1,SI-Drahi_10-d1-HOM-ULO-BHI-a047a14b77,TK-PB-Drahi_10-d1-HOM-ULO-8c325ce52d-r3,3,DETERMINISTIC_RH,LEXMMFSA,savings,lexicographic_savings,2,222.359635820473,0.2152022426066649,205.80161874007874,16.55801708039425,41588.672625526844,0.21585850366153045,38240.94291319683,3347.729712330016,205.44623506537445,16.913400755098536,5,4,206.56973477780346,35122.395661827526,387.69362696460814,68392.84342926633,181.1238921868047,33270.4477674388,25.527890923922428,5262.824649513132
oos_experiment,shared_battery_mode_node_level_v1,SI-Drahi_10-d1-HOM-ULO-BHI-a047a14b77,TK-PB-Drahi_10-d1-HOM-ULO-8c325ce52d-r3,3,DETERMINISTIC_RH,LEXMMFSA,savings,lexicographic_savings,3,211.17121141625952,0.20437395529571675,209.1386431812234,2.0325682350361376,37658.45361301466,0.19545941079454018,39146.884330782384,-1488.4307177677256,207.05022117061984,4.120990245639689,3,3,211.17121141625952,37658.45361301466,598.8648383808677,106051.29704228099,181.1238921868047,33270.4477674388,25.527890923922428,5262.824649513132
oos_experiment,shared_battery_mode_node_level_v1,SI-Drahi_10-d1-HOM-ULO-BHI-a047a14b77,TK-PB-Drahi_10-d1-HOM-ULO-8c325ce52d-r3,3,DETERMINISTIC_RH,LEXMMFSA,savings,lexicographic_savings,4,206.56973477780346,0.19992059266879908,212.87801133974511,-6.308276561941653,45026.39241695183,0.23370136815654088,39773.9313157375,5252.461101214329,206.68496892502407,-0.11523414722060465,2,5,212.03444135229492,41588.672625526844,810.8992797331626,147639.96966780783,181.1238921868047,33270.4477674388,25.527890923922428,5262.824649513132
oos_experiment,shared_battery_mode_node_level_v1,SI-Drahi_10-d1-HOM-ULO-BHI-a047a14b77,TK-PB-Drahi_10-d1-HOM-ULO-8c325ce52d-r3,3,DETERMINISTIC_RH,LEXMMFSA,savings,lexicographic_savings,5,181.1238921868047,0.17529381015769488,203.50996058758543,-22.386068400780715,33270.4477674388,0.17268425794432213,37907.381382021216,-4636.933614582413,207.04010099436482,-25.91620880756011,1,1,222.359635820473,45026.39241695183,1033.2589155536357,192666.36208475966,181.1238921868047,33270.4477674388,25.527890923922428,5262.824649513132
