FormulationID,Replication,Controller,Fairness,Period,RealizedNode,SharedBatteryMode,AggregateCharge,AggregateDischarge,StateOfChargeBefore,StateOfChargeAfter,ChargingLinkResidual,DischargingLinkResidual,SimultaneousFlowFlag,SimultaneousFlowResidual,IntegralityResidual,BatteryTransitionResidual,StateOfChargeBoundResidual,TerminalResidual
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,NONE,1,1,1,-2.7755575615628914e-17,0.0,0.2,0.19999999999999998,0.0,0.0,false,0.0,0.0,2.7755575615628914e-17,2.7755575615628914e-17,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,NONE,2,1,1,0.0,0.0,0.19999999999999998,0.19999999999999998,0.0,0.0,false,0.0,0.0,2.7755575615628914e-17,2.7755575615628914e-17,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,NONE,3,1,1,4.0,0.0,0.19999999999999998,4.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,NONE,4,1,0,0.0,0.0,4.0,4.0,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,NONE,5,1,0,0.0,3.61,4.0,0.19999999999999973,0.0,0.0,false,0.0,0.0,4.440892098500626e-16,2.7755575615628914e-16,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,NONE,6,1,1,0.0,0.0,0.19999999999999973,0.19999999999999973,0.0,0.0,false,0.0,0.0,0.0,2.7755575615628914e-16,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,NONE,7,1,1,0.0,0.0,0.19999999999999973,0.19999999999999973,0.0,0.0,false,0.0,0.0,0.0,2.7755575615628914e-16,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,NONE,8,1,1,3.9999999999999996,0.0,0.19999999999999973,3.999999999999999,0.0,0.0,false,0.0,0.0,4.440892098500626e-16,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,NONE,9,1,0,0.0,0.0,3.999999999999999,3.999999999999999,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,NONE,10,1,1,4.0,0.0,3.999999999999999,7.799999999999999,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,NONE,11,1,0,0.0,0.0,7.799999999999999,7.799999999999999,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,NONE,12,1,0,0.0,0.0,7.799999999999999,7.799999999999999,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,NONE,13,1,1,0.0,0.0,7.799999999999999,7.799999999999999,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,NONE,14,1,1,0.0,0.0,7.799999999999999,7.799999999999999,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,NONE,15,1,1,4.0,0.0,7.799999999999999,11.599999999999998,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,NONE,16,1,1,0.0,0.0,11.599999999999998,11.599999999999998,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,NONE,17,1,1,0.0,0.0,11.599999999999998,11.599999999999998,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,NONE,18,1,0,0.0,2.439999999999996,11.599999999999998,9.031578947368423,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,NONE,19,1,1,0.0,0.0,9.031578947368423,9.031578947368423,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,NONE,20,1,0,0.0,4.0,9.031578947368423,4.82105263157895,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,NONE,21,1,1,3.999999999999998,0.0,4.82105263157895,8.621052631578948,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
shared_battery_mode_node_level_v1,1,DETERMINISTIC_RH,NONE,22,1,0,0.0,4.0,8.621052631578948,4.4105263157894745,0.0,0.0,false,0.0,0.0,0.0,0.0,0.0
