Replication,Period,Controller,Fairness,FormulationID,Phase,PhaseLabel,TerminationStatus,PrimalStatus,Objective,ObjectiveBound,BuildTimeSec,SolveWallTimeSec,SolverTimeSec,BinaryVariables,ContinuousVariables,TotalVariables,Constraints,Nonzeros,ExpectedModeNodes,GeneratedModeBinaries,UniquePolicyModes,LegacyHouseholdModeBinaries,LookaheadNodes,LookaheadScenarios,PresolveReducedVariables,PresolveReducedConstraints,RootRelaxation,BranchAndBoundNodes,FinalGap,PeakMemoryMB,MaxPhysicalResidual,FairnessResidual,FailureMessage
1,1,DETERMINISTIC_RH,NONE,shared_battery_mode_node_level_v1,0,single_solve,OPTIMAL,FEASIBLE_POINT,588331.2190086918,588331.219008692,0.0014500617980957031,0.005530118942260742,0.0045299530029296875,24,744,768,1153,1539,24,24,24,120,24,1,0,0,NaN,0,0.0,NaN,2.7755575615628914e-17,0.0,
1,2,DETERMINISTIC_RH,NONE,shared_battery_mode_node_level_v1,0,single_solve,OPTIMAL,FEASIBLE_POINT,550958.8049416151,550958.8049416151,0.0014290809631347656,0.005178928375244141,0.004209995269775391,23,713,736,1105,1478,23,23,23,115,23,1,0,0,NaN,0,0.0,NaN,2.7755575615628914e-17,0.0,
1,3,DETERMINISTIC_RH,NONE,shared_battery_mode_node_level_v1,0,single_solve,OPTIMAL,FEASIBLE_POINT,512531.42134599097,512531.42134599097,0.002001047134399414,0.00468897819519043,0.0037550926208496094,22,682,704,1057,1417,22,22,22,110,22,1,0,0,NaN,0,0.0,NaN,0.0,0.0,
1,4,DETERMINISTIC_RH,NONE,shared_battery_mode_node_level_v1,0,single_solve,OPTIMAL,FEASIBLE_POINT,471756.4635092797,471756.4635092797,0.0013260841369628906,0.005311012268066406,0.004426002502441406,21,651,672,1009,1356,21,21,21,105,21,1,0,0,NaN,0,0.0,NaN,0.0,0.0,
1,5,DETERMINISTIC_RH,NONE,shared_battery_mode_node_level_v1,0,single_solve,OPTIMAL,FEASIBLE_POINT,415734.7604897112,415734.7604897112,0.0014910697937011719,0.004353046417236328,0.0034360885620117188,20,620,640,961,1295,20,20,20,100,20,1,0,0,NaN,0,0.0,NaN,1.4210854715202004e-14,0.0,
1,6,DETERMINISTIC_RH,NONE,shared_battery_mode_node_level_v1,0,single_solve,OPTIMAL,FEASIBLE_POINT,377802.2559078231,377802.2559078231,0.001238107681274414,0.0038690567016601562,0.0030939579010009766,19,589,608,913,1229,19,19,19,95,19,1,0,0,NaN,0,0.0,NaN,2.7755575615628914e-16,0.0,
1,7,DETERMINISTIC_RH,NONE,shared_battery_mode_node_level_v1,0,single_solve,OPTIMAL,FEASIBLE_POINT,337879.41946785967,337879.41946785967,0.0011701583862304688,0.003980875015258789,0.0032761096954345703,18,558,576,865,1163,18,18,18,90,18,1,0,0,NaN,0,0.0,NaN,2.7755575615628914e-16,0.0,
1,8,DETERMINISTIC_RH,NONE,shared_battery_mode_node_level_v1,0,single_solve,OPTIMAL,FEASIBLE_POINT,325357.7894202508,325357.7894202508,0.0011301040649414062,0.004119873046875,0.003443002700805664,17,527,544,817,1097,17,17,17,85,17,1,0,0,NaN,0,0.0,NaN,4.440892098500626e-16,0.0,
1,9,DETERMINISTIC_RH,NONE,shared_battery_mode_node_level_v1,0,single_solve,OPTIMAL,FEASIBLE_POINT,303867.5649750747,303867.5649750747,0.0011420249938964844,0.0040509700775146484,0.003398895263671875,16,496,512,769,1031,16,16,16,80,16,1,0,0,NaN,0,0.0,NaN,0.0,0.0,
1,10,DETERMINISTIC_RH,NONE,shared_battery_mode_node_level_v1,0,single_solve,OPTIMAL,FEASIBLE_POINT,303493.7940425442,303493.7940425442,0.0011410713195800781,0.0042760372161865234,0.0036139488220214844,15,465,480,721,965,15,15,15,75,15,1,0,0,NaN,0,0.0,NaN,0.0,0.0,
