ExperimentID,Replication,Controller,Fairness,FormulationID,Resource,House,Demand,PVAllocation,DemandNormalizedPV,ChargeContribution,DischargeAllocation,GridImport,GridExport,OperatingCost,AllGridBenchmark,Savings,SavingsRatio,PVOrderStatistic,SavingsOrderStatistic
oos_timing_probe,1,DETERMINISTIC_RH,NONE,shared_battery_mode_node_level_v1,none,1,781.0438377843057,40.34238391624099,0.051651881705751336,2.0,14.439999999999996,728.2614538680646,0.0,141125.30606192249,151113.29318886725,9987.987126944761,0.06609601919310559,3,3
oos_timing_probe,1,DETERMINISTIC_RH,NONE,shared_battery_mode_node_level_v1,none,2,844.7698718239377,14.454081925816517,0.01711008217493457,7.333333333333332,3.61,834.0391232314547,0.0,162416.3848259869,164705.42935623997,2289.0445302530716,0.013897808585909555,1,1
oos_timing_probe,1,DETERMINISTIC_RH,NONE,shared_battery_mode_node_level_v1,none,3,791.031738026103,34.63140257298023,0.043780041821580414,2.0,0.0,758.4003354531228,0.0,147305.80466375896,153754.50140871128,6448.696744952322,0.041941515115777664,2,2
oos_timing_probe,1,DETERMINISTIC_RH,NONE,shared_battery_mode_node_level_v1,none,4,1122.450468969146,1054.3167334127368,0.9392991161391888,5.333333333333332,0.0,73.46706888974254,0.0,13338.096096657793,219051.954668137,205713.8585714792,0.9391098969335153,5,5
oos_timing_probe,1,DETERMINISTIC_RH,NONE,shared_battery_mode_node_level_v1,none,5,801.1235198026596,181.74228064318982,0.2268592497296276,3.3333333333333326,0.0,622.7145724928032,0.0,124294.45844093141,156627.62610021885,32333.167659287443,0.20643336341316268,4,4
oos_timing_probe,1,TWO_STAGE_RH,NONE,shared_battery_mode_node_level_v1,none,1,781.0438377843057,49.0962935847214,0.06285984372400863,3.3333333333333335,14.44,720.8408775329176,0.0,139807.337499037,151113.29318886725,11305.95568983024,0.07481774403327719,2,2
oos_timing_probe,1,TWO_STAGE_RH,NONE,shared_battery_mode_node_level_v1,none,2,844.7698718239377,78.29757652803875,0.09268509583442755,3.333333333333334,3.61,766.1956286292324,0.0,149756.1102982662,164705.42935623997,14949.319057973771,0.09076397248350579,3,3
oos_timing_probe,1,TWO_STAGE_RH,NONE,shared_battery_mode_node_level_v1,none,3,791.031738026103,28.544159571166485,0.03608472100297013,7.333333333333334,0.0,769.8209117882699,0.0,149368.21322664444,153754.50140871128,4386.288182066841,0.02852786839981471,1,1
oos_timing_probe,1,TWO_STAGE_RH,NONE,shared_battery_mode_node_level_v1,none,4,1122.450468969146,1055.6500667460703,0.9404869933508737,2.6666666666666674,0.0,69.46706888974254,0.0,12593.656096657793,219051.954668137,206458.29857147922,0.9425083601023458,5,5
oos_timing_probe,1,TWO_STAGE_RH,NONE,shared_battery_mode_node_level_v1,none,5,801.1235198026596,113.89878604096756,0.14217381368234475,3.333333333333334,0.0,690.5580670950254,0.0,136954.73296865207,156627.62610021885,19672.893131566787,0.12560295792888415,4,4
oos_timing_probe,1,MULTISTAGE_RH,NONE,shared_battery_mode_node_level_v1,none,1,781.0438377843057,27.210826237833153,0.034839051179285714,1.0,8.0,746.8330115464723,0.0,144204.7750068004,151113.29318886725,6908.518182066851,0.04571747485796843,1,1
oos_timing_probe,1,MULTISTAGE_RH,NONE,shared_battery_mode_node_level_v1,none,2,844.7698718239377,104.74459412045441,0.12399186762461233,6.333333333333332,3.61,742.7486110368167,0.0,145403.80704710475,164705.42935623997,19301.622309135215,0.11718874347115722,4,4
