ExperimentID,Replication,Controller,Fairness,FormulationID,FormulationVariant,Resource,CompletionStatus,PeriodsCompleted,HorizonCovered,TotalOperatingCost,AllGridBenchmark,TotalSavings,TerminalStateOfCharge,TerminalResidual,TotalPV,TotalGridImport,TotalGridExport,AggregateBatteryCharge,AggregateBatteryDischarge,ChargingPeriods,DischargingPeriods,IdlePeriods,RealizedAlpha,MaxPVRelativeDeviation,MeanPVRelativeDeviation,RealizedGamma,MaxSavingsRelativeDeviation,MeanSavingsRelativeDeviation,MinHouseholdPV,MinHouseholdSavings,MaxFairnessResidual,MaxPhysicalResidual,MaxSimultaneousFlow,MaxModeLinkResidual,MaxIntegralityResidual,PEAToleranceActivations,PEAToleranceActivationRate,PEAToleranceMeanActive,PEAToleranceMeanAllPeriods,PEAToleranceMax,PEAStrictFeasiblePeriods,TotalBuildTimeSec,TotalSolveTimeSec,OptimizationFailures,PhysicalViolations,FailureMessage
oos_timing_probe,1,DETERMINISTIC_RH,NONE,shared_battery_mode_node_level_v1,aggregate_only,none,completed,24,1.0,588480.0500892575,845252.8047221744,256772.75463291683,0.20000000000000107,1.0547118733938987e-15,1325.4868824709642,3016.882553935188,0.0,19.999999999999996,18.049999999999997,5,5,14,0.30538221061153054,2.0758147773514186,0.9928833048303594,0.30378219770275156,2.0913921356656546,1.0020914953174214,14.454081925816517,2289.0445302530716,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.025862693786621094,0.08796501159667969,0,0,
oos_timing_probe,1,TWO_STAGE_RH,NONE,shared_battery_mode_node_level_v1,aggregate_only,none,completed,24,1.0,588480.0500892575,845252.8047221744,256772.75463291685,0.20000000000000107,1.0547118733938987e-15,1325.4868824709642,3016.882553935188,0.0,20.0,18.05,5,5,14,0.30538221061153054,2.0797045822267783,0.9973273478453336,0.30378219770275156,2.1025793059295155,1.0100278567780094,28.544159571166485,4386.288182066841,0.0,1.4210854715202004e-14,0.0,1.7763568394002505e-15,0.0,0,0.0,0.0,0.0,0.0,0,1.4632866382598877,4.319903612136841,0,0,
oos_timing_probe,1,MULTISTAGE_RH,NONE,shared_battery_mode_node_level_v1,aggregate_only,none,completed,24,1.0,588480.0500892575,845252.8047221744,256772.75463291683,0.20000000000000107,1.0547118733938987e-15,1325.4868824709645,3016.882553935188,0.0,19.999999999999996,18.049999999999997,5,5,14,0.3053822106115306,2.075814777351418,0.9968359633655602,0.30378219770275156,2.092618390425651,1.0064498080842088,27.210826237833153,6908.518182066851,0.0,1.4210854715202004e-14,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.061396121978759766,0.31996631622314453,0,0,
oos_timing_probe,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,shared_battery_mode_node_level_v1,aggregate_only,pv,completed,24,1.0,588480.0500892575,845252.8047221744,256772.75463291683,0.20000000000000107,1.0547118733938987e-15,1325.4868824709642,3016.8825539351874,0.0,20.000000000000004,18.049999999999997,5,5,14,0.30538221061153054,2.0758147773514186,0.9966124153634561,0.30378219770275156,2.0985047739367935,1.0089065480591555,37.286787129844356,5808.212331496965,0.0,1.4210854715202004e-14,0.0,8.881784197001252e-16,0.0,0,0.0,0.0,0.0,0.0,0,0.025449752807617188,0.07707571983337402,0,0,
oos_timing_probe,1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,shared_battery_mode_node_level_v1,aggregate_only,pv,completed,24,1.0,588480.0500892575,845252.8047221744,256772.75463291683,0.20000000000000107,1.0547118733938987e-15,1325.4868824709642,3016.8825539351874,0.0,20.000000000000007,18.050000000000004,5,5,14,0.30538221061153054,2.0758147773514186,0.9966124153634561,0.30378219770275156,2.0985047739367935,1.0089432290694478,37.286787129844356,7579.6679314969515,0.0,1.4210854715202004e-14,0.0,4.440892098500626e-15,0.0,0,0.0,0.0,0.0,0.0,0,1.428335428237915,4.877192258834839,0,0,
oos_timing_probe,1,MULTISTAGE_RH,STATIC_DEMAND_SHARE,shared_battery_mode_node_level_v1,aggregate_only,pv,completed,24,1.0,588480.0500892575,845252.8047221744,256772.75463291685,0.20000000000000107,1.0547118733938987e-15,1325.4868824709642,3016.8825539351874,0.0,20.0,18.049999999999997,5,5,14,0.30538221061153054,2.0758147773514186,0.9966124153634561,0.30378219770275156,2.0879547752639107,1.0040120585514198,37.286787129844356,7379.892331496958,0.0,1.4210854715202004e-14,0.0,8.881784197001252e-16,0.0,0,0.0,0.0,0.0,0.0,0,0.07584691047668457,0.4046046733856201,0,0,
oos_timing_probe,1,DETERMINISTIC_RH,PEA,shared_battery_mode_node_level_v1,aggregate_only,pv,completed,24,1.0,707895.4010533922,845252.8047221744,137357.40366878218,0.1999999999999975,2.4980018054066022e-15,1325.4868824709645,3692.7433408088177,674.3007868736298,36.0,32.49000000000001,9,9,6,0.3053822106115306,0.039089992539749104,0.016174801736501137,0.162504522790587,1.113141224232171,0.6948537618300124,232.12416778049965,1691.3416515708377,14.969848352974338,3.979039320256561e-13,0.0,8.881784197001252e-16,0.0,11,0.4583333333333333,9.460068261199565,4.335864619716468,14.96984835297434,13,0.02462029457092285,0.3655858039855957,0,0,
oos_timing_probe,1,TWO_STAGE_RH,PEA,shared_battery_mode_node_level_v1,aggregate_only,pv,completed,24,1.0,707493.292840496,845252.8047221744,137759.51188167825,0.20000000000000107,1.0547118733938987e-15,1325.4868824709645,3691.779433225759,673.3368792905713,36.0,32.49000000000001,9,9,6,0.3053822106115306,0.025701931578662827,0.018719642499625985,0.1629802481719754,1.118506314626408,0.5391938730207586,236.74888048846378,9781.128219696024,17.949498536694193,2.842170943040401e-14,0.0,8.881784197001252e-16,0.0,11,0.4583333333333333,8.882778743049005,4.071273590564128,17.949498536694197,13,4.6772871017456055,6.385801076889038,0,0,
oos_timing_probe,1,MULTISTAGE_RH,PEA,shared_battery_mode_node_level_v1,aggregate_only,pv,completed,24,1.0,709365.3949985531,845252.8047221744,135887.40972362127,0.20000000000000107,1.0547118733938987e-15,1325.4868824709642,3693.371872951405,674.9293190162168,36.0,32.49000000000001,9,9,6,0.30538221061153054,0.06617912322565042,0.025176218279751805,0.16076540528994282,1.0940799000686015,0.6748248197187051,225.58032718404067,3697.676958743832,19.316037594688027,1.7053025658242404e-13,0.0,8.881784197001252e-16,0.0,9,0.375,13.371989688634873,5.014496133238077,19.316037594688027,15,0.11626529693603516,0.41858434677124023,0,0,
oos_timing_probe,1,DETERMINISTIC_RH,SA,shared_battery_mode_node_level_v1,aggregate_only,savings,completed,24,1.0,767923.4128348686,845252.8047221744,77329.39188730571,0.20000000000001794,1.7930101847696278e-14,1325.4868824709647,4003.11311035008,983.8592267750035,44.32132963988918,39.99999999999997,12,10,2,0.30538221061153065,0.8468010426730466,0.6135611411164797,0.09148670250520263,7.233347927918733e-5,5.2314433606353955e-5,130.4775035133363,13825.85689855137,1.0000000000836735,2.842170943040401e-14,0.0,2.842170943040401e-14,0.0,0,0.0,0.0,0.0,0.0,0,0.032843589782714844,0.33222246170043945,0,0,
