ExperimentID,FormulationID,Controller,Fairness,Resource,Replications,CompletedReplications,PeriodsSolved,ConfigPEAToleranceActivations,ConfigPEAToleranceActivationRate,ConfigPEAToleranceMeanActive,ConfigPEAToleranceMeanAllPeriods,ConfigPEAToleranceMax,ConfigPEAStrictFeasiblePeriods
oos_timing_probe,shared_battery_mode_node_level_v1,DETERMINISTIC_RH,NONE,none,10,10,240,0,0.0,0.0,0.0,0.0,0
oos_timing_probe,shared_battery_mode_node_level_v1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,pv,10,10,240,0,0.0,0.0,0.0,0.0,0
oos_timing_probe,shared_battery_mode_node_level_v1,DETERMINISTIC_RH,PEA,pv,10,10,240,100,0.4166666666666667,15.026472416919605,6.261030173716502,32.15733912684948,140
oos_timing_probe,shared_battery_mode_node_level_v1,DETERMINISTIC_RH,SA,savings,10,10,240,0,0.0,0.0,0.0,0.0,0
oos_timing_probe,shared_battery_mode_node_level_v1,DETERMINISTIC_RH,LEXMMFPEA,pv,10,10,240,0,0.0,0.0,0.0,0.0,0
oos_timing_probe,shared_battery_mode_node_level_v1,DETERMINISTIC_RH,LEXMMFSA,savings,10,10,240,0,0.0,0.0,0.0,0.0,0
oos_timing_probe,shared_battery_mode_node_level_v1,TWO_STAGE_RH,NONE,none,10,10,240,0,0.0,0.0,0.0,0.0,0
oos_timing_probe,shared_battery_mode_node_level_v1,TWO_STAGE_RH,STATIC_DEMAND_SHARE,pv,10,10,240,0,0.0,0.0,0.0,0.0,0
oos_timing_probe,shared_battery_mode_node_level_v1,TWO_STAGE_RH,PEA,pv,10,10,240,99,0.4125,16.29737282268207,6.722666289356355,35.84612286193732,141
oos_timing_probe,shared_battery_mode_node_level_v1,TWO_STAGE_RH,SA,savings,10,10,240,0,0.0,0.0,0.0,0.0,0
oos_timing_probe,shared_battery_mode_node_level_v1,TWO_STAGE_RH,LEXMMFPEA,pv,10,10,240,0,0.0,0.0,0.0,0.0,0
oos_timing_probe,shared_battery_mode_node_level_v1,TWO_STAGE_RH,LEXMMFSA,savings,10,9,220,0,0.0,0.0,0.0,0.0,0
oos_timing_probe,shared_battery_mode_node_level_v1,MULTISTAGE_RH,NONE,none,10,10,240,0,0.0,0.0,0.0,0.0,0
oos_timing_probe,shared_battery_mode_node_level_v1,MULTISTAGE_RH,STATIC_DEMAND_SHARE,pv,10,10,240,0,0.0,0.0,0.0,0.0,0
oos_timing_probe,shared_battery_mode_node_level_v1,MULTISTAGE_RH,PEA,pv,10,10,240,93,0.3875,20.311098082192697,7.87055050684967,50.35047218769637,147
oos_timing_probe,shared_battery_mode_node_level_v1,MULTISTAGE_RH,SA,savings,10,10,240,0,0.0,0.0,0.0,0.0,0
oos_timing_probe,shared_battery_mode_node_level_v1,MULTISTAGE_RH,LEXMMFPEA,pv,10,10,240,0,0.0,0.0,0.0,0.0,0
oos_timing_probe,shared_battery_mode_node_level_v1,MULTISTAGE_RH,LEXMMFSA,savings,10,10,240,0,0.0,0.0,0.0,0.0,0
