InstanceNo,InstanceFile,NBstage,Childs,Periods,#scen,Theta,Avg_d,Dev_d,J,Fairness,House,InstFolder,Status,PVReceivedExpected,PVReceivedMin,PVReceivedMax,CostExpected,CostMin,CostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,10.0,5,LEXMMFSA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,261.47463852278423,84.11709914883043,406.692714897706,139897.13418511336,133190.3364179468,153785.3773229272,0.47024174991703827,4.7817616879045194e-5,1.2214633919389675,22.387316942214966,10.0
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,10.0,5,LEXMMFSA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,84.66081809160895,25.6348083167984,144.960372368585,178546.67898842526,133654.5331148155,280354.8750827305,0.12208477305958199,4.124277199392684e-6,0.5608894439673859,22.387316942214966,10.0
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,10.0,5,LEXMMFSA,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,257.1455269108129,65.61972784284106,447.95263586352,138575.1683018686,117090.72343605697,160743.29930185465,0.23036723808653226,6.207454284194569e-5,0.9145997807948832,22.387316942214966,10.0
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,10.0,5,LEXMMFSA,4,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,267.81031454824307,102.92175689496229,484.7436286826425,147092.71917743664,133641.22755730918,163098.8102444747,0.4646896736426215,1.9307052395818393e-5,1.0318480373407386,22.387316942214966,10.0
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,10.0,5,LEXMMFSA,5,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,265.5140477047887,74.53321444302294,461.53804577301526,146251.90016397246,138811.24825905781,153383.32300475705,0.3445062965651797,4.610636835217182e-5,0.8392138106191641,22.387316942214966,10.0
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,20.0,5,LEXMMFSA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,163.00647433084117,70.17913008573954,275.3186104601979,130096.04809765129,100567.7681265631,159340.06370054337,0.2756078206951705,4.038264858905871e-5,0.8727131362928584,31.683329105377197,19.86
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,20.0,5,LEXMMFSA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,141.64592597057725,76.29479555800913,216.9247030242762,130270.92564258668,98623.53909434978,166263.883661209,0.23156663458242044,0.00010562894880841774,0.7955845584217138,31.683329105377197,19.86
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,20.0,5,LEXMMFSA,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,325.586137110692,143.3220919970705,591.1843700779751,143001.59346157085,95214.59899242605,185625.99597094776,0.3971369539855657,0.0001559210296153233,0.8718797324461325,31.683329105377197,19.86
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,20.0,5,LEXMMFSA,4,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,328.9491817305334,144.91437722409273,584.0489363008983,142952.92460741242,97695.72652212028,186819.19032089665,0.4213815902417803,6.60788788507138e-5,0.9066842142979146,31.683329105377197,19.86
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,20.0,5,LEXMMFSA,5,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,343.8324000529548,177.5841447198442,556.146425498251,130804.83894181666,120269.94638258523,138758.10583826754,0.288197557224832,9.629795274880118e-6,0.9422703814609062,31.683329105377197,19.86
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,10.0,5,LEXMMFSA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,428.73166867813603,2.2520167150752686,1125.8890203332512,138386.10042891,91479.09142527882,171927.73785190633,0.49668749832036885,6.72571025575004e-5,2.904651205699887,34.39283299446106,18.01
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,10.0,5,LEXMMFSA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,123.91458132905295,2.0562778584758057,318.616869430233,160861.730322375,129669.87216017093,263764.6145148527,0.2549928706828954,6.399135944230711e-6,1.133665244242866,34.39283299446106,18.01
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,10.0,5,LEXMMFSA,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,114.20793219307588,1.9430253109518232,283.6687287865036,163838.02654944727,128208.559317663,267950.8558202443,0.23161532164924598,8.646755905777713e-6,1.060047198575676,34.39283299446106,18.01
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,10.0,5,LEXMMFSA,4,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,505.8993963092394,25.752178749238272,1183.1447158503852,135557.9559326768,103895.79023026337,159417.31837703811,0.7300162628477691,1.1361045938583007e-5,3.321043132393927,34.39283299446106,18.01
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,10.0,5,LEXMMFSA,5,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,445.90085187587357,2.5320499972827686,1060.1001643181542,136652.42090588968,116596.47160983874,160240.06171653842,0.6716095709018562,0.00047786683892342944,2.701057717757213,34.39283299446106,18.01
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,20.0,5,LEXMMFSA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,104.84518972053054,3.9847175025377983,301.64421772628276,153467.770998595,113327.90681689816,274240.02258978924,0.26099070086351284,3.369715952352904e-5,1.2239722494551688,23.5704402923584,12.19
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,20.0,5,LEXMMFSA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,349.2947442538173,64.69002828852639,902.8253040599833,134344.7457501636,110568.51578791851,153127.492123728,0.5982675517958628,9.53769064653248e-5,3.341041274480792,23.5704402923584,12.19
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,20.0,5,LEXMMFSA,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,342.25911613557514,4.919998748696163,1028.7674927394555,144523.48302965946,129339.47529754152,165826.13519676155,0.5105287557882442,0.00021577838395985642,1.8680250195229589,23.5704402923584,12.19
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,20.0,5,LEXMMFSA,4,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,99.94142863030937,3.545981995582101,300.727298014236,154495.23369980446,109384.52284726691,260638.08405786913,0.24421570255800296,4.084371324585164e-6,0.9931408413626827,23.5704402923584,12.19
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,20.0,5,LEXMMFSA,5,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,374.7470458448889,13.551530439242816,1105.013406104906,147569.76507266553,135628.78226850397,160729.003017398,0.4120842122460557,0.0005691256337070052,0.8238214292969653,23.5704402923584,12.19
