InstanceNo,InstanceFile,NBstage,Childs,Periods,#scen,Theta,Avg_d,Dev_d,J,Fairness,House,InstFolder,Status,PVReceivedExpected,PVReceivedMin,PVReceivedMax,CostExpected,CostMin,CostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,10.0,5,PEA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,208.0826282049296,56.01530655158769,380.35596552997947,142452.32469725798,135610.37920486712,147401.7251576263,0.08648451147319823,4.125539928119681e-6,0.26503634568052997,32.037997007369995,14.09
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,10.0,5,PEA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,285.8759607514656,84.1786429897295,495.29323582061187,139372.16045064625,104113.26589492006,212912.39572680538,0.09800991368101362,1.785666874821281e-5,0.5920622352950047,32.037997007369995,14.09
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,10.0,5,PEA,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,213.9784908667674,52.45084804207621,368.7503929786133,133317.12595259846,109212.3842825603,159981.1630456918,0.09904565494364717,2.920481620119232e-5,0.4288945451572624,32.037997007369995,14.09
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,10.0,5,PEA,4,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,216.31625566876448,112.52445090358536,317.8330227505074,140852.94534955328,132163.06253620656,151074.21259714683,0.0634163152266936,1.4702088349446873e-5,0.5153832322798153,32.037997007369995,14.09
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,10.0,5,PEA,5,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,212.35201028630897,47.65735815947636,394.064002392711,150916.13733769665,144297.97430095624,155682.64664844208,0.12248057546875595,2.019856581529168e-5,0.5527340447934833,32.037997007369995,14.09
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,20.0,5,PEA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,265.8514009044109,103.96175625817457,491.12826953568026,109331.74459314912,76231.85311135571,136710.3903569085,0.06449147440217542,2.631994277052971e-6,0.2683900012470993,21.856603145599365,11.79
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,20.0,5,PEA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,263.5011815324083,134.44355047230138,445.42630746804144,105350.40069371683,74949.85115286356,151293.5621125689,0.06132513471302458,3.5985205345269312e-6,0.30223143098614647,21.856603145599365,11.79
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,20.0,5,PEA,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,258.354788615957,125.84099585263286,512.7037236028874,146050.73816545168,104840.28375619143,186229.2235294263,0.09609410546162038,5.260643161940247e-6,0.5459552538444289,21.856603145599365,11.79
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,20.0,5,PEA,4,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,257.46177375697533,95.49438691070638,448.53054990032274,141346.4648087346,95477.58386199258,184689.8794613479,0.09965765470042477,4.238099964561972e-6,0.6260438982024753,21.856603145599365,11.79
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,20.0,5,PEA,5,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,257.85097438583733,130.9150410060111,353.04555590567264,124014.22518488762,112393.46853367383,131455.164719423,0.09924822911635832,1.542569374434802e-5,0.32464779483165584,21.856603145599365,11.79
