InstanceNo,InstanceFile,NBstage,Childs,Periods,#scen,Theta,Avg_d,Dev_d,J,Fairness,InstFolder,Status,ExpectedCost,ScenarioCostExpected,ScenarioCostMin,ScenarioCostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,10.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,767401.0782581776,767401.078258234,706020.7022685756,880126.8247009728,0.13963540408153982,7.73524872408612e-6,0.94783654588214,19.14839768409729,8.21
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,20.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,721159.1712579522,721159.1712579603,642438.2942768242,807048.8513860209,0.16349203264657652,9.87442612673204e-6,0.8476381477057168,19.179058074951172,11.38
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,10.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,772875.2550560958,772875.2550560418,696480.8834690208,951004.9548832751,0.3010847585165674,1.1306403516840631e-5,2.102467868122941,20.947865962982178,12.43
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,20.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,746930.8443971546,746930.8443971497,698028.8174098944,962454.4485305033,0.1754094378370508,8.617408144432037e-5,1.0995069576721617,16.2356219291687,7.47
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,10.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.4435651227655397e6,1.443565122765536e6,1.3725248446071374e6,1.5250360387236814e6,0.36336717017427766,4.577567131402646e-6,2.321314693679321,36.64369511604309,16.94
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,20.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.5457232166268067e6,1.545723216626807e6,1.4131292859642515e6,1.657043127389813e6,0.4365238753520333,1.6951050227657606e-6,3.0531902139021025,43.34181499481201,24.97
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,10.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.500452565790031e6,1.5004525657900323e6,1.4378652967837644e6,1.6731696689137935e6,0.335761070539587,4.174748337133185e-6,2.3252128765563955,63.449970722198486,40.22
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,20.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.5021985055986762e6,1.5021985055986666e6,1.3915605854087628e6,1.627512858384079e6,0.4704312006285662,3.6150998222138008e-6,30.303404705402716,84.58359789848328,48.22
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,10.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,770762.8903085,770762.8903085056,721068.9646761762,823442.449309316,0.16978709879725126,1.161779883396613e-6,1.5881248120770992,41.083783864974976,23.83
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,20.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,746546.487577121,746546.4875771223,664138.6224344218,830655.6261981791,0.25541134697095114,6.101866496768614e-6,2.350881736075014,20.794721841812134,11.05
2,Drahi_2.csv,6,6,4,7776,0.6,100.0,10.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,747234.8577935812,747234.8577935712,681330.3194480982,801697.6113036787,0.5638667454308116,6.325213231525525e-6,26.374369851841276,20.537235021591187,12.0
2,Drahi_2.csv,6,6,4,7776,0.6,100.0,20.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,701059.5023859917,701059.5023860105,639834.727666882,766917.7364574935,0.12896416181611187,2.4606205275183944e-5,0.8204641872324675,17.886351823806763,8.14
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,10.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.4786746426348174e6,1.4786746426348255e6,1.4144299505756353e6,1.5435468718879193e6,0.5183904113019966,1.2327315481073266e-5,4.0913964653402335,40.29470992088318,20.94
