InstanceNo,InstanceFile,NBstage,Childs,Periods,#scen,Theta,Avg_d,Dev_d,J,Fairness,House,InstFolder,Status,PVReceivedExpected,PVReceivedMin,PVReceivedMax,CostExpected,CostMin,CostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,10.0,5,PEA,1,inst/inst2020,true,214.22630678621226,2.7172109623625365,522.9362049607053,120886.43461126725,60617.43698432282,156122.09365259978,0.4570829525971206,0.0009145345416282853,1.7271923279544412,3.9568159580230713,0.91
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,10.0,5,PEA,2,inst/inst2020,true,216.15787674776684,22.30068760246701,524.4322250407165,121805.2312228895,85807.79805733472,158906.1618069636,0.40344190207502384,0.007933428649065625,0.9421964741498025,3.9568159580230713,0.91
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,10.0,5,PEA,3,inst/inst2020,true,211.692512471023,47.66099172298813,405.65728180155554,137712.20929196937,112517.75974487088,161455.24152107452,0.20181492619470426,2.6915739434747738e-5,0.7513906543632014,3.9568159580230713,0.91
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,10.0,5,PEA,4,inst/inst2020,true,220.95828429379486,113.5119201835749,360.6196502037734,134201.1250091882,126853.54462844349,141548.43661884466,0.11417504601372505,0.00010257329256264963,0.418299837060122,3.9568159580230713,0.91
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,10.0,5,PEA,5,inst/inst2020,true,209.91539055632114,60.013013553742,437.3636215548444,118468.60032546832,83227.69066049454,152747.7844737188,0.34132111610278437,8.52581172393108e-5,0.8588671179833103,3.9568159580230713,0.91
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,5,PEA,1,inst/inst2020,true,224.2630677079567,72.07797320046966,355.12424375385484,160993.3269348795,124358.42294738532,196889.37727451933,0.14424514536027078,5.040405996434636e-6,0.5806420321311354,1.8981571197509766,1.0899999999999999
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,5,PEA,2,inst/inst2020,true,223.8517220003426,47.61865391442113,498.225074775602,145204.33238834536,101088.59178180879,189752.21609055152,0.2567164656285382,0.0009948361979440312,1.1847054402669317,1.8981571197509766,1.0899999999999999
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,5,PEA,3,inst/inst2020,true,228.09441727542202,44.847464149900595,553.2144722102144,112465.31714244798,70863.2075158042,148910.23454769453,0.30663216060412213,4.1058196815391335e-5,0.7781949308094773,1.8981571197509766,1.0899999999999999
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,5,PEA,4,inst/inst2020,true,236.667362716676,53.49044357903888,466.1273329445248,114562.61989095852,85846.35201790661,149452.6950157823,0.27968149450429336,0.000479339109207247,0.9436770126380356,1.8981571197509766,1.0899999999999999
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,5,PEA,5,inst/inst2020,true,234.96505943079404,99.42083598729043,344.95434418437,130095.59381909225,117936.93768463869,145682.7237603001,0.15871314265385267,0.0007872987869104513,0.6183874275113351,1.8981571197509766,1.0899999999999999
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,10.0,5,PEA,1,inst/inst2020,true,239.97991479922388,2.8542629675430864,570.8732319239167,141869.14001347867,110699.26758150528,160867.44936937315,0.21788018082291255,0.0002453397881853489,2.9603754713276254,1.3861420154571533,0.5700000000000001
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,10.0,5,PEA,2,inst/inst2020,true,458.5994324292776,2.8542629675430993,1040.1260305946903,183918.88626234117,98690.43720615195,356315.45902464824,0.4096673821468998,0.0023587619984154345,1.828401768768069,1.3861420154571533,0.5700000000000001
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,10.0,5,PEA,3,inst/inst2020,true,238.7585740708987,2.8542629675430864,579.7436658939629,140229.11904788055,102009.35086132615,158587.57432293642,0.21574876657532038,6.023553155146198e-5,2.3158462815350176,1.3861420154571533,0.5700000000000001
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,10.0,5,PEA,4,inst/inst2020,true,239.14423089261697,2.8542629675430864,536.8045450436025,140779.76610353144,112255.69194096036,161463.1317615278,0.20014470036902282,7.567952865168367e-5,1.4002439125397073,1.3861420154571533,0.5700000000000001
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,10.0,5,PEA,5,inst/inst2020,true,238.44185850715203,2.8542629675430864,671.7300888482773,141404.7352807877,111887.3017741429,160386.96518030754,0.2184707198993554,0.0004804080143226943,2.565182445502881,1.3861420154571533,0.5700000000000001
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,20.0,5,PEA,1,inst/inst2020,true,224.90779442299396,2.49514618479197e-7,565.4211274081226,146383.1081473815,99051.59849331884,196446.3254301004,0.5026438493493512,4.580510951763465e-5,2.5779578821802698,1.9603607654571533,1.0
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,20.0,5,PEA,2,inst/inst2020,true,239.71091812867274,19.476967284323212,638.3883735627284,143532.6969111699,106919.8048098009,174544.50414478502,0.3952079424594488,0.0002533293087519968,2.890527449969612,1.9603607654571533,1.0
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,20.0,5,PEA,3,inst/inst2020,true,224.88200693822026,5.4744944649449545,526.6049990856416,140133.80898198992,122391.81019050951,162373.3719334792,0.28861314623952605,0.00010518575260704208,1.0623400467186015,1.9603607654571533,1.0
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,20.0,5,PEA,4,inst/inst2020,true,226.53268537619493,2.49514618479197e-7,560.4539738412308,149190.73624526727,94522.60613737992,193882.86863873425,0.39717119356807773,0.0007657903395927706,1.646437508975631,1.9603607654571533,1.0
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,20.0,5,PEA,5,inst/inst2020,true,486.80501378285305,2.5248636673661723e-7,1157.815569379668,178961.0190001449,88618.36519895632,309255.74086770613,0.5578041489147904,0.0013182639452562087,2.4410450932618524,1.9603607654571533,1.0
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,10.0,10,PEA,1,inst/inst2020,true,84.91112672994782,16.821254979274364,202.2413284897638,160805.82737840322,154777.00541559848,166525.57821761284,0.4337926072378724,0.0011357981320827065,0.8009476022415637,3.576381206512451,1.76
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,10.0,10,PEA,2,inst/inst2020,true,84.49409945183102,25.653544249611592,181.6908330507518,146350.74404752825,111622.16774923196,164929.37033588043,0.23526035399281964,8.642332642798227e-5,1.2386626322383676,3.576381206512451,1.76
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,10.0,10,PEA,3,inst/inst2020,true,84.27204688252785,18.1845624761959,222.91321340213705,140476.57337617406,124109.9135013839,160238.8713445241,0.3110310195513632,0.0001899465864794213,0.8785218486929525,3.576381206512451,1.76
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,10.0,10,PEA,4,inst/inst2020,true,81.89308815532104,35.142087310700134,125.61321358121174,156800.82778769388,151732.6346686555,161025.02877619345,0.15164852809611376,0.0005069311095888753,0.7145961696276585,3.576381206512451,1.76
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,10.0,10,PEA,5,inst/inst2020,true,85.82166743517581,18.595400978300223,154.78540004467104,161904.96224097232,146030.14224211342,170148.56018118284,0.23767396415207884,0.00027666250263556994,0.7281302245080807,3.576381206512451,1.76
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,10.0,10,PEA,6,inst/inst2020,true,81.66036240019116,24.811772277598482,157.9387051170442,154478.70902118957,147849.70041129968,157743.7185738195,0.1263380514628176,0.0003847670221947904,0.38928185879595584,3.576381206512451,1.76
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,10.0,10,PEA,7,inst/inst2020,true,84.4860559036935,24.8117723841712,196.65987223744946,146517.93420385162,125805.0157813393,169102.82552691927,0.23451273567421746,0.00022700629964343046,1.4765827169347476,3.576381206512451,1.76
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,10.0,10,PEA,8,inst/inst2020,true,84.99538505719384,31.499894905156104,146.49569623344502,163054.56420595,154866.99763331987,169602.177865504,0.16267370313564344,0.0001534136788220236,0.6676540172192535,3.576381206512451,1.76
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,10.0,10,PEA,9,inst/inst2020,true,83.8156979206673,2.6409069489041e-6,223.6507480591711,140255.95692647656,112447.99464081143,163115.97171737187,0.3946393270888705,7.243332839408465e-6,1.2835701219175457,3.576381206512451,1.76
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,10.0,10,PEA,10,inst/inst2020,true,83.97329510834659,24.811772324231335,187.56713920288578,145823.37046427745,123966.62259552133,167575.8988129493,0.22022669899465072,0.0002110813365538862,0.9960324024458267,3.576381206512451,1.76
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,1,inst/inst2020,true,106.61682051076345,41.7666517489384,209.46333080973037,159443.6386848557,124246.42372441052,190721.5720471161,0.1815500092770733,1.1140930234194919e-5,0.8307047815316942,4.087749004364014,2.2
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,2,inst/inst2020,true,105.1986578719252,15.234144814289335,183.9085701324864,137614.69747050438,115810.00847535458,174105.51256424293,0.42980058925271336,0.0007408785608819711,1.1176853812746488,4.087749004364014,2.2
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,3,inst/inst2020,true,106.09451454363786,41.766651678921505,257.6338971275912,156415.53952418934,117706.47731021387,191556.4579082435,0.17228418020001296,0.00011293532905331777,0.9552828729335909,4.087749004364014,2.2
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,4,inst/inst2020,true,105.98346045917401,41.766651678921505,236.21677825103333,156857.05033460297,123484.47372844204,194750.9644084755,0.1732559975388413,2.2571167506071308e-5,1.2759064383277583,4.087749004364014,2.2
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,5,inst/inst2020,true,106.4025286256572,41.766651742413586,235.91259105920201,157487.67033839415,127258.71078238005,188264.91483328893,0.17093506278676984,2.448060878728398e-5,0.7559939472269079,4.087749004364014,2.2
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,6,inst/inst2020,true,106.04425776176741,41.766651751115,194.57307809674612,156834.6307649274,123507.31623920776,189076.42730792065,0.1749327381786698,2.123998085653412e-5,0.8977749276956257,4.087749004364014,2.2
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,7,inst/inst2020,true,106.32396435986992,7.688346961818436,306.7174985581999,139407.35133321944,108883.8836746002,165076.10386298556,0.5242372781026438,0.0031750971066184562,1.7418766073387606,4.087749004364014,2.2
