InstanceNo,InstanceFile,NBstage,Childs,Periods,#scen,Theta,Avg_d,Dev_d,J,Fairness,InstFolder,Status,ExpectedCost,ScenarioCostExpected,ScenarioCostMin,ScenarioCostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,10.0,5,SA,inst/inst2020,true,589822.229217683,589822.2292176824,451791.0323797919,706498.3197172943,0.48124958106247795,0.00018554503669568275,1.6339182140152613,5.340766191482544,1.35
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,5,SA,inst/inst2020,true,636778.8290258495,636778.8290258523,522551.9689625142,745042.4691221378,0.6189939201720788,0.001008548548451694,1.852093904455334,2.9668259620666504,1.72
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,10.0,5,SA,inst/inst2020,true,744504.1274608958,744504.1274608972,660335.6523600753,914745.3544408982,0.705451550002927,0.00044102296968329347,3.324285099711604,1.8653831481933594,0.8300000000000001
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,20.0,5,SA,inst/inst2020,true,758344.1565790933,758344.1565790932,596704.9010883535,887142.9531370108,0.6893547455315954,6.993596457183064e-5,4.279614789987367,2.6161279678344727,1.38
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,10.0,10,SA,inst/inst2020,true,1.505890329176501e6,1.5058903291765032e6,1.4441453223920534e6,1.5881787591410233e6,0.9314456885709965,7.61585205359221e-5,5.5534595903366455,6.834961891174316,4.140000000000001
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,10,SA,inst/inst2020,true,1.4586282763696895e6,1.4586282763696888e6,1.3552098887973775e6,1.5971760573675383e6,0.8131371424195079,0.00020639058402379957,4.791822122054384,8.296903133392334,5.36
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,10.0,10,SA,inst/inst2020,true,1.173865926720743e6,1.173865926720744e6,824121.9398327635,1.4738883472469626e6,0.5953118301609438,7.415866458414376e-5,2.618280720139998,7.866020202636719,4.53
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,20.0,10,SA,inst/inst2020,true,1.4563728479186846e6,1.4563728479186832e6,1.1657692725650847e6,1.6323176229919605e6,0.8888600383637584,3.2078632838150034e-5,6.8545679235206896,13.352409839630127,7.18
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,10.0,5,SA,inst/inst2020,true,660291.8470543807,660291.8470543821,590602.6145887967,719232.1549011751,0.5066608651126571,0.00040758636233578386,2.017054886069351,5.340993881225586,3.3200000000000003
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,20.0,5,SA,inst/inst2020,true,648641.4833864339,648641.4833864347,560653.2346231925,727153.5715602249,0.6326103796396201,1.3486778383712599e-5,2.421673991304476,2.9482741355895996,1.6099999999999999
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,10.0,5,SA,inst/inst2020,true,754833.5230523604,754833.5230523623,676986.6045883889,904779.9212495661,0.683464603046355,0.00026161651633349717,3.5317445456733116,2.810188055038452,1.65
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,20.0,5,SA,inst/inst2020,true,554952.744761179,554952.7447611783,461468.93916889303,715258.6289843251,0.6429776004993805,1.465527819027486e-5,1.902088500276541,3.8494529724121094,2.4
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,10.0,10,SA,inst/inst2020,true,1.3688133637233558e6,1.3688133637233581e6,1.3026950836262521e6,1.4439352640898407e6,0.8020614200574907,2.449750899608132e-5,3.8923453486778996,5.829612970352173,2.95
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,20.0,10,SA,inst/inst2020,true,1.4190662158054432e6,1.4190662158054437e6,1.2822442632469358e6,1.584175683490011e6,0.7092325402483082,0.00016724706221275075,4.6967789938591755,6.746173143386841,3.8200000000000003
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,10.0,10,SA,inst/inst2020,true,1.4323977317968656e6,1.4323977317968658e6,1.3478843378420977e6,1.5148850917240954e6,0.9992555539352385,0.0007050803298865894,4.436606291820103,8.85384464263916,5.74
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,20.0,10,SA,inst/inst2020,true,1.5170376121067859e6,1.5170376121067854e6,1.410942408819395e6,1.6300716130718954e6,2.0717605483137076,0.0006675811150560608,42.007529000499126,13.60941481590271,8.36
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,10.0,5,SA,inst/inst2020,true,607587.8899571392,607587.8899571383,519309.881329974,733335.5946222356,0.5245163355809657,0.0003198813346121964,1.9789038641156136,4.4969987869262695,3.07
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,5,SA,inst/inst2020,true,689986.1528368834,689986.1528368848,570262.4707912923,817073.1156759815,0.6387033447058965,0.00019549057787949386,3.753018398970537,3.857815980911255,1.98
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,10.0,5,SA,inst/inst2020,true,691744.2634275488,691744.2634275483,635622.0226959791,740233.4099528494,0.253912719722878,2.3401079266775342e-5,3.707447300137851,3.1139841079711914,1.7000000000000002
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,20.0,5,SA,inst/inst2020,true,719181.1617300406,719181.1617300375,655224.2102173283,782554.4257908467,0.2577298891979518,3.165465825606593e-5,2.9187571773021315,3.7977092266082764,2.3
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,10.0,10,SA,inst/inst2020,true,1.1995666452169858e6,1.1995666452169893e6,1.06554684010043e6,1.3344710244813778e6,0.6961672880337311,5.2121538305696985e-5,3.3439191295338837,6.241917133331299,3.44
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,10,SA,inst/inst2020,true,1.4910709543887912e6,1.4910709543887894e6,1.3796080129585082e6,1.617791771189127e6,0.8466364872629183,0.00023421823499541667,3.801930901222361,7.886979818344116,5.109999999999999
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,10.0,10,SA,inst/inst2020,true,1.5124443168283675e6,1.5124443168283694e6,1.340996615486984e6,1.6230519693609397e6,1.4896480178720886,0.00046787029683740796,55.94742201099633,7.152883052825928,4.33
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,20.0,10,SA,inst/inst2020,true,1.296772471428173e6,1.2967724714281722e6,1.0723851814641384e6,1.4935657642086595e6,0.8381733402190177,9.440159397607525e-5,3.9112080090687216,13.40190315246582,8.280000000000001
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,10.0,5,SA,inst/inst2020,true,410257.1802173439,410257.1802173438,366875.59620596934,513547.31783261616,0.7197854649179027,0.28742522502238027,1.4053693738556274,4.05368709564209,2.13
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,20.0,5,SA,inst/inst2020,true,711710.2726526804,711710.2726526789,626377.2650127081,804735.3335526724,0.13554535108183147,3.4105774665914186e-5,0.7065165508301909,2.7208802700042725,1.3
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,10.0,5,SA,inst/inst2020,true,782586.9391537636,782586.939153763,615916.9374668425,1.1463983034051904e6,0.5363424825304159,3.5028332529414298e-6,1.7533365490668957,3.776024103164673,2.5700000000000003
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,20.0,5,SA,inst/inst2020,true,472272.1234355533,472272.1234355544,316819.8410429265,731396.663552868,0.5907645800791436,8.357421545399607e-5,2.907559693483036,3.6055219173431396,2.0700000000000003
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,10.0,10,SA,inst/inst2020,true,1.4277306751286716e6,1.4277306751286716e6,1.3214062184651678e6,1.5472056202284256e6,0.8799194617460685,0.00011198724990365298,4.87366255234896,6.9084179401397705,4.0200000000000005
