Fairness,AvgJainIndex,AvgGiniCoefficient,AvgMaxMinRatio,NumGroups,NumValidGroups,NumFiniteMaxMin
LEXMMFPEA,0.999993291079706,0.00084955527897625,1.0065556031202232,80,80,80
LEXMMFSA,0.6675102769278254,0.3563333672591476,7.332498518088978,80,80,80
NONE,0.5246931841987414,0.4801943783221982,56.28483528112688,80,80,80
PEA,0.9686573041519587,0.054922321883405165,1.4065000433559527,80,80,80
SA,0.6655373113905453,0.3507636186469217,8.478990862411178,80,80,80
