InstanceNo,InstanceFile,NBstage,Childs,Periods,#scen,Theta,Avg_d,Dev_d,J,Fairness,InstFolder,Status,ExpectedCost,ScenarioCostExpected,ScenarioCostMin,ScenarioCostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,10.0,5,PEA,inst/inst2020,true,633073.6004607835,633073.6004607826,521951.34309944126,722541.3900276767,0.30356718859667137,2.6915739434747738e-5,1.7271923279544412,3.9568159580230713,0.91
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,5,PEA,inst/inst2020,true,663321.1901757234,663321.1901757222,553932.8870832287,758335.7370986427,0.22919768175021557,5.040405996434636e-6,1.1847054402669317,1.8981571197509766,1.0899999999999999
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,10.0,5,PEA,inst/inst2020,true,748201.6467080174,748201.6467080193,659732.3827494165,914710.1600860164,0.25238234996270204,6.023553155146198e-5,2.9603754713276254,1.3861420154571533,0.5700000000000001
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,20.0,5,PEA,inst/inst2020,true,758201.3692859554,758201.3692859546,595760.0903675383,887142.9531387053,0.42828805610623844,4.580510951763465e-5,2.890527449969612,1.9603607654571533,1.0
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,10.0,10,PEA,inst/inst2020,true,1.5164694696525165e6,1.5164694696525175e6,1.4583327540084564e6,1.5884647016751466e6,0.2507796989386451,7.243332839408465e-6,1.4765827169347476,3.576381206512451,1.76
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,inst/inst2020,true,1.4851567877658713e6,1.4851567877658666e6,1.3912955761774804e6,1.614234129577537e6,0.3459593977017798,1.1140930234194919e-5,1.8159127583155947,4.087749004364014,2.2
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,10.0,10,PEA,inst/inst2020,true,1.3159806143855078e6,1.3159806143855082e6,1.1167648482515593e6,1.4797440721468762e6,0.4043969448182363,1.8006687607841647e-5,2.5187452770700323,3.4568369388580322,1.5699999999999998
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,20.0,10,PEA,inst/inst2020,true,1.485529101504238e6,1.485529101504237e6,1.2619461007832594e6,1.6323263368356775e6,0.8415786468258155,0.00015170806658954312,7.827150191123792,3.3696389198303223,1.5
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,10.0,5,PEA,inst/inst2020,true,667182.9718544261,667182.9718544269,612426.506023142,727669.3206205438,0.27240673750618655,0.00018224037832801685,1.084233159686716,1.6274588108062744,0.95
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,20.0,5,PEA,inst/inst2020,true,650547.9464449624,650547.9464449629,562961.1939337605,727153.5715612939,0.28720986198483994,4.313346273447614e-5,1.4582961967777772,1.640058994293213,0.81
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,10.0,5,PEA,inst/inst2020,true,758525.2646130796,758525.2646130831,676704.8233905915,942714.2637959388,0.35222370179752144,9.716186153199067e-5,2.2866790888491586,1.587043046951294,0.79
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,20.0,5,PEA,inst/inst2020,true,608354.888689858,608354.8886898579,522777.17571361363,720784.6429116304,0.2702718085990028,5.34809374899685e-5,1.7636219022069806,1.7867591381072998,1.0
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,10.0,10,PEA,inst/inst2020,true,1.3879416499762977e6,1.3879416499762987e6,1.3238952002050583e6,1.451032285653682e6,0.5287689412601979,4.5218075820903185e-5,3.1642150111012937,3.223701000213623,1.42
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,inst/inst2020,true,1.4246869875873765e6,1.4246869875873725e6,1.2986853918461015e6,1.5851444842174326e6,0.5397737912506659,0.00010073663498249427,4.487550500482798,3.5615170001983643,1.75
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,10.0,10,PEA,inst/inst2020,true,1.4368469991810685e6,1.4368469991810715e6,1.348356615842457e6,1.5161364246330375e6,0.47071763004331596,3.481650822441768e-5,3.6542253514312266,3.826464891433716,1.9300000000000002
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,20.0,10,PEA,inst/inst2020,true,1.517582553608705e6,1.5175825536087053e6,1.4066036823711677e6,1.6300716130718957e6,0.6285187591893258,0.00033222027628554613,9.486761080840663,3.838721990585327,2.41
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,10.0,5,PEA,inst/inst2020,true,642831.4562880523,642831.4562880514,585439.8837385444,748127.6587460992,0.21294174383784942,2.190030934223301e-6,0.9207178574633343,2.0109128952026367,1.02
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,5,PEA,inst/inst2020,true,699245.3259790968,699245.3259790995,580059.890662264,817544.1784029223,0.3245714211603762,0.00013210292457268427,2.8347866124556043,1.774693250656128,0.87
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,10.0,5,PEA,inst/inst2020,true,718343.2845252395,718343.2845252403,673933.0986998721,779519.286089053,0.1889543866885941,3.8756013638448504e-5,2.6771857844201787,1.6242029666900635,0.81
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,20.0,5,PEA,inst/inst2020,true,737955.0921754788,737955.0921754759,695097.8375234293,801269.5929056394,0.12996846052959576,3.7972658916174046e-5,0.915720559173713,1.5895969867706299,0.88
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,10.0,10,PEA,inst/inst2020,true,1.2947011051447522e6,1.294701105144752e6,1.2050814988835943e6,1.38224008832148e6,0.3102709611940096,6.964168286014463e-5,1.8906564343349406,3.32161021232605,1.69
3,Drahi_3.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,inst/inst2020,true,1.4887901578733043e6,1.488790157873304e6,1.3796080131660332e6,1.617792620666399e6,0.25512442516578054,5.023428454154478e-5,1.9791029172687842,5.7031919956207275,3.66
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,10.0,10,PEA,inst/inst2020,true,1.5283377109033053e6,1.5283377109033072e6,1.384001998568262e6,1.6231093917588966e6,0.6265116638875818,0.0,7.752160058852547,5.3615241050720215,2.88
3,Drahi_3.csv,6,4,4,1024,0.6,100.0,20.0,10,PEA,inst/inst2020,true,1.3676719396257608e6,1.3676719396257615e6,1.1889719412933853e6,1.4985470053558669e6,0.5370975055962816,1.1102068228864175e-5,5.730967208066798,5.624729156494141,3.2
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,10.0,5,PEA,inst/inst2020,true,562038.6453395764,562038.6453395769,481072.82447511354,668692.9449942505,0.199348306068498,4.9469813410181804e-5,0.9962299840259378,2.8640270233154297,1.5899999999999999
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,20.0,5,PEA,inst/inst2020,true,715660.5422259835,715660.5422259781,629403.0569399176,809059.8804113321,0.13563614388398235,1.0877431843249151e-5,0.8934548732207422,1.8745899200439453,0.87
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,10.0,5,PEA,inst/inst2020,true,768536.1633830118,768536.1633830104,621778.868072231,1.0626772391027494e6,0.32918229455451525,3.715211637852758e-5,1.3687134261678429,3.1975929737091064,2.0300000000000002
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,20.0,5,PEA,inst/inst2020,true,586105.3959170427,586105.3959170444,381945.6671529008,764913.4327417668,0.41250685721732294,7.251212405928526e-5,3.061336752255667,2.9583899974823,1.93
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,10.0,10,PEA,inst/inst2020,true,1.4649813048341887e6,1.4649813048341891e6,1.3646533578727297e6,1.5602138941140203e6,0.3213890376156937,1.3113508671830615e-5,2.0880378936257418,7.198033094406128,4.359999999999999
4,Drahi_4.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,inst/inst2020,true,1.3798071213755703e6,1.3798071213755698e6,1.242380848862951e6,1.5131288521376378e6,0.33084718457384293,1.8092070327933023e-6,1.7596897744104996,6.266624927520752,3.5300000000000002
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,10.0,10,PEA,inst/inst2020,true,1.322420822070666e6,1.3224208220706643e6,1.0645700599063933e6,1.5613149293797656e6,0.4496828359944527,0.00010419669828074947,4.274640559131081,5.711359024047852,3.48
4,Drahi_4.csv,6,4,4,1024,0.6,100.0,20.0,10,PEA,inst/inst2020,true,1.4351224378709611e6,1.4351224378709702e6,1.2129868147398771e6,1.7529514556789147e6,0.549475394477931,0.0002080351368901371,8.130006925151259,4.827622652053833,2.38
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,10.0,5,PEA,inst/inst2020,true,592296.6947372793,592296.6947372808,516572.77633904887,690137.2867452113,0.19701367633355926,0.00010672578212286756,0.990331301339471,2.5815420150756836,1.5
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,20.0,5,PEA,inst/inst2020,true,747882.8035087273,747882.8035087268,670672.6862741839,807467.3997657527,0.12548135126990675,1.7339231897306584e-6,0.6600744261498259,2.4603002071380615,1.31
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,10.0,5,PEA,inst/inst2020,true,681513.2944948504,681513.2944948494,525798.1556860633,913542.4015044859,0.41760358391776786,0.0001690385386819624,2.6506503733697477,2.6732828617095947,1.48
5,Drahi_5.csv,6,4,4,1024,0.6,100.0,20.0,5,PEA,inst/inst2020,true,648116.9155105755,648116.9155105756,493994.9755048627,867285.9842148041,0.3298913556012955,5.197052926704255e-6,1.9197709780656016,2.5950708389282227,1.43
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,10.0,10,PEA,inst/inst2020,true,1.2829322526293057e6,1.2829322526293057e6,1.1546940014132874e6,1.4006396473165352e6,0.3897027690419702,8.28272564147025e-6,2.362869110296478,4.559990882873535,2.27
5,Drahi_5.csv,6,4,4,1024,0.2,100.0,20.0,10,PEA,inst/inst2020,true,1.4241821725808263e6,1.4241821725808252e6,1.3417310010145516e6,1.518528466939465e6,0.40247351117869906,8.966736899798264e-5,2.4494820991397837,4.677037954330444,2.34
