Fairness,AvgJainIndex,AvgGiniCoefficient,AvgMaxMinRatio,NumGroups,NumValidGroups,NumFiniteMaxMin
LEXMMFPEA,0.97978786204387,0.05703503151465624,1.3734918944493004,80,80,80
LEXMMFSA,0.9706371628978632,0.056622145421694504,1.409608734800625,80,80,80
NONE,0.9097938645892167,0.14420423623197878,6.315106155707616,80,80,80
PEA,0.9874182663444893,0.05110052372681195,1.3021439883868458,80,80,80
SA,0.9877203988859664,0.038015955173259404,1.2578324440934743,80,80,80
