InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,J,Fairness,RPStatus,RPCost,RPModelSolveTimeSec,DeterministicPolicyCost,DeterministicEEVCost,VSSvsDetAbs,VSSvsDetPct,TwoStagePolicyCost,TwoStageEEVCost,VSSvsTwoStageAbs,VSSvsTwoStagePct,WaitAndSeeExpectedCost,WaitAndSeeWallTimeSec,EVPIAbs,EVPIPct
1,Drahi_1.csv,8,2,3,0.2,100.0,20.0,5,NONE,true,553334.3877949498,0.12,535809.4463522106,565214.149990893,11879.762195943156,0.02146940883844989,553594.721198529,553597.7250431692,263.33724821940996,0.00047590978263399624,553334.0340449496,1.18,0.35375000024214387,6.393060110575193e-7
2,Drahi_2.csv,8,2,3,0.2,100.0,20.0,5,NONE,true,750575.1432053258,0.17,754897.0539688298,751810.6022846827,1235.459079356864,0.0016460165121920303,750575.1432053258,750575.1432053258,0.0,0.0,750575.1432053262,1.03,-3.4924596548080444e-10,-4.653044650391059e-16
3,Drahi_3.csv,8,2,3,0.2,100.0,20.0,5,NONE,true,687969.3160393959,0.24,715134.2185522951,711333.3119450002,23363.99590560433,0.03396081098516088,687969.3160393939,687969.3160393968,9.313225746154785e-10,1.3537269074397894e-15,687969.316039396,1.23,-1.1641532182693481e-10,-1.6921586342997367e-16
4,Drahi_4.csv,8,2,3,0.2,100.0,20.0,5,NONE,true,699907.3741151416,0.32,699760.1939067426,708778.8368208241,8871.462705682497,0.012675195366955879,700271.9885188359,700272.0358512243,364.6617360827513,0.0005210142792734184,699907.374115142,1.01,-4.656612873077393e-10,-6.653184471680298e-16
5,Drahi_5.csv,8,2,3,0.2,100.0,20.0,5,NONE,true,444577.8729540154,0.16,469719.91417187755,472920.60857612774,28342.73562211235,0.06375201589271169,452525.20132301224,452530.96004251577,7953.087088500382,0.01788907539562367,444571.3721012775,1.06,6.500852737866808,1.4622528770205393e-5
6,Drahi_6.csv,8,2,3,0.2,100.0,20.0,5,NONE,true,746363.6399415976,0.13,734837.2379652333,761042.2649245264,14678.624982928857,0.019666854328645282,746363.6399416027,746363.6399415975,-1.1641532182693481e-10,-1.5597667892295e-16,746363.639941598,1.49,-4.656612873077393e-10,-6.239067156918e-16
7,Drahi_7.csv,8,2,3,0.2,100.0,20.0,5,NONE,true,491822.5799189316,0.23,421736.03945902054,508289.08919379674,16466.50927486515,0.03348058821857949,492085.9880824323,492093.13345963345,270.5535407018615,0.0005501039434717648,491818.68566849857,1.17,3.8942504330188967,7.917998465342516e-6
8,Drahi_8.csv,8,2,3,0.2,100.0,20.0,5,NONE,true,382275.5918690607,0.11,454620.6819868088,424744.52487969433,42468.93301063363,0.11109506835890359,393217.0557650064,393222.3934555126,10946.801586451882,0.028635889445438215,382274.86801365844,0.84,0.7238554022624157,1.8935433432285549e-6
9,Drahi_9.csv,8,2,3,0.2,100.0,20.0,5,NONE,true,571779.7850816892,0.13,623885.9038030924,573922.5382957287,2142.7532140394906,0.003747514812426184,571779.5482908078,571779.7850816891,-1.1641532182693481e-10,-2.0360167474319285e-16,571779.5482908073,0.75,0.2367908819578588,4.141295095349145e-7
10,Drahi_10.csv,8,2,3,0.2,100.0,20.0,5,NONE,true,597806.2401283112,0.08,619577.7433150959,601209.3777378751,3403.1376095638843,0.00569271008083396,597806.2401283116,597806.2401283112,0.0,0.0,597806.2401283112,0.76,0.0,0.0
1,Drahi_1.csv,8,2,3,0.6,100.0,10.0,5,NONE,true,451918.10443877144,0.09,580467.0447342882,550512.3855176679,98594.28107889643,0.21816846926577285,454599.7474800077,454613.0403575612,2694.9359187897644,0.005963328072763437,451911.2129760638,0.79,6.89146270765923,1.5249361864397106e-5
2,Drahi_2.csv,8,2,3,0.6,100.0,10.0,5,NONE,true,659349.3663194119,0.06,675536.0524340938,660737.042660504,1387.6763410920976,0.0021046146579897654,659323.1690877224,659349.3663194118,-1.1641532182693481e-10,-1.7656090651422444e-16,659323.1690877212,0.77,26.197231690748595,3.97319433807687e-5
3,Drahi_3.csv,8,2,3,0.6,100.0,10.0,5,NONE,true,720276.9031446074,0.17,696025.9756654084,742727.475386826,22450.572242218535,0.031169362982768328,720276.9031446103,720276.9031446076,1.1641532182693481e-10,1.6162578769176848e-16,720276.9031446076,0.75,-1.1641532182693481e-10,-1.6162578769176848e-16
4,Drahi_4.csv,8,2,3,0.6,100.0,10.0,5,NONE,true,670258.5608957116,0.12,595328.5392373224,699835.073008775,29576.512113063363,0.04412701879337174,670258.5608957114,670258.5608957116,0.0,0.0,670258.560895711,0.78,6.984919309616089e-10,1.0421231025056466e-15
5,Drahi_5.csv,8,2,3,0.6,100.0,10.0,5,NONE,true,605703.9676850694,0.14,485899.28501027613,626915.045139056,21211.077453986625,0.03501888477807552,606784.0145975912,606788.4437884544,1084.476103384979,0.0017904391604527893,605698.7161377878,1.51,5.251547281630337,8.670154996179313e-6
6,Drahi_6.csv,8,2,3,0.6,100.0,10.0,5,NONE,true,713170.4620821474,0.32,823186.4198541583,821052.3122067126,107881.85012456519,0.15127077726914984,713317.8352271985,713323.6307896402,153.16870749287773,0.00021477152467264525,713163.8779353496,0.85,6.584146797773428,9.232220272486588e-6
7,Drahi_7.csv,8,2,3,0.6,100.0,10.0,5,NONE,true,667583.0075232211,0.07,605791.3015975576,683772.0492378328,16189.041714611696,0.024250230356632586,667561.6450945411,667583.0075232212,1.1641532182693481e-10,1.7438329093912033e-16,667561.6450945428,1.08,21.362428678316064,3.199965912489616e-5
8,Drahi_8.csv,8,2,3,0.6,100.0,10.0,5,NONE,true,456845.1656388012,0.1,498508.0705218319,540079.1689627005,83234.00332389935,0.1821930263999056,460294.3773098426,460298.5990256743,3453.4333868731046,0.007559308156504643,456845.05588880175,0.75,0.10974999942118302,2.4023456452192266e-7
9,Drahi_9.csv,8,2,3,0.6,100.0,10.0,5,NONE,true,709821.0595923105,0.11,701164.7266230322,752728.7091054325,42907.64951312204,0.06044854394397129,709821.0595923106,709821.0595923106,1.1641532182693481e-10,1.6400657638109325e-16,709821.0595923099,0.75,5.820766091346741e-10,8.200328819054663e-16
10,Drahi_10.csv,8,2,3,0.6,100.0,10.0,5,NONE,true,665650.7645688625,0.12,571938.4918460954,687850.9840406077,22200.219471745193,0.03335115146472359,665793.3304749421,665793.4187172363,142.65414837375283,0.00021430779617018686,665650.7645688633,0.91,-8.149072527885437e-10,-1.2242264204659236e-15
1,Drahi_1.csv,8,2,3,0.6,100.0,20.0,5,NONE,true,658764.7786170327,0.15,541438.1435503939,674271.3298422864,15506.55122525373,0.023538828620751646,659050.6814464196,659050.9773386632,286.19872163049877,0.0004344475158968357,658764.639883567,1.17,0.13873346569016576,2.1059636184771997e-7
2,Drahi_2.csv,8,2,3,0.6,100.0,20.0,5,NONE,true,740050.8713976082,0.17,787788.0150776483,770386.9269465557,30336.055548947537,0.04099185167048988,740050.8713976083,740050.8713976082,0.0,0.0,740050.8713976081,0.75,1.1641532182693481e-10,1.5730718836541737e-16
3,Drahi_3.csv,8,2,3,0.6,100.0,20.0,5,NONE,true,659924.6209808124,0.1,551539.9898260699,671866.3149864295,11941.694005617173,0.018095542469485137,659923.6441745117,659924.6209808125,1.1641532182693481e-10,1.764069988083073e-16,659923.6441745107,0.93,0.9768063016235828,1.4801786000525414e-6
4,Drahi_4.csv,8,2,3,0.6,100.0,20.0,5,NONE,true,522187.7783856263,0.14,507216.6249114704,572900.6725190153,50712.89413338894,0.0971162027004362,530423.7908484604,530433.407050278,8245.628664651711,0.015790543183801714,522186.054018776,1.74,1.7243668503360823,3.3021968757427874e-6
5,Drahi_5.csv,8,2,3,0.6,100.0,20.0,5,NONE,true,575415.9382897251,0.35,507146.12855222926,611226.6510638805,35810.71277415543,0.062234481861231546,582592.6873198692,582600.8744149911,7184.9361252660165,0.012486508709893193,575413.5003721513,1.11,2.4379175738431513,4.236791878044307e-6
6,Drahi_6.csv,8,2,3,0.6,100.0,20.0,5,NONE,true,579645.6975072895,0.14,424394.2087910431,598914.9678768642,19269.270369574777,0.033243187092460824,582372.8875823305,582373.5472933936,2727.8497861041687,0.0047060640626421,579644.8858120242,1.08,0.811695265234448,1.4003300097370951e-6
7,Drahi_7.csv,8,2,3,0.6,100.0,20.0,5,NONE,true,465833.77734460175,0.09,527373.1050555863,580825.1681417228,114991.39079712104,0.2468506930789947,477826.3882033962,477834.5961586159,12000.818814014143,0.025762019410491364,465827.4242575344,0.89,6.353087067371234,1.3638098773313129e-5
8,Drahi_8.csv,8,2,3,0.6,100.0,20.0,5,NONE,true,464369.5031445429,0.22,468850.67682065204,493086.1107023341,28716.60755779117,0.06183999458046373,471327.9228964637,471333.2819912929,6963.778846749978,0.014996201946066176,464365.53507461556,0.74,3.9680699273594655,8.545070036876078e-6
9,Drahi_9.csv,8,2,3,0.6,100.0,20.0,5,NONE,true,580159.455210347,0.08,695876.1615858478,588499.9635288821,8340.508318535169,0.014376234401818327,580158.1538695329,580159.4552103468,-1.1641532182693481e-10,-2.0066090586203823e-16,580158.1538695374,0.8,1.301340809557587,2.2430743787253505e-6
10,Drahi_10.csv,8,2,3,0.6,100.0,20.0,5,NONE,true,608652.192022498,0.11,580319.213031108,613366.9446066096,4714.752584111644,0.007746218030440231,608927.3559084272,608928.9029692907,276.71094679273665,0.0004546290154205317,608652.1920224983,0.73,-3.4924596548080444e-10,-5.738021978041197e-16
1,Drahi_1.csv,8,2,3,0.2,100.0,10.0,10,NONE,true,1.2469237772731534e6,0.14,1.302496362640208e6,1.2855105920656251e6,38586.814792471705,0.03094560830081822,1.2469237772731516e6,1.246923777273154e6,4.656612873077393e-10,3.734480774166284e-16,1.2469237772731527e6,1.67,6.984919309616089e-10,5.601721161249426e-16
2,Drahi_2.csv,8,2,3,0.2,100.0,10.0,10,NONE,true,1.414827136922607e6,0.16,1.3934299176798796e6,1.4150928832648702e6,265.7463422631845,0.00018782954845014482,1.4148271369226074e6,1.4148271369226077e6,6.984919309616089e-10,4.936941854825459e-16,1.4148271369226077e6,1.66,-6.984919309616089e-10,-4.936941854825459e-16
3,Drahi_3.csv,8,2,3,0.2,100.0,10.0,10,NONE,true,1.3107027402703809e6,0.3,1.3037796195781182e6,1.3270774866587464e6,16374.746388365515,0.012493104565408643,1.3110518052325335e6,1.3110520456032888e6,349.3053329079412,0.00026650232899939164,1.310702740270381e6,1.45,-2.3283064365386963e-10,-1.7763802310037112e-16
4,Drahi_4.csv,8,2,3,0.2,100.0,10.0,10,NONE,true,1.1633441126847726e6,0.17,1.1102615073871068e6,1.174359962692126e6,11015.85000735335,0.009469124300574235,1.163344112684774e6,1.1633441126847728e6,2.3283064365386963e-10,2.0013909995774309e-16,1.1633441126847728e6,1.36,-2.3283064365386963e-10,-2.0013909995774309e-16
5,Drahi_5.csv,8,2,3,0.2,100.0,10.0,10,NONE,true,1.1259019576276154e6,0.14,1.2359283270350175e6,1.200721554472808e6,74819.5968451926,0.06645303024682961,1.1259636064352943e6,1.1259637303548937e6,61.77272727829404,5.486510335984775e-5,1.1259019576276154e6,1.21,0.0,0.0
6,Drahi_6.csv,8,2,3,0.2,100.0,10.0,10,NONE,true,1.2166505439059641e6,0.18,1.1810045160329272e6,1.2354167302486824e6,18766.186342718313,0.015424467146063896,1.217201949696518e6,1.2172060321745481e6,555.488268584013,0.00045657175050500544,1.216648809685939e6,1.56,1.7342200251296163,1.4254052109014266e-6
7,Drahi_7.csv,8,2,3,0.2,100.0,10.0,10,NONE,true,1.220607323817035e6,0.17,1.1928828807555228e6,1.2402771472157955e6,19669.82339876052,0.016114784021817784,1.2211980842604232e6,1.2211980842604244e6,590.7604433894157,0.0004839889388358027,1.2206073238170354e6,1.96,-4.656612873077393e-10,-3.8149966678189484e-16
8,Drahi_8.csv,8,2,3,0.2,100.0,10.0,10,NONE,true,1.3389057663670953e6,0.39,1.3176264868949193e6,1.3528060808810275e6,13900.314513932215,0.010381846776004613,1.338900915385598e6,1.3389057663670955e6,2.3283064365386963e-10,1.7389621398496027e-16,1.3389009153855979e6,1.97,4.8509814974386245,3.6230940364092834e-6
9,Drahi_9.csv,8,2,3,0.2,100.0,10.0,10,NONE,true,1.1708469598443774e6,0.16,1.2353023096639249e6,1.2385874169508894e6,67740.45710651204,0.057855944824348124,1.1708469598443771e6,1.1708469598443771e6,-2.3283064365386963e-10,-1.988565983762867e-16,1.1708469598443771e6,1.22,2.3283064365386963e-10,1.988565983762867e-16
10,Drahi_10.csv,8,2,3,0.2,100.0,10.0,10,NONE,true,1.3200370150938754e6,0.17,1.280758641956379e6,1.3344612014197086e6,14424.186325833201,0.010927107468124609,1.3200370150938747e6,1.3200370150938754e6,0.0,0.0,1.3200370150938751e6,1.2,2.3283064365386963e-10,1.7638190519779607e-16
1,Drahi_1.csv,8,2,3,0.2,100.0,20.0,10,NONE,true,1.2634040996547884e6,0.16,1.2780186704770415e6,1.2863330619382581e6,22928.962283469737,0.01814855776527465,1.263404099654786e6,1.2634040996547882e6,-2.3283064365386963e-10,-1.842883395087036e-16,1.263404099654788e6,1.72,4.656612873077393e-10,3.685766790174072e-16
2,Drahi_2.csv,8,2,3,0.2,100.0,20.0,10,NONE,true,1.416133570760617e6,0.26,1.414642928012934e6,1.422014920100474e6,5881.349339856999,0.004153103535775991,1.4161335707606163e6,1.4161335707606166e6,-4.656612873077393e-10,-3.2882582329972497e-16,1.4161335707606166e6,1.42,4.656612873077393e-10,3.2882582329972497e-16
3,Drahi_3.csv,8,2,3,0.2,100.0,20.0,10,NONE,true,1.2529305726311533e6,0.23,1.275639559346903e6,1.2894225125075465e6,36491.93987639318,0.029125268928317502,1.2541765026316647e6,1.2541829638891257e6,1252.3912579724565,0.0009995695574276202,1.2529291323360354e6,2.25,1.440295117907226,1.149541043509384e-6
4,Drahi_4.csv,8,2,3,0.2,100.0,20.0,10,NONE,true,1.311386387443243e6,0.37,1.295345259651344e6,1.324590013312333e6,13203.62586908997,0.010068448167158838,1.3115637311125298e6,1.3115637311125319e6,177.34366928879172,0.00013523372744058407,1.3113863874432433e6,1.3,-2.3283064365386963e-10,-1.775454174934743e-16
5,Drahi_5.csv,8,2,3,0.2,100.0,20.0,10,NONE,true,1.1775934360153934e6,0.32,1.1917013423248748e6,1.2156435521912815e6,38050.116175888106,0.03231175973996404,1.1817365169699932e6,1.1817431891743937e6,4149.7531590003055,0.003523926876700135,1.177593377030214e6,1.23,0.05898517929017544,5.008959585386513e-8
6,Drahi_6.csv,8,2,3,0.2,100.0,20.0,10,NONE,true,1.1983998356603915e6,0.2,1.1622891202422932e6,1.223582040633029e6,25182.204972637584,0.021013191276649877,1.198399835660388e6,1.198399835660391e6,-4.656612873077393e-10,-3.885692182618929e-16,1.1983998356603908e6,1.82,6.984919309616089e-10,5.828538273928394e-16
7,Drahi_7.csv,8,2,3,0.2,100.0,20.0,10,NONE,true,1.146937346704289e6,0.2,1.1717771830386966e6,1.172845058823127e6,25907.712118837982,0.022588602763074624,1.1574796984367562e6,1.1574821576895877e6,10544.810985298594,0.009193885799951482,1.14693608931208e6,1.22,1.2573922090232372,1.09630418142398e-6
8,Drahi_8.csv,8,2,3,0.2,100.0,20.0,10,NONE,true,1.1441013417452262e6,0.17,1.1252157030810097e6,1.1877404172776258e6,43639.07553239958,0.03814266616087698,1.150003074071339e6,1.1500061785461218e6,5904.836800895631,0.005161113430640961,1.1440971174540035e6,2.53,4.224291222635657,3.692235179264689e-6
9,Drahi_9.csv,8,2,3,0.2,100.0,20.0,10,NONE,true,1.230091276188581e6,0.58,1.222693730510513e6,1.2544595621155354e6,24368.285926954355,0.019810144497942557,1.231099864885205e6,1.23110190140458e6,1010.6252159990836,0.0008215855486191971,1.2300912761885803e6,2.07,6.984919309616089e-10,5.678374804233028e-16
10,Drahi_10.csv,8,2,3,0.2,100.0,20.0,10,NONE,true,1.3866150362659604e6,0.23,1.3382339336564895e6,1.3963128471136654e6,9697.810847704997,0.00699387399823703,1.3866150362659616e6,1.3866150362659607e6,2.3283064365386963e-10,1.679129661545163e-16,1.3866150362659611e6,1.74,-6.984919309616089e-10,-5.037388984635489e-16
1,Drahi_1.csv,8,2,3,0.6,100.0,10.0,10,NONE,true,1.2206397773984869e6,0.22,1.3858572302448112e6,1.353083851940756e6,132444.0745422691,0.1085038166006217,1.223192584100672e6,1.2231970513516804e6,2557.273953193566,0.0020950275425595318,1.2206391618094055e6,1.2,0.6155890813097358,5.043167466012966e-7
2,Drahi_2.csv,8,2,3,0.6,100.0,10.0,10,NONE,true,1.4702330695842837e6,0.17,1.411673022071557e6,1.4737125743465037e6,3479.5047622199636,0.0023666348106316315,1.470233069584286e6,1.4702330695842835e6,-2.3283064365386963e-10,-1.5836308437797806e-16,1.4702330695842844e6,1.52,-6.984919309616089e-10,-4.750892531339342e-16
3,Drahi_3.csv,8,2,3,0.6,100.0,10.0,10,NONE,true,1.286770832937151e6,0.18,1.3098125339111462e6,1.3627342988510558e6,75963.46591390483,0.05903418384182094,1.2868638522844776e6,1.2868646708707702e6,93.83793361927383,7.292513260118098e-5,1.2867708329371493e6,1.2,1.6298145055770874e-9,1.2665926704733535e-15
4,Drahi_4.csv,8,2,3,0.6,100.0,10.0,10,NONE,true,1.1770017772105841e6,0.15,1.1798626235378762e6,1.291084298697878e6,114082.52148729376,0.09692637997341155,1.1784464617449427e6,1.17844693473798e6,1445.157527395757,0.001227829520207424,1.177001129978772e6,2.19,0.6472318121232092,5.498987551718958e-7
5,Drahi_5.csv,8,2,3,0.6,100.0,10.0,10,NONE,true,1.1966862971334727e6,0.34,1.2571677697262487e6,1.3418056970801163e6,145119.3999466435,0.12126770423816223,1.2003850493807383e6,1.200391566439241e6,3705.26930576819,0.0030962745329697057,1.1966847924243317e6,1.61,1.5047091410961002,1.2573964828547477e-6
6,Drahi_6.csv,8,2,3,0.6,100.0,10.0,10,NONE,true,1.0440723280513177e6,0.16,1.244025040078939e6,1.2538005093530912e6,209728.18130177353,0.20087514597117553,1.0477369759090022e6,1.047738835730949e6,3666.507679631235,0.00351173724379277,1.0440715084263176e6,1.22,0.8196250001201406,7.850270312689053e-7
7,Drahi_7.csv,8,2,3,0.6,100.0,10.0,10,NONE,true,946350.0601842422,0.17,1.2495742868280108e6,1.223485876481829e6,277135.8162975868,0.2928470425031008,955213.1954115585,955214.9095534566,8864.849369214382,0.009367410371896114,946350.060184242,1.89,2.3283064365386963e-10,2.4603014618981534e-16
8,Drahi_8.csv,8,2,3,0.6,100.0,10.0,10,NONE,true,1.2059294030882856e6,0.21,1.3552318928710055e6,1.3688296264377276e6,162900.223349442,0.13508271954582746,1.2143866938524737e6,1.2144055506150846e6,8476.147526799003,0.007028726146897396,1.205919881972571e6,1.52,9.521115714684129,7.895251322590973e-6
9,Drahi_9.csv,8,2,3,0.6,100.0,10.0,10,NONE,true,1.2590632017634818e6,0.32,1.2139629236016038e6,1.3205860232494953e6,61522.821486013476,0.04886396600253487,1.2611578840967198e6,1.2611588122839734e6,2095.6105204916093,0.001664420433824477,1.259062943889754e6,2.46,0.25787372794002295,2.0481396611293e-7
10,Drahi_10.csv,8,2,3,0.6,100.0,10.0,10,NONE,true,1.1848117916569742e6,0.45,1.272201027787697e6,1.2627385081317192e6,77926.71647474496,0.06577138835338857,1.1848117916569759e6,1.1848117916569745e6,2.3283064365386963e-10,1.9651276708535541e-16,1.184811791656974e6,2.03,2.3283064365386963e-10,1.9651276708535541e-16
1,Drahi_1.csv,8,2,3,0.6,100.0,20.0,10,NONE,true,1.4136399752357083e6,0.32,1.3641978223618409e6,1.4144699333278257e6,829.9580921174493,0.0005871071182597699,1.4136399747372307e6,1.4136399752357085e6,2.3283064365386963e-10,1.6470292842068773e-16,1.4136399747372314e6,1.53,0.000498476903885603,3.52619416978844e-10
2,Drahi_2.csv,8,2,3,0.6,100.0,20.0,10,NONE,true,1.3489688570337193e6,0.16,1.437257578064602e6,1.4025009250722937e6,53532.06803857442,0.03968369451929928,1.3489688570337174e6,1.3489688570337193e6,0.0,0.0,1.348968857033719e6,1.38,2.3283064365386963e-10,1.7259897620308792e-16
3,Drahi_3.csv,8,2,3,0.6,100.0,20.0,10,NONE,true,1.0492506873384914e6,0.18,1.3793831233811465e6,1.3087365971939303e6,259485.90985543886,0.24730592315707287,1.0582657042249762e6,1.058269291951335e6,9018.6046128436,0.008595281110294065,1.0492505885230093e6,1.7,0.09881548210978508,9.417719073450262e-8
4,Drahi_4.csv,8,2,3,0.6,100.0,20.0,10,NONE,true,1.3069484727496097e6,0.22,1.2161460148226914e6,1.3736756427947572e6,66727.17004514742,0.05105570069244135,1.3120066606985352e6,1.312012177507905e6,5063.704758295324,0.003874448659511497,1.3069468406002938e6,1.39,1.632149315904826,1.2488245328226643e-6
5,Drahi_5.csv,8,2,3,0.6,100.0,20.0,10,NONE,true,1.0989938212996924e6,0.35,1.4265094036059927e6,1.345513173806628e6,246519.3525069356,0.22431368377976577,1.1242279742883765e6,1.1242304019383292e6,25236.580638636835,0.02296335079372106,1.0989936626236541e6,1.46,0.15867603826336563,1.443830121589875e-7
6,Drahi_6.csv,8,2,3,0.6,100.0,20.0,10,NONE,true,1.2809270766131447e6,0.18,1.2327845803965277e6,1.3473990550587268e6,66471.97844558209,0.05189364770189601,1.2876787608720134e6,1.2876788516493072e6,6751.775036162464,0.00527100656972183,1.2809269234699483e6,1.22,0.15314319636672735,1.1955652992491035e-7
7,Drahi_7.csv,8,2,3,0.6,100.0,20.0,10,NONE,true,1.1134333328211843e6,0.21,1.1654939400303827e6,1.214789093626054e6,101355.7608048697,0.09102993220802676,1.12514663575682e6,1.12514820067356e6,11714.86785237561,0.01052139136403688,1.1134326441335802e6,1.2,0.6886876041535288,6.185261244232312e-7
8,Drahi_8.csv,8,2,3,0.6,100.0,20.0,10,NONE,true,1.1454051232212363e6,0.15,1.1690745079352048e6,1.2414341367769914e6,96029.01355575514,0.08383847043192161,1.1508370089037162e6,1.1508494774571178e6,5444.354235881474,0.004753212750236573,1.1453952319291905e6,1.89,9.89129204582423,8.635627556830575e-6
9,Drahi_9.csv,8,2,3,0.6,100.0,20.0,10,NONE,true,1.1496072263496788e6,0.18,1.2114982023359574e6,1.2497090111903318e6,100101.78484065295,0.08707477001384537,1.151432558526754e6,1.1514326881666475e6,1825.4618169686291,0.0015879004368865841,1.1496071352769819e6,1.62,0.09107269695959985,7.922070675284538e-8
10,Drahi_10.csv,8,2,3,0.6,100.0,20.0,10,NONE,true,1.2287647360761773e6,0.3,1.3319416006177056e6,1.339316505154519e6,110551.76907834178,0.08996984193358892,1.2287647360761766e6,1.2287647360761776e6,2.3283064365386963e-10,1.894835006393244e-16,1.2287647360761769e6,2.88,4.656612873077393e-10,3.789670012786488e-16
