ExperimentID,StructuralInstanceID,PairedBaseID,ParallelTaskID,Replication,Controller,Fairness,FormulationID,FormulationVariant,Resource,CompletionStatus,PeriodsCompleted,HorizonCovered,TotalOperatingCost,AllGridBenchmark,TotalSavings,TerminalStateOfCharge,TerminalResidual,TotalPV,TotalGridImport,TotalGridExport,AggregateBatteryCharge,AggregateBatteryDischarge,ChargingPeriods,DischargingPeriods,IdlePeriods,RealizedAlpha,MaxPVRelativeDeviation,MeanPVRelativeDeviation,RealizedGamma,MaxSavingsRelativeDeviation,MeanSavingsRelativeDeviation,MinHouseholdPV,MinHouseholdSavings,MaxFairnessResidual,MaxPhysicalResidual,MaxSimultaneousFlow,MaxModeLinkResidual,MaxIntegralityResidual,PEAToleranceActivations,PEAToleranceActivationRate,PEAToleranceMeanActive,PEAToleranceMeanAllPeriods,PEAToleranceMax,PEAStrictFeasiblePeriods,OptimizationFailures,PhysicalViolations,FailureMessage
oos_experiment,SI-Drahi_14-d1-HET-ULO-BHI-8213f1f308,PB-Drahi_14-d1-HET-ULO-e50fa6e806,TK-PB-Drahi_14-d1-HET-ULO-e50fa6e806-r1,1,DETERMINISTIC_RH,LEXMMFPEA,shared_battery_mode_node_level_v1,aggregate_only,pv,completed,24,1.0,565807.8651054793,869733.9599590686,303926.0948535893,92.31578947368422,92.11578947368422,2325.2854916584756,3043.5782718855544,743.6062730530414,261.37713534822603,148.38286465177399,6,3,11,0.5153257641216142,0.6056446343410989,0.2585769113319924,0.34944719747161845,0.8664826959657752,0.5503603515024527,158.72488477158922,7091.538952105562,1.0000000000004547,16.0,16.0,0.0,0.5,0,0.0,0.0,0.0,0.0,0,0,0,
oos_experiment,SI-Drahi_14-d1-HET-ULO-BHI-8213f1f308,PB-Drahi_14-d1-HET-ULO-e50fa6e806,TK-PB-Drahi_14-d1-HET-ULO-e50fa6e806-r1,1,DETERMINISTIC_RH,LEXMMFSA,shared_battery_mode_node_level_v1,aggregate_only,savings,completed,24,1.0,713788.4186018971,869733.9599590686,155945.54135717137,0.19999999999999574,4.274358644806853e-15,2325.2854916584756,3860.637035842981,1644.8244194020585,295.742444152431,266.90755584756903,8,7,6,0.5153257641216142,1.952119797042603,0.8738790473662986,0.1793025781866796,0.6285652622335871,0.2959345944533027,69.40350730010428,24073.40240913813,1.0000000000582077,15.180026281208935,15.180026281208935,1.4210854715202004e-14,0.4743758212877792,0,0.0,0.0,0.0,0.0,0,0,0,
oos_experiment,SI-Drahi_14-d1-HET-ULO-BHI-8213f1f308,PB-Drahi_14-d1-HET-ULO-e50fa6e806,TK-PB-Drahi_14-d1-HET-ULO-e50fa6e806-r1,1,DETERMINISTIC_RH,NONE,shared_battery_mode_node_level_v1,aggregate_only,none,completed,24,1.0,442692.8536791068,869733.9599590686,427041.10627996176,92.31578947368422,92.11578947368422,2325.2854916584747,2293.63878076764,0.0,196.42105263157896,89.75999999999999,7,3,14,0.515325764121614,1.0,0.786419075766006,0.4910019913446397,1.2898959296366113,0.8171489231144863,0.0,-21527.679999999993,0.0,0.09750000000000014,0.0,0.0,0.09750000000000014,0,0.0,0.0,0.0,0.0,0,0,0,
oos_experiment,SI-Drahi_14-d1-HET-ULO-BHI-8213f1f308,PB-Drahi_14-d1-HET-ULO-e50fa6e806,TK-PB-Drahi_14-d1-HET-ULO-e50fa6e806-r1,1,DETERMINISTIC_RH,PEA,shared_battery_mode_node_level_v1,aggregate_only,pv,completed,24,1.0,570632.3197578891,869733.9599590686,299101.6402011793,92.31578947368422,92.11578947368422,2325.2854916584724,3069.972996354307,770.0009975217915,261.37713534822603,148.38286465177399,6,3,11,0.5153257641216136,0.5224489553461418,0.21575178118975785,0.3439001510476326,0.7753973043475567,0.576401321527398,304.6777456537871,11682.053451208776,1.7053025658242404e-12,15.99999999999946,15.99999999999946,0.0,0.4999999999999831,0,0.0,0.0,0.0,0.0,24,0,0,
oos_experiment,SI-Drahi_14-d1-HET-ULO-BHI-8213f1f308,PB-Drahi_14-d1-HET-ULO-e50fa6e806,TK-PB-Drahi_14-d1-HET-ULO-e50fa6e806-r1,1,DETERMINISTIC_RH,SA,shared_battery_mode_node_level_v1,aggregate_only,savings,completed,24,1.0,627181.3628340592,869733.9599590686,242552.59712500937,0.20000000000000284,2.831068712794149e-15,2325.2854916584765,3408.7959427983105,1189.8633263573886,327.742444152431,295.78755584756897,9,8,4,0.5153257641216145,1.95624084292152,0.7370811489512317,0.27888136866177377,0.17537627502269373,0.10406292838144202,138.75273213279095,34781.4100835478,8.731149137020111e-11,15.180026281208935,15.180026281208935,7.105427357601002e-15,0.4743758212877792,0,0.0,0.0,0.0,0.0,24,0,0,
oos_experiment,SI-Drahi_14-d1-HET-ULO-BHI-8213f1f308,PB-Drahi_14-d1-HET-ULO-e50fa6e806,TK-PB-Drahi_14-d1-HET-ULO-e50fa6e806-r1,1,DETERMINISTIC_RH,STATIC_DEMAND_SHARE,shared_battery_mode_node_level_v1,aggregate_only,pv,completed,24,1.0,444389.3620012398,869733.9599590686,425344.5979578288,92.31578947368422,92.11578947368422,2325.2854916584747,2297.399159120426,0.0,234.98903573707156,124.56760475270703,7,3,10,0.515325764121614,0.8714979081801183,0.7859317530748235,0.4890513852970009,0.9373968256716477,0.8013766647512887,68.56358135584001,6363.718605999777,0.0,14.44509795851286,14.44509795851286,0.0,0.45140931120355976,0,0.0,0.0,0.0,0.0,0,0,0,
oos_experiment,SI-Drahi_14-d1-HET-ULO-BHI-8213f1f308,PB-Drahi_14-d1-HET-ULO-e50fa6e806,TK-PB-Drahi_14-d1-HET-ULO-e50fa6e806-r1,1,MULTISTAGE_RH,LEXMMFPEA,shared_battery_mode_node_level_v1,aggregate_only,pv,completed,24,1.0,565807.8651054795,869733.9599590686,303926.094853589,92.31578947368422,92.11578947368422,2325.2854916584747,3043.5782718855553,743.60627305304,261.37713534822603,148.38286465177396,6,3,11,0.515325764121614,0.16009349632294417,0.07229980252700063,0.3494471974716181,0.9403976539244576,0.5458120132353945,398.09841604637944,3150.045122274052,1.0000000000042064,16.0,16.0,0.0,0.5,0,0.0,0.0,0.0,0.0,0,0,0,
oos_experiment,SI-Drahi_14-d1-HET-ULO-BHI-8213f1f308,PB-Drahi_14-d1-HET-ULO-e50fa6e806,TK-PB-Drahi_14-d1-HET-ULO-e50fa6e806-r1,1,MULTISTAGE_RH,LEXMMFSA,shared_battery_mode_node_level_v1,aggregate_only,savings,completed,24,1.0,713438.5119093094,869733.9599590686,156295.44804975903,0.20000000000001705,1.7041923427996153e-14,2325.285491658475,3858.857341934222,1643.044725493297,295.742444152431,266.907555847569,8,7,6,0.5153257641216141,1.209102394719227,0.8704818951156664,0.17970489281241198,0.5341209614329564,0.29377911666229156,69.40340188358999,25976.851259124756,1.0000000014406396,15.180026281208935,15.180026281208935,0.0,0.4743758212877792,0,0.0,0.0,0.0,0.0,0,0,0,
oos_experiment,SI-Drahi_14-d1-HET-ULO-BHI-8213f1f308,PB-Drahi_14-d1-HET-ULO-e50fa6e806,TK-PB-Drahi_14-d1-HET-ULO-e50fa6e806-r1,1,MULTISTAGE_RH,NONE,shared_battery_mode_node_level_v1,aggregate_only,none,completed,24,1.0,442692.85367910727,869733.9599590686,427041.1062799613,92.31578947368422,92.11578947368422,2325.2854916584747,2293.638780767642,0.0,196.42105263157896,89.75999999999999,7,3,14,0.515325764121614,0.9405200935461195,0.7356508437345226,0.4910019913446391,1.0366516177692857,0.7716583080190846,87.23240176126878,5303.219334670663,0.0,0.09750000000000014,0.0,0.0,0.09750000000000014,0,0.0,0.0,0.0,0.0,0,0,0,
oos_experiment,SI-Drahi_14-d1-HET-ULO-BHI-8213f1f308,PB-Drahi_14-d1-HET-ULO-e50fa6e806,TK-PB-Drahi_14-d1-HET-ULO-e50fa6e806-r1,1,MULTISTAGE_RH,PEA,shared_battery_mode_node_level_v1,aggregate_only,pv,completed,24,1.0,570603.4662916065,869733.9599590686,299130.49366746197,92.31578947368422,92.11578947368422,2325.2854916584747,3069.816192559498,769.8441937269831,261.37713534822603,148.38286465177399,6,3,11,0.515325764121614,0.28859431134380714,0.11654055129091163,0.3439333260961083,0.8023138434632983,0.5754933216442109,352.11248058897877,10334.081775023573,1.9326762412674725e-12,16.0,16.0,3.552713678800501e-15,0.5,0,0.0,0.0,0.0,0.0,24,0,0,
