InstanceNo,InstanceFile,NBstage,Childs,Periods,#scen,Theta,Avg_d,Dev_d,J,Fairness,InstFolder,Status,ExpectedCost,ScenarioCostExpected,ScenarioCostMin,ScenarioCostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,10.0,5,LEXMMFSA,inst/inst2020,true,676044.041987127,676044.0419871295,595822.6955932319,762256.1004930662,0.37446935976870643,5.254932587453393e-5,1.844557970495777,11.034140825271606,5.79
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFSA,inst/inst2020,true,722165.7900329399,722165.7900329431,638302.4937318261,802720.45920182,0.48754469911991705,6.396307782120296e-6,3.6154798052243526,11.946635246276855,9.18
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,10.0,5,LEXMMFSA,inst/inst2020,true,820967.259387592,820967.2593875912,681595.0888563938,1.0861610604288764e6,0.5879613181487346,0.00013452470579123626,3.677969364445367,7.538956880569458,4.43
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,20.0,5,LEXMMFSA,inst/inst2020,true,842370.6256360272,842370.6256360275,683847.0249497248,1.0568737151790406e6,0.7418740345769798,3.86688517135598e-5,3.911895532390394,8.275392055511475,5.88
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFSA,inst/inst2020,true,1.5395950449798047e6,1.5395950449798072e6,1.4899328382897414e6,1.5960677550055448e6,0.9257267693329381,1.4935886856119412e-5,6.85959006364152,72.05659770965576,58.699999999999996
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFSA,inst/inst2020,true,1.5464374678605201e6,1.546437467860517e6,1.45241628745657e6,1.6707375759239097e6,0.8222753951793943,0.00018517379131028272,4.845557614851676,89.16466426849365,74.88000000000001
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFSA,inst/inst2020,true,1.3974272310765525e6,1.3974272310765432e6,1.3030890551187436e6,1.507929589488494e6,0.48372008242522974,2.784232133181574e-5,2.2620554077042656,152.1878559589386,136.98
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,inst/inst2020,true,1.5106451669902457e6,1.5106451669902296e6,1.3297178156036183e6,1.6453706958058164e6,1.0685499033734835,0.0002773892897328508,7.621396252983645,193.5391869544983,176.05
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,10.0,5,LEXMMFSA,inst/inst2020,true,693512.093069494,693512.0930694937,654779.1555683835,736128.2843492,0.4459350385352038,1.330194265646392e-5,1.610725052948596,27.60587501525879,19.98
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFSA,inst/inst2020,true,690848.6653240955,690848.6653240961,618528.541541222,766215.6685939516,0.6290127667217889,0.0001647402947744396,2.4492745420500164,19.444092988967896,12.889999999999999
