InstanceNo,InstanceFile,NBstage,Childs,Periods,#scen,Theta,Avg_d,Dev_d,J,Fairness,House,InstFolder,Status,FairnessGap,AbsFairnessGap,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,10.0,5,SA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,5.39512257091701e-9,5.39512257091701e-9,39.55081295967102,31.25
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,10.0,5,SA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,-2.546585164964199e-11,2.546585164964199e-11,39.55081295967102,31.25
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,10.0,5,SA,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.673470251262188e-10,1.673470251262188e-10,39.55081295967102,31.25
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,10.0,5,SA,4,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,5.502442945726216e-9,5.502442945726216e-9,39.55081295967102,31.25
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,10.0,5,SA,5,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,-1.1939846444875002e-8,1.1939846444875002e-8,39.55081295967102,31.25
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,20.0,5,SA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,3.965396899729967e-10,3.965396899729967e-10,120.38237714767456,102.12
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,20.0,5,SA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,-1.0186340659856796e-10,1.0186340659856796e-10,120.38237714767456,102.12
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,20.0,5,SA,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,5.293259164318442e-10,5.293259164318442e-10,120.38237714767456,102.12
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,20.0,5,SA,4,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,-5.598849384114146e-9,5.598849384114146e-9,120.38237714767456,102.12
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,20.0,5,SA,5,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,5.184119800105691e-9,5.184119800105691e-9,120.38237714767456,102.12
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,10.0,5,SA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,-2.546585164964199e-11,2.546585164964199e-11,75.9130847454071,60.83
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,10.0,5,SA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.673470251262188e-10,1.673470251262188e-10,75.9130847454071,60.83
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,10.0,5,SA,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,-3.7834979593753815e-10,3.7834979593753815e-10,75.9130847454071,60.83
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,10.0,5,SA,4,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,-4.9112713895738125e-9,4.9112713895738125e-9,75.9130847454071,60.83
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,10.0,5,SA,5,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,5.675246939063072e-10,5.675246939063072e-10,75.9130847454071,60.83
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,20.0,5,SA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,-4.43833414465189e-10,4.43833414465189e-10,36.576801776885986,27.369999999999997
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,20.0,5,SA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,-4.360117600299418e-9,4.360117600299418e-9,36.576801776885986,27.369999999999997
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,20.0,5,SA,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,-2.346496330574155e-9,2.346496330574155e-9,36.576801776885986,27.369999999999997
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,20.0,5,SA,4,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,-2.975866664201021e-9,2.975866664201021e-9,36.576801776885986,27.369999999999997
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,20.0,5,SA,5,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,6.4574123825877905e-9,6.4574123825877905e-9,36.576801776885986,27.369999999999997
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,10.0,10,SA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,-1.3005774235352874e-10,1.3005774235352874e-10,654.2544839382172,618.0600000000001
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,10.0,10,SA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,3.7471181713044643e-10,3.7471181713044643e-10,654.2544839382172,618.0600000000001
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,10.0,10,SA,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,2.2591848392039537e-9,2.2591848392039537e-9,654.2544839382172,618.0600000000001
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,10.0,10,SA,4,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,-1.000444171950221e-11,1.000444171950221e-11,654.2544839382172,618.0600000000001
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,10.0,10,SA,5,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,-5.411493475548923e-10,5.411493475548923e-10,654.2544839382172,618.0600000000001
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,10.0,10,SA,6,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,-9.00399754755199e-11,9.00399754755199e-11,654.2544839382172,618.0600000000001
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,10.0,10,SA,7,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,6.821210263296962e-11,6.821210263296962e-11,654.2544839382172,618.0600000000001
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,10.0,10,SA,8,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,9.804352885112166e-10,9.804352885112166e-10,654.2544839382172,618.0600000000001
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,10.0,10,SA,9,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,-2.0554580260068178e-10,2.0554580260068178e-10,654.2544839382172,618.0600000000001
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,10.0,10,SA,10,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,-4.194589564576745e-9,4.194589564576745e-9,654.2544839382172,618.0600000000001
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,20.0,10,SA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,-2.5511326384730637e-9,2.5511326384730637e-9,490.5903890132904,464.69
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,20.0,10,SA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,-7.357812137342989e-10,7.357812137342989e-10,490.5903890132904,464.69
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,20.0,10,SA,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,-6.857590051367879e-10,6.857590051367879e-10,490.5903890132904,464.69
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,20.0,10,SA,4,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.8962964531965554e-10,1.8962964531965554e-10,490.5903890132904,464.69
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,20.0,10,SA,5,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,-1.5566001820843667e-9,1.5566001820843667e-9,490.5903890132904,464.69
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,20.0,10,SA,6,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,-5.989022611174732e-10,5.989022611174732e-10,490.5903890132904,464.69
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,20.0,10,SA,7,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,-2.5556801119819283e-10,2.5556801119819283e-10,490.5903890132904,464.69
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,20.0,10,SA,8,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,2.091837814077735e-10,2.091837814077735e-10,490.5903890132904,464.69
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,20.0,10,SA,9,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,-3.7425706977955997e-10,3.7425706977955997e-10,490.5903890132904,464.69
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,20.0,10,SA,10,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,6.6611391957849264e-9,6.6611391957849264e-9,490.5903890132904,464.69
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,10.0,10,SA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,4.833054845221341e-9,4.833054845221341e-9,268.61047291755676,239.99
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,10.0,10,SA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,6.097252480685711e-9,6.097252480685711e-9,268.61047291755676,239.99
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,10.0,10,SA,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,4.864887159783393e-9,4.864887159783393e-9,268.61047291755676,239.99
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,10.0,10,SA,4,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,-2.202068571932614e-8,2.202068571932614e-8,268.61047291755676,239.99
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,10.0,10,SA,5,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,4.532012098934501e-9,4.532012098934501e-9,268.61047291755676,239.99
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,10.0,10,SA,6,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,6.511982064694166e-10,6.511982064694166e-10,268.61047291755676,239.99
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,10.0,10,SA,7,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,3.1650415621697903e-10,3.1650415621697903e-10,268.61047291755676,239.99
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,10.0,10,SA,8,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,-1.2587406672537327e-9,1.2587406672537327e-9,268.61047291755676,239.99
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,10.0,10,SA,9,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,2.7284841053187847e-11,2.7284841053187847e-11,268.61047291755676,239.99
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,10.0,10,SA,10,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,2.637534635141492e-10,2.637534635141492e-10,268.61047291755676,239.99
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,20.0,10,SA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,2.955857780762017e-10,2.955857780762017e-10,184.03742003440857,170.56
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,20.0,10,SA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,-7.166818249970675e-10,7.166818249970675e-10,184.03742003440857,170.56
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,20.0,10,SA,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,-1.229636836796999e-9,1.229636836796999e-9,184.03742003440857,170.56
