InstanceNo,InstanceFile,NBstage,Childs,Periods,#scen,Theta,Avg_d,Dev_d,J,Fairness,House,InstFolder,Status,PVReceivedExpected,PVReceivedMin,PVReceivedMax,CostExpected,CostMin,CostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,10.0,5,LEXMMFSA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,48.72396741422291,6.612993688302223,92.85805224975485,150804.50217044426,144388.22895598953,161536.77790776483,0.5767694818311827,1.1483903425937695e-5,2.2308673820558367,46.2837860584259,37.519999999999996
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,10.0,5,LEXMMFSA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,39.0974959795761,1.3189540686552994,108.10789839176789,147180.30349511176,126639.52697937784,155818.45494342953,0.6531149011419983,0.00017558247769997376,2.233935870387345,46.2837860584259,37.519999999999996
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,10.0,5,LEXMMFSA,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,301.6370684470197,40.29107714644361,595.0390061215423,150639.80550641485,122750.72198983116,177202.82863657342,0.35245853847634634,3.8226735542103146e-5,1.7011120235354322,46.2837860584259,37.519999999999996
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,10.0,5,LEXMMFSA,4,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,244.1761657736704,17.49168138028657,520.7718480826591,150558.9320767841,124732.14304231553,174018.3301116636,0.3364878408897776,5.443117825602755e-5,1.8794177680367512,46.2837860584259,37.519999999999996
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,10.0,5,LEXMMFSA,5,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,40.07102398544031,0.0,128.68519522126945,152158.01910188328,127635.69652864119,191073.25096445304,0.8545255568495915,0.07820611323841609,1.3679015170630902,46.2837860584259,37.519999999999996
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,20.0,5,LEXMMFSA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,41.708790356334475,0.0,123.14203827913344,153250.31447412792,121241.19271562748,203432.23060001316,0.8464472499448453,0.0003424036499938689,2.1129537362501716,51.9973349571228,39.11
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,20.0,5,LEXMMFSA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,33.980366142900884,0.0,120.68754628982349,149470.63040302388,116608.08299850923,189269.51318257494,0.7989926211573523,0.0002054764760843253,2.774767854472192,51.9973349571228,39.11
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,20.0,5,LEXMMFSA,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,242.63068792022926,43.00667768243363,547.4326581781692,147775.74857756068,108678.9856453953,187891.66482396418,0.3958048833385247,0.00010492378255300792,3.2152589796885893,51.9973349571228,39.11
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,20.0,5,LEXMMFSA,4,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,33.271667369374576,1.1497695594523496,89.18576017636921,129596.4975947035,115735.3854920266,141580.37522124665,0.5621258600847703,0.00026859963170007393,3.1883838058480842,51.9973349571228,39.11
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,20.0,5,LEXMMFSA,5,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,211.0653037385208,0.8565144954883985,596.9371440970515,147971.34885508136,106160.7779549923,189451.01257339274,0.42014450981559404,3.3068477551668265e-6,2.8230333509037653,51.9973349571228,39.11
2,Drahi_2.csv,6,6,4,7776,0.6,100.0,10.0,5,LEXMMFSA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,68.28117998812799,0.0,271.2975453712935,138559.58171455926,95693.35790954091,167064.0945303228,0.9233600120567342,3.3026532138115966e-5,8.331955810325447,58.3851842880249,46.22
2,Drahi_2.csv,6,6,4,7776,0.6,100.0,10.0,5,LEXMMFSA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,52.811014308205785,0.0,264.0772733899529,143003.10087473452,94839.20868698307,165371.8940664687,0.8264719989965021,6.4320889598458506e-6,16.547736681891216,58.3851842880249,46.22
2,Drahi_2.csv,6,6,4,7776,0.6,100.0,10.0,5,LEXMMFSA,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,49.95327454916423,0.0,192.14339582728348,143519.62196997882,113821.05721752689,166731.1821842802,1.1098264583648496,0.0002671413860705253,26.374369851841276,58.3851842880249,46.22
2,Drahi_2.csv,6,6,4,7776,0.6,100.0,10.0,5,LEXMMFSA,4,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,336.7239226132597,0.0,1098.1887975412828,146021.54565361733,126777.01186928188,162116.9885886254,0.5943864732786875,0.00018936619422414984,3.234836065460919,58.3851842880249,46.22
2,Drahi_2.csv,6,6,4,7776,0.6,100.0,10.0,5,LEXMMFSA,5,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,57.14907166952482,0.0,213.0285982898198,143069.20075174514,102044.9627475194,166084.7188936668,1.1312378834705956,6.53346862365302e-5,19.305946097387213,58.3851842880249,46.22
2,Drahi_2.csv,6,6,4,7776,0.6,100.0,20.0,5,LEXMMFSA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,96.56032427786853,0.0,190.71020513973994,140705.8130190652,113036.8611930871,176458.7028291954,0.25506573629253193,0.0011029816833326698,1.2410198847862794,47.54126214981079,35.35
2,Drahi_2.csv,6,6,4,7776,0.6,100.0,20.0,5,LEXMMFSA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,97.17819417438592,41.838415454857156,166.56928456742654,132169.9355540259,114131.72792590616,143130.5336406803,0.4131813102656834,0.011362101221051274,1.3924217380003658,47.54126214981079,35.35
2,Drahi_2.csv,6,6,4,7776,0.6,100.0,20.0,5,LEXMMFSA,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,659.1086874290658,28.694910842160347,1475.7798337415993,129781.72463392644,106339.1491777159,147718.93011651305,0.2942793942658532,0.0009152626759791191,0.8370289492292993,47.54126214981079,35.35
2,Drahi_2.csv,6,6,4,7776,0.6,100.0,20.0,5,LEXMMFSA,4,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,109.35936696808022,0.0,222.70631816285461,132894.41323202092,122716.44137455725,148368.48115980893,0.3080566091610713,0.0005203539265437923,1.0700614553148018,47.54126214981079,35.35
2,Drahi_2.csv,6,6,4,7776,0.6,100.0,20.0,5,LEXMMFSA,5,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,89.28708597025532,0.0,232.48055683381114,138609.1638730914,92478.60858672668,178199.48672006093,0.3877628747310337,6.654457472810566e-5,1.259661677721942,47.54126214981079,35.35
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,10.0,10,LEXMMFSA,1,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,48.30013307297792,0.0,201.39916112661345,146053.02785904694,111831.20001841318,167630.47939660746,0.9753956817534738,7.465387184063054e-5,3.709493380577619,163.14237713813782,136.29
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,10.0,10,LEXMMFSA,2,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,40.84662068954162,0.0,177.04488992541866,146559.6510317,111555.79660614487,165740.30610637553,0.9089568080306416,0.0003615132189027529,3.3681349620284275,163.14237713813782,136.29
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,10.0,10,LEXMMFSA,3,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,40.4451290862686,0.0,190.14409516743603,146503.15447684994,115478.43499620685,167785.03444757426,0.8983720802222023,0.0037193237846351286,3.3435920468060005,163.14237713813782,136.29
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,10.0,10,LEXMMFSA,4,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,192.39691379218547,8.0,478.63655828651497,142208.27818886726,111393.3123446481,165062.47436299222,0.47058015380064105,2.2867459838274974e-5,2.6439002486462506,163.14237713813782,136.29
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,10.0,10,LEXMMFSA,5,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,40.96770306792745,0.0,67.84517456128305,143351.44138392445,135355.27180201898,152390.648731487,0.7634269889269769,0.0019330696531715786,1.8781457110054194,163.14237713813782,136.29
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,10.0,10,LEXMMFSA,6,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,40.87069565524119,0.0,177.93395299642629,146743.65765951743,114939.87152111904,169850.25405366733,0.8010657073330824,0.0007089346970437664,2.6452704517726793,163.14237713813782,136.29
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,10.0,10,LEXMMFSA,7,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,41.50707330706387,0.0,210.4429000848479,146138.06438740063,106528.74393693171,167846.17688319317,0.9518447496159698,0.0007095867228405423,3.8172308174453855,163.14237713813782,136.29
