InstanceNo,InstanceFile,NBstage,Childs,Periods,#scen,Theta,Avg_d,Dev_d,J,Fairness,InstFolder,Status,ExpectedCost,ScenarioCostExpected,ScenarioCostMin,ScenarioCostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,10.0,5,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,751341.562350641,751341.5623506531,692743.4520297503,819016.6438856195,0.5546712638377795,1.1483903425937695e-5,2.233935870387345,46.2837860584259,37.519999999999996
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,20.0,5,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,728064.539904495,728064.5399044919,628641.3547063182,820926.803271645,0.6047030248682161,3.3068477551668265e-6,3.2152589796885893,51.9973349571228,39.11
2,Drahi_2.csv,6,6,4,7776,0.6,100.0,10.0,5,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,714173.0509646373,714173.0509646297,592800.1792754119,798134.2983080603,0.9170565652334813,6.4320889598458506e-6,26.374369851841276,58.3851842880249,46.22
2,Drahi_2.csv,6,6,4,7776,0.6,100.0,20.0,5,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,674161.0503121336,674161.0503121366,606052.8385562307,754765.6686751177,0.3316691849432366,6.654457472810566e-5,1.3924217380003658,47.54126214981079,35.35
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,10.0,10,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.458342208040836e6,1.45834220804084e6,1.3823666430494755e6,1.5320078208277614e6,0.7748780598994282,2.2867459838274974e-5,4.602645682292586,163.14237713813782,136.29
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,20.0,10,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.4990991524787513e6,1.4990991524787513e6,1.3662866553823836e6,1.6272681107151848e6,0.9622945893889061,9.518883757040941e-6,7.726592255459833,164.1802453994751,138.07
2,Drahi_2.csv,6,6,4,7776,0.6,100.0,10.0,10,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.5270001122736786e6,1.5270001122736603e6,1.4524382005698446e6,1.5990590352133291e6,1.9360370863960878,4.035269386103847e-5,55.81541171030519,135.4091353416443,111.03
2,Drahi_2.csv,6,6,4,7776,0.6,100.0,20.0,10,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.4300382800881315e6,1.4300382800881322e6,1.2670620479111252e6,1.5905817450564143e6,0.907901715996665,2.2602605523791906e-5,10.138573944072823,181.62710237503052,147.16
3,Drahi_3.csv,6,6,4,7776,0.2,100.0,10.0,5,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,674152.1990757177,674152.1990757071,580927.0068634987,764378.3290576767,0.41262372017101506,1.0469395041911813e-5,2.04981748955955,41.46417021751404,32.02
3,Drahi_3.csv,6,6,4,7776,0.2,100.0,20.0,5,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,767725.5057658722,767725.5057658611,695499.4893733263,902716.3671219432,0.5253793177395705,3.344104324657499e-7,1.8516255986760497,31.540528774261475,22.29
3,Drahi_3.csv,6,6,4,7776,0.6,100.0,10.0,5,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,724917.9941650284,724917.9941650269,613215.8381722044,973740.9534687859,0.5157445699657222,3.658148079217423e-5,20.914841464962247,63.4025993347168,46.0
3,Drahi_3.csv,6,6,4,7776,0.6,100.0,20.0,5,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,780601.6816050857,780601.6816050902,661861.3533801005,954254.6423887503,0.5756965324882188,7.78102404285874e-5,15.062377401354704,43.42736005783081,29.61
3,Drahi_3.csv,6,6,4,7776,0.2,100.0,10.0,10,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.4356626463951024e6,1.4356626463951063e6,1.3718359885808937e6,1.511399519704935e6,0.8004592167909196,6.928075640995502e-5,4.702684374415039,103.04426145553589,80.11
3,Drahi_3.csv,6,6,4,7776,0.2,100.0,20.0,10,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.4532956261835466e6,1.4532956261835338e6,1.310244443651588e6,1.6049297846975545e6,0.7796304074508409,3.960880634665949e-5,4.677835208487719,159.34116005897522,128.55
