InstanceNo,InstanceFile,NBstage,Childs,Periods,#scen,Theta,Avg_d,Dev_d,J,Fairness,InstFolder,Status,ExpectedCost,ScenarioCostExpected,ScenarioCostMin,ScenarioCostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,10.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,739170.8598912839,739170.8598913982,540944.6610032289,3.476606943197055e8,0.7645232208526284,2.750762539165512e-5,4.308443094686011,39.55081295967102,31.25
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,20.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,698174.9841479872,698174.9841480043,401773.69035751774,1.9279245019567764e8,0.7567429711140826,5.7097561003613016e-5,4.042350692637913,120.38237714767456,102.12
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,10.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,695947.1447262439,695947.1447262426,344491.92598103127,3.627700401978265e8,0.8622945144481524,1.870898635184105e-5,4.0796279964535564,75.9130847454071,60.83
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,20.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,719188.0652646936,719188.0652646904,421651.33528622804,3.718989140698088e7,0.8902779691671091,0.00011130505923707037,5.099084669714153,36.576801776885986,27.369999999999997
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,10.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.4291418611992877e6,1.4291418611992763e6,1.35010467153478e6,1.4916011962785902e6,0.963202440069578,4.6278281531693194e-5,7.070033501306958,654.2544839382172,618.0600000000001
1,Drahi_1.csv,6,6,4,7776,0.2,100.0,20.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.541312683339512e6,1.5413126833394996e6,1.3695825260053498e6,1.6564632585520542e6,0.9271884955455096,2.4898985404231877e-5,7.583380820043259,490.5903890132904,464.69
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,10.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.4602985571851435e6,1.4602985571851754e6,1.028649525759692e6,1.5584373392657235e6,1.0653171613821066,3.2885030466748815e-5,8.3889153099085,268.61047291755676,239.99
1,Drahi_1.csv,6,6,4,7776,0.6,100.0,20.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.4612641111536962e6,1.4612641111537083e6,1.0011553804087046e6,1.626103072689743e6,1.07214535898688,6.2482769079186675e-6,22.2213247655076,184.03742003440857,170.56
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,10.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,751269.7474735475,751269.7474735881,640250.1617043463,817682.5137971675,0.7187542082621363,5.081137153367189e-7,3.270802520291561,54.930997133255005,47.839999999999996
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,20.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,728095.2535038574,728095.2535038368,591317.1207948967,1.646502259586934e8,0.7978755464662217,5.3163143486730546e-5,4.935501296045955,52.55133891105652,46.89
2,Drahi_2.csv,6,6,4,7776,0.6,100.0,10.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,714763.4155250004,714763.4155250414,527688.4470109985,797610.5487706416,1.043993320403542,7.138371396445641e-5,26.374369851841276,83.41420531272888,77.08
2,Drahi_2.csv,6,6,4,7776,0.6,100.0,20.0,5,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,671323.3277089341,671323.3277089283,444566.60636489454,777657.2509520623,0.768024040937709,7.830061780526751e-5,2.901427306190587,57.77269101142883,42.08
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,10.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.456650556845242e6,1.456650556845273e6,1.3684397169032975e6,1.5252924244875787e6,0.8041454398431931,4.307551325380372e-5,6.000621096227933,168.5238401889801,154.37
2,Drahi_2.csv,6,6,4,7776,0.2,100.0,20.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.4995855870219988e6,1.4995855870220026e6,1.3812277426517652e6,1.625056249031689e6,0.9915323026688837,1.0532098302342385e-5,7.923875949726675,369.1709270477295,355.38
2,Drahi_2.csv,6,6,4,7776,0.6,100.0,10.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.5281024315686983e6,1.528102431568747e6,1.3388813293430887e6,1.5877941130753474e6,2.1118756374065835,9.529627230700204e-6,55.81541171030519,456.4746289253235,442.51
2,Drahi_2.csv,6,6,4,7776,0.6,100.0,20.0,10,SA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.4238055409832022e6,1.423805540983289e6,1.2079901423174834e6,1.590581745056414e6,1.0834751724447882,4.711952025722093e-6,10.138573944072823,218.5040922164917,204.67999999999998
