InstanceNo,InstanceFile,NBstage,Childs,Periods,#scen,Theta,Avg_d,Dev_d,J,Fairness,InstFolder,Status,ExpectedCost,ScenarioCostExpected,ScenarioCostMin,ScenarioCostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,10.0,5,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,677344.0204950388,677344.020495041,595190.255593232,761693.7480720221,0.44079667863383715,6.662430037188331e-5,2.136225983632583,3.794213056564331,1.04
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,723785.45916021,723785.4591602106,622034.1036395692,811297.7739392472,0.5509523970925321,5.1054921523675886e-5,2.2320785104620344,1.669114112854004,1.1099999999999999
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,10.0,5,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,822171.2356461299,822171.2356461292,680957.8488563938,1.03018881929241e6,0.557943805077001,0.00012044656055885718,2.932427492164664,1.4014334678649902,0.74
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,20.0,5,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,844161.2141110235,844161.2141110242,678901.3462153086,1.0604945219548736e6,0.7713786821209226,1.3408235238335865e-5,3.5125821287445405,1.6137468814849854,1.08
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.5399879117999156e6,1.5399879117999137e6,1.4804967892594093e6,1.5944828095234903e6,0.8001544616086194,8.541032902469637e-5,5.667957812139789,4.4401772022247314,3.0
1,Drahi_1.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.5513036112336142e6,1.5513036112336107e6,1.4587044979243155e6,1.696426839319911e6,0.8026076415126009,0.00013231867185843082,4.547941976334832,4.682541131973267,3.19
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,10.0,10,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.400588692611415e6,1.4005886926114091e6,1.2529466566311037e6,1.5070445166408855e6,0.5278513849783074,9.99816002440954e-5,2.5717194298494306,4.204174280166626,2.7199999999999998
1,Drahi_1.csv,6,4,4,1024,0.6,100.0,20.0,10,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.5162009664864496e6,1.5162009664864407e6,1.34174935305717e6,1.6438082823995152e6,1.0176287976420653,0.0001420570729454397,8.362533649441877,4.021971940994263,2.78
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,10.0,5,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,694687.6904222049,694687.6904222047,650802.9034039623,742463.2652358946,0.5241450576789141,5.8396711000667956e-5,2.0138906893469204,1.6157021522521973,1.09
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,20.0,5,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,692947.784744098,692947.7847440967,614735.8421801738,769104.8036284256,0.6010418704188258,0.00043230284252598883,2.944154683463862,1.4302940368652344,0.94
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,10.0,5,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,785311.8553453016,785311.8553453047,712639.1114420478,1.002367133700698e6,0.5956319419468775,8.692674053371013e-5,4.181364528804817,1.4936401844024658,0.96
2,Drahi_2.csv,6,4,4,1024,0.6,100.0,20.0,5,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,665078.7709162505,665078.7709162496,581892.5983352019,746654.7423836984,0.4835533187491307,6.529872210986456e-5,3.8837994514488985,1.66339111328125,0.98
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,10.0,10,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.4250045943451491e6,1.4250045943451468e6,1.3735783960841352e6,1.4876696038560043e6,0.8622112966829398,9.830353584715905e-5,4.313650925237972,4.349771499633789,2.9800000000000004
2,Drahi_2.csv,6,4,4,1024,0.2,100.0,20.0,10,LEXMMFSA,/home/franco/Documentos/Multistage Energy/Code_stochastique/codes/inst/inst2020,true,1.4582431405701227e6,1.4582431405701248e6,1.3414138365476879e6,1.5972416574180103e6,0.8703751871586283,0.00036968062985972183,6.450100378608266,6.67888069152832,4.88
