InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,J,Fairness,ExpectedCost_opt,RunTimeSec_opt,ModelSolveTimeSec_opt,Status_opt,ExpectedCost_restricted,RunTimeSec_restricted,ModelSolveTimeSec_restricted,Status_restricted,ExpectedCost_decomposed,RunTimeSec_decomposed,ModelSolveTimeSec_decomposed,Status_decomposed,GapPct_restricted,GapPct_decomposed,GapPct_opt,DecompBelowOpt
4,Drahi_4.csv,6,6,4,0.6,100.0,10.0,5,PEA,703136.9283271685,55.42315793037415,42.42,True,706935.5960982419,60.468461751937866,38.52,True,740809.3276361747,58.29192495346069,26.37,True,0.5402458067606863,5.357761453182763,0.0,False
4,Drahi_4.csv,6,6,4,0.6,100.0,10.0,10,PEA,1438018.4865330537,101.56947898864746,78.07,True,1441031.297744298,80.92306613922119,54.7,True,1488444.9117822684,79.570729970932,43.93,True,0.20951129901729537,3.5066604304085702,0.0,False
4,Drahi_4.csv,6,6,4,0.6,100.0,20.0,5,PEA,673113.8349001899,68.74856901168823,59.35,True,676997.4883522852,31.75357127189636,23.03,True,683771.0844920143,33.039952993392944,14.27,True,0.5769683002684323,1.5832759689755393,0.0,False
4,Drahi_4.csv,6,6,4,0.6,100.0,20.0,10,PEA,1319641.388953027,87.35565900802612,65.53,True,1322666.141956312,90.02696013450623,50.17,True,1357291.55865805,77.03478717803955,38.17,True,0.22921022549049486,2.8530606890780907,0.0,False
5,Drahi_5.csv,6,6,4,0.2,100.0,10.0,5,PEA,691441.3217927174,35.88727402687073,23.59,True,695879.5714496047,33.20158004760742,21.24,True,723068.6892801917,29.886430978775024,15.86,True,0.641883774805363,4.574121691985833,0.0,False
5,Drahi_5.csv,6,6,4,0.2,100.0,10.0,10,PEA,1262373.8359589735,77.79198598861694,47.33,True,1265269.99836128,79.50841403007507,48.45,True,1291880.8433623658,66.80815124511719,36.55,True,0.2294219287352739,2.3374222883015605,0.0,False
5,Drahi_5.csv,6,6,4,0.2,100.0,20.0,5,PEA,709116.0573645942,43.38882899284363,28.41,True,713983.0818075137,37.2786660194397,18.78,True,726387.8577654148,43.510318994522095,29.15,True,0.6863509001626245,2.4356803405370053,0.0,False
5,Drahi_5.csv,6,6,4,0.2,100.0,20.0,10,PEA,1499136.3880686727,77.89545488357544,51.65,True,1499136.3880686753,75.76371884346008,47.94,True,1506854.0555848128,51.25713205337525,29.22,True,1.7763568394002505e-13,0.5148075637122496,0.0,False
5,Drahi_5.csv,6,6,4,0.6,100.0,10.0,5,PEA,729289.5698964132,31.236676931381226,21.13,True,733598.0664039429,38.584850788116455,22.09,True,779490.9667583999,40.542304039001465,22.5,True,0.5907799433003902,6.883602746316142,0.0,False
5,Drahi_5.csv,6,6,4,0.6,100.0,10.0,10,PEA,1458659.296179724,72.07842898368835,50.71,True,1461569.9965489558,58.231154918670654,28.96,True,1482684.4017086914,61.88797688484192,28.98,True,0.19954628039975386,1.6470676594520617,0.0,False
5,Drahi_5.csv,6,6,4,0.6,100.0,20.0,5,PEA,725110.2400320539,34.06138896942139,16.24,True,728402.2456188075,29.85526704788208,18.16,True,762561.6506926997,25.3757381439209,14.99,True,0.4540007029287141,5.164926461249575,0.0,False
5,Drahi_5.csv,6,6,4,0.6,100.0,20.0,10,PEA,1440593.2955166665,65.00662612915039,45.26,True,1443847.6659774997,77.97217321395874,38.87,True,1458635.9894692588,62.594165086746216,34.77,True,0.22590487342688537,1.2524488354030083,0.0,False
6,Drahi_6.csv,6,6,4,0.2,100.0,10.0,5,PEA,498168.7162994244,49.920243978500366,29.54,True,504622.8446178254,23.146703958511356,12.18,True,531263.5202648973,22.824578762054443,11.54,True,1.29557077898117,6.643292298904857,0.0,False
6,Drahi_6.csv,6,6,4,0.2,100.0,10.0,10,PEA,1238642.6395276876,86.37587594985962,57.01,True,1242242.061370487,65.20358395576477,38.31,True,1267994.299192652,53.9475622177124,24.96,True,0.2905940525486761,2.3696632691537767,0.0,False
6,Drahi_6.csv,6,6,4,0.2,100.0,20.0,5,PEA,620879.1735147347,40.428065061569214,29.2,True,624560.4425934459,28.665837049484253,14.9,True,641462.2896668854,26.96773314476013,14.42,True,0.5929123146250603,3.315156479743342,0.0,False
6,Drahi_6.csv,6,6,4,0.2,100.0,20.0,10,PEA,1250416.6359860504,109.35898303985596,90.5,True,1254414.3867887235,84.97025609016418,45.86,True,1279348.7888160362,73.1874029636383,48.16,True,0.3197135008941032,2.313801016184547,0.0,False
6,Drahi_6.csv,6,6,4,0.6,100.0,10.0,5,PEA,745563.0383709965,37.756579875946045,23.67,True,748677.7373795839,28.905327081680294,16.3,True,769110.8953954538,28.11652421951294,15.51,True,0.4177646755924025,3.1583991979950765,0.0,False
6,Drahi_6.csv,6,6,4,0.6,100.0,10.0,10,PEA,1139007.715595308,83.6505298614502,61.87,True,1142923.6032485266,74.9327609539032,54.19,True,1208171.2625643143,64.3983781337738,36.43,True,0.3437981674401458,6.072263253533583,0.0,False
6,Drahi_6.csv,6,6,4,0.6,100.0,20.0,5,PEA,755472.9147520227,35.38899779319763,23.88,True,759186.2179407963,50.85262608528137,31.37,True,788785.598030094,27.00399088859558,16.52,True,0.49152035979904696,4.409513912091212,0.0,False
6,Drahi_6.csv,6,6,4,0.6,100.0,20.0,10,PEA,1443090.0454161966,94.61545419692992,74.3,True,1445154.5310909608,71.16453313827515,52.36,True,1469597.491852271,50.62595200538635,27.68,True,0.14306007316189362,1.8368532525237846,0.0,False
7,Drahi_7.csv,6,6,4,0.2,100.0,10.0,5,PEA,693408.8385832122,58.93271899223328,47.52,True,699133.4831582647,37.75106406211853,27.45,True,701393.0497912855,32.575708866119385,20.87,True,0.8255799834840705,1.1514435299652126,0.0,False
7,Drahi_7.csv,6,6,4,0.2,100.0,10.0,10,PEA,1371467.2489425216,99.32342982292175,80.47,True,1374827.631031807,58.81370115280152,39.3,True,1403785.2886009405,75.057382106781,47.81,True,0.24502095050948913,2.356457267451173,0.0,False
7,Drahi_7.csv,6,6,4,0.2,100.0,20.0,5,PEA,714216.3427895972,26.024003982543945,14.06,True,718469.149129781,29.887495040893555,17.0,True,756073.3458487045,35.72402095794678,20.9,True,0.5954507178557611,5.860549605406895,0.0,False
7,Drahi_7.csv,6,6,4,0.2,100.0,20.0,10,PEA,1264511.1470665871,95.51506090164185,70.09,True,1267777.5668998235,79.9588930606842,57.98,True,1305324.660591723,66.89905619621277,39.01,True,0.25831483105656083,3.227612000085167,0.0,False
7,Drahi_7.csv,6,6,4,0.6,100.0,10.0,5,PEA,722476.5199386962,46.38607716560364,29.87,True,726375.2102811222,42.87426400184631,31.99,True,754237.4243256329,35.1431360244751,22.78,True,0.5396286571025088,4.396115792058075,0.0,False
7,Drahi_7.csv,6,6,4,0.6,100.0,10.0,10,PEA,1378611.6618865654,98.86567306518556,77.54,True,1382000.5999643118,54.533522844314575,34.61,True,1432333.0564390817,67.94668388366699,42.68,True,0.24582253084299843,3.8967749974638366,0.0,False
7,Drahi_7.csv,6,6,4,0.6,100.0,20.0,5,PEA,506039.4740743232,53.15624213218689,43.89,True,509194.71816796233,39.22968101501465,31.09,True,555395.6111624603,32.31162405014038,19.04,True,0.6235173845698272,9.753416406580184,0.0,False
7,Drahi_7.csv,6,6,4,0.6,100.0,20.0,10,PEA,1116839.0664587268,128.2030110359192,104.26,True,1122375.144088882,66.60541582107544,40.48,True,1157742.2944063826,55.41696214675903,29.97,True,0.4956916172093706,3.6624102053800733,0.0,False
8,Drahi_8.csv,6,6,4,0.2,100.0,10.0,5,PEA,557684.8821015601,59.71847200393677,50.74,True,560612.7397696353,41.02234101295471,28.57,True,589420.2105572863,56.581859827041626,39.9,True,0.5250021583948827,5.690548457425604,0.0,False
8,Drahi_8.csv,6,6,4,0.2,100.0,10.0,10,PEA,1305480.504907815,73.91771817207336,42.63,True,1309667.6245574304,68.88127517700195,42.43,True,1348763.015837723,58.4594030380249,32.24,True,0.32073398521650365,3.315446746787254,0.0,False
8,Drahi_8.csv,6,6,4,0.2,100.0,20.0,5,PEA,448455.7533583568,38.0719039440155,23.04,True,454309.1322348035,29.615180015563965,15.99,True,479839.28280428215,18.83901596069336,7.92,True,1.3052299658578237,6.998132861693285,0.0,False
8,Drahi_8.csv,6,6,4,0.2,100.0,20.0,10,PEA,1430594.662797402,75.78683710098267,46.72,True,1435937.3824443093,79.16900110244751,53.35,True,1445618.395110882,69.34356236457825,39.45,True,0.3734614552846294,1.050173938444754,0.0,False
8,Drahi_8.csv,6,6,4,0.6,100.0,10.0,5,PEA,772890.5767203945,57.55942702293396,46.05,True,777933.9739098729,38.89584612846375,30.130000000000003,True,815848.4313517923,35.795483112335205,20.8,True,0.6525370267650432,5.55807716192902,0.0,False
8,Drahi_8.csv,6,6,4,0.6,100.0,10.0,10,PEA,1426793.4286682042,67.21679019927979,46.53,True,1431281.202628889,65.62455892562866,45.25,True,1460552.898208897,64.95746994018555,41.87,True,0.31453564829448943,2.366107725363209,0.0,False
8,Drahi_8.csv,6,6,4,0.6,100.0,20.0,5,PEA,676269.5711393359,33.68036699295044,23.45,True,680679.6767037174,32.12294602394104,21.8,True,719821.6343235794,40.93875908851624,23.65,True,0.652122430549662,6.440044775468712,0.0,False
8,Drahi_8.csv,6,6,4,0.6,100.0,20.0,10,PEA,1338944.4010029235,62.81181693077088,38.41,True,1342254.9064307131,74.38911080360413,54.61,True,1386412.7809916474,73.84598779678345,46.94,True,0.24724741559918328,3.545209192642207,0.0,False
9,Drahi_9.csv,6,6,4,0.2,100.0,10.0,5,PEA,731150.6806339644,27.614493131637573,17.74,True,735082.4085100421,31.470339059829712,22.11,True,761032.2147782147,20.81683111190796,10.34,True,0.5377452254668791,4.086918734499534,0.0,False
9,Drahi_9.csv,6,6,4,0.2,100.0,10.0,10,PEA,1297727.505790789,60.004252910614014,45.72,True,1302301.9464055798,51.8400821685791,32.72,True,1340413.6974951357,71.92418694496155,33.68,True,0.3524962362575046,3.2893031483011814,0.0,False
9,Drahi_9.csv,6,6,4,0.2,100.0,20.0,5,PEA,722145.878000405,26.76341414451599,16.95,True,727443.1599136709,25.99214601516724,17.799999999999997,True,745071.5182367333,50.017308950424194,38.79,True,0.7335473447461549,3.1746550018132647,0.0,False
9,Drahi_9.csv,6,6,4,0.2,100.0,20.0,10,PEA,1338440.722186779,63.15904498100281,48.41,True,1342469.5253668053,54.24284315109253,39.58,True,1362872.7812663617,58.76396918296814,32.16,True,0.3010072178201595,1.8254121138562729,0.0,False
9,Drahi_9.csv,6,6,4,0.6,100.0,10.0,5,PEA,786644.1749021916,23.17548894882202,14.45,True,792106.865667659,23.80820393562317,13.02,True,831360.5158119677,34.88648986816406,21.37,True,0.6944296976643338,5.684443149322993,0.0,False
9,Drahi_9.csv,6,6,4,0.6,100.0,10.0,10,PEA,1430471.72030074,59.79547500610352,45.95,True,1433317.07673025,50.86844801902771,35.11,True,1448291.710791429,68.79328608512878,35.27,True,0.1989103586690799,1.2457422427716747,0.0,False
9,Drahi_9.csv,6,6,4,0.6,100.0,20.0,5,PEA,721625.2695958993,43.35307621955872,35.57,True,724784.1871227183,20.253820180892944,9.96,True,726766.0321472182,19.027618169784542,8.91,True,0.43775040314040226,0.7123867148108198,0.0,False
9,Drahi_9.csv,6,6,4,0.6,100.0,20.0,10,PEA,1270685.5898997604,51.08400011062622,32.7,True,1275616.8718192065,42.23819398880005,29.08,True,1308325.528857432,56.06726098060608,33.71,True,0.3880804156939366,2.9621756362752993,0.0,False
10,Drahi_10.csv,6,6,4,0.2,100.0,10.0,5,PEA,719804.6432824464,34.54752802848816,24.05,True,722704.1792875102,16.9152889251709,9.36,True,754748.9936868914,29.49097228050232,14.1,True,0.40282263140751784,4.85469922020676,0.0,False
10,Drahi_10.csv,6,6,4,0.2,100.0,10.0,10,PEA,1388099.2172748426,55.81292200088501,38.8,True,1391638.78109285,47.70721101760864,29.76,True,1406181.3783140313,62.22054696083069,36.93,True,0.25499357495182284,1.3026562376923012,0.0,False
10,Drahi_10.csv,6,6,4,0.2,100.0,20.0,5,PEA,642485.7535079918,28.213690042495728,18.32,True,647202.048178697,28.098139762878414,19.57,True,666087.6622922271,21.71652889251709,10.17,True,0.734069922166225,3.673530293141636,0.0,False
10,Drahi_10.csv,6,6,4,0.2,100.0,20.0,10,PEA,1392287.4426926996,41.14489388465881,25.14,True,1396901.7822809208,43.40330696105957,23.29,True,1407531.9106567926,50.78827404975891,19.74,True,0.33142147567581937,1.09492246332481,0.0,False
10,Drahi_10.csv,6,6,4,0.6,100.0,10.0,5,PEA,526693.0501490039,38.45619416236877,30.48,True,529421.9680096542,23.17154002189636,16.08,True,537493.7320195027,41.883317947387695,28.42,True,0.5181230053972197,2.0506596522287923,0.0,False
10,Drahi_10.csv,6,6,4,0.6,100.0,10.0,10,PEA,1492441.5693628555,48.69695901870728,31.33,True,1496115.6427289704,49.63915205001831,24.37,True,1508663.1125188498,60.08899211883545,23.74,True,0.24617870753114168,1.0869131153268263,0.0,False
10,Drahi_10.csv,6,6,4,0.6,100.0,20.0,5,PEA,720465.9871033904,35.18723487854004,27.73,True,725743.7461893158,19.861572980880737,11.15,True,763742.6239744426,23.26763200759888,13.25,True,0.7325479870527118,6.006756411228298,0.0,False
10,Drahi_10.csv,6,6,4,0.6,100.0,20.0,10,PEA,1435613.713080648,38.04185104370117,27.28,True,1440255.0088029224,44.64311718940735,24.3,True,1495159.5056252803,78.84498620033264,26.48,True,0.3232969760587512,4.147758690382974,0.0,False
