InstanceNo,InstanceFile,NBstage,Childs,Periods,#scen,Theta,Avg_d,Dev_d,J,Fairness,House,InstFolder,Status,PVReceivedExpected,PVReceivedMin,PVReceivedMax,CostExpected,CostMin,CostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,2,4,32,0.2,100.0,10.0,5,NONE,1,inst/inst2020,true,239.11647656032451,185.94993444128664,343.564762635689,153032.84935478325,142667.86515685014,165710.00101362425,NaN,NaN,NaN,4.656605958938599,0.03
1,Drahi_1.csv,6,2,4,32,0.2,100.0,10.0,5,NONE,2,inst/inst2020,true,353.6734514876786,243.29433731656385,515.3343096151199,119523.77271486507,109375.80539779949,129671.74003193085,NaN,NaN,NaN,4.656605958938599,0.03
1,Drahi_1.csv,6,2,4,32,0.2,100.0,10.0,5,NONE,3,inst/inst2020,true,295.898342108941,225.91878498271973,428.92564312286663,140679.9025847811,128358.57943161641,158112.78137650632,NaN,NaN,NaN,4.656605958938599,0.03
1,Drahi_1.csv,6,2,4,32,0.2,100.0,10.0,5,NONE,4,inst/inst2020,true,249.2646066041587,199.58145583923164,371.05126785421146,150634.17238760952,136266.9956394062,161380.71712830866,NaN,NaN,NaN,4.656605958938599,0.03
1,Drahi_1.csv,6,2,4,32,0.2,100.0,10.0,5,NONE,5,inst/inst2020,true,236.9609313332842,181.0856685133088,344.1179381095866,142824.75389013672,139764.2180715893,145885.28970868414,NaN,NaN,NaN,4.656605958938599,0.03
1,Drahi_1.csv,6,2,4,32,0.2,100.0,20.0,5,NONE,1,inst/inst2020,true,36.45983590300446,32.798869866969945,40.120801939038955,157064.2798873912,137829.24966780384,172032.26386291216,NaN,NaN,NaN,0.08704209327697754,0.04
1,Drahi_1.csv,6,2,4,32,0.2,100.0,20.0,5,NONE,2,inst/inst2020,true,101.48381434244885,46.692623907766716,134.496452800789,139230.48246929623,110268.47633173435,172742.75642152218,NaN,NaN,NaN,0.08704209327697754,0.04
1,Drahi_1.csv,6,2,4,32,0.2,100.0,20.0,5,NONE,3,inst/inst2020,true,804.6284456934775,652.8346760946653,896.1859457599805,12051.793625137843,925.3407638553902,40054.88660005241,NaN,NaN,NaN,0.08704209327697754,0.04
1,Drahi_1.csv,6,2,4,32,0.2,100.0,20.0,5,NONE,4,inst/inst2020,true,310.8798335769017,76.87964048034951,593.8750169014908,96902.77276771421,57716.79786827216,133982.10325371003,NaN,NaN,NaN,0.08704209327697754,0.04
1,Drahi_1.csv,6,2,4,32,0.2,100.0,20.0,5,NONE,5,inst/inst2020,true,52.253118980552685,32.79886986696996,115.320487012602,152015.43427756164,128698.47426010891,168917.55184902353,NaN,NaN,NaN,0.08704209327697754,0.04
