InstanceNo,InstanceFile,NBstage,Childs,Periods,Theta,Avg_d,Dev_d,DemandProfile,J,BatteryScale,PVScale,Fairness,House,InstFolder,Status,PVReceivedExpected,PVReceivedMin,PVReceivedMax,CostExpected,CostMin,CostMax,RegretExpected,RegretMin,RegretMax,RunTimeSec,ModelSolveTimeSec
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,1,inst/inst2020,true,130.05847778693249,0.0,318.7718535020757,133267.5369907359,96508.84811149853,170206.35761934778,0.4380803714694106,0.0009368359977185701,1.2039388262262336,45.058828830718994,32.29
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,2,inst/inst2020,true,140.2194250401229,0.0,342.0124170724685,134910.07850113304,96742.84471208286,165469.07400639477,0.35624834904382796,5.6013159384155e-6,1.3321365971444856,45.058828830718994,32.29
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,3,inst/inst2020,true,542.4041074539078,235.50589525751306,1016.3653613793016,130482.87629796349,105312.3154556071,155173.04473875315,0.2191948906852762,0.000367109393992625,1.1843243393058096,45.058828830718994,32.29
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,4,inst/inst2020,true,121.41821963463889,88.24193877628562,170.35964247610585,132287.34932030604,124703.13246593442,138254.91884309988,0.18112407419783785,2.0354298027809498e-5,0.8510059984888452,45.058828830718994,32.29
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,5,inst/inst2020,true,138.8501409395144,0.0,327.360615891065,131217.95935051754,96131.31052074273,161093.78153898474,0.39544751400667516,0.0019720301184854272,1.3592425642978478,45.058828830718994,32.29
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,1,inst/inst2020,true,456.3418790691366,80.3490511817372,977.4424254183,149118.3478365862,106620.85431539116,185507.83861676246,0.26385475935733965,0.0002385682594957035,1.4811275214954447,32.34886693954468,26.44
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,2,inst/inst2020,true,446.57754777207765,149.85815504153612,1033.4042101511889,149074.19974890325,105436.34789022976,188854.41986921855,0.2759367893651055,9.06531909125637e-5,2.4639309269492635,32.34886693954468,26.44
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,3,inst/inst2020,true,88.4395454528486,0.0,201.00997223455784,133535.67837613015,104060.77294134127,162734.67178105438,0.6051391742962365,7.488751893925538e-5,1.8411894866574394,32.34886693954468,26.44
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,4,inst/inst2020,true,89.4657953618396,0.0,207.35117235355634,139497.0055585307,103817.11217821861,163648.08501972794,0.630714001119929,0.00044046210807125954,2.131608247680937,32.34886693954468,26.44
1,Drahi_1.csv,6,4,4,0.2,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,5,inst/inst2020,true,67.01686147528991,12.885765971762385,151.8094418228615,144879.07185296898,130518.25146118438,159682.19157857698,0.446787423633089,0.00020589882813191177,1.2554273343994526,32.34886693954468,26.44
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,1,inst/inst2020,true,328.8964766114013,2.854262967543089,1300.9900752972715,139471.65259152805,99058.41464938183,158018.06041513858,0.6004453189057108,0.0003668470191851407,6.124919141518751,28.55705952644348,22.13
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,2,inst/inst2020,true,89.63388495468726,0.0,273.48867748979353,260116.2820405927,138215.26536046175,467975.18726348935,1.1429496409307247,0.0007250398839956736,16.188145363959116,28.55705952644348,22.13
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,3,inst/inst2020,true,316.5527667878034,2.854262967543089,954.6569499666858,138801.04300505156,103120.90337997151,159465.5141587857,0.6064166712617514,0.001272853801592436,6.479136008376623,28.55705952644348,22.13
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,4,inst/inst2020,true,339.73127218271776,5.708525935086178,856.6208143781208,139117.39860057176,109868.15015733105,159244.0795519737,0.6167587870700195,9.788191090168593e-5,6.368490140011251,28.55705952644348,22.13
1,Drahi_1.csv,6,4,4,0.6,100.0,10.0,mixed,5,1.0,1.0,LEXMMFSA,5,inst/inst2020,true,340.1096101625585,2.854262967543089,1010.0176182147196,138530.58954234488,103283.56778911747,157435.92415026517,0.5730945992785501,0.0002092505098964247,6.0664762257777936,28.55705952644348,22.13
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,1,inst/inst2020,true,594.8894018853924,0.0,1481.4507279290424,142192.24825616804,90536.82273149716,194523.88784064745,0.772015264712634,0.0006908166582432952,3.768600935102687,20.874951362609863,17.04
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,2,inst/inst2020,true,67.7092642630539,5.4744944346403255,156.57527432730058,150981.92082824922,126936.31724565453,164599.58908805286,0.4614289314283543,0.00025606989273213723,2.7128336818700824,20.874951362609863,17.04
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,3,inst/inst2020,true,73.56629341771749,0.0,143.03070910933633,140216.3103530459,131087.6101188028,156626.3063109517,1.0775375010785198,4.0009748313638007e-5,6.589903019670246,20.874951362609863,17.04
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,4,inst/inst2020,true,540.8227647485998,0.0,1329.757753886867,142521.2169626237,95915.34857472112,190943.50853416396,0.9553269826222541,0.0007908747694172092,4.369175877750387,20.874951362609863,17.04
1,Drahi_1.csv,6,4,4,0.6,100.0,20.0,mixed,5,1.0,1.0,LEXMMFSA,5,inst/inst2020,true,125.850694334172,0.0,409.3696095711409,257558.51012036376,139708.08346333166,450668.85791458073,2.0527891676348777,0.00017786751896751781,14.647428779415996,20.874951362609863,17.04
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,LEXMMFSA,1,inst/inst2020,true,210.83715288402198,0.1303043153812357,787.8557390780725,159944.52744278792,146942.47794827522,166410.7032029287,0.5942313494603457,0.01343453127065407,1.108330866691454,153.28165483474731,136.54
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,LEXMMFSA,2,inst/inst2020,true,20.7732116224533,0.0,86.228772104753,145696.12012374372,125495.9912073255,163842.38778114456,1.0397128497323451,0.0013539657548584621,6.816767063879142,153.28165483474731,136.54
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,LEXMMFSA,3,inst/inst2020,true,48.70854586156008,0.0,200.39479826319058,152342.10219378443,124466.60721920118,171681.63821412984,2.0854809693860217,0.09964477834916877,10.056188501587744,153.28165483474731,136.54
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,LEXMMFSA,4,inst/inst2020,true,111.85515539777164,4.505263494730225,409.8753604426963,153868.54338932683,148605.87722181604,158279.35943364442,0.6399161272086663,0.000991426982647632,6.504943892726059,153.28165483474731,136.54
1,Drahi_1.csv,6,4,4,0.2,100.0,10.0,mixed,10,1.0,1.0,LEXMMFSA,5,inst/inst2020,true,120.9236343942386,0.0,472.69632911729786,162525.48200295502,151793.53506816903,168645.0538695127,0.3677369274405113,0.0006979561186327064,3.339784876708005,153.28165483474731,136.54
